gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	PV.XY46.XX46	FDR.XY46.XX46
TRINITY_DN126421_c2_g1_i1	oxt	Chr01	6308159	6308159	5.31226110619717	-3.41587216510637	4.60787345017741e-26	3.62539342968059e-24
TRINITY_DN120448_c1_g1_i3	qdpr	Chr01	16477747	16477747	4.49778302245415	1.54159569667762	0.00113360146471579	0.00758603545250243
TRINITY_DN128780_c0_g1_i1	fgfbp2	Chr01	16906025	16906025	5.30284787374513	-0.931218155004224	0.00230763333064254	0.0141481521385338
TRINITY_DN129746_c0_g2_i1	LOC100489920-like	Chr01	20481224	20481224	3.08547045663378	-3.01820874013679	1.27837568898339e-14	4.42832889707427e-13
TRINITY_DN122714_c15_g1_i1	neil3	Chr01	38056089	38056089	4.91327584180471	-1.08675062532316	0.000224681202044467	0.00180475808701806
TRINITY_DN102078_c0_g1_i1	naf1	Chr01	42692844	42692844	5.51198741621292	-1.0991928476657	0.00162513565827671	0.0104303933229746
TRINITY_DN130934_c0_g1_i1	gucy1a3-like	Chr01	44695371	44695371	2.38159554260046	-3.34442447197757	6.87999838743424e-15	2.45485035452071e-13
TRINITY_DN123711_c0_g1_i1	LOC100485002	Chr01	45162774	45162774	4.53724226857846	-0.961326070205493	0.00107962797474336	0.00727167197355497
TRINITY_DN113011_c0_g3_i1	cactin	Chr01	74559688	74559688	0.383420747952861	1.51397151257982	0.00955670118780431	0.0464536512034744
TRINITY_DN74683_c0_g1_i1	stk11	Chr01	81121898	81121898	0.623236713465462	2.67641188240018	0.00039614133926761	0.00300217597771907
TRINITY_DN125487_c0_g2_i2	Xetrov90001474m	Chr01	81284059	81284059	3.69375238157584	-2.31770620081174	5.22024311388282e-10	1.08686385822707e-08
TRINITY_DN132552_c1_g1_i4	gzmh	Chr01	85231096	85231096	2.78602743769604	-1.45765805679302	0.000468685023215463	0.00348315648510633
TRINITY_DN120456_c0_g1_i1	ddx49	Chr01	100443086	100443086	5.21951870489228	-12.2328338642095	3.88555283772503e-88	3.02842416642813e-85
TRINITY_DN127771_c1_g4_i4	cdkn2b	Chr01	108984313	108984313	5.63468067536273	-1.25902821726444	2.97162540987254e-05	0.000290079488640435
TRINITY_DN127013_c6_g1_i2	oxa1l	Chr01	128276275	128276275	3.3881776404067	-1.83939555624712	1.67322253858756e-06	2.09077371417397e-05
TRINITY_DN129836_c0_g2_i1	pole-like	Chr01	131735774	131735774	3.52549286257519	1.55292226100576	9.26752074509057e-05	0.000813591111944048
TRINITY_DN107751_c0_g1_i1	gatsl3	Chr01	131983209	131983209	5.23016869022848	-1.12239531048792	0.000146227071111781	0.00122713639993235
TRINITY_DN97717_c0_g2_i1	thoc5	Chr01	132400381	132400381	1.7659227292911	-10.6254127366789	1.20070969812697e-32	1.30203915569499e-30
TRINITY_DN134995_c0_g1_i1	LOC100492311-like	Chr01	145104510	145104510	3.62910943104436	1.06879109432568	0.00705343423693879	0.0361157264018662
TRINITY_DN132433_c1_g3_i2	suds3	Chr01	156928872	156928872	5.24916638121734	-3.04949369049246	8.70901402412566e-21	4.89215132377744e-19
TRINITY_DN130221_c2_g6_i3	kiaa1024l	Chr01	158720253	158720253	3.95146525605147	-1.33887945223692	0.000322191021234945	0.00251117695644399
TRINITY_DN128155_c0_g1_i2	wdr41	Chr01	164687306	164687306	6.51706307382777	-0.888914369021056	0.00562930606223084	0.0299808931236599
TRINITY_DN135829_c0_g1_i5	avd	Chr01	167915859	167915859	4.0140752031864	-2.09915740978787	9.19165433177397e-09	1.62934648677167e-07
TRINITY_DN132014_c1_g4_i2	cetn3	Chr01	170800393	170800393	4.34646843397674	-1.6228450036172	9.51840229163897e-08	1.44402963233435e-06
TRINITY_DN122121_c0_g3_i1	pias2	Chr01	193144450	193144450	2.31483064667627	-2.64562529075883	1.3749674695834e-08	2.36830550130383e-07
TRINITY_DN123436_c7_g2_i5	c21orf62	Chr02	10989909	10989909	2.4732250485249	-2.48081082024625	7.6946574499714e-10	1.55773093717319e-08
TRINITY_DN93756_c0_g1_i1	ddx3x	Chr02	69939262	69939262	0.610536606451676	8.82471546377117	1.2913575527366e-13	4.03100734953737e-12
TRINITY_DN136119_c4_g5_i12	csrp1	Chr02	76975644	76975644	1.32191538500579	-1.32558785092472	0.0041932354737386	0.0234229531804064
TRINITY_DN126357_c1_g1_i2	dhx40	Chr02	87110132	87110132	5.51359827735824	-1.08335081808019	0.000314007752399111	0.00245199353556238
TRINITY_DN129121_c4_g2_i1	txlng-like	Chr02	90841200	90841200	2.70283297757046	-1.19310600658255	0.0023942399676133	0.0146144735761731
TRINITY_DN125399_c0_g1_i2	derl2	Chr02	98093103	98093103	2.39543610782496	-1.01612898100566	0.0080076994563366	0.0401044241245966
TRINITY_DN135090_c1_g1_i1	c1qbp-like	Chr02	101496790	101496790	1.41852886684379	-1.84025760829543	0.000154428205784629	0.00128600797344722
TRINITY_DN120457_c0_g1_i2	slc9a2	Chr02	107255361	107255361	4.68695438229632	-1.73308185895934	3.82431294175592e-08	6.15368961808609e-07
TRINITY_DN129806_c6_g1_i1	tm9sf2	Chr02	117592886	117592886	4.34317833243883	-1.02615976914661	0.000670746680552701	0.00478794875777473
TRINITY_DN126487_c0_g2_i2	LOC100490819	Chr02	141316625	141316625	7.13482209088882	-1.32868117433602	0.000130878984815829	0.00110915826037771
TRINITY_DN125283_c5_g3_i3	LOC100492997-like	Chr02	146585783	146585783	5.51384739087679	1.06924631168782	0.00804760948486332	0.0402800377607819
TRINITY_DN110230_c0_g1_i1	LOC100485394	Chr02	153740809	153740809	2.55977995705359	-1.26084247738422	0.000814155267363406	0.00567678124778046
TRINITY_DN127876_c3_g2_i2	Xetrov90007040m	Chr03	311168	311168	3.49758584895832	-1.10920144273105	0.00219728563887294	0.0135716941850248
TRINITY_DN114649_c0_g1_i2	LOC100485706	Chr03	32725841	32725841	6.50610476149558	-1.54403632887229	1.47165865797865e-06	1.85283385101693e-05
TRINITY_DN126963_c1_g4_i2	pmch	Chr03	39674877	39674877	1.04742847654482	-2.26939232403747	9.65941491191269e-06	0.000103798133269287
TRINITY_DN135439_c2_g1_i3	alx1	Chr03	44294726	44294726	6.05631458280705	-1.6998993166348	9.4359761225059e-08	1.43239610755581e-06
TRINITY_DN125363_c4_g4_i4	LOC100486632-like	Chr03	45352886	45352886	3.72242462705175	-1.72057129774759	3.73007308402854e-05	0.000356034262490454
TRINITY_DN114945_c0_g2_i1	pphln1	Chr03	55279330	55279330	2.61122955953876	-1.89988501077469	8.24821148374908e-07	1.08615967590383e-05
TRINITY_DN124076_c2_g2_i3	zcrb1	Chr03	55333053	55333053	8.13299150718144	1.27843015184109	0.00122567418440327	0.00812371507658833
TRINITY_DN135970_c0_g1_i2	pus7	Chr03	67530666	67530666	3.77261171962125	-3.87218803675747	8.56747624515501e-19	4.26509830400022e-17
TRINITY_DN119970_c1_g2_i1	LOC101733204	Chr03	79379822	79379822	0.182688522699056	-1.53703934246652	0.00611284190315586	0.0320631734819369
TRINITY_DN124802_c6_g3_i1	chrnb4	Chr03	80472595	80472595	4.40609784530031	-3.27727812636141	2.51550639202891e-08	4.14393955902199e-07
TRINITY_DN122469_c0_g1_i1	LOC101733132	Chr03	85964111	85964111	4.92372926755927	-2.39409498043576	2.53847660112266e-13	7.7398710157213e-12
TRINITY_DN126815_c0_g1_i5	pigb	Chr03	90802306	90802306	2.64980148386481	-2.21961361724206	8.1304981992247e-08	1.24559432178663e-06
TRINITY_DN129986_c2_g2_i1	tm6sf1	Chr03	95556527	95556527	5.40646783174816	-2.04929309228335	7.19796213365198e-12	1.87394961978511e-10
TRINITY_DN126051_c1_g4_i2	ctdspl2	Chr03	115925040	115925040	5.71217646616801	-1.57136239460776	1.0997502155977e-05	0.000117217393706078
TRINITY_DN129273_c3_g1_i1	cilp	Chr03	117793133	117793133	4.63194481789169	-1.03103943727162	0.000650917461585379	0.00466912062392894
