gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	PV.XY46.XX46	FDR.XY46.XX46	Am2_463	Am2_464	Am4_461	Am6_462	Am6_464	average	ward.D
TRINITY_DN100034_c0_g1_i1	NA	NA	NA	NA	4.12646849331313	-1.42197130792025	1.32051024729109e-05	0.000138522781620737	3.36106649131722	4.59391602250306	3.18082703574977	3.59705867246869	4.98668470057795	1	1
TRINITY_DN100115_c0_g1_i1	NA	NA	NA	NA	3.74832584922756	-1.98891847350203	4.86484563855692e-08	7.72200021789504e-07	2.5496666469932	4.71436509273311	2.29450835188592	2.96325051097233	4.48811283973014	1	1
TRINITY_DN100260_c0_g2_i1	NA	NA	NA	NA	5.09446464284989	-1.34410700731881	5.32377592999689e-06	6.05473303557011e-05	4.389339065488	5.83965667602016	4.20698348846494	4.59201751766373	5.64569110835647	1	1
TRINITY_DN100376_c0_g1_i1	NA	NA	NA	NA	2.69281704155118	-1.37211153624553	0.00502332459520575	0.0272540219119048	0.99094090887406	3.10639945244219	2.73874360644597	1.67799958230179	3.55356683148913	1	1
TRINITY_DN100684_c0_g3_i1	NA	NA	NA	NA	6.03470124603865	1.13427444054746	0.00415604438491916	0.0232882280396021	6.03667709579316	4.69497570652576	6.20134906056359	6.80852848421654	5.65648705997452	2	2
TRINITY_DN100754_c0_g1_i1	LOC100493463	Chr03	35127454	35127454	3.74381331635607	1.28813064370315	0.000643052814337302	0.00462067998916354	4.18540552801997	3.09658150992081	4.24178543373591	3.94503609950087	2.56806682640704	2	2
TRINITY_DN100856_c0_g1_i1	NA	NA	NA	NA	3.49352572035943	-1.48485046061959	2.80329970824446e-05	0.000274507648305164	2.84910824492215	4.23974131204793	2.76106138282744	2.53506304694485	4.14485868202797	1	1
TRINITY_DN100882_c0_g1_i1	NA	NA	NA	NA	6.06864170475055	-2.13822780493066	1.21011077681864e-10	2.75628976115376e-09	4.36375681939389	6.98480867047166	4.99826183590358	5.03546194918274	6.94949597235596	1	1
TRINITY_DN100904_c0_g1_i1	NA	NA	NA	NA	0.474489076422924	-4.73466241027949	3.40212654358007e-10	7.28347108355627e-09	-1.89653377687761	2.30230872479636	-2.70092751772255	-2.35338929505226	0.728533714232789	1	1
TRINITY_DN101042_c0_g2_i1	NA	NA	NA	NA	3.16324843370891	-1.61194478249316	0.000107041285856342	0.000924097165296996	2.28474072265006	4.3595197208057	2.27396174117325	2.36891372402747	3.2560756717296	1	1
TRINITY_DN101047_c0_g1_i2	NA	NA	NA	NA	2.84825149885188	-2.68655323607925	2.97042822913496e-09	5.60046349825816e-08	0.457951930980731	3.81791595850114	0.890206128358978	1.8804848195568	3.90586133792295	1	1
TRINITY_DN101072_c0_g2_i2	hdgf	Chr08	110018458	110018458	6.88635930133902	-11.4871778890562	4.68695182292225e-97	1.6699609345072e-93	-2.27091196202417	8.20855187734943	-2.70092751772255	-2.35338929505226	8.20558758611956	1	1
TRINITY_DN101087_c0_g1_i1	NA	NA	NA	NA	3.42626840613634	-1.4613815063701	0.000868678994210149	0.00600824259417507	3.09695454794563	4.59740125523113	2.28427162387546	2.51648048383841	3.40783638117923	1	1
TRINITY_DN101111_c0_g1_i2	skap2	Chr06	33087585	33087585	1.9528858713202	-1.90376679745655	4.2665435377915e-06	4.90603330456698e-05	0.748921124448824	2.80256972718033	0.969012990062403	1.00935676510529	2.75501465005853	1	1
