gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	PV.XY46.XX46	FDR.XY46.XX46
TRINITY_DN126421_c2_g1_i1	oxt	Chr01	6308159	6308159	5.31226110619717	-3.41587216510637	4.60787345017741e-26	3.62539342968059e-24
TRINITY_DN129746_c0_g2_i1	LOC100489920-like	Chr01	20481224	20481224	3.08547045663378	-3.01820874013679	1.27837568898339e-14	4.42832889707427e-13
TRINITY_DN130934_c0_g1_i1	gucy1a3-like	Chr01	44695371	44695371	2.38159554260046	-3.34442447197757	6.87999838743424e-15	2.45485035452071e-13
TRINITY_DN120456_c0_g1_i1	ddx49	Chr01	100443086	100443086	5.21951870489228	-12.2328338642095	3.88555283772503e-88	3.02842416642813e-85
TRINITY_DN97717_c0_g2_i1	thoc5	Chr01	132400381	132400381	1.7659227292911	-10.6254127366789	1.20070969812697e-32	1.30203915569499e-30
TRINITY_DN132433_c1_g3_i2	suds3	Chr01	156928872	156928872	5.24916638121734	-3.04949369049246	8.70901402412566e-21	4.89215132377744e-19
TRINITY_DN93756_c0_g1_i1	ddx3x	Chr02	69939262	69939262	0.610536606451676	8.82471546377117	1.2913575527366e-13	4.03100734953737e-12
TRINITY_DN135970_c0_g1_i2	pus7	Chr03	67530666	67530666	3.77261171962125	-3.87218803675747	8.56747624515501e-19	4.26509830400022e-17
TRINITY_DN124802_c6_g3_i1	chrnb4	Chr03	80472595	80472595	4.40609784530031	-3.27727812636141	2.51550639202891e-08	4.14393955902199e-07
TRINITY_DN83270_c0_g1_i1	LOC101731749	Chr04	23281296	23281296	8.08342112446321	-12.2185182768743	3.69629289121591e-97	1.66178704035529e-93
TRINITY_DN130378_c8_g3_i1	haao	Chr05	13379087	13379087	3.7802988215613	-3.40575630997486	2.98874126136083e-14	9.89936199197883e-13
TRINITY_DN109288_c0_g1_i1	fam124b	Chr05	120408947	120408947	0.30581788272924	-4.11285723562042	5.65570417179511e-10	1.1696427674025e-08
TRINITY_DN126089_c1_g1_i2	uggt1-like	Chr05	129409251	129409251	4.8840095434685	-6.71823528839792	1.13568978455305e-55	2.52903918897657e-53
TRINITY_DN127202_c3_g6_i1	adcy1	Chr06	67756228	67756228	2.49944131239946	-3.21553860113767	1.08632364781144e-12	3.1035507560212e-11
TRINITY_DN109791_c0_g2_i1	nop2-like	Chr07	1724410	1724410	2.29577942270409	-5.27816540683444	1.90834570225164e-14	6.44932928995367e-13
TRINITY_DN122597_c0_g1_i2	opcml	Chr07	48447694	48447694	2.30253746832199	-3.79696887713337	2.28040461198167e-12	6.2500627942236e-11
TRINITY_DN130605_c0_g1_i4	cryab	Chr07	74673791	74673791	3.67634511830723	-3.01089770606282	1.87941854539507e-14	6.36018696617347e-13
TRINITY_DN98334_c0_g1_i1	LOC101733991	Chr07	82502077	82502077	2.68105391298419	-6.79996091911651	2.82751797825961e-27	2.43176296192321e-25
TRINITY_DN122337_c0_g1_i2	LOC100490440	Chr07	110696226	110696226	2.54490111352958	-4.02124289921989	6.22083913157406e-21	3.53425851436421e-19
TRINITY_DN121548_c0_g1_i1	Xetrov90020821m	Chr08	52630960	52630960	4.59507332945988	-10.8404623721013	5.45074116643091e-72	2.19269250696699e-69
TRINITY_DN131611_c1_g2_i2	LOC100492973	Chr09	1221934	1221934	0.242800941351321	-3.03497096651313	5.99747446553803e-06	6.74100994344227e-05
TRINITY_DN128047_c0_g2_i1	pnmt	Chr10	3017738	3017738	3.12920638585292	-4.4578555328456	7.71512678434588e-24	5.21471482732712e-22
TRINITY_DN63832_c0_g1_i1	Xetrov90028445m	scaffold_384	7659	7659	3.76312681752163	-4.04719030732155	5.43698072371125e-12	1.425906795269e-10
TRINITY_DN113308_c0_g1_i2	aqp10	scaffold_627	999	999	1.84001447552335	-8.04712668351266	1.51629401246202e-14	5.20002338705552e-13
TRINITY_DN114033_c0_g1_i2	sec22l2	scaffold_828	1873	1873	0.283755436766931	-7.21157574828952	2.14948064336498e-16	8.66077491537415e-15
TRINITY_DN110103_c0_g1_i1	Xetrov90030986m	scaffold_99	91253	91253	5.63960711852964	-8.56902642927047	7.90955565889294e-48	1.37952606775139e-45
TRINITY_DN119494_c0_g1_i1	NA	NA	NA	NA	5.14889953364173	-9.01480068059666	4.44065288379296e-76	2.05100599212371e-73
TRINITY_DN135514_c0_g1_i1	NA	NA	NA	NA	0.621200707041785	-9.45937185017083	1.09615665517048e-18	5.37116761033534e-17
TRINITY_DN126177_c8_g1_i1	NA	NA	NA	NA	2.53998386637649	-5.95078129145657	1.08765232930494e-26	8.98249561099157e-25
TRINITY_DN135864_c0_g11_i1	NA	NA	NA	NA	2.1331141227582	10.4061998702867	1.33066741394542e-25	9.87743332476566e-24
TRINITY_DN128157_c0_g1_i3	NA	NA	NA	NA	3.06883254384157	-9.28812316262371	1.59068496927428e-39	2.17985020981702e-37
TRINITY_DN113183_c0_g1_i2	NA	NA	NA	NA	8.54705156874221	-5.36878226075063	1.10448572914425e-27	9.56492311478702e-26
TRINITY_DN125698_c0_g1_i8	NA	NA	NA	NA	2.48751359612514	-3.03444029062807	8.60937827822982e-12	2.21139550604871e-10
TRINITY_DN135189_c4_g1_i1	NA	NA	NA	NA	4.97918453370733	-5.01822791711437	2.80964082855451e-45	4.55034103279079e-43
