gid	gname	chr	start	end	logCPM	logFC.M46.F46	PV.M46.F46	FDR.M46.F46
TRINITY_DN136034_c0_g2_i1	slbp	Chr01	13321554	13321554	0.688773180498954	-3.1493686255704	3.26165931846767e-06	3.33826487631061e-05
TRINITY_DN120473_c0_g1_i2	LOC100487093-like	Chr01	35386654	35386654	4.68615033760167	-3.56365847797374	8.91709610636241e-27	5.43642767907605e-25
TRINITY_DN131630_c1_g1_i1	fnip2-like	Chr01	43643926	43643926	0.967906528674317	-3.3519310210961	2.85869512121542e-09	4.53422299338746e-08
TRINITY_DN113614_c0_g1_i2	sec24b	Chr01	58234143	58234143	3.02926563718999	-5.31881526437728	4.30728358984334e-30	3.09465513896903e-28
TRINITY_DN135970_c0_g1_i2	snca	Chr01	69061906	69061906	3.55188217717315	-3.99373372354063	7.27877203085435e-24	3.81413669930843e-22
TRINITY_DN103798_c0_g1_i1	LOC779531	Chr01	81263750	81263750	6.61602156712249	-12.1730041423593	1.13146249376295e-127	1.59423065371199e-124
TRINITY_DN117179_c0_g1_i1	chchd10	Chr01	86912587	86912587	3.32457452995001	-3.49003580958296	2.55344472471447e-24	1.36337821280439e-22
TRINITY_DN128186_c0_g1_i4	hapln4	Chr01	101891688	101891688	3.77076821796025	-5.50182625405654	6.5250515764706e-53	1.00907535416126e-50
TRINITY_DN122373_c0_g1_i2	kcnv2	Chr01	115809921	115809921	2.53653050469501	-3.57962885110933	1.71600080044892e-18	6.26204493539359e-17
TRINITY_DN131149_c0_g2_i1	mamdc2	Chr01	117467899	117467899	6.49063040567241	-3.21335204175354	1.18020544475238e-26	7.12675487852615e-25
TRINITY_DN114530_c0_g5_i1	mrps18c	Chr01	121827523	121827523	1.11507523491504	-6.22454978929441	3.07064733269406e-23	1.50633960641754e-21
TRINITY_DN127574_c0_g1_i13	aaed1	Chr01	124125662	124125662	1.78577824680668	-3.17504295282202	5.6304649516213e-14	1.43951463813528e-12
TRINITY_DN126124_c0_g1_i1	mmp14	Chr01	127876910	127876910	1.8853810444272	-6.71178436954659	8.10782345322132e-38	8.25825776789554e-36
TRINITY_DN134031_c5_g1_i1	tmem55b	Chr01	130593011	130593011	3.75650929717022	-3.75222967873069	1.23042788521595e-22	5.77890963423092e-21
TRINITY_DN109288_c0_g1_i1	nipsnap1	Chr01	132381492	132381492	0.07938583808092	-4.1740767125876	5.41313221507117e-12	1.1459754527432e-10
TRINITY_DN120743_c0_g1_i1	vps37b	Chr01	152844919	152844919	5.56608293552367	-3.21393270244629	7.77463366993752e-32	5.95710752679624e-30
TRINITY_DN120569_c0_g1_i1	csnk1g3	Chr01	160600427	160600427	1.57725046026671	-6.57485526568452	9.39725518356163e-19	3.52043110731891e-17
TRINITY_DN135835_c0_g1_i3	LOC101732630	Chr01	163694682	163694682	7.25473123216881	-7.41057053397671	2.86482357632478e-89	1.02334726116548e-86
TRINITY_DN131094_c4_g2_i3	mrps30	Chr01	181453885	181453885	2.93315426990598	-4.62605349369044	5.11741837403501e-32	3.98122591418024e-30
TRINITY_DN121562_c0_g1_i6	LOC100493838-like	Chr02	30395779	30395779	3.4606391554921	-10.3836600029101	7.51711168519375e-74	1.94539782203963e-71
TRINITY_DN113308_c0_g1_i2	hip1	Chr02	44481656	44481656	1.58221906556869	-8.00866798083981	4.13421569239211e-18	1.45830289833726e-16
TRINITY_DN115331_c0_g1_i2	LOC100145338	Chr02	46369017	46369017	2.01806136556181	-7.34331926633194	1.32463314944805e-24	7.11765803735201e-23
TRINITY_DN120396_c0_g1_i4	cisd3	Chr02	51509213	51509213	3.45681017931137	-4.05692676957334	9.19655002757924e-19	3.4554503970291e-17
TRINITY_DN132253_c2_g15_i1	dhdds	Chr02	51700887	51700887	2.94890371270249	-3.13046967858462	2.52733206415806e-10	4.52990783117857e-09
