gid	gname	chr	start	end	logCPM	logFC.XYliver.XXliver	PV.XYliver.XXliver	FDR.XYliver.XXliver
TRINITY_DN113022_c0_g1_i1	hoxa13	Chr06	32871331	32871331	0.823679368050964	-8.54772452913205	6.4610422717576e-11	4.70289326896202e-08
TRINITY_DN135762_c3_g1_i1	sumo2	Chr10	35830902	35830902	2.00637591251076	-2.36521534075569	5.3922320821101e-06	0.00134273673886755
TRINITY_DN119520_c3_g2_i4	NA	NA	NA	NA	4.07901064220875	-6.1636605028583	9.72667406360714e-07	0.000311995435006381
TRINITY_DN136702_c5_g3_i1	NA	NA	NA	NA	1.60094927841442	-3.69226798824011	0.000311143379464099	0.0318291267911247
TRINITY_DN104464_c0_g1_i1	NA	NA	NA	NA	2.28340833953545	-2.07022140278983	6.87582110340049e-05	0.0100096087986042
TRINITY_DN126472_c1_g2_i1	NA	NA	NA	NA	0.0705247799888859	-5.85790365362571	5.55337808710867e-08	2.62744200746329e-05
TRINITY_DN96058_c0_g1_i3	NA	NA	NA	NA	1.79295334200708	-3.00301083523998	3.18408982451701e-07	0.000128210425380818
TRINITY_DN128592_c11_g1_i1	NA	NA	NA	NA	6.52908396150833	-5.35886425913626	2.68014724548987e-27	1.2680446655224e-23
TRINITY_DN131507_c1_g1_i1	NA	NA	NA	NA	1.2821011410325	8.29211105764566	9.97870254589458e-12	8.58395207641159e-09
TRINITY_DN120299_c0_g3_i2	NA	NA	NA	NA	0.598334028649297	-6.44030186296479	3.56783600830744e-09	2.11004051428807e-06
TRINITY_DN124267_c8_g1_i2	NA	NA	NA	NA	3.52027571781908	-4.0386518357485	1.93502266475751e-05	0.00381461499276416
TRINITY_DN37225_c0_g2_i1	NA	NA	NA	NA	10.3502856511393	-6.72921264824009	2.770181888777e-25	8.79509221556035e-22
TRINITY_DN129651_c0_g4_i5	NA	NA	NA	NA	0.801230014573062	-3.61530227066464	2.09480862952478e-05	0.00408703642409861
TRINITY_DN123704_c2_g4_i2	NA	NA	NA	NA	2.06592762186783	4.38959762734106	1.02285983648945e-08	5.53074925873225e-06
TRINITY_DN120435_c1_g1_i1	NA	NA	NA	NA	0.105618002958811	-3.07620275469581	8.87123855435858e-05	0.0119920135458026
TRINITY_DN107602_c0_g1_i1	NA	NA	NA	NA	8.68900901938702	-8.0240181281239	2.17228510984407e-11	1.78741285668692e-08
TRINITY_DN118888_c0_g1_i2	NA	NA	NA	NA	0.710364781057645	-3.45771849859028	3.11520442392298e-06	0.00085442382206873
TRINITY_DN121385_c0_g3_i3	NA	NA	NA	NA	1.00265286048914	-4.7071471269179	1.68145657809721e-05	0.00345886584135757
TRINITY_DN120502_c0_g1_i1	NA	NA	NA	NA	0.27847126970566	-2.81842422412808	2.9952865103437e-06	0.000833614664827273
TRINITY_DN117920_c0_g1_i5	NA	NA	NA	NA	2.65940172203268	2.44137636592499	1.24362416845775e-06	0.000392259789801049
TRINITY_DN130860_c2_g1_i3	NA	NA	NA	NA	4.72697367584258	-2.24239073972418	1.51931213404459e-06	0.000463757776399902
TRINITY_DN125465_c0_g2_i1	NA	NA	NA	NA	0.248541308626119	-2.77977446358161	0.000503955257226102	0.042768400192843
TRINITY_DN124366_c0_g1_i1	NA	NA	NA	NA	0.848175250400956	-2.56123107563894	3.18230067313105e-05	0.00579086925375049
TRINITY_DN133632_c2_g7_i15	NA	NA	NA	NA	4.41469893498698	-7.6572811070661	4.03774167065322e-11	3.05657044468449e-08
TRINITY_DN106055_c0_g2_i1	NA	NA	NA	NA	1.13681034365768	-2.95647314847999	0.000217225297836543	0.0236745225885933
TRINITY_DN126082_c1_g2_i1	NA	NA	NA	NA	1.67673585991958	-9.42377505728037	4.01325318059156e-07	0.000158230867588948
TRINITY_DN87581_c0_g1_i1	NA	NA	NA	NA	0.192732048268308	2.49014070177486	3.62894282101259e-05	0.00633698468736264
TRINITY_DN122892_c0_g1_i1	LOC100492550	Chr01	98813361	98813361	2.4538280796343	3.15282281213608	2.26041967455204e-06	0.00066841316157652
TRINITY_DN127904_c4_g1_i1	taok3	Chr01	156808132	156808132	1.74097448284482	2.62123795646633	5.43997604563809e-07	0.000201865777771962
TRINITY_DN123800_c0_g1_i1	bmp10	Chr03	111376568	111376568	-0.112677353188475	-2.7834666434393	8.12187932715893e-05	0.0112194573917141
TRINITY_DN122454_c0_g2_i2	LOC100497319-like	Chr04	5017215	5017215	2.0124462267152	-5.32338659607535	5.75225621503517e-06	0.00141378505025377
TRINITY_DN119834_c0_g1_i2	LOC100497391	Chr04	80333838	80333838	3.51021442022788	-2.14182380773022	0.000442821623957046	0.0393445973398455
TRINITY_DN153705_c0_g1_i1	ccdc174	Chr04	122095444	122095444	0.136475772527684	-3.46481692470761	2.57617482986093e-06	0.000738698615986637
TRINITY_DN27005_c0_g1_i1	pdcd10	Chr05	101611723	101611723	1.72964454468866	-9.49960485927582	3.79086419178494e-13	3.77590025418579e-10
TRINITY_DN131174_c1_g2_i1	pvrl2	Chr07	101340057	101340057	0.48917007652658	-2.46884731675154	0.000433326091050801	0.0389175156119719
TRINITY_DN136095_c7_g1_i1	c16orf52	Chr09	18941179	18941179	1.47937403638827	-4.09595782269	0.00016566281694099	0.0199692280930461
TRINITY_DN116300_c0_g1_i1	Xetrov90028034m	scaffold_316	172984	172984	3.72280861787577	2.38208477243903	0.000385921393051135	0.0368866786034987
TRINITY_DN19764_c0_g1_i1	phpt1	scaffold_389	14246	14246	7.12014597439854	-4.49055851009244	4.8446972251895e-06	0.0012389985809015
TRINITY_DN6127_c0_g1_i1	serpine1	scaffold_48	919493	919493	8.8457564233935	-5.87448605816594	2.78840440123446e-25	8.79509221556035e-22
TRINITY_DN107343_c0_g1_i1	NA	NA	NA	NA	4.18732620970344	-2.20973097529579	6.47042714769617e-05	0.00964195541497244
TRINITY_DN167774_c0_g1_i1	NA	NA	NA	NA	5.2854134791357	-8.6762153236331	2.09517217760303e-15	2.47819584132109e-12
TRINITY_DN133632_c2_g4_i3	NA	NA	NA	NA	3.97600032227832	-6.07243977259904	1.1080250227428e-15	1.39795823702716e-12
TRINITY_DN93825_c0_g1_i2	NA	NA	NA	NA	1.68890968300041	2.90417481721114	7.64194029988231e-05	0.0108739639229528
TRINITY_DN129489_c0_g1_i5	NA	NA	NA	NA	1.82369938838704	2.67735268948605	9.84587847889548e-05	0.0129398090425762
TRINITY_DN129430_c0_g1_i1	NA	NA	NA	NA	5.38573156554683	2.83685914722429	4.64140052326842e-07	0.00017567700980571
TRINITY_DN112720_c0_g1_i1	NA	NA	NA	NA	1.17177053609817	2.04544267210341	8.65959796772819e-05	0.0117901360819609
TRINITY_DN9176_c0_g1_i1	NA	NA	NA	NA	0.62786554307013	-4.06379128213678	0.00031435570735346	0.0319788007674063
TRINITY_DN102016_c0_g3_i1	NA	NA	NA	NA	0.56193456460985	-3.73918866624265	9.57287727419489e-06	0.0021065895629551
TRINITY_DN120303_c0_g4_i1	NA	NA	NA	NA	1.20657475660165	-3.09552836420088	3.34153579273056e-05	0.00602272046451675
TRINITY_DN127236_c4_g6_i1	NA	NA	NA	NA	3.50875594996837	3.69390794466466	9.80705099044424e-05	0.0129398090425762
TRINITY_DN110867_c0_g1_i1	NA	NA	NA	NA	1.60330678497664	-2.71022219187291	0.000430525009616474	0.0389175156119719
TRINITY_DN107602_c0_g3_i1	NA	NA	NA	NA	9.48180944908935	-6.80832223129521	9.14302882497866e-14	9.6128789173734e-11
TRINITY_DN116092_c0_g3_i1	NA	NA	NA	NA	1.67711225101482	-2.24355975521173	0.000217668001607146	0.0236745225885933
TRINITY_DN97415_c1_g1_i1	NA	NA	NA	NA	0.069057827597988	-2.41660187192507	0.000116569547452258	0.0151101279831095
TRINITY_DN124875_c1_g1_i1	NA	NA	NA	NA	0.12552140578767	-4.17241103647563	5.8937748636967e-09	3.37999058471091e-06
