gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	PV.XY46.XX46	FDR.XY46.XX46	Am2_463	Am2_464	Am4_461	Am6_462	Am6_464	average	ward.D
TRINITY_DN100034_c0_g1_i1	NA	NA	NA	NA	4.13274181291887	-1.44911287010935	1.18814777788365e-05	0.000138188909148607	3.35069952115624	4.61403986128829	3.16772546181395	3.58740841982669	4.99982918872167	1	1
TRINITY_DN100115_c0_g1_i1	cenpm	Chr04	105778900	105778900	3.7574633703104	-2.01671840601966	2.5296660672642e-08	4.7070777438642e-07	2.53936000196768	4.73449475537602	2.28150565239291	2.95363484712949	4.50124208514236	1	1
TRINITY_DN100260_c0_g2_i1	ncbp2	Chr05	97976339	97976339	5.1010225130413	-1.37201390875068	5.67956585946727e-06	7.00687393316225e-05	4.37893136351901	5.85982256222399	4.19382259693579	4.58233602403884	5.65884913584599	1	1
TRINITY_DN100323_c0_g3_i1	NA	NA	NA	NA	-0.870577104735109	-4.66754202344963	1.36101813682271e-05	0.00015704208375502	-2.78266630756262	1.109396125389	-2.70728983350923	-3.5670103724055	-1.21970812750316	1	1
TRINITY_DN100376_c0_g1_i1	LOC100492536	Chr08	50375420	50375420	2.69781492760095	-1.40003606457115	0.00426310994802518	0.0259252035529489	0.980907120850575	3.1263921146187	2.72568381865927	1.66852373780898	3.56664853694685	1	1
TRINITY_DN100411_c0_g1_i1	NA	NA	NA	NA	-0.924419951122793	-3.72237482750301	4.51560286875176e-05	0.000465100453018364	-1.90392665458148	0.532815488575825	-2.70728983350923	-3.5670103724055	-0.306035108355064	1	1
TRINITY_DN100550_c0_g2_i1	NA	NA	NA	NA	-0.504100159440483	-5.05045123743714	3.40663949708265e-08	6.22797574557279e-07	-2.78266630756262	1.22357949204995	-3.07403599648316	-3.04434524583619	-0.0271484660189151	1	1
TRINITY_DN100637_c0_g1_i1	NA	NA	NA	NA	-0.651918430227674	-2.25669736950718	0.00251610664602427	0.0165538991234494	-1.90392665458148	-0.226993274808731	-1.22404785323148	-2.35922992241639	0.480626461971238	1	1
TRINITY_DN100684_c0_g3_i1	NA	NA	NA	NA	6.02996466219272	1.10777556426919	0.00505058300621282	0.0299300250232437	6.02624271989977	4.71510446419329	6.18814530571743	6.79882229871842	5.66964526179858	2	2
TRINITY_DN100754_c0_g1_i1	NA	NA	NA	NA	3.73895671720261	1.25979434899417	0.000755856933428805	0.00579999243434574	4.17500377515294	3.1165727797829	4.22862317829456	3.93537240906982	2.58105081339618	2	2
TRINITY_DN100856_c0_g1_i1	NA	NA	NA	NA	3.50039721747124	-1.51280896072549	1.91960226410088e-05	0.000213255927942327	2.83877531549133	4.25984491921229	2.74799916473651	2.52548099968198	4.15797391455399	1	1
TRINITY_DN100882_c0_g1_i1	NA	NA	NA	NA	6.0782574874503	-2.16616267919544	7.40868617888317e-11	1.97369289087898e-09	4.35334981839881	7.00499135374269	4.98507678564961	5.02577213027573	6.96266791200681	1	1
TRINITY_DN100904_c0_g1_i1	NA	NA	NA	NA	0.490631662128916	-4.76259439883563	6.38347788117768e-10	1.47607202768639e-08	-1.90392665458148	2.3221492620091	-2.70728983350923	-2.35922992241639	0.741008430382254	1	1
TRINITY_DN100915_c0_g2_i1	NA	NA	NA	NA	-0.377893983669358	-2.2809545015706	0.000482968663646979	0.00391230029917967	-1.90392665458148	0.472504649081068	-1.22404785323148	-1.54686495759839	0.515862514601095	1	1
TRINITY_DN101042_c0_g2_i1	clpx	Chr03	117918294	117918294	3.17168781594263	-1.64097510009839	8.36727972716803e-05	0.000809630497186212	2.27446234456467	4.37963073268677	2.26096213134321	2.35934765447057	3.26913454302237	1	1
TRINITY_DN101047_c0_g1_i2	LOC100485326	Chr08	96020909	96020909	2.85890216419449	-2.71410051768367	2.68532940523747e-09	5.74605489631318e-08	0.4481027271787	3.83798800042424	0.877558130187121	1.87097792821525	3.91896464653162	1	1
TRINITY_DN101072_c0_g2_i2	spdyc	Chr04	38584858	38584858	6.90298261618221	-11.5147682607729	1.69625615394924e-100	1.01817133074408e-96	-2.27740123659311	8.2287424875198	-2.70728983350923	-2.35922992241639	8.21876503193722	1	1
TRINITY_DN101087_c0_g1_i1	NA	NA	NA	NA	3.43431503538163	-1.49032265839124	0.000715720563053927	0.00553264857026703	3.08660363168008	4.61752526945237	2.27127045821434	2.50690013355125	3.42090748842178	1	1
TRINITY_DN101111_c0_g1_i2	NA	NA	NA	NA	1.96072538414376	-1.93160804704748	3.28758547501929e-06	4.26453049799509e-05	0.738962774492361	2.82251459146967	0.956334690230206	1.00002069709734	2.76802263301317	1	1
TRINITY_DN101116_c0_g3_i1	NA	NA	NA	NA	-0.512046643933273	-8.23881305503595	7.97448891096866e-12	2.34198569412394e-10	-3.5670103724055	1.02792259813104	-3.5670103724055	-3.5670103724055	0.4074624802164	1	1
TRINITY_DN101356_c0_g1_i1	purg	Chr01	78613871	78613871	2.49076915278564	-2.38835695371415	4.94896469180202e-08	8.82158234003051e-07	0.571567294529995	3.76443536624146	1.39384464307438	1.1749847313679	3.04626514206268	1	1
TRINITY_DN101437_c0_g1_i1	NA	NA	NA	NA	4.87077486210723	-0.889554107484702	0.00266620740524654	0.0174277615219813	4.58713668827475	5.36430990491778	4.31087153350441	4.43778038984292	5.3069203332669	1	1
TRINITY_DN101457_c0_g1_i1	asnsd1-like	Chr09	39386717	39386717	5.33170054534096	-1.64517216160421	8.08840790824746e-08	1.38521088831467e-06	4.4369145753433	6.2573074320035	4.2780215749202	4.6043525690641	5.89629938641835	1	1
TRINITY_DN101542_c0_g1_i1	rps6kb1	Chr02	87418446	87418446	6.41784515170623	-0.816917680006736	0.00821302800605818	0.0449633693066083	5.99211499861563	6.95283005858543	6.05277928974165	6.05780638983089	6.74143527334374	1	1
TRINITY_DN101592_c0_g2_i1	NA	NA	NA	NA	-0.611550016453987	-2.28482273734581	0.00276239528595694	0.0179881621793246	-2.27740123659311	0.75162164382481	-1.96449795643409	-1.14314536456682	-0.368919222993049	1	1
TRINITY_DN101728_c0_g2_i1	lrrc20	Chr07	32617150	32617150	6.17738306822283	1.08159589888187	0.00211263569709404	0.0142849530225839	6.12403391576916	5.42921352999804	6.43046531189287	6.89529042212883	5.44814004661904	2	2
TRINITY_DN101751_c0_g1_i1	ssna1	Chr08	103347	103347	3.58765687541342	-3.03298527224099	5.42030091747019e-15	2.27473776380087e-13	1.56014935739626	4.91244954363837	1.43109921640389	1.94185815635903	4.36778676789753	1	1
TRINITY_DN101945_c0_g2_i1	NA	NA	NA	NA	0.551126352113909	2.46244872583174	0.000920358826581918	0.0069029271888071	-0.00206692506091281	-1.93193402502471	1.05509511003805	1.68514667250718	-0.732485824347109	2	2
TRINITY_DN102016_c0_g1_i1	NA	NA	NA	NA	5.47281032716609	-1.07494971964498	0.00137955443165056	0.00984468081976348	5.02000245315472	6.37626723695207	4.76749206906994	5.03390651511782	5.54406511133441	1	1
TRINITY_DN10201_c0_g1_i1	NA	NA	NA	NA	3.38033343922837	-4.30363160537949	2.15978586644582e-22	1.58335579898262e-20	0.888939052630132	4.82470725785615	0.243945565700021	-0.102086835618132	4.31625171190865	1	1
TRINITY_DN102020_c0_g2_i1	NA	NA	NA	NA	-0.994750541194552	-2.0305834670951	0.00778284974198094	0.0428892497744319	-2.27740123659311	0.126111436861425	-1.78289998126471	-1.71116412847318	-0.575906603679062	1	1
TRINITY_DN102065_c0_g1_i1	uck2	Chr04	108945411	108945411	6.11847837291103	-2.18426882562322	5.11409621240014e-11	1.39285314998991e-09	4.94491529485618	7.22201088233351	4.49805518148572	5.04360762021686	6.80513181117774	1	1
TRINITY_DN102078_c0_g1_i1	adsl	Chr04	111381918	111381918	5.51757101847668	-1.12739918471328	0.00135629638185257	0.0096905289363873	5.43816345977785	6.2617690645741	4.80345096652175	4.46931382158975	5.88286673231595	1	1
TRINITY_DN102094_c0_g2_i1	NA	NA	NA	NA	-0.452660553249445	-2.27940516621663	0.00349995558296031	0.0219740718517218	-3.5670103724055	0.590705921406701	-1.62162603742637	-0.828050878669632	0.24896436631392	1	1
TRINITY_DN102162_c0_g1_i1	LOC100486925-like	Chr09	18751230	18751230	5.00837209323685	-0.826168073840256	0.00670698856818063	0.038013199497743	4.71315997268607	5.3349698284765	4.32578440073074	4.78485016725071	5.54619699626402	1	1
