gid	gname	chr	start	end	logCPM	logFC.XY31.XX31	PV.XY31.XX31	FDR.XY31.XX31	Am2_314	Am2_315	Am2_316	Am2_318	Am4_314	Am4_317	Am5_311	Am5_312	Am5_313	average	ward.D
TRINITY_DN100376_c0_g1_i1	mrpl54	Chr01	74389900	74389900	4.80359769288386	-1.42213007930693	1.95229541987067e-05	0.0171780304777287	4.56539315220745	4.00833098076257	3.98115609619243	5.12148883936444	6.43166821332794	4.08400729809058	4.7347189686594	3.94816950885355	3.98991968788309	0	0
TRINITY_DN100586_c0_g2_i1	oxa1l	Chr01	128276275	128276275	0.562915490107665	-9.30380923718865	3.94670326102389e-12	1.33945470531635e-08	-3.59213138312052	-3.59213138312052	-3.59213138312052	1.74585751160652	2.57807457654765	-3.59213138312052	2.0132795381301	-3.59213138312052	-3.59213138312052	0	0
TRINITY_DN108146_c0_g2_i1	NA	NA	NA	NA	1.87527324393058	-10.6254084896732	2.02516937994667e-14	8.01865815989882e-11	2.58047187880918	-3.59213138312052	-3.59213138312052	3.01551233742836	4.24230726486483	-3.59213138312052	-3.59213138312052	-3.59213138312052	-3.59213138312052	0	0
TRINITY_DN113348_c0_g3_i1	NA	NA	NA	NA	0.641850615266746	6.65484118451792	2.6009167044983e-23	1.54474945371915e-19	-2.87514515902977	1.68001653030573	1.51028802304102	-3.59213138312052	-3.59213138312052	1.13679692438906	-3.59213138312052	1.28834711991234	1.48452702867912	0	0
TRINITY_DN114651_c0_g1_i3	NA	NA	NA	NA	3.32044239288863	-1.15631024701344	6.02913563845732e-06	0.00716170876814153	3.99909857475463	2.81363622710461	3.0381238827615	3.8429929460127	3.71052063295154	2.48675829794396	3.81103757419854	2.50081809474707	2.58494244850548	0	0
TRINITY_DN118329_c0_g1_i1	dpepe	Chr09	50885200	50885200	5.08023680700395	-1.18269989822894	2.41971191112704e-06	0.00338147622780265	5.41096171683122	4.30140530323489	3.74564925242459	5.51970597371495	5.78853545521905	4.68554770679004	5.71759516484992	4.60963508161317	4.64193478644455	0	0
TRINITY_DN119122_c0_g3_i1	NA	NA	NA	NA	1.57225217572298	9.96510107334184	1.18851018251696e-07	0.000217195664661965	-3.59213138312052	2.79979536506086	2.84061170468144	-3.59213138312052	-3.59213138312052	-3.59213138312052	-3.59213138312052	-3.59213138312052	3.58471814595104	0	0
TRINITY_DN121041_c1_g3_i1	NA	NA	NA	NA	0.00794300419051218	3.14247432654411	6.51837191238523e-08	0.000129047467935447	-2.0406232223837	1.35986503452442	0.80105063620247	-1.2145708176073	-3.59213138312052	0.0888292396346542	-1.91747987527248	0.54782895245252	0.078032096656979	0	0
TRINITY_DN123125_c6_g5_i7	NA	NA	NA	NA	8.92964712419799	-1.23048719298723	1.93998407205868e-05	0.0171780304777287	9.15634308480087	8.05913107749432	8.62036039139174	9.54507816139148	10.1737843147105	8.45056236303564	8.60947892672462	7.80792117260779	8.18702637225161	0	0
TRINITY_DN123655_c6_g3_i1	NA	NA	NA	NA	0.574515822435315	6.46956324541969	9.82334340060692e-09	2.33373169168219e-05	-3.59213138312052	-3.59213138312052	1.12756021363815	-3.59213138312052	-2.87353344062009	1.78138420412139	-2.96162752132905	1.78815145202048	1.89932405585209	0	0
