gid	gname	chr	start	end	logCPM	logFC.XY31.XX31	PV.XY31.XX31	FDR.XY31.XX31
TRINITY_DN100586_c0_g2_i1	oxa1l	Chr01	128276275	128276275	0.562915490107665	-9.30380923718865	3.94670326102389e-12	1.33945470531635e-08
TRINITY_DN131077_c0_g9_i1	NA	NA	NA	NA	1.52757717993432	3.57411606981151	1.66125627515809e-06	0.00246665408305818
TRINITY_DN127055_c1_g5_i1	NA	NA	NA	NA	0.527175119758913	8.86910882525998	1.81395516550186e-22	8.61882657336554e-19
TRINITY_DN135864_c0_g11_i1	NA	NA	NA	NA	2.25045378530501	7.35123226677795	5.64823304644096e-39	1.34185072484298e-34
TRINITY_DN79823_c0_g1_i1	NA	NA	NA	NA	0.972966801860143	9.33139845194093	3.35060748591028e-10	8.84448689364116e-07
TRINITY_DN123655_c6_g3_i1	NA	NA	NA	NA	0.574515822435315	6.46956324541969	9.82334340060692e-09	2.33373169168219e-05
TRINITY_DN127464_c0_g12_i1	ephx1	Chr05	4579485	4579485	0.930148462092233	-2.23785071810503	1.10190468056518e-05	0.0118990679528122
TRINITY_DN119122_c0_g3_i1	NA	NA	NA	NA	1.57225217572298	9.96510107334184	1.18851018251696e-07	0.000217195664661965
TRINITY_DN129733_c3_g5_i1	NA	NA	NA	NA	0.963226930963991	3.21445078652158	2.35000644832949e-10	6.97863789912047e-07
TRINITY_DN113348_c0_g3_i1	NA	NA	NA	NA	0.641850615266746	6.65484118451792	2.6009167044983e-23	1.54474945371915e-19
TRINITY_DN133320_c3_g1_i1	NA	NA	NA	NA	0.0138389021924642	-3.93034185639997	1.26176937660307e-05	0.0130329804695475
TRINITY_DN135426_c4_g1_i1	NA	NA	NA	NA	0.57788932076076	3.49915562648774	3.89472570439481e-07	0.000660907132566481
TRINITY_DN209985_c0_g1_i1	NA	NA	NA	NA	0.677697968867792	2.82554097875493	1.37741956970109e-08	2.97485061067172e-05
TRINITY_DN131032_c0_g4_i1	aldh1a1	Chr01	118420715	118420715	0.0545187179435539	2.28314708281632	3.58336895858186e-06	0.00472944979716829
TRINITY_DN108146_c0_g2_i1	NA	NA	NA	NA	1.87527324393058	-10.6254084896732	2.02516937994667e-14	8.01865815989882e-11
TRINITY_DN121041_c1_g3_i1	NA	NA	NA	NA	0.00794300419051218	3.14247432654411	6.51837191238523e-08	0.000129047467935447
TRINITY_DN127464_c0_g2_i1	NA	NA	NA	NA	1.10921469128063	9.48174045705437	2.23835409474133e-29	2.65882891143849e-25
TRINITY_DN127464_c0_g7_i1	NA	NA	NA	NA	1.35096313438126	6.92848836828659	4.69249829058537e-28	3.71598939631455e-24
