gid	gname	chr	start	end	logCPM	logFC.MB.FB	PV.MB.FB	FDR.MB.FB
TRINITY_DN84079_c0_g2_i1	maea	Chr01	14027089	14027089	0.501614815176127	-6.07237134885418	2.93817944458544e-07	5.18644460186632e-05
TRINITY_DN82615_c0_g1_i1	LOC101733203	Chr01	26292904	26292904	0.215527170626693	-4.11895685341213	0.000161958888336708	0.00450801736098881
TRINITY_DN5080_c0_g2_i1	pyurf	Chr01	58346443	58346443	0.201661876861351	-7.83788965995414	5.71346085217584e-09	4.82874009597528e-06
TRINITY_DN24863_c0_g1_i1	pde5a	Chr01	61452590	61452590	0.373087206513013	-5.07844481007239	3.89968666547864e-06	0.000272587120551878
TRINITY_DN200018_c0_g1_i1	LOC100485437	Chr01	67211793	67211793	1.38949108593081	-4.54962251886737	2.70122325063916e-05	0.00105696716864114
TRINITY_DN16115_c0_g1_i1	kiaa1958	Chr01	96148157	96148157	1.16941076470316	-5.05644646709049	1.27321736839794e-05	0.00059580591282917
TRINITY_DN51144_c0_g1_i1	LOC100170420	Chr01	103850735	103850735	0.649989632706878	-3.87633167097989	0.000440429114548159	0.0110364492405644
TRINITY_DN80769_c0_g1_i1	tek	Chr01	110075520	110075520	0.540956069770899	-6.83407387974864	1.2586944124905e-08	8.56219199130733e-06
TRINITY_DN87262_c0_g1_i1	LOC100486127-like	Chr01	116814354	116814354	2.03918041101756	-5.66278792030885	7.2259235261349e-08	2.58373086081926e-05
TRINITY_DN118778_c1_g1_i12	mamdc2	Chr01	117467899	117467899	4.61712156934947	-4.99827969238796	1.63224943693442e-05	0.000722594234858747
TRINITY_DN60755_c0_g1_i1	zfand5	Chr01	118277788	118277788	0.777167117077579	-7.19329773146998	8.43166487373438e-10	1.20786061282871e-06
TRINITY_DN14458_c0_g1_i1	rorb	Chr01	119060204	119060204	0.812936033616451	-4.60512093924647	0.000136485508676175	0.00386454907307463
TRINITY_DN63549_c0_g1_i1	isca1	Chr01	122707595	122707595	0.806396490176458	-5.25828967857099	2.0388736678054e-06	0.000171026255443536
TRINITY_DN180006_c0_g1_i1	rec8	Chr01	127110813	127110813	2.27567497313217	-4.60321251893347	0.000104133377031858	0.00310618169563479
TRINITY_DN78131_c0_g1_i1	twsg2	Chr01	127451015	127451015	1.99085577888439	-5.51600555836895	1.84756161212867e-06	0.000162039287302732
TRINITY_DN1138_c0_g1_i1	pja2-like	Chr01	135727530	135727530	0.160015507847026	-5.68983769759341	9.97456315678559e-07	0.000110462003260213
TRINITY_DN127864_c2_g3_i1	ppil2	Chr01	145672928	145672928	3.37023371870569	-3.95813191953431	3.28591777295048e-06	0.000241169070230497
TRINITY_DN81743_c0_g3_i1	diablo	Chr01	153284825	153284825	1.53596304104627	-4.14315346541129	0.000248326947447221	0.00655855924649905
TRINITY_DN167276_c0_g1_i1	LOC101733364	Chr01	171045326	171045326	0.649346382911031	-5.08108846012289	1.5728793137332e-05	0.000700760448243116
TRINITY_DN25857_c0_g1_i1	zswim6	Chr01	176322139	176322139	0.605568367945987	-4.09547292740788	0.000183456926067196	0.00499820650477196
TRINITY_DN71326_c0_g2_i1	runx1	Chr02	9819664	9819664	2.14807789007054	-5.3406318330367	1.12903663620235e-07	3.24627131790551e-05
TRINITY_DN195005_c0_g1_i1	gosr1	Chr02	24555812	24555812	0.471336394673887	-4.93334858144833	4.37494777041873e-06	0.000291907400279853
TRINITY_DN61917_c0_g2_i1	pnpla4-like	Chr02	29064471	29064471	1.68325672715629	-5.23742347378552	2.07039991837688e-05	0.00085983535339627
TRINITY_DN140209_c0_g1_i1	piga-like	Chr02	32957552	32957552	1.86269059217455	-5.29072889879037	7.29496955453545e-07	9.082888431964e-05
TRINITY_DN179978_c0_g1_i1	prkx-like	Chr02	33832090	33832090	0.545195604852327	-5.03561651115422	9.20189150307355e-06	0.000486598988279168
TRINITY_DN89640_c0_g4_i1	eif2s3	Chr02	38683628	38683628	0.032260577507681	-6.26270855020577	5.91101675875671e-07	7.77633289630777e-05
TRINITY_DN180966_c0_g1_i1	dnajc8	Chr02	53473215	53473215	0.539513501100525	-4.95862643172859	2.37419647572791e-05	0.000955502737489918
TRINITY_DN132765_c1_g1_i7	mov10	Chr02	74100790	74100790	1.5410838189707	3.34428823590235	8.4818538233338e-05	0.00261402410955447
TRINITY_DN3428_c0_g2_i1	lck	Chr02	82305654	82305654	0.228833996856667	-4.90563760287561	1.84435124548924e-05	0.00078652838282408
TRINITY_DN86748_c0_g1_i1	kdm1a-like	Chr02	85181483	85181483	0.101436763545407	-6.45354040824974	1.26976928392531e-07	3.26306225543389e-05
TRINITY_DN4959_c0_g1_i1	LOC100497964-like	Chr02	86544991	86544991	0.558156241356115	-4.32910602369589	9.35057857715139e-05	0.00282237701857957
