gid	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	A10FO1	A15MT1	A17FO1	A17MT1	A2FO2	A6FO1	A6MT1	A8FO2	A8MT1	A12MT1	average	ward.D
TRINITY_DN100108_c0_g1_i1	gapdh	Chr07	1685766	1685766	3.6811107255561	-8.43744753757157	6.76690607357427e-09	4.59088137540529e-08	3.34820733478778	-2.9979964312578	5.29852999869141	-2.9979964312578	1.88531856152317	6.2051448248709	-1.34171887595383	-2.9979964312578	-2.9979964312578	-2.99799643125779	2	2
TRINITY_DN100115_c0_g2_i1	NA	NA	NA	NA	1.33354812360393	2.56640413924999	0.00344919027923887	0.00809098194316373	-0.5641952476573	2.75158323567942	1.3633853354156	1.80644238635657	-0.764389483069582	-2.9979964312578	0.311691896354255	-2.9979964312578	1.38993531093272	2.86217300817777	1	1
TRINITY_DN100287_c0_g2_i1	inmt	Chr07	73890622	73890622	3.28579575093044	2.81707605354609	1.17560243873017e-08	7.67249422430473e-08	1.83589036973404	4.30096708519039	0.813097186092211	4.1612119585026	-0.13104060281256	0.7226596611446	3.38914423932027	2.26397695137452	4.37945718544409	4.01098540371436	1	1
TRINITY_DN100300_c0_g1_i1	NA	NA	NA	NA	0.0649185652291355	2.64845354996947	5.26352236708504e-05	0.000183228348742003	-0.719191596734677	0.500607964408922	-2.37208978521786	1.44087717596282	-1.92012107450507	-0.793257467735007	0.48036013262181	-2.23920734725002	-0.104430131210245	1.10786560792371	1	1
TRINITY_DN100323_c0_g3_i1	NA	NA	NA	NA	1.07401873202689	-6.20968787853186	6.19874462100621e-17	1.16028305053523e-15	1.62651043774011	-2.9979964312578	2.2475091749701	-2.9979964312578	2.19378734626147	1.47502597127216	-1.84112948088676	2.33999927216822	-2.9979964312578	-2.99799643125779	2	2
TRINITY_DN100360_c0_g1_i1	NA	NA	NA	NA	1.64304175264348	-8.29585834503677	1.75975049214193e-09	1.31239915867254e-08	-0.5641952476573	-2.9979964312578	3.27977309503953	-2.9979964312578	0.508990557625704	4.19477893885999	-2.61126085007165	-2.23920734725002	-2.9979964312578	-2.99799643125779	2	2
TRINITY_DN100379_c0_g1_i1	NA	NA	NA	NA	0.973318550072596	-3.34520917982086	1.52259226737305e-06	7.05988162796569e-06	-0.89286692215729	-0.233457536670858	2.36641293083354	-1.44979019633292	1.58450644724092	2.57117887935055	-1.65478278466264	1.39912363792422	-1.4474329213102	-1.43914916731633	2	2
TRINITY_DN100399_c0_g2_i1	NA	NA	NA	NA	0.0902381802280436	-1.84504368706955	0.00340312243519839	0.0079903047429766	1.41915238558794	-2.28085363011767	-0.907453960842659	-0.720289581350179	0.30759482747146	0.566349252382602	-0.59090374606905	1.08245704356933	-1.16109454101216	-0.5278254051916	2	2
TRINITY_DN100411_c0_g3_i1	NA	NA	NA	NA	0.728644518834018	-2.19583531401497	6.15181932873946e-05	0.000211475156090764	1.71998821896708	-0.377085231557083	1.20220736351583	-0.344371015158353	1.97310032366022	0.907778620051754	-0.0412897127763161	0.824665019311383	-1.4474329213102	-1.43914916731633	2	2
TRINITY_DN100465_c0_g1_i1	NA	NA	NA	NA	0.128581305617245	-2.19227668086666	0.0011215421410904	0.00295029793041589	1.62651043774011	-1.15977382078987	-0.0876160855089701	-0.871045826133467	1.26090755098596	-0.535318727919531	-2.05516660595381	0.510564951179955	-0.235021335701728	-1.79795943097153	2	2
TRINITY_DN100550_c0_g2_i1	NA	NA	NA	NA	1.34572018856593	-2.09874857657806	4.30307572098733e-05	0.000152656574746725	1.34283559626645	0.127502099662761	2.65819697371618	-0.344371015158353	1.0829390924361	2.02821594580936	-0.160328845176101	2.38854271858995	-0.104430131210245	0.590373159238051	2	2
TRINITY_DN100586_c0_g1_i1	NA	NA	NA	NA	0.037882852166663	3.93210800104419	9.92139962128184e-06	3.96995061769042e-05	-1.59136078315504	-0.233457536670858	-2.9979964312578	0.536181131034028	-1.31010705707362	-2.9979964312578	1.37186286528713	-2.9979964312578	1.9059928833866	-1.15204027191081	1	1
TRINITY_DN100595_c0_g1_i1	NA	NA	NA	NA	7.14186468159896	0.911271628914008	0.00114967311238041	0.00301958957991652	7.07188106892923	7.57736305069583	6.40209304568812	7.08994516042427	6.10960910543417	6.24651631706654	6.99175899303282	6.98219709745026	8.02937950792079	7.68747289057812	1	1
TRINITY_DN100638_c0_g2_i1	srp54	Chr08	89146521	89146521	7.46323138670265	-1.26269590051239	7.38635186506283e-08	4.25623848575763e-07	8.24376787808876	7.03722439051157	7.91991407711821	6.62077343813508	7.69088651545091	7.92416037487198	6.29345865114112	7.96806890395957	6.60777416939931	6.8294577683826	2	2
TRINITY_DN100806_c0_g1_i1	NA	NA	NA	NA	1.21270894191833	-2.97890645862393	1.93058624387757e-06	8.73872496832272e-06	2.73772681697948	-1.15977382078987	0.756158558038079	-0.459127471318691	1.53920649968326	0.771213481875877	-0.0995818628628076	2.87093211758037	-0.922283919176976	-1.43914916731633	2	2
TRINITY_DN100830_c0_g1_i2	LOC101733955	Chr03	85276942	85276942	1.12579858682944	3.69502591932633	4.71114320416052e-09	3.28700477269201e-08	-1.09034821485878	2.40155331973517	-0.440066157611229	2.03563771175868	-2.9979964312578	-1.10757565198204	2.19822018739996	-1.74452771606241	1.43358398797117	1.60810233788361	1	1
TRINITY_DN100835_c0_g1_i1	Xetrov90013145m	Chr05	14816595	14816595	5.02518962475597	6.55985727894157	6.52061395083246e-31	3.40743112542815e-29	-1.59136078315504	5.57532742207057	1.06828474581423	5.17792135748045	-0.655045836318222	-1.10757565198204	5.8251306501593	-1.08409056752072	6.71225856508511	6.25503653149868	1	1
TRINITY_DN100882_c0_g1_i1	NA	NA	NA	NA	7.03843995665982	-0.615221180102875	0.0243753582830719	0.0456520693637522	6.86489781966713	7.26749331873646	7.3075224644143	6.97585328973613	7.17876636756507	7.58749757159871	6.22756584531626	7.51569105201148	6.06479783944968	6.60835951012781	2	2
TRINITY_DN100904_c0_g1_i1	NA	NA	NA	NA	0.870182189804491	-3.56319033056303	4.69709969030551e-09	3.27921028822429e-08	0.773789981357705	-1.80400637883417	2.09514111902804	-1.03941378058116	1.93862586976975	2.19766113974874	-0.971438202089797	0.893558466708535	-2.28157165382246	-1.43914916731633	2	2
TRINITY_DN101035_c0_g3_i1	NA	NA	NA	NA	2.8577876140778	-3.14555261884061	1.73992962419904e-09	1.29931435245942e-08	3.86038669311853	0.862210049151547	2.79168148425396	-0.871045826133467	3.67051803200442	3.17784243054803	1.23704423111746	4.42777538265037	0.983072356146503	0.137002136234895	2	2
TRINITY_DN101042_c0_g2_i1	clpx	Chr03	117918294	117918294	4.55138455060919	-1.66272028059091	8.2142365523074e-07	3.99958008333671e-06	4.67898857268434	3.18142429865422	5.57032713300626	2.72889986826017	5.04392889931314	5.0712367124411	3.80119425305171	5.25381090014459	3.78765703006758	3.71344961154698	2	2
TRINITY_DN101047_c0_g1_i2	LOC100485326	Chr08	96020909	96020909	5.37634964044277	-2.88422138616405	7.8964441498393e-22	2.2428258533051e-20	6.08717869737578	3.64822607566978	5.92538109912681	3.33089357768742	6.26724717851015	6.15685269392617	3.31855691148282	6.46314530033175	2.60458452003367	3.50223898760287	2	2
