gid	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary
TRINITY_DN100108_c0_g1_i1	gapdh	Chr07	1685766	1685766	3.6811107255561	-8.43744753757157	6.76690607357427e-09	4.59088137540529e-08
TRINITY_DN100323_c0_g3_i1	NA	NA	NA	NA	1.07401873202689	-6.20968787853186	6.19874462100621e-17	1.16028305053523e-15
TRINITY_DN100360_c0_g1_i1	NA	NA	NA	NA	1.64304175264348	-8.29585834503677	1.75975049214193e-09	1.31239915867254e-08
TRINITY_DN100379_c0_g1_i1	NA	NA	NA	NA	0.973318550072596	-3.34520917982086	1.52259226737305e-06	7.05988162796569e-06
TRINITY_DN100586_c0_g1_i1	NA	NA	NA	NA	0.037882852166663	3.93210800104419	9.92139962128184e-06	3.96995061769042e-05
TRINITY_DN100830_c0_g1_i2	LOC101733955	Chr03	85276942	85276942	1.12579858682944	3.69502591932633	4.71114320416052e-09	3.28700477269201e-08
TRINITY_DN100835_c0_g1_i1	Xetrov90013145m	Chr05	14816595	14816595	5.02518962475597	6.55985727894157	6.52061395083246e-31	3.40743112542815e-29
TRINITY_DN100904_c0_g1_i1	NA	NA	NA	NA	0.870182189804491	-3.56319033056303	4.69709969030551e-09	3.27921028822429e-08
TRINITY_DN101035_c0_g3_i1	NA	NA	NA	NA	2.8577876140778	-3.14555261884061	1.73992962419904e-09	1.29931435245942e-08
TRINITY_DN101072_c0_g1_i1	NA	NA	NA	NA	0.0967376077729233	-3.15110455232463	4.23575620022749e-06	1.7989162839575e-05
TRINITY_DN101072_c0_g2_i2	spdyc	Chr04	38584858	38584858	9.99536791159481	-5.89381480080924	3.20829482442155e-49	3.73799084747401e-47
TRINITY_DN101116_c0_g3_i1	NA	NA	NA	NA	0.487639444567946	-6.19762945411915	2.28203920495219e-13	2.89836747966008e-12
TRINITY_DN101232_c0_g1_i1	scn3b	Chr07	54900494	54900494	1.13788424661433	3.19643576805993	5.96101415346475e-08	3.49129826131113e-07
TRINITY_DN101369_c0_g1_i1	kbtbd8	scaffold_16	903489	903489	1.0606904076957	-3.40441803477176	8.79090160793689e-07	4.2576676377274e-06
TRINITY_DN101369_c0_g2_i1	NA	NA	NA	NA	0.215701150109831	-3.1392326815171	4.59321318404356e-06	1.94277859364361e-05
TRINITY_DN101425_c0_g1_i1	NA	NA	NA	NA	1.50580334006435	-8.03087102088767	5.45519646136212e-21	1.44183873138502e-19
TRINITY_DN101489_c0_g1_i1	NA	NA	NA	NA	0.457418646482528	-8.31490379586244	7.38353650028405e-15	1.09845511548779e-13
TRINITY_DN101592_c0_g2_i1	NA	NA	NA	NA	0.348745653346221	-5.07177922669684	1.41733179390518e-11	1.42519545775512e-10
TRINITY_DN101728_c0_g2_i1	lrrc20	Chr07	32617150	32617150	1.84370931106575	3.49206017522007	3.22934005326749e-09	2.31684604010105e-08
TRINITY_DN101813_c0_g1_i1	NA	NA	NA	NA	0.466845801397865	-4.18657514005475	1.83831071328132e-10	1.5759045750406e-09
TRINITY_DN101876_c0_g1_i1	NA	NA	NA	NA	0.0597608001373757	-3.2313242587133	5.82423836701516e-06	2.42042415558068e-05
TRINITY_DN10201_c0_g1_i1	NA	NA	NA	NA	3.27320432874522	-3.94067191812451	7.47132580976038e-20	1.83063515227133e-18
