gid	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary
TRINITY_DN100108_c0_g1_i1	gapdh	Chr07	1685766	1685766	3.6811107255561	-8.43744753757157	6.76690607357427e-09	4.59088137540529e-08
TRINITY_DN100115_c0_g2_i1	NA	NA	NA	NA	1.33354812360393	2.56640413924999	0.00344919027923887	0.00809098194316373
TRINITY_DN100287_c0_g2_i1	inmt	Chr07	73890622	73890622	3.28579575093044	2.81707605354609	1.17560243873017e-08	7.67249422430473e-08
TRINITY_DN100300_c0_g1_i1	NA	NA	NA	NA	0.0649185652291355	2.64845354996947	5.26352236708504e-05	0.000183228348742003
TRINITY_DN100323_c0_g3_i1	NA	NA	NA	NA	1.07401873202689	-6.20968787853186	6.19874462100621e-17	1.16028305053523e-15
TRINITY_DN100360_c0_g1_i1	NA	NA	NA	NA	1.64304175264348	-8.29585834503677	1.75975049214193e-09	1.31239915867254e-08
TRINITY_DN100379_c0_g1_i1	NA	NA	NA	NA	0.973318550072596	-3.34520917982086	1.52259226737305e-06	7.05988162796569e-06
TRINITY_DN100399_c0_g2_i1	NA	NA	NA	NA	0.0902381802280436	-1.84504368706955	0.00340312243519839	0.0079903047429766
TRINITY_DN100411_c0_g3_i1	NA	NA	NA	NA	0.728644518834018	-2.19583531401497	6.15181932873946e-05	0.000211475156090764
TRINITY_DN100465_c0_g1_i1	NA	NA	NA	NA	0.128581305617245	-2.19227668086666	0.0011215421410904	0.00295029793041589
TRINITY_DN100550_c0_g2_i1	NA	NA	NA	NA	1.34572018856593	-2.09874857657806	4.30307572098733e-05	0.000152656574746725
TRINITY_DN100586_c0_g1_i1	NA	NA	NA	NA	0.037882852166663	3.93210800104419	9.92139962128184e-06	3.96995061769042e-05
TRINITY_DN100638_c0_g2_i1	srp54	Chr08	89146521	89146521	7.46323138670265	-1.26269590051239	7.38635186506283e-08	4.25623848575763e-07
TRINITY_DN100806_c0_g1_i1	NA	NA	NA	NA	1.21270894191833	-2.97890645862393	1.93058624387757e-06	8.73872496832272e-06
TRINITY_DN100830_c0_g1_i2	LOC101733955	Chr03	85276942	85276942	1.12579858682944	3.69502591932633	4.71114320416052e-09	3.28700477269201e-08
TRINITY_DN100835_c0_g1_i1	Xetrov90013145m	Chr05	14816595	14816595	5.02518962475597	6.55985727894157	6.52061395083246e-31	3.40743112542815e-29
TRINITY_DN100904_c0_g1_i1	NA	NA	NA	NA	0.870182189804491	-3.56319033056303	4.69709969030551e-09	3.27921028822429e-08
TRINITY_DN101035_c0_g3_i1	NA	NA	NA	NA	2.8577876140778	-3.14555261884061	1.73992962419904e-09	1.29931435245942e-08
TRINITY_DN101042_c0_g2_i1	clpx	Chr03	117918294	117918294	4.55138455060919	-1.66272028059091	8.2142365523074e-07	3.99958008333671e-06
