gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	PV.XY46.XX46	FDR.XY46.XX46
TRINITY_DN100904_c0_g1_i1	NA	NA	NA	NA	0.475707964334004	-4.73380561603696	7.1772919903788e-10	1.48814718898779e-08
TRINITY_DN101072_c0_g2_i2	spdyc	Chr04	38584858	38584858	6.88651338335109	-11.4874664491525	2.46679725443682e-97	1.03231353769424e-93
TRINITY_DN101751_c0_g1_i1	ssna1	Chr08	103347	103347	3.5751200668836	-3.00486439853204	7.92461626668809e-15	2.87127258066769e-13
TRINITY_DN10201_c0_g1_i1	NA	NA	NA	NA	3.36561038166453	-4.27551415336455	2.86812681176175e-22	1.83246300550956e-20
TRINITY_DN102409_c0_g1_i1	NA	NA	NA	NA	0.708614112685718	-3.88445137688257	5.00337140567937e-07	6.91793241328211e-06
TRINITY_DN102581_c0_g1_i2	xkr5	scaffold_13	875624	875624	1.41240985560358	-5.20266411408447	1.85103274751021e-18	9.18529273858376e-17
TRINITY_DN102628_c0_g1_i1	NA	NA	NA	NA	3.11472537482064	-6.94231278639466	7.18642718713616e-38	9.59808511924478e-36
TRINITY_DN102894_c0_g1_i2	NA	NA	NA	NA	5.99873767906415	-14.8855176295432	3.49059312280195e-94	5.47783142002714e-91
TRINITY_DN102894_c0_g2_i1	NA	NA	NA	NA	5.7008953444529	-11.9495610093533	1.40290351426348e-96	3.86278432767492e-93
TRINITY_DN103565_c0_g4_i1	thap5	Chr03	56033628	56033628	0.0388730910031176	-5.01462274435501	1.55808007730208e-08	2.71261917453289e-07
TRINITY_DN103621_c0_g1_i2	parpbp	Chr03	39656922	39656922	3.77839618557589	-3.80827512527068	1.05451067682406e-18	5.30615402492492e-17
TRINITY_DN103622_c0_g3_i3	rcor2	Chr04	40885768	40885768	4.43585184745605	-3.26914268333514	6.30185290232429e-19	3.21612244968416e-17
TRINITY_DN103637_c0_g1_i1	NA	NA	NA	NA	3.16574258167522	-3.25936878892429	4.76142822460997e-17	2.07200522169379e-15
TRINITY_DN103637_c0_g2_i1	NA	NA	NA	NA	5.15697720134233	-14.0436292049221	1.04712125211483e-61	3.02208822061508e-59
TRINITY_DN103741_c0_g1_i2	psmc3ip	Chr10	23148035	23148035	3.36811170636447	-3.89208936979627	4.91612510791004e-19	2.52948740439576e-17
TRINITY_DN103798_c0_g1_i1	NA	NA	NA	NA	6.86519534983942	-13.0986039551751	1.09048076446981e-96	3.42261018938406e-93
TRINITY_DN103834_c0_g12_i1	NA	NA	NA	NA	1.51601417522079	-3.4764212460594	1.78706734650801e-05	0.000185419314063924
TRINITY_DN103838_c0_g1_i1	kpna7	Chr09	38771710	38771710	6.56419399414759	-6.64649264677762	1.23167152199407e-48	2.3079134511753e-46
TRINITY_DN103860_c0_g1_i1	ska3	Chr02	154712760	154712760	4.25246151325206	-3.1034414379688	1.07161237441803e-20	6.073840882452e-19
TRINITY_DN103897_c0_g2_i1	NA	NA	NA	NA	5.59070561968997	-10.241319576685	1.23258233901827e-56	2.87335832195511e-54
TRINITY_DN103897_c0_g3_i1	NA	NA	NA	NA	3.49407491311309	-7.51490390700463	4.75089291454888e-06	5.50231412321991e-05
TRINITY_DN104207_c0_g1_i1	LOC100487349	Chr06	61545114	61545114	1.03710828906226	-3.68179408472445	7.80581210607229e-08	1.21736730541223e-06
TRINITY_DN104496_c0_g2_i1	LOC100498003	Chr03	22984987	22984987	1.12467608455726	-3.09731651978621	1.51875897945726e-08	2.64823050105502e-07
TRINITY_DN105440_c0_g1_i1	kcnq1-like	Chr04	15895945	15895945	4.02878750655127	-4.07200420819105	3.14221089292246e-26	2.60388690793367e-24
TRINITY_DN105455_c0_g3_i1	NA	NA	NA	NA	1.28974269979377	-3.13844667749897	7.5254858376163e-08	1.17696939462336e-06
TRINITY_DN105525_c0_g1_i1	NA	NA	NA	NA	1.58371293207198	-6.58763696273115	1.27944159374829e-23	8.75354195570188e-22
