gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	PV.XY46.XX46	FDR.XY46.XX46	Am2_463	Am2_464	Am4_461	Am6_462	Am6_464	average	ward.D
TRINITY_DN100034_c0_g1_i1	NA	NA	NA	NA	4.12656363570616	-1.42227299173952	1.54680746290671e-05	0.000161963255154815	3.3611668517658	4.59352134636324	3.18055177771581	3.59693694982873	4.98737915305759	1	1
TRINITY_DN100115_c0_g1_i1	cenpm	Chr04	105778900	105778900	3.74841923349821	-1.9891312004862	5.07721607214358e-08	8.18253006132562e-07	2.54976658519314	4.71397029644791	2.29423555054621	2.96312938738496	4.48880656321535	1	1
TRINITY_DN100260_c0_g2_i1	ncbp2	Chr05	97976339	97976339	5.09451404063543	-1.34432495826648	6.19471294454401e-06	7.0222594728919e-05	4.38943971103074	5.83926113243673	4.20670675666894	4.59189525396501	5.64638620837105	1	1
TRINITY_DN100376_c0_g1_i1	LOC100492536	Chr08	50375420	50375420	2.69276040349167	-1.37269336336241	0.0054457787899417	0.0294115326731919	0.991038936976409	3.10600748232678	2.73846938663593	1.67788088042672	3.55425828138948	1	1
TRINITY_DN100684_c0_g3_i1	NA	NA	NA	NA	6.0346762380048	1.13384074693526	0.0041884870173222	0.023638732415811	6.03677792803032	4.69458092891011	6.20107126385339	6.80840579289045	5.65718216832689	2	2
TRINITY_DN100754_c0_g1_i1	NA	NA	NA	NA	3.74375602992444	1.28792179571194	0.000672525157438062	0.00484824409362972	4.18550613192367	3.09618956852592	4.24150866805383	3.94491414413207	2.5687536031733	2	2
TRINITY_DN100856_c0_g1_i1	NA	NA	NA	NA	3.49361704877119	-1.48508029227215	2.90784124960794e-05	0.000287565915464379	2.84920836710321	4.23934705327985	2.76078710263295	2.53494250558548	4.14555173534346	1	1
TRINITY_DN100882_c0_g1_i1	NA	NA	NA	NA	6.06871811644503	-2.13849596786363	1.15992293356557e-10	2.70422515681504e-09	4.36385746003038	6.98441278035536	4.99798450389431	5.03533954130143	6.95019173774185	1	1
TRINITY_DN100904_c0_g1_i1	NA	NA	NA	NA	0.475707964334004	-4.73380561603696	7.1772919903788e-10	1.48814718898779e-08	-1.8964542549137	2.30191989253166	-2.70103495173093	-2.35344495288026	0.729196141310575	1	1
TRINITY_DN101042_c0_g2_i1	clpx	Chr03	117918294	117918294	3.16334527638114	-1.61204710958283	0.000114346189528106	0.00099106609349714	2.2848404629881	4.35912530928142	2.27368901660382	2.36879345940133	3.25676602961783	1	1
TRINITY_DN101047_c0_g1_i2	LOC100485326	Chr08	96020909	96020909	2.84836167090127	-2.68693734434072	3.37172236754517e-09	6.41854260247852e-08	0.458048666720537	3.81752235090175	0.889942141494071	1.88036557992125	3.90655382097903	1	1
TRINITY_DN101072_c0_g2_i2	spdyc	Chr04	38584858	38584858	6.88651338335109	-11.4874664491525	2.46679725443682e-97	1.03231353769424e-93	-2.27083877988234	8.20815582369535	-2.70103495173093	-2.35344495288026	8.20628361484836	1	1
TRINITY_DN101087_c0_g1_i1	NA	NA	NA	NA	3.42638602324517	-1.46138731864455	0.00087970551190381	0.00613399769463837	3.09705479602594	4.5970065754721	2.28399886064756	2.51635997187045	3.40852732423266	1	1
TRINITY_DN101111_c0_g1_i2	NA	NA	NA	NA	1.95300439157355	-1.90419112809834	5.67980398909477e-06	6.47657576576661e-05	0.74901862439325	2.80217874301861	0.968748250106125	1.00924048443062	2.75570257434213	1	1
TRINITY_DN101356_c0_g1_i1	purg	Chr01	78613871	78613871	2.48034963949661	-2.35974060699522	6.99375307398555e-08	1.10028913492922e-06	0.581562608126124	3.74397636289473	1.40639592462347	1.18424682234591	3.03391611935498	1	1
TRINITY_DN101437_c0_g1_i1	NA	NA	NA	NA	4.86662502792209	-0.862006645284666	0.0036311686936023	0.0209838929177584	4.59765033825174	5.34376129903471	4.32376004203978	4.44733636145924	5.29446355694129	1	1
TRINITY_DN101457_c0_g1_i1	asnsd1-like	Chr09	39386717	39386717	5.32385344688251	-1.617238400449	1.02455337732277e-07	1.56671807254552e-06	4.44742447721616	6.23673846658189	4.29090889835938	4.61391226721776	5.88383308001523	1	1
TRINITY_DN101728_c0_g2_i1	lrrc20	Chr07	32617150	32617150	6.18175066452461	1.10896520459916	0.0017203130618143	0.0110361115659416	6.13456994939295	5.40866298345261	6.44339343555957	6.90487434655596	5.43568062052303	2	2
TRINITY_DN101751_c0_g1_i1	ssna1	Chr08	103347	103347	3.5751200668836	-3.00486439853204	7.92461626668809e-15	2.87127258066769e-13	1.5704187475931	4.8919171633392	1.44366040768034	1.95125551691901	4.35535605988945	1	1
TRINITY_DN101945_c0_g2_i1	NA	NA	NA	NA	0.558995783570534	2.48790034586678	0.000797947961388837	0.00563274539289073	0.00765854840801927	-1.94560927204455	1.06754350537339	1.69450648463061	-0.743103179540411	2	2
TRINITY_DN101983_c0_g1_i1	NA	NA	NA	NA	0.122069528967584	1.72940284340465	0.0100679430699515	0.0488616122319426	-0.0832493032419361	-1.40968685328528	0.414570794625863	1.06144544010518	-0.743103179540411	2	2
TRINITY_DN102016_c0_g1_i1	NA	NA	NA	NA	5.4671201094287	-1.04636426221367	0.00161705416229662	0.0104511230273117	5.03052495627086	6.35569639126795	4.78039453811027	5.04347405397219	5.53160402771965	1	1
TRINITY_DN10201_c0_g1_i1	NA	NA	NA	NA	3.36561038166453	-4.27551415336455	2.86812681176175e-22	1.83246300550956e-20	0.899043482928602	4.80417866122962	0.256022907991338	-0.0932918486652418	4.3038229853213	1	1
TRINITY_DN102065_c0_g1_i1	uck2	Chr04	108945411	108945411	6.10839535115986	-2.15635464986192	6.42006906222119e-11	1.53965151942036e-09	4.95543644627719	7.20143033301605	4.5109499512906	5.05317531058096	6.79265667749934	1	1
TRINITY_DN102078_c0_g1_i1	adsl	Chr04	111381918	111381918	5.51203315167492	-1.0993405388501	0.00163067541127748	0.0105229064255375	5.44869232915381	6.24120002579869	4.81635435857809	4.47887053207516	5.87040060258255	1	1
TRINITY_DN102162_c0_g1_i1	LOC100486925-like	Chr09	18751230	18751230	5.00467765686501	-0.799114150735	0.00845466788121281	0.0423898274419674	4.72367647953253	5.31442212894729	4.33867343842146	4.79441344617201	5.53373587704916	1	1
TRINITY_DN102272_c0_g1_i1	dmap1	Chr04	82690214	82690214	4.0745944841009	-1.47346051459083	4.66674940304902e-05	0.000442178908532671	3.5393285721692	5.10518235720593	2.92130279825864	3.39305276260693	4.34081919424581	1	1
TRINITY_DN102362_c0_g1_i1	NA	NA	NA	NA	5.29557748727209	-1.08645440822233	0.000204782732469114	0.00167052944430377	4.81461054164158	5.92217727223457	4.68052518222081	4.78668066305238	5.76546085662298	1	1
TRINITY_DN102365_c0_g1_i1	NA	NA	NA	NA	4.17019044704646	-2.96821644603379	6.7782056750674e-11	1.61627698286104e-09	2.88561897283697	5.7575298247705	1.82880253290491	1.93735345990176	4.42132273155758	1	1
TRINITY_DN102409_c0_g1_i1	NA	NA	NA	NA	0.708614112685718	-3.88445137688257	5.00337140567937e-07	6.91793241328211e-06	-1.35332356625085	2.30191989253166	-0.998320206191644	-3.56622473019715	1.2894575967928	1	1
TRINITY_DN102412_c0_g1_i1	NA	NA	NA	NA	0.876877896706436	-2.48493883016328	4.36286339414363e-06	5.07632701406638e-05	-0.396404629843145	2.01978144458865	-0.725893530377987	-0.411280536382122	1.62956625047311	1	1
TRINITY_DN102444_c0_g1_i1	NA	NA	NA	NA	5.35478122187709	-1.80418925026361	2.02614147987702e-09	3.95909621931768e-08	4.27056883778454	6.29583564680063	4.40630071605861	4.39743500856223	6.01169708868069	1	1
TRINITY_DN102559_c0_g2_i1	LOC100485278	Chr10	24700728	24700728	3.77451447101013	-2.51089342070952	6.36651288523783e-08	1.00665473573953e-06	2.63778534187338	5.33543938452598	1.82880253290491	2.2388076307206	3.79010792927044	1	1
TRINITY_DN102579_c0_g1_i1	NA	NA	NA	NA	3.04431691185585	1.22553172825375	0.00187432135357653	0.0118994525580159	3.48499069461685	2.04040771311429	3.39072508593197	3.37253601723773	2.34423656477533	2	2
TRINITY_DN102581_c0_g1_i2	xkr5	scaffold_13	875624	875624	1.41240985560358	-5.20266411408447	1.85103274751021e-18	9.18529273858376e-17	-2.27083877988234	2.86134018677337	-1.77347854798095	-2.10306401913021	2.43827587415185	1	1
TRINITY_DN102628_c0_g1_i1	NA	NA	NA	NA	3.11472537482064	-6.94231278639466	7.18642718713616e-38	9.59808511924478e-36	-1.8964542549137	4.66167474566561	-2.4076492740783	-1.70400104068178	4.12023908533345	1	1
TRINITY_DN102702_c0_g1_i1	NA	NA	NA	NA	4.04097448246333	-2.26377062717555	4.14052705734097e-11	1.00643266101427e-09	2.70724248410115	5.22715057435467	2.61323449695952	2.82650136708215	4.65666223940728	1	1
TRINITY_DN102894_c0_g1_i2	NA	NA	NA	NA	5.99873767906415	-14.8855176295432	3.49059312280195e-94	5.47783142002714e-91	-3.56622473019715	7.59434105388625	-3.56622473019715	-3.56622473019715	6.98176640860007	1	1
TRINITY_DN102894_c0_g2_i1	NA	NA	NA	NA	5.7008953444529	-11.9495610093533	1.40290351426348e-96	3.86278432767492e-93	-3.56622473019715	7.13705139109969	-2.70103495173093	-3.56622473019715	6.89611943206618	1	1
TRINITY_DN103086_c1_g1_i1	NA	NA	NA	NA	0.112137427772124	1.93121434352815	0.00487759475846496	0.0268048865813737	0.945774362997629	-1.65290474512494	-0.125411861269065	0.779192343014033	-0.828150477620836	2	2
TRINITY_DN103196_c0_g1_i2	mrpl41	scaffold_480	103706	103706	4.18042326752146	-0.83198883840557	0.00911700711400448	0.0449315172213425	3.90717919314546	4.77678175801456	3.80643702078449	3.64904483230689	4.444169881046	1	1
TRINITY_DN103284_c0_g1_i2	NA	NA	NA	NA	0.160446294834951	1.95316366792557	0.00824012342159537	0.0414881209129413	0.458048666720537	-0.348955596174475	0.777688504347001	0.614233065660333	-2.41866798086551	2	2
TRINITY_DN103500_c0_g1_i1	NA	NA	NA	NA	4.15672093317989	-1.20409308726274	0.000142436002973865	0.00120702855169449	3.4690821210562	4.8919171633392	3.56993051338136	3.61887773698582	4.60285148703692	1	1
TRINITY_DN103526_c0_g1_i1	rgs9bp	Chr10	16566157	16566157	1.91822910234699	-2.40962479282351	1.34408813031861e-06	1.72804448869278e-05	0.850748107757018	3.38130880228003	0.376537214815137	0.346131907781997	2.11285754069203	1	1
TRINITY_DN103537_c0_g1_i1	NA	NA	NA	NA	2.72747573678395	-1.95166794279196	9.1984464152321e-07	1.22397345543224e-05	1.89010770354346	3.482758899736	1.24689540957267	1.7432637483613	3.64776972202042	1	1
TRINITY_DN103549_c0_g1_i1	txnrd3	Chr04	122921580	122921580	7.18352531376096	-1.3719732328124	2.99702671203048e-05	0.000295454824155372	6.50011354509613	7.95672262954521	6.34219097499321	6.57188447030908	7.72559157553697	1	1
TRINITY_DN103557_c0_g2_i2	upf3b	Chr08	38597280	38597280	5.41433151147005	-1.15253190541236	0.000179729332806114	0.00149036453679944	5.03593464524031	6.15870155567793	4.80744808334965	4.65696322276594	5.80306421499876	1	1
TRINITY_DN103565_c0_g1_i1	NA	NA	NA	NA	3.74341225991144	-1.7296884959826	2.00177198899508e-06	2.49441651968623e-05	2.57970682147388	4.50353643169005	2.57175923580265	3.17343876736561	4.54484324739321	1	1
TRINITY_DN103565_c0_g4_i1	thap5	Chr03	56033628	56033628	0.0388730910031176	-5.01462274435501	1.55808007730208e-08	2.71261917453289e-07	-3.56622473019715	1.84320823948302	-3.56622473019715	-1.88977822519926	0.395825166578343	1	1
TRINITY_DN103621_c0_g1_i2	parpbp	Chr03	39656922	39656922	3.77839618557589	-3.80827512527068	1.05451067682406e-18	5.30615402492492e-17	0.173906813074512	5.07800497810773	1.53281627289892	1.44226369331075	4.81579430485743	1	1
TRINITY_DN103622_c0_g3_i3	rcor2	Chr04	40885768	40885768	4.43585184745605	-3.26914268333514	6.30185290232429e-19	3.21612244968416e-17	2.1516474170512	5.93048898148237	2.58015022471942	2.10840106600492	5.03028918696332	1	1
TRINITY_DN103637_c0_g1_i1	NA	NA	NA	NA	3.16574258167522	-3.25936878892429	4.76142822460997e-17	2.07200522169379e-15	1.03492643079384	4.33010007700662	1.13743900988214	1.00924048443062	4.21362007588742	1	1
TRINITY_DN103637_c0_g2_i1	NA	NA	NA	NA	5.15697720134233	-14.0436292049221	1.04712125211483e-61	3.02208822061508e-59	-3.56622473019715	7.04563462918991	-3.56622473019715	-3.56622473019715	5.53480062155053	1	1
TRINITY_DN103653_c0_g1_i1	gpr22	Chr03	66920676	66920676	1.56681012386329	-1.73465919367893	0.000436106281980394	0.00330023888916387	0.991038936976409	2.76548120322355	0.376537214815137	0.578850702773377	1.76639062802056	1	1
TRINITY_DN103698_c0_g1_i1	kctd15	Chr04	19757914	19757914	1.00035769560497	2.50903997319341	5.49730030320776e-05	0.000515428354418385	1.11888846704383	-1.20161760993814	1.38739640519911	1.99217554254532	-0.51445178430811	2	2
TRINITY_DN103741_c0_g1_i2	psmc3ip	Chr10	23148035	23148035	3.36811170636447	-3.89208936979627	4.91612510791004e-19	2.52948740439576e-17	0.521127039075084	4.88337956767133	0.414570794625863	1.11182710700565	4.11739895663184	1	1
TRINITY_DN103744_c0_g1_i2	NA	NA	NA	NA	8.30731636083589	-1.05826409916942	0.00372312513387135	0.0214265296782892	7.90842332645912	9.07898885675897	7.62254034767218	7.81998835698012	8.56933742368644	1	1
TRINITY_DN103783_c0_g1_i1	fam175a	Chr01	123992821	123992821	3.99772628258391	-1.13122354594354	0.000639989023017035	0.00463631978619006	3.5393285721692	4.61774296931072	3.34221585930118	3.4332311554208	4.51061747082039	1	1
TRINITY_DN103798_c0_g1_i1	NA	NA	NA	NA	6.86519534983942	-13.0986039551751	1.09048076446981e-96	3.42261018938406e-93	-2.77777852442926	8.38059667557278	-3.06972184869263	-3.56622473019715	7.96241640939189	1	1
TRINITY_DN103812_c0_g1_i2	LOC100488827	Chr05	52200718	52200718	6.41885804305596	-1.64447028785929	1.33992070736796e-07	2.01824049437925e-06	5.59513293888799	7.23928004549421	5.51376229613035	5.48572074269564	7.10767240062886	1	1
TRINITY_DN103834_c0_g12_i1	NA	NA	NA	NA	1.51601417522079	-3.4764212460594	1.78706734650801e-05	0.000185419314063924	0.173906813074512	3.11575903403561	-0.427901223953583	-3.56622473019715	1.96902992131555	1	1
TRINITY_DN103834_c0_g3_i1	NA	NA	NA	NA	1.32066062054842	-1.90231525927277	0.000214949389683829	0.00174552529934387	0.800779843171084	2.10057406071408	0.337473748719563	-0.411280536382122	2.16879668081538	1	1
TRINITY_DN103834_c0_g4_i1	NA	NA	NA	NA	0.954924134180598	-2.31670417592885	1.02685341433156e-05	0.000111039028339583	-0.396404629843145	2.06074323893383	-0.18104751853436	-0.411280536382122	1.67663101448259	1	1
TRINITY_DN103834_c0_g9_i1	NA	NA	NA	NA	3.88446965549049	-2.07208487179511	3.00844633369017e-05	0.000296464203267764	1.3096200108191	4.19403906410268	2.93445210802	3.22011756315428	5.16704189160904	1	1
TRINITY_DN103838_c0_g1_i1	kpna7	Chr09	38771710	38771710	6.56419399414759	-6.64649264677762	1.23167152199407e-48	2.3079134511753e-46	1.84150715650472	7.81539730013851	0.487755970411597	1.23058276227218	7.91045058152067	1	1
TRINITY_DN103860_c0_g1_i1	ska3	Chr02	154712760	154712760	4.25246151325206	-3.1034414379688	1.07161237441803e-20	6.073840882452e-19	2.11121905486242	5.47645801247444	2.29423555054621	2.34792627438	5.19155336971797	1	1
TRINITY_DN103897_c0_g2_i1	NA	NA	NA	NA	5.59070561968997	-10.241319576685	1.23258233901827e-56	2.87335832195511e-54	-3.56622473019715	7.41936378980281	-1.61183206098057	-3.56622473019715	6.12066102939105	1	1
TRINITY_DN103897_c0_g3_i1	NA	NA	NA	NA	3.49407491311309	-7.51490390700463	4.75089291454888e-06	5.50231412321991e-05	-1.35332356625085	-3.56622473019715	-3.56622473019715	-2.10306401913021	5.78259340041014	1	1
TRINITY_DN103912_c0_g1_i1	ppp1r14c	Chr05	39489099	39489099	5.06009787110786	-1.24887819476872	0.000226311526620026	0.00182833208555413	4.51483848094151	6.05228024040029	4.58578041081777	4.15170013411079	5.16704189160904	1	1
TRINITY_DN103989_c0_g1_i1	mrpl3	Chr06	72005147	72005147	5.13067576125384	-1.03581334963182	0.000380012726237502	0.0029287107253215	4.73702327298866	5.70520345706881	4.60029176614022	4.53533625903497	5.61249677188033	1	1
TRINITY_DN104018_c1_g1_i1	NA	NA	NA	NA	2.79779387524633	1.44059809926607	0.00356418739735621	0.0206825008921232	2.38996930594037	1.20376474932112	3.39548749210217	3.57914085876177	2.19057882551046	2	2
TRINITY_DN104073_c1_g1_i1	NA	NA	NA	NA	1.55681023763782	1.76227638238256	0.00150918370553652	0.00980949874768742	1.91380749522929	-0.713190054100449	2.22100481022377	1.90914088631735	0.870838312007299	2	2
TRINITY_DN104090_c1_g2_i1	NA	NA	NA	NA	2.51022987648943	-1.07535217590942	0.00578310686018617	0.0309150585804587	2.0905719372575	3.11575903403561	1.80035572012298	2.07069009534476	2.98489606877401	1	1
TRINITY_DN104207_c0_g1_i1	LOC100487349	Chr06	61545114	61545114	1.03710828906226	-3.68179408472445	7.80581210607229e-08	1.21736730541223e-06	-1.14310931034236	2.87288682087296	-0.901681531157714	-1.70400104068178	0.949595623459474	1	1
TRINITY_DN104240_c0_g1_i1	NA	NA	NA	NA	3.99513177614006	-1.06778736002793	0.00322526974537627	0.0189834266377526	3.73161639624819	4.81319655399141	3.14705561296954	3.49147556574721	4.1975741681251	1	1
TRINITY_DN104337_c0_g1_i1	NA	NA	NA	NA	3.9823532200211	-1.09561929607428	0.00100885605529962	0.00692492255126246	3.46106156314358	4.70107304862509	3.46056133387274	3.41328182321224	4.35052669487268	1	1
TRINITY_DN104365_c0_g3_i1	pwwp2b-like	Chr07	12596159	12596159	3.76172367145161	-1.07054254678191	0.00301162114606097	0.0179191458190628	3.52401117090315	4.52565019827682	3.02942788484903	3.12519902054791	4.0445154154573	1	1
TRINITY_DN104383_c0_g4_i1	NA	NA	NA	NA	0.436898591139268	-2.55774835158896	1.14016503650588e-05	0.000122343606417206	-1.59947941777952	1.47017380477543	-0.901681531157714	-0.642278753164297	1.32927598665735	1	1
TRINITY_DN104463_c0_g1_i1	bmf	Chr08	93964574	93964574	0.31456653615456	-1.93082646788608	0.000601382136660537	0.00438828947091236	-0.959665796499343	1.04950749605725	-0.569217132541265	-0.561099709418486	1.18482066575071	1	1
TRINITY_DN104496_c0_g2_i1	LOC100498003	Chr03	22984987	22984987	1.12467608455726	-3.09731651978621	1.51875897945726e-08	2.64823050105502e-07	-1.35332356625085	2.43250208693733	-0.496829584772808	-0.561099709418486	1.93071530236064	1	1
TRINITY_DN104546_c0_g1_i1	LOC100491399	Chr10	2505265	2505265	2.67870557827985	1.17841715804318	0.00822568645659027	0.0414320483928836	3.00075032411247	1.47017380477543	2.60503428455208	3.4032027483878	2.17972886175722	2	2
TRINITY_DN104550_c0_g2_i1	NA	NA	NA	NA	3.29246476911071	-2.25409691617373	3.22089515027561e-09	6.15007272458329e-08	1.86601207319421	4.21233335931564	1.75660531980616	2.27241843990585	4.21892929639193	1	1
TRINITY_DN104654_c0_g1_i1	mex3d	Chr01	79764930	79764930	1.8264435268182	-2.09934590438489	1.15716165111335e-05	0.000124114360947481	0.173906813074512	3.10600748232678	0.687367055081158	0.982412077898724	2.17972886175722	1	1
