gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	PV.XY46.XX46	FDR.XY46.XX46
TRINITY_DN100034_c0_g1_i1	NA	NA	NA	NA	4.12656363570616	-1.42227299173952	1.54680746290671e-05	0.000161963255154815
TRINITY_DN100115_c0_g1_i1	cenpm	Chr04	105778900	105778900	3.74841923349821	-1.9891312004862	5.07721607214358e-08	8.18253006132562e-07
TRINITY_DN100260_c0_g2_i1	ncbp2	Chr05	97976339	97976339	5.09451404063543	-1.34432495826648	6.19471294454401e-06	7.0222594728919e-05
TRINITY_DN100376_c0_g1_i1	LOC100492536	Chr08	50375420	50375420	2.69276040349167	-1.37269336336241	0.0054457787899417	0.0294115326731919
TRINITY_DN100684_c0_g3_i1	NA	NA	NA	NA	6.0346762380048	1.13384074693526	0.0041884870173222	0.023638732415811
TRINITY_DN100754_c0_g1_i1	NA	NA	NA	NA	3.74375602992444	1.28792179571194	0.000672525157438062	0.00484824409362972
TRINITY_DN100856_c0_g1_i1	NA	NA	NA	NA	3.49361704877119	-1.48508029227215	2.90784124960794e-05	0.000287565915464379
TRINITY_DN100882_c0_g1_i1	NA	NA	NA	NA	6.06871811644503	-2.13849596786363	1.15992293356557e-10	2.70422515681504e-09
TRINITY_DN100904_c0_g1_i1	NA	NA	NA	NA	0.475707964334004	-4.73380561603696	7.1772919903788e-10	1.48814718898779e-08
TRINITY_DN101042_c0_g2_i1	clpx	Chr03	117918294	117918294	3.16334527638114	-1.61204710958283	0.000114346189528106	0.00099106609349714
TRINITY_DN101047_c0_g1_i2	LOC100485326	Chr08	96020909	96020909	2.84836167090127	-2.68693734434072	3.37172236754517e-09	6.41854260247852e-08
TRINITY_DN101072_c0_g2_i2	spdyc	Chr04	38584858	38584858	6.88651338335109	-11.4874664491525	2.46679725443682e-97	1.03231353769424e-93
TRINITY_DN101087_c0_g1_i1	NA	NA	NA	NA	3.42638602324517	-1.46138731864455	0.00087970551190381	0.00613399769463837
TRINITY_DN101111_c0_g1_i2	NA	NA	NA	NA	1.95300439157355	-1.90419112809834	5.67980398909477e-06	6.47657576576661e-05
TRINITY_DN101356_c0_g1_i1	purg	Chr01	78613871	78613871	2.48034963949661	-2.35974060699522	6.99375307398555e-08	1.10028913492922e-06
TRINITY_DN101437_c0_g1_i1	NA	NA	NA	NA	4.86662502792209	-0.862006645284666	0.0036311686936023	0.0209838929177584
TRINITY_DN101457_c0_g1_i1	asnsd1-like	Chr09	39386717	39386717	5.32385344688251	-1.617238400449	1.02455337732277e-07	1.56671807254552e-06
TRINITY_DN101728_c0_g2_i1	lrrc20	Chr07	32617150	32617150	6.18175066452461	1.10896520459916	0.0017203130618143	0.0110361115659416
TRINITY_DN101751_c0_g1_i1	ssna1	Chr08	103347	103347	3.5751200668836	-3.00486439853204	7.92461626668809e-15	2.87127258066769e-13
TRINITY_DN101945_c0_g2_i1	NA	NA	NA	NA	0.558995783570534	2.48790034586678	0.000797947961388837	0.00563274539289073
TRINITY_DN101983_c0_g1_i1	NA	NA	NA	NA	0.122069528967584	1.72940284340465	0.0100679430699515	0.0488616122319426
TRINITY_DN10201_c0_g1_i1	NA	NA	NA	NA	3.36561038166453	-4.27551415336455	2.86812681176175e-22	1.83246300550956e-20
TRINITY_DN102016_c0_g1_i1	NA	NA	NA	NA	5.4671201094287	-1.04636426221367	0.00161705416229662	0.0104511230273117
TRINITY_DN102065_c0_g1_i1	uck2	Chr04	108945411	108945411	6.10839535115986	-2.15635464986192	6.42006906222119e-11	1.53965151942036e-09
TRINITY_DN102078_c0_g1_i1	adsl	Chr04	111381918	111381918	5.51203315167492	-1.0993405388501	0.00163067541127748	0.0105229064255375
TRINITY_DN102162_c0_g1_i1	LOC100486925-like	Chr09	18751230	18751230	5.00467765686501	-0.799114150735	0.00845466788121281	0.0423898274419674
TRINITY_DN102272_c0_g1_i1	dmap1	Chr04	82690214	82690214	4.0745944841009	-1.47346051459083	4.66674940304902e-05	0.000442178908532671
TRINITY_DN102362_c0_g1_i1	NA	NA	NA	NA	5.29557748727209	-1.08645440822233	0.000204782732469114	0.00167052944430377
TRINITY_DN102365_c0_g1_i1	NA	NA	NA	NA	4.17019044704646	-2.96821644603379	6.7782056750674e-11	1.61627698286104e-09
TRINITY_DN102409_c0_g1_i1	NA	NA	NA	NA	0.708614112685718	-3.88445137688257	5.00337140567937e-07	6.91793241328211e-06
TRINITY_DN102412_c0_g1_i1	NA	NA	NA	NA	0.876877896706436	-2.48493883016328	4.36286339414363e-06	5.07632701406638e-05
TRINITY_DN102444_c0_g1_i1	NA	NA	NA	NA	5.35478122187709	-1.80418925026361	2.02614147987702e-09	3.95909621931768e-08
TRINITY_DN102559_c0_g2_i1	LOC100485278	Chr10	24700728	24700728	3.77451447101013	-2.51089342070952	6.36651288523783e-08	1.00665473573953e-06
TRINITY_DN102579_c0_g1_i1	NA	NA	NA	NA	3.04431691185585	1.22553172825375	0.00187432135357653	0.0118994525580159
TRINITY_DN102581_c0_g1_i2	xkr5	scaffold_13	875624	875624	1.41240985560358	-5.20266411408447	1.85103274751021e-18	9.18529273858376e-17
TRINITY_DN102628_c0_g1_i1	NA	NA	NA	NA	3.11472537482064	-6.94231278639466	7.18642718713616e-38	9.59808511924478e-36
TRINITY_DN102702_c0_g1_i1	NA	NA	NA	NA	4.04097448246333	-2.26377062717555	4.14052705734097e-11	1.00643266101427e-09
TRINITY_DN102894_c0_g1_i2	NA	NA	NA	NA	5.99873767906415	-14.8855176295432	3.49059312280195e-94	5.47783142002714e-91
TRINITY_DN102894_c0_g2_i1	NA	NA	NA	NA	5.7008953444529	-11.9495610093533	1.40290351426348e-96	3.86278432767492e-93
TRINITY_DN103086_c1_g1_i1	NA	NA	NA	NA	0.112137427772124	1.93121434352815	0.00487759475846496	0.0268048865813737
TRINITY_DN103196_c0_g1_i2	mrpl41	scaffold_480	103706	103706	4.18042326752146	-0.83198883840557	0.00911700711400448	0.0449315172213425
TRINITY_DN103284_c0_g1_i2	NA	NA	NA	NA	0.160446294834951	1.95316366792557	0.00824012342159537	0.0414881209129413
TRINITY_DN103500_c0_g1_i1	NA	NA	NA	NA	4.15672093317989	-1.20409308726274	0.000142436002973865	0.00120702855169449
TRINITY_DN103526_c0_g1_i1	rgs9bp	Chr10	16566157	16566157	1.91822910234699	-2.40962479282351	1.34408813031861e-06	1.72804448869278e-05
