gid	gname	chr	start	end	logCPM	logFC.M23.F23	PV.M23.F23	FDR.M23.F23
TRINITY_DN169273_c0_g1_i1	tec	Chr01	29623054	29623054	0.535568904245407	-3.9095348524707	1.43260850812981e-06	0.00391086204847125
TRINITY_DN122783_c1_g1_i2	sptlc1	Chr01	126819515	126819515	2.17288280503097	-4.53480993913089	1.86238879618595e-05	0.0381308586112439
TRINITY_DN135249_c0_g1_i1	zdhhc1	Chr04	51809224	51809224	3.74950525748538	-12.4689709238509	9.64135449588545e-10	1.13061484671558e-05
TRINITY_DN122692_c0_g1_i5	capn9	Chr05	42322566	42322566	1.53525536021443	2.93372326172546	1.52838754139889e-05	0.0341372304587539
TRINITY_DN129504_c3_g3_i1	NA	NA	NA	NA	1.95954610262012	-8.7851325112613	1.38053829628668e-09	1.13061484671558e-05
TRINITY_DN128445_c0_g1_i1	NA	NA	NA	NA	0.989336375164767	-5.79067593303985	1.41794226270774e-06	0.00391086204847125
TRINITY_DN133769_c11_g8_i1	NA	NA	NA	NA	5.97329868310104	-14.697605578686	5.5419773737988e-08	0.000226934736828105
TRINITY_DN108146_c0_g2_i1	NA	NA	NA	NA	2.37046623995646	-11.0748720340392	3.00887468601801e-09	1.47850084321553e-05
TRINITY_DN115817_c2_g3_i1	NA	NA	NA	NA	3.36426772817616	-5.1216388298672	4.60637443197585e-06	0.0113174013419215
TRINITY_DN119076_c0_g1_i1	NA	NA	NA	NA	0.723098311889117	-5.43995677462972	1.14177347267995e-06	0.00391086204847125
TRINITY_DN50226_c0_g1_i1	NA	NA	NA	NA	1.93293718455682	10.6298791729095	1.86256527741913e-09	1.14403415752276e-05
TRINITY_DN129842_c2_g12_i1	NA	NA	NA	NA	0.569778153161555	-9.22548128595269	8.77976407816695e-16	2.15710023636484e-11
