gid	gname	chr	start	end	logCPM	logFC.XY27.XX27	PV.XY27.XX27	FDR.XY27.XX27	Am2_274	Am2_275	Am4_271	Am4_272	Am5_273	Am5_274
TRINITY_DN100099_c0_g1_i1	cln6	Chr03	116488040	116488040	1.5521692044746	-0.0784696091146818	0.925372276963156	0.999965198125214	2.5138450825677	2.51567113615336	1.46738049221114	1.13213026852078	-1.56015298698224	-1.18094916510754
TRINITY_DN100105_c0_g1_i1	LOC100125055	Chr09	8579921	8579921	2.04748137365983	0.0443568391412568	0.907147950321095	0.999965198125214	2.10051576525104	2.15248137216751	1.3545264979563	1.80644948147172	2.42331786124814	2.21532119026686
TRINITY_DN100115_c0_g1_i1	cenpm	Chr04	105778900	105778900	5.75325166751916	-0.147842536357185	0.516301235452027	0.999965198125214	5.68074492754092	5.45433530771945	5.91477905527148	5.90189334022705	5.86973849237607	5.6421402831696
TRINITY_DN100194_c0_g1_i1	vax2	Chr01	8250217	8250217	3.5833461619789	0.173276167389581	0.588391410215304	0.999965198125214	3.04065073921928	3.22816973937511	3.47988000290998	3.64411131769554	3.85863645500832	4.02841541994341
TRINITY_DN100260_c0_g2_i1	ncbp2	Chr05	97976339	97976339	6.26121287181548	-0.165827586109321	0.56313515894999	0.999965198125214	6.32728656538748	6.18228193877202	6.66766400217919	6.57588319099206	5.93866273476923	5.61031485528835
TRINITY_DN100287_c0_g2_i1	inmt	Chr07	73890622	73890622	8.21086065331511	-0.368929692482706	0.166758815531198	0.999965198125214	8.00590646231387	7.99751111165941	8.7887547432481	8.2019131084841	8.2412768900829	7.81912550759896
TRINITY_DN100358_c0_g1_i1	LOC100486229	Chr08	87767206	87767206	4.72487217010919	0.240130502803928	0.351628059596914	0.999965198125214	4.85094294795509	4.99263365352239	4.5245994699263	4.80214454171368	4.38249613722055	4.70734625532607
TRINITY_DN100376_c0_g1_i1	LOC100492536	Chr08	50375420	50375420	6.53969915643045	-0.0266244045895739	0.951256554137674	0.999965198125214	6.01573566582817	6.07624125179575	5.27132051350045	6.31199356497599	7.47933166258634	7.01920943665726
TRINITY_DN100418_c0_g1_i1	clec2d	Chr07	2179298	2179298	0.160224364314241	-0.282084206939832	0.646979848271739	0.999965198125214	-0.45070107619188	-0.67170644757721	-0.546719143128019	-0.418182274448074	1.197393316952	0.818982400346143
TRINITY_DN100638_c0_g2_i1	srp54	Chr08	89146521	89146521	7.99903297326985	0.05137384641033	0.85024932092112	0.999965198125214	8.15488513858321	8.15788224105301	8.155701018998	8.23849044606874	7.52049298750175	7.59587658107045
TRINITY_DN100835_c0_g1_i1	Xetrov90013145m	Chr05	14816595	14816595	7.64124096275386	-0.0955012140183825	0.672008123472814	0.999965198125214	7.56122247679973	7.57226896628641	7.73267346902883	7.69126341596725	7.76273574653575	7.50854675630425
TRINITY_DN101042_c0_g2_i1	clpx	Chr03	117918294	117918294	2.85415404713171	-0.0964782898147695	0.756974131676045	0.999965198125214	3.00175411120856	2.91546546026284	3.01889185504493	2.56158558416467	2.64876654489386	2.9114111859825
TRINITY_DN101047_c0_g1_i2	LOC100485326	Chr08	96020909	96020909	2.39538323481328	-0.381918642025186	0.346051544082038	0.999965198125214	2.24074293474752	2.25638617782946	3.25729437528475	2.30487855372686	1.82760716583474	2.00763116012668
TRINITY_DN101150_c0_g2_i1	esrra	Chr04	39939444	39939444	6.43464788985489	0.207218787710454	0.48129160019821	0.999965198125214	6.41316555691416	6.67402556997863	6.45945121946436	6.93963374808336	6.08080602409421	5.73149750430231
TRINITY_DN101193_c0_g1_i1	LOC100489217-like	Chr10	20091650	20091650	3.96232392272224	0.275859762214838	0.419215177641278	0.999965198125214	4.12283355032214	4.56360729503716	4.05623522682729	3.75843639936808	3.04009339859093	3.79758883142647
TRINITY_DN101232_c0_g1_i1	scn3b	Chr07	54900494	54900494	4.52683871886819	-0.0981809115306584	0.717661843260454	0.999965198125214	4.47492211906719	4.41435660194931	4.24747317635502	4.35098106907989	4.92025733963371	4.65036158665785
TRINITY_DN101247_c0_g3_i1	chst7	Chr02	111324143	111324143	1.56831248871505	0.282052703200556	0.489539559369341	0.999965198125214	0.911386553079712	1.50649355965054	1.57204341653811	1.30262036889113	1.70943034126198	2.16613394119829
TRINITY_DN101292_c0_g1_i3	c16orf45	Chr09	28224425	28224425	2.24759860412334	0.140176251015443	0.689452553472662	0.999965198125214	2.30605586403714	2.57045771176833	2.19168779055759	2.40188660621756	2.01364531059255	1.86079084407831
TRINITY_DN101326_c0_g1_i1	itgb1bp2	Chr08	23058002	23058002	2.45456059734193	0.382131271038592	0.347530263557018	0.999965198125214	2.02493598288126	3.01757736033933	2.8762820029508	2.56158558416467	1.54664218008285	2.16613394119829
TRINITY_DN101356_c0_g1_i1	purg	Chr01	78613871	78613871	3.10467883785807	0.129028638233328	0.683629523001311	0.999965198125214	3.01157702442235	3.36618071500389	3.06744311774513	3.38406816585323	3.04009339859093	2.6141463692752
TRINITY_DN101361_c0_g1_i2	cyp46a1-like.1	Chr08	65160881	65160881	7.56892646791519	0.00492883683482174	0.990010446840574	0.999965198125214	7.81226818277391	7.67974301299346	7.93224806658766	8.12833586873849	6.63780185464093	6.42062162156148
TRINITY_DN101457_c0_g1_i1	asnsd1-like	Chr09	39386717	39386717	5.83199816189754	-0.129321291836843	0.606057095651083	0.999965198125214	6.11930276398625	5.88821070879722	5.8692894194901	5.99967132472592	5.65873972831944	5.32114890002127
TRINITY_DN101488_c0_g2_i2	pdcl3	Chr02	106708785	106708785	6.75175843428071	-0.120291528040485	0.610001057445217	0.999965198125214	6.8739344924132	6.68182248790848	6.82948821026945	6.94929529466938	6.72414259196048	6.38479017384504
TRINITY_DN101542_c0_g1_i1	rps6kb1	Chr02	87418446	87418446	7.73758927329079	0.0170701884349255	0.950743027314622	0.999965198125214	7.83837396066902	7.90228312204612	7.95137375607116	8.00289801399743	7.32273577498565	7.21178233927665
TRINITY_DN101610_c0_g2_i1	s100a11	scaffold_281	155613	155613	8.68078414378315	-0.129353544950126	0.643335345742417	0.999965198125214	8.44950102221679	8.38667562046807	8.55974365995275	8.45458904077618	9.12763618200407	8.93820597825931
TRINITY_DN101728_c0_g2_i1	lrrc20	Chr07	32617150	32617150	5.7841030335902	-0.115266384151779	0.63852396595011	0.999965198125214	5.53682006361753	5.72422849253176	6.05230206715101	5.98878168849649	5.88685537539576	5.4030387646707
TRINITY_DN101751_c0_g1_i1	ssna1	Chr08	103347	103347	3.85830751958036	-0.0859249663838265	0.781470346886586	0.999965198125214	3.9949818953611	3.8375042827814	4.1773131756682	4.15339007234814	3.42464018107046	3.33512707961438
TRINITY_DN101809_c0_g1_i2	LOC101732244	Chr05	59159234	59159234	4.58527535834736	-0.0472307933549568	0.848999065923656	0.999965198125214	4.54084635626409	4.65199432106498	4.71568375539478	4.42670872404868	4.56371621262241	4.59568455593758
TRINITY_DN101821_c0_g1_i1	cbln2	scaffold_21	2082425	2082425	4.19217270382481	-0.0556854289074729	0.845012732026958	0.999965198125214	3.92913351298833	3.86515942376752	4.13807216604348	4.07906317876009	4.52924765169791	4.48471529353897
TRINITY_DN101833_c0_g1_i1	ier2	Chr03	129491240	129491240	4.92382965895699	0.148016126110988	0.635921863858343	0.999965198125214	4.32936239637391	4.46222443729338	4.76803275272629	5.00413956451044	5.29066917301968	5.38165192583826
TRINITY_DN101895_c0_g1_i1	LOC100498557	scaffold_2562	2638	2638	2.67054101789221	0.0447185283315431	0.903155089894363	0.999965198125214	2.29000273568444	2.62323965263352	3.09111947117399	3.12461509735189	2.44196746019624	2.16613394119829
TRINITY_DN101903_c0_g2_i2	rnft1	Chr02	87452051	87452051	4.8963136951255	0.0274278646338634	0.910286908239128	0.999965198125214	4.95641712939671	5.09194452292873	4.88439363866064	4.77342521210863	4.80252245536218	4.84263381966475
TRINITY_DN102026_c0_g1_i2	gjb7	Chr05	87154347	87154347	2.99701810762309	-0.113194646114315	0.709203797467014	0.999965198125214	3.01157702442235	3.06604502603617	3.14866424787224	2.61111792015868	2.99027982068293	3.09344523561498
TRINITY_DN102065_c0_g1_i1	uck2	Chr04	108945411	108945411	6.10528026685486	-0.11458062097749	0.644404466370655	0.999965198125214	6.03873462074525	6.17677480946417	6.40499778307148	6.25080396913151	6.00601127758561	5.63763655141492
TRINITY_DN102078_c0_g1_i1	adsl	Chr04	111381918	111381918	6.90152771613114	-0.116043350503261	0.62288979068637	0.999965198125214	6.90786036411519	6.71031014851057	7.13871473416798	7.10938931360304	6.80830429758481	6.66481896422811
TRINITY_DN102094_c0_g3_i1	neurod6	Chr06	26805528	26805528	4.28689956449748	-0.0867900422979206	0.76767099400367	0.999965198125214	4.31753278992497	4.11595761780987	3.79304533308678	4.08491857579402	4.72849510665162	4.4947108987636
TRINITY_DN102159_c0_g1_i2	Xetrov90012386m	Chr04	109890106	109890106	6.09587797080546	-0.227841187325501	0.356452567600448	0.999965198125214	5.95212496963604	5.69370525791639	6.05681815727331	6.06481962205102	6.53731681152537	6.13770232384896
TRINITY_DN102162_c0_g1_i1	LOC100486925-like	Chr09	18751230	18751230	3.94032823056797	-0.279034692520176	0.401842600390357	0.999965198125214	3.66233258838268	3.1312754648142	3.87033696984805	3.97570348841049	4.53794230346065	4.10870960994393
TRINITY_DN102167_c0_g1_i2	ccdc6	Chr07	8097857	8097857	6.26053823797586	0.0488238037356925	0.833251421732837	0.999965198125214	6.34001166665932	6.52855263626981	6.20522898592577	6.13422896355381	6.15615523644218	6.15513850663962
