gid	gname	chr	start	end	logCPM	logFC.XY43.XX43	PV.XY43.XX43	FDR.XY43.XX43
TRINITY_DN135315_c3_g6_i1	kiaa0232-like	Chr01	20451126	20451126	0.642895945873193	-3.59522394710156	3.92807863976552e-05	0.00688059473516188
TRINITY_DN132704_c0_g2_i5	dgat2	Chr02	169548535	169548535	3.10458850340924	-3.73929112395146	7.29438492424851e-07	0.000202768043535578
TRINITY_DN129116_c0_g1_i3	pigb	Chr03	90802306	90802306	0.882771448883024	-4.68685501792143	6.97542387296795e-07	0.000200437629356497
TRINITY_DN135535_c0_g1_i2	ctdspl2	Chr03	115925040	115925040	5.36721513547813	-5.1496718678706	1.78345183388331e-08	9.30816269382282e-06
TRINITY_DN135585_c3_g1_i1	tmco1	Chr04	108906135	108906135	1.75198703713757	-4.88651995630757	8.73102982266351e-08	3.54424375690153e-05
TRINITY_DN127708_c1_g3_i1	gorasp1	Chr06	5780457	5780457	0.165514860674976	-4.31119678787265	6.70766968217576e-06	0.00139464995489401
TRINITY_DN103834_c0_g4_i1	Xetrov90022714m	Chr09	3340566	3340566	0.0290045784711145	-3.18113693348614	0.000230245589864082	0.0336474326581944
TRINITY_DN126783_c1_g5_i3	LOC101734633	Chr10	16918626	16918626	0.979087459493076	-6.20689871532926	4.90817097662112e-09	3.58633041588881e-06
TRINITY_DN129533_c4_g2_i3	Xetrov90029798m	scaffold_622	10589	10589	4.14701978057489	3.31820636831573	0.000114792053833272	0.0183480749045756
TRINITY_DN180950_c0_g1_i1	NA	NA	NA	NA	0.191856858517609	5.7315929855379	2.89049519474405e-06	0.000660013608128431
TRINITY_DN125119_c3_g6_i1	NA	NA	NA	NA	2.63942344731831	-3.39838551852143	1.49805248831848e-06	0.000364868517488161
TRINITY_DN123052_c0_g1_i2	NA	NA	NA	NA	0.602622223563814	-4.34502702374712	0.000184453469181674	0.0284169459087478
TRINITY_DN131553_c0_g2_i1	NA	NA	NA	NA	0.564638089452352	-5.49348123259083	1.77999240525969e-07	6.32243413501546e-05
TRINITY_DN123396_c0_g1_i4	NA	NA	NA	NA	4.48719685950918	-3.98297427016008	1.5132470178255e-09	1.4465654093157e-06
TRINITY_DN124256_c0_g1_i2	NA	NA	NA	NA	0.603203200880033	-3.29998281291911	0.000215885535401086	0.0317302108180884
TRINITY_DN124325_c0_g1_i1	NA	NA	NA	NA	4.47494718397721	-5.35887303440085	1.94073372574141e-08	9.73182829453152e-06
TRINITY_DN120818_c0_g1_i2	NA	NA	NA	NA	0.567110868198304	-4.60724376810561	2.57835963787807e-05	0.00471085318234566
TRINITY_DN142384_c0_g1_i1	NA	NA	NA	NA	1.76410781348958	2.1314056554119	0.000336921313875714	0.04682840044053
TRINITY_DN127464_c0_g11_i1	NA	NA	NA	NA	0.287693187139791	-5.79839539150944	2.59024045414375e-08	1.22671869211615e-05
TRINITY_DN129466_c1_g2_i3	NA	NA	NA	NA	1.09618980649952	-2.78045397106462	0.000210464222244192	0.0316612471745469
TRINITY_DN118738_c0_g2_i1	NA	NA	NA	NA	0.898260213513678	-4.12808526700921	7.35990315454217e-05	0.0123021021747883
TRINITY_DN111236_c0_g1_i1	NA	NA	NA	NA	2.31703283571221	-3.74342716980613	5.81024578867846e-07	0.00017689431642817
TRINITY_DN129649_c3_g1_i3	NA	NA	NA	NA	3.82200782606957	-2.97171892372715	9.97708313158164e-07	0.000255153924007069
TRINITY_DN93354_c0_g1_i1	NA	NA	NA	NA	0.769951561872604	-9.54463960065838	2.54894879121004e-07	8.69157551818742e-05
TRINITY_DN135526_c5_g2_i2	NA	NA	NA	NA	0.101145428768932	-6.91950417700046	6.51426603088131e-08	2.77659732456265e-05
TRINITY_DN124147_c1_g3_i2	NA	NA	NA	NA	1.32308894426096	-3.76522255098389	1.24576493848115e-05	0.00241357519217552
TRINITY_DN119774_c0_g1_i2	NA	NA	NA	NA	1.83006602968558	-5.72424763484006	1.26146605568897e-08	7.21225677331097e-06
TRINITY_DN128130_c4_g11_i1	NA	NA	NA	NA	0.418464668571231	9.1678468086193	6.39297484660595e-13	2.04367423408876e-09
TRINITY_DN109666_c0_g1_i1	NA	NA	NA	NA	4.10869401122419	-5.91556120512814	1.53637339221494e-07	5.69437871485579e-05
TRINITY_DN110679_c0_g1_i1	NA	NA	NA	NA	1.29925965929945	-6.00904083091855	1.03464431600078e-08	6.29999850890572e-06
TRINITY_DN121490_c3_g1_i3	NA	NA	NA	NA	1.10476953203697	2.7467494738064	7.14536658382364e-05	0.0120220792772833
TRINITY_DN130816_c3_g1_i1	NA	NA	NA	NA	2.3668036352339	-3.10329214496399	1.01634672990329e-05	0.00201488769539122
TRINITY_DN120071_c0_g1_i2	NA	NA	NA	NA	2.78997694752045	-4.91995898057384	5.17138397367328e-07	0.000163275276225581
TRINITY_DN120912_c0_g1_i3	NA	NA	NA	NA	1.10634432430515	-2.89164838361095	0.000263589880101448	0.037871053897272
TRINITY_DN121465_c5_g2_i1	NA	NA	NA	NA	2.31827560298191	7.91085993247873	4.16897328451511e-17	3.55391075927298e-13
TRINITY_DN108208_c0_g1_i3	NA	NA	NA	NA	2.80537027726466	-4.339788345257	1.96342608639105e-07	6.87844640183078e-05
TRINITY_DN118281_c0_g1_i1	NA	NA	NA	NA	1.08258110305252	-5.18476609826544	1.13450576568656e-07	4.40002553618884e-05
TRINITY_DN97717_c0_g2_i1	NA	NA	NA	NA	0.220258976459527	-8.97410564586631	1.44646240087993e-06	0.000355690667693302
TRINITY_DN114033_c0_g3_i2	NA	NA	NA	NA	1.42873395594813	-2.84302991264561	0.000121451358471886	0.0192919070904349
TRINITY_DN133823_c0_g1_i1	NA	NA	NA	NA	0.734365058422389	-4.97479925093992	1.73986034206624e-07	6.32243413501546e-05
TRINITY_DN131553_c0_g1_i1	NA	NA	NA	NA	3.19242547775707	-4.7235118827725	8.21541278284463e-06	0.00165433831896432
