gid	gname	chr	start	end	logCPM	logFC.M46.F46	logFC.M46.SR46	logFC.SR46.F46	PV.M46.F46	PV.M46.SR46	PV.SR46.F46	FDR.M46.F46	FDR.M46.SR46	FDR.SR46.F46	Am2_463	Am2_464	Am4_461	Am5_461	Am6_462	Am6_464	average	ward.D
TRINITY_DN100034_c0_g1_i1	NA	NA	NA	NA	4.08170030983448	-1.42717892484941	-0.283714115546633	-1.14346480930278	1.72350608889616e-05	0.499731877330645	0.0155646972563474	0.000180401762541157	1	0.094579685356549	3.38054463869123	4.61939470988526	3.19972716424161	3.69079468506771	3.61594302933108	5.01065456225132	1	1
TRINITY_DN100115_c0_g1_i1	NA	NA	NA	NA	3.61142520512557	-1.99440655910378	0.292259229471037	-2.28666578857481	6.81938069103433e-08	0.547726978671727	4.29464461536977e-05	1.09088414703431e-06	1	0.000808273316802914	2.56874279749223	4.73986344703184	2.31290037086548	2.36025846725274	2.98188795975691	4.51200714412492	1	1
TRINITY_DN100260_c0_g2_i1	NA	NA	NA	NA	5.02133828587654	-1.34950824292112	0.00740266311125832	-1.35691090603237	5.77727838307893e-06	0.984568838442289	0.00160515432190239	6.64109894716378e-05	1	0.0164926493270845	4.40908857015588	5.86527735148697	4.22618834375288	4.41663616663645	4.61112484321037	5.66972808108189	1	1
TRINITY_DN100376_c0_g1_i1	NA	NA	NA	NA	2.57756290884852	-1.37739932979737	0.417881798660806	-1.79528112845818	0.00477935106376683	0.519079449762283	0.0130850587483611	0.0264255791732728	1	0.082957755929708	1.00819717404789	3.13143511206354	2.75742902464007	1.60423407750545	1.69563845583167	3.57722546297406	1	1
TRINITY_DN100684_c0_g3_i1	NA	NA	NA	NA	6.11651241486801	1.12879088748084	0.0187281422900379	1.1100627451908	0.00422013741020499	0.968915657634246	0.0246833150247516	0.0238793158652998	1	0.129640212057571	6.05525446156027	4.72047100477397	6.22077406576464	6.38921799054917	6.82781200928337	5.68052489681508	2	2
TRINITY_DN100754_c0_g1_i1	myt1	Chr10	624063	624063	3.90557860963516	1.28313657835897	-0.306794283236537	1.58993086159551	0.000422310715653692	0.471863986142425	0.000392085198012988	0.00322409118264376	1	0.00524789353063873	4.20511540314061	3.12161246671196	4.26099729481982	4.45431472261395	3.96401636744858	2.59124093523547	2	2
TRINITY_DN100856_c0_g1_i1	NA	NA	NA	NA	3.42903969586827	-1.4902012799454	-0.163463489648745	-1.32673779029665	2.79459249529131e-05	0.718949590173171	0.00927456004237485	0.000279532965022227	1	0.0645259007319013	2.86835956625286	4.26515167665136	2.77975928973003	2.89948534515446	2.55346048155152	4.16868352262444	1	1
TRINITY_DN100882_c0_g1_i1	NA	NA	NA	NA	6.00558109550867	-2.143584432411	-0.623204028426003	-1.520380403985	6.71922052592395e-11	0.123517581344662	0.00138487444838509	1.62260792796377e-09	1	0.0147534274956452	4.38350165463577	7.01048606446902	5.01759077754547	5.47337499988368	5.05462868611538	6.97360190148815	1	1
TRINITY_DN100904_c0_g1_i1	tmem169-like	scaffold_33	1356345	1356345	0.238356038397061	-4.74144619904363	0.761301062465474	-5.50274726150911	1.38039580998065e-09	0.556925737124871	2.19141796907762e-05	2.78771266184134e-08	1	0.000453848974122635	-1.89702939084132	2.32683048701892	-2.71715800152096	-2.75397955265624	-2.36199299451953	0.749180573372351	1	1
TRINITY_DN101042_c0_g2_i1	NA	NA	NA	NA	3.04430522991068	-1.61759042993756	0.308572688454479	-1.92616311839204	9.96760968908989e-05	0.573077465138005	0.00182024245381869	0.000882529776940778	1	0.0182118333460993	2.30362846253243	4.38495509161951	2.29233787912519	2.02533428525004	2.38719706575033	3.27962109499605	1	1
