gid	gname	chr	start	end	logCPM	logFC.M46.F46	logFC.M46.SR46	logFC.SR46.F46	PV.M46.F46	PV.M46.SR46	PV.SR46.F46	FDR.M46.F46	FDR.M46.SR46	FDR.SR46.F46	Am2_463	Am2_464	Am4_461	Am5_461	Am6_462	Am6_464	average	ward.D
TRINITY_DN100376_c0_g3_i1	NA	NA	NA	NA	0.757699831822785	0.607603411775207	8.78544731314488	-8.17784390136968	0.326175894917579	2.96476881452856e-07	3.41754513329643e-06	0.532790870214696	0.000186506194199955	8.77507022338145e-05	0.597816705424963	0.988781604320239	1.92925101056157	-3.61252592664505	0.698565696572014	0.213376194767544	1	1
TRINITY_DN101325_c0_g2_i1	NA	NA	NA	NA	1.53362287009023	1.51116150224115	9.84745870886906	-8.3362972066279	0.181071051557647	0.000227683009386092	0.00141368247821316	0.379122222528297	0.048144433320859	0.0149652891036086	3.33677376064978	1.77043679282724	1.22151243284362	-3.61252592664505	0.971728056366048	-3.61252592664505	1	1
TRINITY_DN102489_c0_g3_i1	NA	NA	NA	NA	2.36902067589555	0.547474210340784	10.4057571114414	-9.85828290110057	0.607379545574457	0.000104713281756664	0.000220500616260991	0.760662378580032	0.026005524269116	0.0032657192507212	-3.61252592664504	1.22729397399014	3.15487153731494	-3.61252592664505	3.58464447656678	2.86346737744999	1	1
TRINITY_DN103720_c0_g1_i2	NA	NA	NA	NA	2.80806686653212	-0.422629302152532	-1.9910867446664	1.56845744251386	0.312036291285282	3.54977999028218e-05	0.00322621525647523	0.520088043824041	0.010879841530025	0.0287876789002433	1.7032446485625	2.08543359665641	2.32307274822903	4.09888967206494	2.25711210353135	2.87718445147471	2	2
TRINITY_DN103834_c0_g4_i1	NA	NA	NA	NA	0.708606342220558	-2.322417342759	7.16055919698987	-9.48297653974887	1.13104394599986e-05	1.5753189415088e-05	7.03580975352429e-10	0.000122252829953585	0.00574489138046172	4.23545647913712e-08	-0.383704061079896	2.08543359665641	-0.167465611623519	-3.61252592664505	-0.399060764539266	1.69828817960608	1	1
TRINITY_DN104490_c0_g1_i1	NA	NA	NA	NA	0.787728789843799	-0.701297386993066	8.28457192980071	-8.98586931679378	0.206296795151988	5.13696833290484e-07	4.55565451378515e-08	0.409608177031406	0.000288333315558072	1.85192139790591e-06	0.817549807435823	0.988781604320239	1.1317711339361	-3.61252592664505	0.0827856163574149	1.72887049786284	1	1
TRINITY_DN106825_c0_g1_i1	NA	NA	NA	NA	1.01215409090957	1.99508701667537	-3.22719906229347	5.22228607896883	0.00413681101728579	1.64517713723105e-07	3.25953748796956e-11	0.0235241978820254	0.000108941032379329	2.44835050178442e-09	-0.639412543342984	-1.94264361967879	0.352928814935756	3.05760759633357	-0.138113872336808	-1.62106753893226	2	2
TRINITY_DN107012_c1_g1_i1	NA	NA	NA	NA	1.84436752561331	-1.75242169832742	8.72974860932505	-10.4821703076525	0.0392854780386081	9.02761756228224e-05	5.31710299559789e-06	0.139250666838357	0.0227161940719708	0.000129394838180106	-3.61252592664504	2.81530762152658	1.92925101056157	-3.61252592664505	1.4793021581104	2.95038212100681	1	1
TRINITY_DN108182_c0_g5_i1	NA	NA	NA	NA	2.33871491329932	0.320534821486404	10.3440220915422	-10.0234872700558	0.742298491482829	3.63569120861849e-05	6.40972876907249e-05	0.853638176554199	0.0108837345359209	0.00114795733107595	4.17560270022585	3.17007026989063	0.0441004789123731	-3.61252592664505	0.181723684005194	0.863850016252695	1	1
TRINITY_DN108746_c0_g3_i1	NA	NA	NA	NA	0.238981268004828	-8.92210959220611	-8.34998521378749	-0.572124378418613	6.13121311391034e-16	5.78796891732263e-12	0.475453034838039	2.47243133950843e-14	1.00889133266102e-08	0.729450296841162	-3.61252592664504	1.49414025957175	-3.61252592664505	0.802303789085236	-3.61252592664504	1.20574622091435	2	2
