gid	gname	chr	start	end	logCPM	logFC.M46.F46	logFC.M46.SR46	logFC.SR46.F46	PV.M46.F46	PV.M46.SR46	PV.SR46.F46	FDR.M46.F46	FDR.M46.SR46	FDR.SR46.F46
TRINITY_DN13815_c0_g2_i1	ror2	Chr01	126678883	126678883	0.971991658981947	-2.16642849960459	-1.00709348511328	-1.15933501449131	0.00131653261396346	0.2215482499206	0.215692843957698	0.00874840544094975	1	0.496612593330364
TRINITY_DN96624_c0_g3_i2	klf2	Chr01	100271353	100271353	4.91832991516083	-2.39909638852143	-0.0395383935489581	-2.35955799497248	9.25517841221536e-14	0.923207409784233	1.19773740994085e-06	3.0403140259344e-12	1	3.50449609841181e-05
TRINITY_DN57850_c0_g1_i1	siglec1	Chr01	8069004	8069004	0.186149332922437	-0.212913348170884	7.88773283058234	-8.10064617875322	0.832717785431094	0.00126811198972953	0.0010903733932486	0.909367571345976	0.180279672302622	0.0122051003978267
TRINITY_DN82945_c0_g1_i1	clock	Chr01	31205911	31205911	5.38887947260877	-2.19843333070266	-0.123851760877276	-2.07458156982538	1.95369450275231e-10	0.777076980503854	5.68051072652054e-05	4.44894251337163e-09	1	0.0010350375916831
TRINITY_DN98773_c0_g2_i1	smu1	Chr01	75505026	75505026	1.24365113952882	1.31783351271606	6.55950546453161	-5.24167195181555	0.0141314215234844	9.05820572411871e-09	6.94442436643071e-06	0.06453520141478	7.85971140124135e-06	0.000165007129681299
TRINITY_DN94143_c0_g2_i1	cds1	Chr01	92574911	92574911	1.65593827012408	-1.70701974353308	0.357968905610621	-2.0649886491437	0.000493049311064693	0.585270940517773	0.00468110914492213	0.00370346263114056	1	0.0382810365335312
TRINITY_DN133738_c1_g7_i2	galnt7	Chr01	39562124	39562124	2.10485928891973	1.74896816290431	-0.72706350100346	2.47603166390777	0.000847441246130986	0.207060093544665	8.21102298181218e-05	0.00597985532147897	1	0.00141710542723827
TRINITY_DN23385_c0_g2_i1	cdc37l1	Chr01	115087659	115087659	3.04688247669624	-2.8072097914321	-0.0988039289990957	-2.708405862433	4.18228411153278e-07	0.888044939774235	0.00133727781495506	5.92894732949292e-06	1	0.0143496467623515
TRINITY_DN50323_c0_g1_i1	pdgfc	Chr01	44413093	44413093	2.42023528176881	1.43400722401255	-1.54641728516174	2.98042450917429	0.0597805089374227	0.0651962315240772	0.0014240834439835	0.185619070384053	1	0.0150500679130436
TRINITY_DN129463_c4_g4_i2	ran	Chr01	149245485	149245485	0.694965526116429	-2.59745718493592	-0.55096887222118	-2.04648831271474	0.000178236513071897	0.528074810392492	0.0394570515815763	0.00148705748621623	1	0.178893295305803
TRINITY_DN92528_c0_g1_i2	LOC100485773	Chr01	190259195	190259195	0.267899035141384	-2.11868779610191	-0.643594431459007	-1.47509336464291	0.000217183199692554	0.378823876895272	0.0627710618145856	0.00177146867224108	1	0.242702555076893
TRINITY_DN52336_c0_g1_i1	ska1	Chr01	191661376	191661376	0.452534772804894	8.53481433111277	-0.0286856845215722	8.56350001563434	5.10891403999474e-11	0.968629004059407	1.1067359902238e-09	1.25175855879637e-09	1	6.35817299589077e-08
TRINITY_DN33369_c0_g1_i1	trim2	Chr01	45903183	45903183	5.47957413810823	-4.58432839164759	-0.0870089387045039	-4.49731945294308	3.05739776895317e-39	0.837909881540342	6.88859367005254e-16	4.29794972403176e-37	1	8.93493208863567e-14
TRINITY_DN74421_c0_g3_i1	sec31a	Chr01	91624136	91624136	0.810227739874767	-2.65335640783525	0.318717127481647	-2.97207353531689	3.95408668546355e-05	0.715885291994782	0.00269835916266717	0.00038297414652163	1	0.0250451647148107
TRINITY_DN45107_c0_g2_i1	ksr2	Chr01	156474255	156474255	3.03965446761485	-12.2327486310215	0	-12.2327486310215	4.19830412776656e-46	1	8.48392407091415e-19	7.04279511779934e-44	1	1.47228263032009e-16
TRINITY_DN133071_c2_g6_i2	mmrn1	Chr01	68973451	68973451	3.4774625766342	1.19979273042262	3.10758348911059	-1.90779075868797	0.0176125027699157	4.09917588977163e-05	0.00885794882218234	0.0764241088462475	0.0118560417142901	0.0621343382886568
TRINITY_DN129466_c1_g3_i1	Xetrov90003513m	Chr01	175019242	175019242	4.64932008871731	-3.76694159942476	-0.0244454930275291	-3.74249610639724	1.13670496475613e-23	0.958431861330135	2.28404267696636e-10	7.8150019202619e-22	1	1.5045383738352e-08
TRINITY_DN132891_c7_g2_i3	prc1.2	Chr01	90380680	90380680	3.5699053161887	-2.19373407603305	0.478293557474613	-2.67202763350767	9.4403823181419e-08	0.381096083872896	2.62106582210653e-05	1.46906827626101e-06	1	0.000531478746668855
TRINITY_DN95094_c0_g1_i1	wscd2	Chr01	155701574	155701574	1.67544189146292	1.41286155934445	-0.760880971355955	2.1737425307004	0.00444419717964317	0.164393954725361	0.000286064245517361	0.0249563342181123	1	0.00407831989232485
TRINITY_DN132659_c0_g1_i2	ccdc92	Chr01	152187591	152187591	6.52825217323792	-4.59139345114435	0.201117217112922	-4.79251066825727	2.53358367282312e-27	0.694574173180826	3.80966299700593e-12	2.22134376164627e-25	1	3.24786717431357e-10
TRINITY_DN6466_c0_g1_i1	dmrt3	Chr01	116424526	116424526	0.216679914320265	2.73761808762125	1.09670056936134	1.64091751825991	0.00187269517373272	0.278575219640656	0.117518175511395	0.0119509583202223	1	0.35789457382714
TRINITY_DN133002_c6_g5_i3	prss12-like	Chr01	60992714	60992714	3.60679953711962	-2.7416975289321	-0.248183238629483	-2.49351429030262	6.25675746747787e-13	0.606237359987135	1.30357501499051e-05	1.86760128296733e-11	1	0.00029015702946439
TRINITY_DN134192_c7_g1_i1	tmed2	Chr01	152402257	152402257	4.94522603894367	-1.60848231076052	0.402656349335248	-2.01113866009576	4.65686713264915e-07	0.338616244868071	2.65494327069122e-05	6.56107209736006e-06	1	0.00053702843665919
TRINITY_DN46536_c0_g1_i1	bmpr1b	Chr01	66712593	66712593	1.88609181311604	-2.22400967175818	0.843214361952407	-3.06722403371059	0.00133954868601044	0.374069017664286	0.005338944559646	0.00888665003587679	1	0.0424333107878624
TRINITY_DN79346_c0_g2_i1	hpse	Chr01	88798881	88798881	0.292660312202983	2.80833203916589	0.330255243084883	2.47807679608101	0.000314340562864718	0.691664563733562	0.0065235224553033	0.00248265900293939	1	0.0493985541807995
TRINITY_DN45789_c0_g2_i1	LOC100493696-like	Chr01	158204073	158204073	0.0682196017495941	2.22515172885785	0.426670445627911	1.79848128322994	0.00106245069555407	0.562022905189114	0.0279415223115063	0.007274679415572	1	0.141001433805314
TRINITY_DN133028_c0_g1_i1	fbxo21	Chr01	156265776	156265776	1.91498405425304	-2.06940980174634	-0.339220857444077	-1.73018894430226	1.91129343404406e-05	0.58195518820221	0.0134983600162389	0.000198161832224354	1	0.0849233524481442
