gid	gname	chr	start	end	logCPM	logFC.M46.F46	logFC.M46.SR46	logFC.SR46.F46	PV.M46.F46	PV.M46.SR46	PV.SR46.F46	FDR.M46.F46	FDR.M46.SR46	FDR.SR46.F46
TRINITY_DN13815_c0_g2_i1	ror2	Chr01	126678883	126678883	0.971991658981947	-2.16642849960459	-1.00709348511328	-1.15933501449131	0.00131653261396346	0.2215482499206	0.215692843957698	0.00874840544094975	1	0.496612593330364
TRINITY_DN116347_c0_g1_i1	tlr2	Chr01	45753921	45753921	4.08729102339719	1.27661050233928	0.526726874239568	0.749883628099715	0.000547132678741297	0.250274162709481	0.106188878969788	0.00405403403862405	1	0.336448839566263
TRINITY_DN118925_c0_g1_i1	slc2a9	Chr01	18216490	18216490	3.34430958778933	-1.5756624925092	-0.104536147457873	-1.47112634505133	1.9618038734677e-05	0.825113616507475	0.00578992694281833	0.000202897126461437	1	0.0450892411072367
TRINITY_DN96624_c0_g3_i2	klf2	Chr01	100271353	100271353	4.91832991516083	-2.39909638852143	-0.0395383935489581	-2.35955799497248	9.25517841221536e-14	0.923207409784233	1.19773740994085e-06	3.0403140259344e-12	1	3.50449609841181e-05
TRINITY_DN57850_c0_g1_i1	siglec1	Chr01	8069004	8069004	0.186149332922437	-0.212913348170884	7.88773283058234	-8.10064617875322	0.832717785431094	0.00126811198972953	0.0010903733932486	0.909367571345976	0.180279672302622	0.0122051003978267
TRINITY_DN82945_c0_g1_i1	clock	Chr01	31205911	31205911	5.38887947260877	-2.19843333070266	-0.123851760877276	-2.07458156982538	1.95369450275231e-10	0.777076980503854	5.68051072652054e-05	4.44894251337163e-09	1	0.0010350375916831
TRINITY_DN98773_c0_g2_i1	smu1	Chr01	75505026	75505026	1.24365113952882	1.31783351271606	6.55950546453161	-5.24167195181555	0.0141314215234844	9.05820572411871e-09	6.94442436643071e-06	0.06453520141478	7.85971140124135e-06	0.000165007129681299
TRINITY_DN48675_c0_g1_i1	theg-like	Chr01	86248597	86248597	1.32922735821607	-1.35176261988857	0.229015087435008	-1.58077770732358	0.00403564516492229	0.712666989710136	0.0199694517338832	0.0230269703593967	1	0.112666213896794
TRINITY_DN92997_c0_g1_i1	cfd	Chr01	81874550	81874550	6.94756034420942	-1.51178121502339	0.129771660829177	-1.64155287585257	5.00813145382458e-06	0.76163545078979	0.000755578163705047	5.83154149803739e-05	1	0.009078505362704
TRINITY_DN132864_c0_g3_i1	camk4	Chr01	135183936	135183936	4.5638694937883	-1.29501576486314	-0.18184672090115	-1.11316904396199	2.39556186452544e-05	0.640999282353597	0.0107959055150022	0.000243356976976398	1	0.0720576579506634
TRINITY_DN24326_c0_g1_i1	fstl3	Chr01	86773131	86773131	1.2789133956955	0.951420610469854	-0.96363749274414	1.91505810321399	0.0643133288025224	0.0914829663094493	0.00225925069602329	0.195244199305119	1	0.0216240111312416
TRINITY_DN2177_c0_g1_i1	crhbp	Chr01	164908720	164908720	0.21611988195528	1.70299605327882	1.04219317413925	0.660802879139568	0.00681950907365429	0.169836372642814	0.410175198471917	0.0355425241964298	1	0.682035189265106
TRINITY_DN94143_c0_g2_i1	cds1	Chr01	92574911	92574911	1.65593827012408	-1.70701974353308	0.357968905610621	-2.0649886491437	0.000493049311064693	0.585270940517773	0.00468110914492213	0.00370346263114056	1	0.0382810365335312
TRINITY_DN133789_c3_g3_i1	npy2r-like.1	Chr01	44934338	44934338	7.33638506501913	1.75860191889241	1.93887269369404	-0.180270774801636	0.000922201442290569	0.0065614123440307	0.788690819129358	0.00643877771708035	0.548520992733703	0.908608510289902
TRINITY_DN133738_c1_g7_i2	galnt7	Chr01	39562124	39562124	2.10485928891973	1.74896816290431	-0.72706350100346	2.47603166390777	0.000847441246130986	0.207060093544665	8.21102298181218e-05	0.00597985532147897	1	0.00141710542723827
TRINITY_DN132832_c1_g5_i6	ankrd55	Chr01	178335970	178335970	4.97453174935894	-1.15311710804707	0.278815307475336	-1.43193241552241	8.10525823724699e-05	0.466071106692372	0.00075293941706313	0.000733890729320312	1	0.00905218086553251
TRINITY_DN23385_c0_g2_i1	cdc37l1	Chr01	115087659	115087659	3.04688247669624	-2.8072097914321	-0.0988039289990957	-2.708405862433	4.18228411153278e-07	0.888044939774235	0.00133727781495506	5.92894732949292e-06	1	0.0143496467623515
TRINITY_DN84774_c0_g1_i1	paip1	Chr01	181979497	181979497	3.29904783573858	-1.45860576083945	0.427076323548966	-1.88568208438841	0.000202683712959008	0.412720245121027	0.00125142144873968	0.00167107806985174	1	0.0136082618472933
TRINITY_DN50323_c0_g1_i1	pdgfc	Chr01	44413093	44413093	2.42023528176881	1.43400722401255	-1.54641728516174	2.98042450917429	0.0597805089374227	0.0651962315240772	0.0014240834439835	0.185619070384053	1	0.0150500679130436
TRINITY_DN98269_c1_g4_i2	ptcd3	Chr01	11285961	11285961	2.18466927718365	1.96608249828802	0.793380228708124	1.1727022695799	0.00248534911755064	0.312765484041013	0.136940122310651	0.0153093855189539	1	0.38865602275016
TRINITY_DN118922_c2_g1_i8	nipal1	Chr01	29602560	29602560	5.77676330296555	-1.46821568694173	-0.0527988726379341	-1.41541681430379	2.6675795248386e-06	0.895011606213562	0.00181443364638643	3.27595429885377e-05	1	0.0181675260422874
TRINITY_DN92463_c0_g1_i2	LOC100488302-like	Chr01	31743645	31743645	4.32520196998255	-1.85394467806836	0.101911896788527	-1.95585657485688	2.90042925154824e-09	0.80121151874565	2.49465769823829e-05	5.64887780624677e-08	1	0.000509521685558199
TRINITY_DN129463_c4_g4_i2	ran	Chr01	149245485	149245485	0.694965526116429	-2.59745718493592	-0.55096887222118	-2.04648831271474	0.000178236513071897	0.528074810392492	0.0394570515815763	0.00148705748621623	1	0.178893295305803
