Tissue_specific_index	Tissue_name
TRINITY_DN143736_c0_g1_i1	0.82159720899484	Brain_fmean
TRINITY_DN115740_c0_g2_i1	0.876638448386755	Brain_fmean
TRINITY_DN127333_c1_g1_i5	0.461502800967518	G46_M_mean
TRINITY_DN116567_c0_g1_i1	0.691888625554296	Testis_mean
TRINITY_DN125436_c0_g1_i6	0.820987591056927	Brain_fmean
TRINITY_DN135409_c1_g3_i4	0.280504882151785	Brain_mmean
TRINITY_DN37970_c0_g1_i1	0.269638807716924	Brain_mmean
TRINITY_DN85219_c0_g1_i1	0.665540611950081	G23_mmean
TRINITY_DN203225_c0_g1_i1	0.902332969055576	Ovary_mean
TRINITY_DN120582_c1_g2_i1	0.131377723244556	Testis_mean
TRINITY_DN135828_c4_g29_i1	0.267004340726433	G27_mmean
TRINITY_DN127864_c0_g1_i2	0.648721713418021	G23_mmean
TRINITY_DN120367_c1_g1_i1	0.869001466790101	Brain_mmean
TRINITY_DN104004_c0_g1_i1	0.494755703199472	Brain_fmean
TRINITY_DN125523_c6_g3_i1	0.399296479892975	G23_mmean
TRINITY_DN125998_c1_g1_i4	0.408349076063589	Brain_mmean
TRINITY_DN24608_c0_g1_i1	0.417652813787761	G43_F_mean
TRINITY_DN105192_c0_g1_i2	0.456446466971418	G46_M_mean
TRINITY_DN123376_c1_g1_i2	0.342722266022438	Brain_fmean
TRINITY_DN99798_c0_g2_i1	0.956099778789492	Ovary_mean
TRINITY_DN126328_c0_g1_i1	0.465575418138266	Testis_mean
TRINITY_DN133014_c5_g4_i7	0.281428432621087	Brain_mmean
TRINITY_DN133363_c0_g1_i1	0.551908729546138	Brain_mmean
TRINITY_DN121799_c0_g1_i2	0.892697031765661	Brain_fmean
TRINITY_DN124678_c1_g2_i1	0.450895160346377	Brain_mmean
TRINITY_DN123791_c1_g1_i1	0.359502508854874	Brain_mmean
TRINITY_DN122558_c2_g3_i1	0.477783956597001	G43_F_mean
TRINITY_DN175633_c0_g1_i1	0.978891884969896	Ovary_mean
TRINITY_DN122565_c0_g2_i2	0.837178219197745	Liver_fmean
TRINITY_DN135798_c3_g12_i1	0.674407405454466	Brain_fmean
TRINITY_DN131116_c0_g9_i1	0.648199791085556	G23_mmean
TRINITY_DN110438_c1_g1_i1	0.867940256457489	Brain_fmean
TRINITY_DN69707_c0_g1_i1	0.429409970566902	Liver_mmean
TRINITY_DN121556_c12_g4_i1	0.729571396822979	Brain_fmean
TRINITY_DN155059_c0_g1_i1	0.18864427607609	G46_M_mean
TRINITY_DN122407_c3_g1_i3	0.708784966901962	G23_mmean
TRINITY_DN113089_c0_g1_i1	0.385958870532043	G43_M_mean
TRINITY_DN119009_c0_g2_i2	0.726240602687891	Brain_fmean
TRINITY_DN21989_c0_g1_i1	0.949480950678353	Brain_mmean
TRINITY_DN130448_c1_g3_i1	0.504409295356441	Brain_fmean
TRINITY_DN117798_c2_g1_i1	0.904153997656852	Ovary_mean
TRINITY_DN133934_c1_g2_i1	0.352473179351657	G23_fmean
TRINITY_DN132269_c11_g10_i1	0.926083660826643	Liver_mmean
TRINITY_DN205013_c0_g1_i1	0.715303205912241	G46_M_mean
TRINITY_DN37812_c0_g1_i1	0.501839553013133	Testis_mean
TRINITY_DN118987_c0_g1_i1	0.232224044041788	Ovary_mean
TRINITY_DN211431_c0_g1_i1	0.501950363290939	Brain_fmean
TRINITY_DN115175_c0_g1_i4	0.921855381328003	Brain_fmean
TRINITY_DN106470_c0_g1_i1	0.39078857944671	Ovary_mean
TRINITY_DN131353_c0_g2_i1	0.490171408307111	G23_fmean
TRINITY_DN83780_c0_g1_i1	0.997795636073183	Ovary_mean
TRINITY_DN119494_c0_g1_i1	0.866944017701762	Ovary_mean
TRINITY_DN132231_c0_g2_i2	0.117911183914458	Liver_fmean
TRINITY_DN134708_c12_g1_i1	0.185104206696768	Brain_fmean
TRINITY_DN131970_c0_g8_i2	0.773732590357842	Brain_mmean
TRINITY_DN127557_c7_g5_i1	0.435531783209002	Liver_fmean
TRINITY_DN128222_c5_g1_i3	0.420854200640205	Brain_fmean
TRINITY_DN119214_c0_g1_i2	0.627114885113313	G43_M_mean
TRINITY_DN94212_c0_g1_i1	0.434957833998781	G31_mmean
TRINITY_DN102061_c0_g3_i1	0.563517055029802	Brain_mmean
TRINITY_DN82693_c0_g1_i1	0.774307476091168	G46_M_mean
TRINITY_DN121765_c1_g1_i1	0.895246155737015	Brain_fmean
TRINITY_DN128623_c0_g3_i1	0.752831287658429	Brain_mmean
TRINITY_DN127626_c0_g3_i1	0.0941684999516679	Testis_mean
TRINITY_DN125646_c0_g1_i1	0.401600661996528	G43_M_mean
TRINITY_DN112186_c0_g1_i2	0.773858219429169	G23_fmean
TRINITY_DN128434_c0_g1_i6	0.369205267936329	Brain_fmean
TRINITY_DN107815_c0_g2_i1	0.792733527838064	Brain_fmean
TRINITY_DN102213_c0_g1_i1	0.781973420091387	G43_M_mean
TRINITY_DN114596_c0_g2_i1	0.435946497305397	Ovary_mean
TRINITY_DN120511_c0_g1_i3	0.708282205380356	Brain_fmean
TRINITY_DN123999_c6_g2_i3	0.47569518747993	Brain_mmean
TRINITY_DN159474_c0_g1_i1	0.905935715422869	Ovary_mean
TRINITY_DN76006_c0_g1_i1	0.889695234026613	Brain_fmean
TRINITY_DN120770_c0_g2_i1	0.486874406798461	G46_F_mean
TRINITY_DN61254_c0_g1_i1	0.745446662139408	Ovary_mean
TRINITY_DN127274_c0_g2_i1	0.595705668587395	G23_mmean
TRINITY_DN140163_c0_g1_i1	0.703551626891237	G31_mmean
TRINITY_DN103614_c0_g2_i2	0.830591348313152	Brain_mmean
TRINITY_DN8881_c0_g1_i1	0.623137165659886	G46_F_mean
TRINITY_DN131416_c0_g1_i2	0.312504966710414	Brain_mmean
TRINITY_DN203490_c0_g1_i1	0.385884148956519	Brain_fmean
TRINITY_DN124239_c5_g1_i4	0.327437805149205	Brain_fmean
TRINITY_DN123498_c2_g1_i1	0.185916832117602	G43_M_mean
TRINITY_DN121164_c1_g2_i1	0.281152821604383	Brain_mmean
TRINITY_DN161249_c0_g1_i1	0.629680506946488	Brain_mmean
TRINITY_DN117706_c0_g1_i1	0.706749785795355	Brain_fmean
TRINITY_DN117634_c1_g1_i1	0.206908314063587	G43_F_mean
TRINITY_DN136318_c3_g3_i1	0.670751968551595	G31_fmean
TRINITY_DN126356_c1_g3_i1	0.584699987844927	Brain_mmean
TRINITY_DN136578_c3_g3_i1	0.414384877828102	G43_M_mean
TRINITY_DN72899_c0_g1_i1	0.406212046244129	Ovary_mean
TRINITY_DN61650_c0_g1_i1	0.890650057197105	G31_fmean
TRINITY_DN43882_c0_g1_i1	0.762171557093367	Brain_fmean
TRINITY_DN129347_c0_g6_i2	0.679894379483811	Brain_mmean
TRINITY_DN169041_c0_g1_i1	0.685625754370247	G27_mmean
TRINITY_DN106031_c0_g1_i1	0.381560366590954	G43_M_mean
TRINITY_DN115163_c0_g1_i1	0.334950001322536	G27_fmean
TRINITY_DN125613_c5_g2_i2	0.298540979527288	G46_M_mean
TRINITY_DN133680_c0_g2_i1	0.89817336150119	Ovary_mean
TRINITY_DN120182_c0_g1_i4	0.205711301995916	Testis_mean
TRINITY_DN125473_c4_g2_i1	0.589169808414938	Brain_mmean
TRINITY_DN200103_c0_g1_i1	0.889772659817159	G31_mmean
TRINITY_DN123330_c0_g1_i1	0.443327747188839	G23_fmean
TRINITY_DN113795_c0_g1_i4	0.188101652100997	Brain_mmean
TRINITY_DN87787_c0_g1_i1	0.952485308631042	G43_M_mean
TRINITY_DN128975_c2_g1_i4	0.296230498959992	Ovary_mean
TRINITY_DN136539_c9_g1_i2	0.546295561587913	Ovary_mean
TRINITY_DN128408_c3_g6_i1	0.566292514863749	Brain_fmean
TRINITY_DN106096_c0_g1_i1	0.802179549425937	Ovary_mean
TRINITY_DN127931_c1_g1_i5	0.364649684313332	Testis_mean
TRINITY_DN118561_c1_g1_i1	0.712014765041243	Ovary_mean
TRINITY_DN102559_c0_g3_i1	0.619153251078933	G23_fmean
TRINITY_DN123863_c0_g1_i1	0.674566077261545	G46_M_mean
TRINITY_DN135224_c9_g6_i1	0.390351395186037	G27_mmean
TRINITY_DN136458_c4_g3_i1	0.57424583156731	Brain_mmean
TRINITY_DN53268_c0_g1_i1	0.916250847534142	Brain_mmean
TRINITY_DN135322_c0_g2_i1	0.364351632341635	Brain_fmean
TRINITY_DN197055_c0_g1_i1	0.996655182153784	Brain_fmean
