gid	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary
TRINITY_DN100108_c0_g1_i1	gapdh	Chr07	1685766	1685766	4.17644125933532	-7.08309530547931	9.69498200417366e-10	5.32221808607792e-09
TRINITY_DN100287_c0_g2_i1	inmt	Chr07	73890622	73890622	4.13176936804092	2.56257375113316	5.09970517057759e-07	1.92713913255567e-06
TRINITY_DN100418_c0_g1_i1	clec2d	Chr07	2179298	2179298	1.0122940496278	1.88186761556028	0.00546520338342844	0.010627076920176
TRINITY_DN100638_c0_g2_i1	srp54	Chr08	89146521	89146521	8.04168131064512	-1.09734785303199	5.26498737833831e-08	2.26058394244398e-07
TRINITY_DN100830_c0_g1_i2	LOC101733955	Chr03	85276942	85276942	2.17035454954874	3.3912999435161	1.60503798019223e-10	9.64623518583478e-10
TRINITY_DN100835_c0_g1_i1	Xetrov90013145m	Chr05	14816595	14816595	5.74079655059214	6.61713824735613	4.84030599566834e-37	2.10511584035748e-35
TRINITY_DN101042_c0_g2_i1	clpx	Chr03	117918294	117918294	5.13718734176833	-1.46049660928263	2.9511818984713e-06	9.91919565475529e-06
TRINITY_DN101047_c0_g1_i2	LOC100485326	Chr08	96020909	96020909	5.92833090219435	-2.71134506124127	4.79010044503662e-24	1.02615952208959e-22
TRINITY_DN101072_c0_g2_i2	spdyc	Chr04	38584858	38584858	10.5399031983781	-5.69263128370787	2.56643323643107e-49	1.73794035943554e-47
TRINITY_DN101150_c0_g2_i1	esrra	Chr04	39939444	39939444	5.40841880832404	-1.81584803615077	1.52302520956794e-09	8.18717334285592e-09
TRINITY_DN101193_c0_g1_i1	LOC100489217-like	Chr10	20091650	20091650	1.13584116565684	-1.86613036503935	0.00157019511505341	0.00340349488955722
TRINITY_DN101232_c0_g1_i1	scn3b	Chr07	54900494	54900494	1.81982975595334	3.39015581792843	1.58803101203651e-08	7.41473063926347e-08
