gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	logFC.XY46.SR46	logFC.SR46.XX46	PV.XY46.XX46	PV.XY46.SR46	PV.SR46.XX46	FDR.XY46.XX46	FDR.XY46.SR46	FDR.SR46.XX46
TRINITY_DN126421_c2_g1_i1	NA	NA	NA	NA	5.13509803249762	-3.42202298283146	-0.13262369965737	-3.28939928317409	3.0513267455065e-26	0.741487654563928	4.75779624953497e-11	2.58338838218554e-24	1	3.50991811040255e-09
TRINITY_DN120448_c1_g1_i3	NA	NA	NA	NA	4.39671234849379	1.53481089360873	1.37230896387514	0.162501929733584	0.00139035523223056	0.0280727810912397	0.789405981237355	0.00918770626222552	1	0.909086090599916
TRINITY_DN129746_c0_g2_i1	NA	NA	NA	NA	2.91253852405478	-3.02426989592432	0.0798208883833359	-3.10409078430766	1.44185773093361e-14	0.877029505824943	2.83845201931695e-07	5.19686722163641e-13	1	9.81015677361186e-06
TRINITY_DN122714_c15_g1_i1	NA	NA	NA	NA	4.86520222460329	-1.09274852378992	-0.0649797698112624	-1.02776875397865	0.000222330850303392	0.863734059255239	0.0144303394570441	0.00181651792524436	1	0.0895859902808126
TRINITY_DN102078_c0_g1_i1	NA	NA	NA	NA	5.44346627510049	-1.10528168781594	0.100163543971235	-1.20544523178717	0.00150666899963144	0.823697020610096	0.0159463229398656	0.00987613896095124	1	0.0964347382005772
TRINITY_DN130934_c0_g1_i1	NA	NA	NA	NA	2.17664624559488	-3.34986157305317	0.666964064096735	-4.01682563714991	3.71956043086032e-14	0.288226677609558	1.89306112952022e-08	1.27506127269845e-12	1	8.52891648174913e-07
TRINITY_DN74683_c0_g1_i1	LOC100486229	Chr08	87767206	87767206	0.703378104708059	2.67230657262959	0.227218543937289	2.4450880286923	0.000420459377057462	0.783451260869611	0.00574990957288212	0.00322241497058316	1	0.0449934522363337
TRINITY_DN125487_c0_g2_i2	NA	NA	NA	NA	3.56772091023433	-2.32391211151228	-0.118131907474543	-2.20578020403773	1.09857572033532e-09	0.80835330897612	0.000104697719801464	2.25158939269375e-08	1	0.00174473148651978
TRINITY_DN132552_c1_g1_i4	NA	NA	NA	NA	2.65994327710418	-1.4640405790468	0.475088370196093	-1.93912894924289	0.000473332129185342	0.395629444245503	0.00186287792189091	0.00358193449890407	1	0.0186140237502208
TRINITY_DN120456_c0_g1_i1	NA	NA	NA	NA	4.97980615034649	-12.2566765140594	-0.989094052062436	-11.2675824619969	2.16487328948497e-89	0.560171587072807	5.60014479116118e-34	1.82065843645686e-86	1	3.92476814113879e-31
TRINITY_DN127771_c1_g4_i4	nkx2-4	Chr05	25188671	25188671	5.58791611862084	-1.26517257158208	-0.176152193794481	-1.0890203777876	2.93901804603844e-05	0.647099825437001	0.0116709299344403	0.000293669011095247	1	0.0765421269160203
TRINITY_DN127013_c6_g1_i2	NA	NA	NA	NA	3.2920540238026	-1.84555214113664	-0.116083323418548	-1.72946881771809	1.62955337601028e-06	0.814027657153884	0.00212616259637101	2.08910730064733e-05	1	0.0206319547332464
TRINITY_DN129836_c0_g2_i1	NA	NA	NA	NA	3.63340479920295	1.54700548889848	-0.0290156337669455	1.57602112266542	8.28849713572009e-05	0.9499747775619	0.00103083067074236	0.000748992774836024	1	0.0116790741284758
TRINITY_DN107751_c0_g1_i1	NA	NA	NA	NA	5.15525604301605	-1.12840213825111	0.143325202043571	-1.27172734029468	0.000138861002025362	0.708802241812468	0.00287039028716054	0.00119084401125081	1	0.0264017305669196
TRINITY_DN97717_c0_g2_i1	NA	NA	NA	NA	1.52148685297581	-10.69722660398	0	-10.69722660398	9.46918787962369e-31	1	3.04984202543044e-13	9.91317884659359e-29	1	3.04140372733636e-11
TRINITY_DN134995_c0_g1_i1	Xetrov90013145m	Chr05	14816595	14816595	3.87776157346635	1.06262289743148	-0.688854782955955	1.75147768038744	0.0055197400596455	0.121840095561203	0.000225539313129443	0.029782515334657	1	0.00334726874720933
TRINITY_DN132433_c1_g3_i2	NA	NA	NA	NA	5.09167696040291	-3.05578697871492	-0.217948662841286	-2.83783831587363	8.81319986205031e-21	0.592490172269194	1.26477512336948e-08	5.15909588212365e-19	1	5.96453763787138e-07
TRINITY_DN130221_c2_g6_i3	NA	NA	NA	NA	3.85396548421333	-1.34518144719407	0.230815900268908	-1.57599734746298	0.000299457913576488	0.634616650374722	0.00374097419042941	0.00239016866799582	1	0.0323235543919637
TRINITY_DN135829_c0_g1_i5	NA	NA	NA	NA	3.8611826822151	-2.10567521833959	0.441585563947109	-2.5472607822867	1.35613046143985e-08	0.36880621502466	7.71229314591525e-06	2.4231707891025e-07	1	0.000181512272454703
TRINITY_DN132014_c1_g4_i2	NA	NA	NA	NA	4.24060014024048	-1.62894762691895	0.13971889979524	-1.76866652671419	1.30436890272134e-07	0.727755924323806	0.000100518583873531	1.98967517627928e-06	1	0.00168175323019177
TRINITY_DN122121_c0_g3_i1	NA	NA	NA	NA	2.1780168632345	-2.6535571627234	-0.242791905248643	-2.41076525747476	3.58979010338678e-08	0.694012264602658	0.00078270664431751	5.97951023658211e-07	1	0.00935466065188573
TRINITY_DN123436_c7_g2_i5	NA	NA	NA	NA	2.31579056536381	-2.48749479915109	0.207018497911345	-2.69451329706243	1.61942622630901e-09	0.706682935249957	1.80095390973208e-05	3.25303532561913e-08	1	0.000383443604578401
TRINITY_DN93756_c0_g1_i1	NA	NA	NA	NA	0.733935595206846	8.88999458353963	0.16249993698873	8.7274946465509	2.33345103283829e-13	0.807783350862994	4.34448349816497e-11	7.34993377759175e-12	1	3.2429384218551e-09
TRINITY_DN136119_c4_g5_i12	NA	NA	NA	NA	1.32164456833768	-1.33168128302649	-0.563269577577808	-0.768411705448681	0.00396533195008423	0.329623991821946	0.224605482548077	0.0227333702281299	1	0.509283393968542
TRINITY_DN126357_c1_g1_i2	NA	NA	NA	NA	5.45270757774388	-1.08946606851733	0.0432964330828089	-1.13276250160014	0.000279107710828176	0.910649556134498	0.00823353244064712	0.00224121182183159	1	0.0589143571972566
TRINITY_DN129121_c4_g2_i1	NA	NA	NA	NA	2.62221367365311	-1.1993327256577	0.145909178343359	-1.34524190400106	0.00217159078329449	0.774599057760387	0.0166413536217149	0.0135953437872258	1	0.09935195264455
TRINITY_DN125399_c0_g1_i2	NA	NA	NA	NA	2.32053675405961	-1.02236942058067	0.193250729137001	-1.21562014971767	0.00908733691109433	0.705746921202838	0.0295183782746446	0.0451325807612027	1	0.146742962161487
TRINITY_DN135090_c1_g1_i1	NA	NA	NA	NA	1.38168703717532	-1.84624646161695	-0.650284128715741	-1.1959623329012	0.000163165412578838	0.288122965647172	0.0784471389000592	0.00138050414465597	1	0.280065277267368
TRINITY_DN120457_c0_g1_i2	NA	NA	NA	NA	4.59639862888719	-1.73926650782044	-0.094796262044179	-1.64447024577626	2.9997748941438e-08	0.81322628687286	0.000336933658317751	5.06588491159626e-07	1	0.00468623825763884
TRINITY_DN129806_c6_g1_i1	NA	NA	NA	NA	4.29672076804044	-1.03222812183803	-0.0435097785708884	-0.988718343267146	0.000764444920608882	0.911830472512945	0.0227039129487668	0.00547147385729421	1	0.123081161086675
TRINITY_DN126487_c0_g2_i2	rps6kb1	Chr02	87418446	87418446	7.05780768073905	-1.33494385956126	0.0414297049482348	-1.37637356450949	0.000117308497802616	0.925918855700651	0.00620500064115494	0.00102767131929166	1	0.0476393171372866
TRINITY_DN125283_c5_g3_i3	NA	NA	NA	NA	5.33557602307009	1.0632553614345	2.43537526256922	-1.37211990113471	0.00813236737541831	2.39500084735615e-05	0.014054177731531	0.0412670210944899	0.00816565829443183	0.0878125072230131
TRINITY_DN110230_c0_g1_i1	NA	NA	NA	NA	2.48663332330486	-1.2669869642588	0.0347847333272536	-1.30177169758606	0.000903332402455522	0.943952854330143	0.0170040978439964	0.00632733939865431	1	0.100991852307917
TRINITY_DN127876_c3_g2_i2	NA	NA	NA	NA	3.46196405075001	-1.11534414984353	-0.176567769984631	-0.938776379858901	0.00215744904771665	0.702491754044892	0.066510315985776	0.0135235874469295	1	0.252491012988433
TRINITY_DN114649_c0_g1_i2	NA	NA	NA	NA	6.40660070288398	-1.55020683592368	0.127251483498	-1.67745831942168	1.25693293688136e-06	0.758127135300025	0.000371619145895178	1.63888465103446e-05	1	0.00506808164915423
TRINITY_DN126963_c1_g4_i2	NA	NA	NA	NA	0.904323162004859	-2.27621528038187	0.114170335019498	-2.39038561540137	1.49663750105283e-05	0.872121771638252	0.00230471720831845	0.000159460152667073	1	0.0220146361937658
TRINITY_DN135439_c2_g1_i3	NA	NA	NA	NA	5.99600871468578	-1.7060735873651	-0.348361117271859	-1.35771247009324	5.86505490508287e-08	0.378039200531711	0.00279121135012583	9.5283538477296e-07	1	0.0257768163849468
TRINITY_DN125363_c4_g4_i4	NA	NA	NA	NA	3.5871356683787	-1.72722480157125	0.437990084917502	-2.16521488648875	5.01497016909673e-05	0.437526136615371	0.000764775290144679	0.000477643251665951	1	0.00917948647495254
TRINITY_DN116959_c0_g6_i1	NA	NA	NA	NA	4.96662731151847	0.758904953252299	13.1004183786455	-12.3415134253932	0.515449726633442	2.12479885955143e-05	4.8755733575005e-05	0.691818097827521	0.00734365414061406	0.00090984257255723
TRINITY_DN114945_c0_g2_i1	NA	NA	NA	NA	2.51586354769117	-1.90616112855536	-0.172756336079567	-1.73340479247579	1.28212687992932e-06	0.732809032508699	0.00240514000340562	1.66828577517363e-05	1	0.0228384201301934
TRINITY_DN124076_c2_g2_i3	NA	NA	NA	NA	8.12785703426529	1.2723497525461	0.536047322745105	0.736302429800998	0.00126832549352974	0.277810579545698	0.137380827666128	0.00848127543115701	1	0.390168067123064
TRINITY_DN135970_c0_g1_i2	NA	NA	NA	NA	3.56212405640582	-3.87882986059619	0.509598875806233	-4.38842873640242	5.71790732531453e-18	0.38979828000059	1.95075506017261e-09	2.77438144899702e-16	1	1.06994674278598e-07
TRINITY_DN119970_c1_g2_i1	gjb7	Chr05	87154347	87154347	0.249659724526009	-1.54288188299476	-1.08902397197045	-0.453857911024305	0.00870873157210139	0.126000445192514	0.556357017159793	0.043579243626901	1	0.781664194244538
TRINITY_DN124802_c6_g3_i1	NA	NA	NA	NA	4.31676887078207	-3.28263348385434	-1.31955335164916	-1.96308013220518	2.37697058541026e-08	0.0542218688596308	0.0203203108647558	4.06307370392282e-07	1	0.114323394738352
TRINITY_DN122469_c0_g1_i1	adsl	Chr04	111381918	111381918	4.77270308615761	-2.40039774167989	0.196150695917655	-2.59654843759755	4.01854044292643e-13	0.646800860867366	2.97502127358467e-07	1.23342792427048e-11	1	1.01983405886605e-05
TRINITY_DN126815_c0_g1_i5	NA	NA	NA	NA	2.57023816980727	-2.22606037007899	-0.557298763467237	-1.66876160661176	8.09082264382231e-08	0.283478348422858	0.00506062769428808	1.2766194828245e-06	1	0.0407791877121969
TRINITY_DN129986_c2_g2_i1	NA	NA	NA	NA	5.30316960953404	-2.05540532987224	-0.181882432913188	-1.87352289695905	4.18785127684919e-12	0.62828689868639	1.88530458981148e-05	1.15474849961645e-10	1	0.000399716258831459
TRINITY_DN133889_c1_g1_i1	Xetrov90012386m	Chr04	109890106	109890106	1.79311100706027	1.05071696483997	-1.25466079793923	2.3053777627792	0.093087115700946	0.0745114866653046	0.00277747900576259	0.250573589248495	1	0.0256876082534421
TRINITY_DN126051_c1_g4_i2	NA	NA	NA	NA	5.59275098837186	-1.57768435154134	0.337415099618063	-1.9150994511594	8.68108540345742e-06	0.467535749670791	0.000298071235313046	9.64437625403922e-05	1	0.00423204123069677
TRINITY_DN129273_c3_g1_i1	NA	NA	NA	NA	4.58997627122706	-1.03716443038355	-0.0808839659376894	-0.956280464445857	0.000618265182510709	0.834452600683321	0.0254924410919187	0.00453190893513806	1	0.132884440297858
TRINITY_DN126945_c0_g1_i2	NA	NA	NA	NA	5.00253359688466	-1.38965800032202	0.077821036794961	-1.46747903711698	1.90721455672112e-06	0.83643867226785	0.000540591779172039	2.41198111609393e-05	1	0.00686072967228901
TRINITY_DN125176_c0_g1_i1	srcrb4d	Chr02	90251249	90251249	5.82435150489831	-1.10126233556318	0.0780651385750492	-1.17932747413823	0.000295178106850593	0.842264138187005	0.00689329156264752	0.00236123767781879	1	0.0516411992394309
TRINITY_DN105372_c0_g1_i1	NA	NA	NA	NA	4.56653775548426	0.517828924386706	-0.75016403065834	1.26799295504505	0.0944845729001777	0.0412306284167047	0.00126646947436655	0.25314280283227	1	0.0137906883203573
TRINITY_DN125866_c5_g2_i2	NA	NA	NA	NA	4.21271799257045	-0.889128709850787	1.14406308249174	-2.03319179234253	0.00450656317062481	0.00843651348441312	1.65241420915704e-05	0.0252667975099698	0.635382791676845	0.000358165038634296
TRINITY_DN131160_c3_g1_i12	NA	NA	NA	NA	1.35344075993001	-2.05841781651185	-0.03053230005968	-2.02788551645217	2.57215431122627e-05	0.962250100631239	0.00475595463600803	0.000260102017123202	1	0.038885929445933
