gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	logFC.XY46.SR46	logFC.SR46.XX46	PV.XY46.XX46	PV.XY46.SR46	PV.SR46.XX46	FDR.XY46.XX46	FDR.XY46.SR46	FDR.SR46.XX46
TRINITY_DN126421_c2_g1_i1	NA	NA	NA	NA	5.13509803249762	-3.42202298283146	-0.13262369965737	-3.28939928317409	3.0513267455065e-26	0.741487654563928	4.75779624953497e-11	2.58338838218554e-24	1	3.50991811040255e-09
TRINITY_DN129746_c0_g2_i1	NA	NA	NA	NA	2.91253852405478	-3.02426989592432	0.0798208883833359	-3.10409078430766	1.44185773093361e-14	0.877029505824943	2.83845201931695e-07	5.19686722163641e-13	1	9.81015677361186e-06
TRINITY_DN130934_c0_g1_i1	NA	NA	NA	NA	2.17664624559488	-3.34986157305317	0.666964064096735	-4.01682563714991	3.71956043086032e-14	0.288226677609558	1.89306112952022e-08	1.27506127269845e-12	1	8.52891648174913e-07
TRINITY_DN74683_c0_g1_i1	LOC100486229	Chr08	87767206	87767206	0.703378104708059	2.67230657262959	0.227218543937289	2.4450880286923	0.000420459377057462	0.783451260869611	0.00574990957288212	0.00322241497058316	1	0.0449934522363337
TRINITY_DN125487_c0_g2_i2	NA	NA	NA	NA	3.56772091023433	-2.32391211151228	-0.118131907474543	-2.20578020403773	1.09857572033532e-09	0.80835330897612	0.000104697719801464	2.25158939269375e-08	1	0.00174473148651978
TRINITY_DN120456_c0_g1_i1	NA	NA	NA	NA	4.97980615034649	-12.2566765140594	-0.989094052062436	-11.2675824619969	2.16487328948497e-89	0.560171587072807	5.60014479116118e-34	1.82065843645686e-86	1	3.92476814113879e-31
TRINITY_DN97717_c0_g2_i1	NA	NA	NA	NA	1.52148685297581	-10.69722660398	0	-10.69722660398	9.46918787962369e-31	1	3.04984202543044e-13	9.91317884659359e-29	1	3.04140372733636e-11
TRINITY_DN132433_c1_g3_i2	NA	NA	NA	NA	5.09167696040291	-3.05578697871492	-0.217948662841286	-2.83783831587363	8.81319986205031e-21	0.592490172269194	1.26477512336948e-08	5.15909588212365e-19	1	5.96453763787138e-07
TRINITY_DN135829_c0_g1_i5	NA	NA	NA	NA	3.8611826822151	-2.10567521833959	0.441585563947109	-2.5472607822867	1.35613046143985e-08	0.36880621502466	7.71229314591525e-06	2.4231707891025e-07	1	0.000181512272454703
TRINITY_DN122121_c0_g3_i1	NA	NA	NA	NA	2.1780168632345	-2.6535571627234	-0.242791905248643	-2.41076525747476	3.58979010338678e-08	0.694012264602658	0.00078270664431751	5.97951023658211e-07	1	0.00935466065188573
TRINITY_DN123436_c7_g2_i5	NA	NA	NA	NA	2.31579056536381	-2.48749479915109	0.207018497911345	-2.69451329706243	1.61942622630901e-09	0.706682935249957	1.80095390973208e-05	3.25303532561913e-08	1	0.000383443604578401
TRINITY_DN93756_c0_g1_i1	NA	NA	NA	NA	0.733935595206846	8.88999458353963	0.16249993698873	8.7274946465509	2.33345103283829e-13	0.807783350862994	4.34448349816497e-11	7.34993377759175e-12	1	3.2429384218551e-09
TRINITY_DN125283_c5_g3_i3	NA	NA	NA	NA	5.33557602307009	1.0632553614345	2.43537526256922	-1.37211990113471	0.00813236737541831	2.39500084735615e-05	0.014054177731531	0.0412670210944899	0.00816565829443183	0.0878125072230131
TRINITY_DN126963_c1_g4_i2	NA	NA	NA	NA	0.904323162004859	-2.27621528038187	0.114170335019498	-2.39038561540137	1.49663750105283e-05	0.872121771638252	0.00230471720831845	0.000159460152667073	1	0.0220146361937658
TRINITY_DN125363_c4_g4_i4	NA	NA	NA	NA	3.5871356683787	-1.72722480157125	0.437990084917502	-2.16521488648875	5.01497016909673e-05	0.437526136615371	0.000764775290144679	0.000477643251665951	1	0.00917948647495254
TRINITY_DN116959_c0_g6_i1	NA	NA	NA	NA	4.96662731151847	0.758904953252299	13.1004183786455	-12.3415134253932	0.515449726633442	2.12479885955143e-05	4.8755733575005e-05	0.691818097827521	0.00734365414061406	0.00090984257255723
TRINITY_DN135970_c0_g1_i2	NA	NA	NA	NA	3.56212405640582	-3.87882986059619	0.509598875806233	-4.38842873640242	5.71790732531453e-18	0.38979828000059	1.95075506017261e-09	2.77438144899702e-16	1	1.06994674278598e-07
TRINITY_DN124802_c6_g3_i1	NA	NA	NA	NA	4.31676887078207	-3.28263348385434	-1.31955335164916	-1.96308013220518	2.37697058541026e-08	0.0542218688596308	0.0203203108647558	4.06307370392282e-07	1	0.114323394738352
TRINITY_DN122469_c0_g1_i1	adsl	Chr04	111381918	111381918	4.77270308615761	-2.40039774167989	0.196150695917655	-2.59654843759755	4.01854044292643e-13	0.646800860867366	2.97502127358467e-07	1.23342792427048e-11	1	1.01983405886605e-05
TRINITY_DN126815_c0_g1_i5	NA	NA	NA	NA	2.57023816980727	-2.22606037007899	-0.557298763467237	-1.66876160661176	8.09082264382231e-08	0.283478348422858	0.00506062769428808	1.2766194828245e-06	1	0.0407791877121969
TRINITY_DN129986_c2_g2_i1	NA	NA	NA	NA	5.30316960953404	-2.05540532987224	-0.181882432913188	-1.87352289695905	4.18785127684919e-12	0.62828689868639	1.88530458981148e-05	1.15474849961645e-10	1	0.000399716258831459
TRINITY_DN133889_c1_g1_i1	Xetrov90012386m	Chr04	109890106	109890106	1.79311100706027	1.05071696483997	-1.25466079793923	2.3053777627792	0.093087115700946	0.0745114866653046	0.00277747900576259	0.250573589248495	1	0.0256876082534421
TRINITY_DN125866_c5_g2_i2	NA	NA	NA	NA	4.21271799257045	-0.889128709850787	1.14406308249174	-2.03319179234253	0.00450656317062481	0.00843651348441312	1.65241420915704e-05	0.0252667975099698	0.635382791676845	0.000358165038634296
TRINITY_DN131160_c3_g1_i12	NA	NA	NA	NA	1.35344075993001	-2.05841781651185	-0.03053230005968	-2.02788551645217	2.57215431122627e-05	0.962250100631239	0.00475595463600803	0.000260102017123202	1	0.038885929445933
TRINITY_DN127676_c1_g3_i5	NA	NA	NA	NA	1.45632264646075	-0.79220546876509	3.84247890130068	-4.63468437006577	0.353213852297476	0.00827387826953954	0.00256482787416396	0.557985441955125	0.634498324439157	0.0240470484077133
TRINITY_DN83270_c0_g1_i1	NA	NA	NA	NA	7.84399990851999	-12.2267307220046	4.81573679739662	-17.0424675194012	1.40140683982915e-98	0.0129766738996608	1.30557572693682e-40	2.94645788074079e-95	0.797671420611464	1.09798918635386e-36
TRINITY_DN103880_c0_g1_i1	NA	NA	NA	NA	0.129611532681475	-0.267048268746687	3.97418914776498	-4.24123741651167	0.740820332251454	0.00574891087722775	0.00407870288347309	0.852998219364009	0.49885572220416	0.0345352139527994
TRINITY_DN130378_c8_g3_i1	NA	NA	NA	NA	3.62887929187145	-3.41244480470104	-0.637220900462628	-2.77522390423841	6.26299688423151e-14	0.249189827146037	4.49316663806689e-05	2.09756578366437e-12	1	0.000844099734016586
TRINITY_DN132540_c1_g2_i1	NA	NA	NA	NA	3.50285306144426	-1.773519421924	0.518830526475317	-2.29234994839931	7.28571878775676e-05	0.383034174312444	0.000741591534441324	0.000667460729902335	1	0.00894376406020774
TRINITY_DN96290_c0_g1_i1	NA	NA	NA	NA	4.80804147061605	-1.77510767565431	1.75815561931104	-3.53326329496535	0.0152684416133889	0.0941694716293552	0.00332746843073061	0.0686304617683594	1	0.0295918323959581
TRINITY_DN109288_c0_g1_i1	NA	NA	NA	NA	0.0904279464838783	-4.12325940328033	0.199389993195838	-4.32264939647617	3.07176783859722e-09	0.851606752680489	6.61843606629074e-05	6.00315279378838e-08	1	0.00118511811179926
TRINITY_DN126089_c1_g1_i2	NA	NA	NA	NA	4.70610200017703	-6.72505210346656	-3.23637687611095	-3.48867522735561	2.58815824184715e-55	1.05054695474417e-12	7.70207630530394e-10	6.04622522609292e-53	2.20877497234963e-09	4.62674726625758e-08
TRINITY_DN121480_c0_g1_i2	NA	NA	NA	NA	5.61409795836053	-1.24252829687601	1.09361627248695	-2.33614456936296	0.0094185409288569	0.0966770974254185	0.00147339971344941	0.0464756087688362	1	0.0155539224980454
TRINITY_DN127202_c3_g6_i1	gabra6	Chr03	15262639	15262639	2.33620208895385	-3.22159177341413	-0.289435126308761	-2.93215664710537	2.90645316169321e-12	0.624903319697263	2.40681108689586e-05	8.17500705345816e-11	1	0.000495571846313547
TRINITY_DN120594_c0_g1_i5	NA	NA	NA	NA	4.91765582518987	-2.20103284150856	-0.0995727754087184	-2.10146006609984	9.96806428389908e-14	0.791580965475476	1.88425251289905e-06	3.27466486826528e-12	1	5.29985405802041e-05
TRINITY_DN109791_c0_g2_i1	NA	NA	NA	NA	2.15692912242775	-5.28101199580823	-2.58299190047766	-2.69802009533057	9.44832810419621e-14	0.0010405705977742	0.00426158575965136	3.12017432027317e-12	0.153529802233	0.0356616280981771
TRINITY_DN129219_c5_g2_i5	NA	NA	NA	NA	5.70750226835921	-2.13636956992758	0.0544637142625134	-2.19083328419009	6.24606237074512e-10	0.901979113077495	2.53254503392815e-05	1.32427019843613e-08	1	0.000518216635896246
TRINITY_DN122597_c0_g1_i2	NA	NA	NA	NA	2.08352332715577	-3.80454847548968	0.879030379567093	-4.68357885505677	6.11443809510297e-12	0.263733993009994	3.7556184067781e-07	1.6534541601227e-10	1	1.25668769765267e-05
TRINITY_DN130605_c0_g1_i4	NA	NA	NA	NA	3.50656420049292	-3.01745105938749	0.0329230654998204	-3.05037412488731	6.26858739945672e-14	0.949195732457596	8.70122458663295e-07	2.09756578366437e-12	1	2.66099268267575e-05
TRINITY_DN98334_c0_g1_i1	anxa9	Chr08	106137096	106137096	2.4387693920306	-6.81044064796526	4.79712457284925	-11.6075652208145	7.41649675710785e-26	0.0173481368294704	4.0928187321377e-14	6.11497428698795e-24	0.925449664813611	4.50924963370455e-12
TRINITY_DN125276_c0_g1_i7	NA	NA	NA	NA	1.85378797423903	-2.02777748114126	-0.0336917256741992	-1.99408575546706	1.54526172317685e-05	0.956096199744342	0.00388648528965402	0.000164363209425598	1	0.0333183907094702
TRINITY_DN122337_c0_g1_i2	NA	NA	NA	NA	2.34433730700941	-4.02763557939989	-0.0779304377529308	-3.94970514164696	4.92415384588976e-20	0.895408083015377	6.27520821204797e-09	2.71852082126474e-18	1	3.14133934900735e-07
TRINITY_DN109308_c0_g1_i1	NA	NA	NA	NA	2.14069643313337	-2.70779912954104	-0.0981467014123717	-2.60965242812867	1.18368996876451e-10	0.858655756800517	3.30610229876214e-05	2.80417820769282e-09	1	0.000651155042917789
TRINITY_DN121548_c0_g1_i1	cln3-like	scaffold_318	151386	151386	4.35560364629183	-10.8574853883946	-1.1150243991416	-9.74246098925298	1.85937074621454e-69	0.414950373652098	4.21437813642961e-26	6.79882955463663e-67	1	1.41771680509492e-23
TRINITY_DN129702_c4_g2_i1	NA	NA	NA	NA	4.15560362211095	-2.00446927890838	0.058852048184598	-2.06332132709297	2.34962684734182e-08	0.898841969554755	0.000117416942993313	4.02178326719364e-07	1	0.00192615700371996
TRINITY_DN104654_c0_g1_i1	NA	NA	NA	NA	1.7402150269134	-2.10649347699441	-0.412429536707844	-1.69406394028656	1.56549030497225e-05	0.505222930953004	0.0156856810181714	0.000166229063488263	1	0.0953564125930378
