gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	logFC.XY46.SR46	logFC.SR46.XX46	PV.XY46.XX46	PV.XY46.SR46	PV.SR46.XX46	FDR.XY46.XX46	FDR.XY46.SR46	FDR.SR46.XX46	Am2_463	Am2_464	Am4_461	Am5_461	Am6_462	Am6_464	average	ward.D
TRINITY_DN100115_c0_g1_i1	NA	NA	NA	NA	3.61002873811721	-1.99514853159633	0.291960815791322	-2.28710934738765	7.63677153735591e-08	0.54973627956881	4.60897905603945e-05	1.21179714394648e-06	1	0.000863926757681095	2.56675122203651	4.73883303815429	2.31106279572139	2.35859296062537	2.97988338504244	4.51054876861916	1	1
TRINITY_DN100260_c0_g2_i1	NA	NA	NA	NA	5.0198343467181	-1.35023332470632	0.00711332567781752	-1.35734665038414	5.73524864426585e-06	0.985174546595852	0.00160339334838478	6.62244042539255e-05	1	0.0165725580416829	4.40709389476582	5.86424802849222	4.22434887885376	4.41497088473997	4.60911799819651	5.66827015282449	1	1
TRINITY_DN100376_c0_g3_i1	NA	NA	NA	NA	0.756074285380249	0.606868155941206	8.78520808099897	-8.17833992505776	0.326969007669374	2.99311089640578e-07	3.43435533935988e-06	0.534625146631831	0.000184185824186141	8.8627557381331e-05	0.595837689705878	0.987726205964971	1.92741421918872	-3.61420971881947	0.696574097901137	0.211902678302995	1	1
TRINITY_DN100754_c0_g1_i1	NA	NA	NA	NA	3.90381226112477	1.28234440989529	-0.30706866359964	1.58941307349493	0.000456862453578845	0.473907452745546	0.000423297124107611	0.00347187942885369	1	0.00561207905477405	4.20312091015403	3.1205779077467	4.25915781363761	4.45264944255113	3.96201013626521	2.58978030132427	2	2
TRINITY_DN100882_c0_g1_i1	Xetrov90003833m	Chr01	194558361	194558361	6.00413654233514	-2.14428417007191	-0.623479172578789	-1.52080499749312	6.49289246718391e-11	0.12317110378592	0.00137370954044454	1.57477107594959e-09	1	0.0147161660836054	4.38150700073749	7.00945724495067	5.01575102425267	5.47170975492414	5.05262155409645	6.97214418938504	1	1
TRINITY_DN100904_c0_g1_i1	NA	NA	NA	NA	0.238258661851031	-4.74215866553979	0.761162332123358	-5.50332099766315	1.46583226526924e-09	0.557334729006453	2.26363296250938e-05	2.95390958887722e-08	1	0.000470053165795158	-1.89893023119768	2.3257914052999	-2.71891408892204	-2.75565501118727	-2.36386468250643	0.747712005501412	1	1
TRINITY_DN101042_c0_g2_i1	NA	NA	NA	NA	3.04299450390504	-1.61836811002202	0.30828987033368	-1.9266579803557	9.85117752594234e-05	0.573327271699914	0.00181082110548916	0.000876580334098705	1	0.0182092532847714	2.30163775472442	4.38392412358189	2.29050034091332	2.02366870131073	2.38519420245811	3.27816162560223	1	1
TRINITY_DN101047_c0_g1_i2	NA	NA	NA	NA	2.71349842343614	-2.69295925595918	-0.296777741881918	-2.39618151407726	3.54333653924195e-09	0.607773544345601	0.00042771121640436	6.86096553223901e-08	1	0.00565574108484382	0.471998064311765	3.84218758529421	0.904940269378988	1.52145969699163	1.89634467454796	3.9281682893142	1	1
TRINITY_DN101072_c0_g2_i2	dna2	Chr07	32127864	32127864	6.64739128537085	-11.4968741436702	-1.19269700422741	-10.3041771394427	2.2915500862464e-101	0.16489568044261	1.00206090174546e-35	2.89079043379983e-97	1	9.72384482732231e-33	-2.279411693102	8.23322745557438	-2.71891408892204	-1.67074847704411	-2.36386468250643	8.22826317959068	1	1
TRINITY_DN101087_c0_g1_i1	NA	NA	NA	NA	3.30012067524285	-1.46775428003484	0.480963884723124	-1.94871816475797	0.000884956444341116	0.412038079199137	0.00309644074898315	0.00622628307047584	1	0.0279911143306503	3.11433279349133	4.62184995684	2.30081820209623	2.2112104242212	2.53286244505535	3.42998319008759	1	1
TRINITY_DN101325_c0_g2_i1	NA	NA	NA	NA	1.53280427320021	1.5102107069089	9.84717709405912	-8.33696638715022	0.181636066734663	0.000229621793972205	0.00142067253120771	0.380463093708224	0.0486836795119221	0.0150920286157349	3.33478040981574	1.76939268628413	1.21967776698855	-3.61420971881947	0.969733640705646	-3.61420971881946	1	1
TRINITY_DN101356_c0_g1_i1	NA	NA	NA	NA	2.33196615323328	-2.36623265780967	0.151206457155075	-2.51743911496474	7.94279875522512e-08	0.794720564216705	0.000162898266016705	1.25404763826239e-06	1	0.00255274736124314	0.595837689705878	3.76861927537214	1.42227895459361	0.981341446811573	1.19931504210161	3.05521088481789	1	1
TRINITY_DN101457_c0_g1_i1	NA	NA	NA	NA	5.21785560678347	-1.62322635889488	0.147758139733328	-1.77098449862821	8.53027064378677e-08	0.70684528211613	7.68133246082443e-05	1.33925779927032e-06	1	0.00134676871429187	4.46508888492362	6.2617506676416	4.30856772689347	4.32701103257531	4.63113840363173	5.90573449920601	1	1
TRINITY_DN101477_c0_g1_i2	NA	NA	NA	NA	2.71485944786034	0.828020494785754	-1.04332735299432	1.87134784778008	0.128223920906589	0.0971472593805917	0.00590191170021986	0.306963613670484	1	0.0458345132503058	1.80755371402794	0.803543292108476	3.25737255486938	3.70022822221941	2.56066526967486	2.43161612903053	2	2
