gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	logFC.XY46.SR46	logFC.SR46.XX46	PV.XY46.XX46	PV.XY46.SR46	PV.SR46.XX46	FDR.XY46.XX46	FDR.XY46.SR46	FDR.SR46.XX46	Am2_463	Am2_464	Am4_461	Am5_461	Am6_462	Am6_464	average	ward.D
TRINITY_DN100376_c0_g3_i1	lmx1b.1	Chr08	9183575	9183575	0.756054762158381	0.607333840518191	8.78551498003413	-8.17818113951594	0.321693713538619	2.4489056169739e-07	2.96010177080741e-06	0.527942077706078	0.000166472632643588	7.68343444162518e-05	0.595748578723495	0.987912780865399	1.92755924909562	-3.61422230095622	0.696646198479343	0.211941447329977	1	1
TRINITY_DN101325_c0_g2_i1	NA	NA	NA	NA	1.53144285367388	1.51000332112432	9.84715254334788	-8.33714922222356	0.18139807142355	0.000227756174581776	0.00141215423586655	0.379097792143765	0.0498132461137462	0.0149803894308374	3.33468758233434	1.76958283885718	1.21982060729787	-3.61422230095622	0.96980651634526	-3.61422230095623	1	1
TRINITY_DN102489_c0_g3_i1	NA	NA	NA	NA	2.36746887984399	0.539187540721332	10.4031925280633	-9.86400498734197	0.611976493600112	0.000102181806178757	0.000213752245963858	0.763248513265731	0.0264956370000835	0.003184191489091	-3.61422230095623	1.22643056729579	3.14747353515874	-3.61422230095622	3.58271474219695	2.86892416953725	1	1
TRINITY_DN103720_c0_g1_i2	irf2bpl	Chr08	61460014	61460014	2.80639263489618	-0.423327820086457	-1.99082419782373	1.56749637773727	0.307456434274672	3.07207338933957e-05	0.0030009605223212	0.514755972852676	0.0100349077777492	0.0271804677916538	1.70116515775603	2.08458369856285	2.32138101093704	4.09685668425075	2.25518478665962	2.87576641884078	2	2
TRINITY_DN103834_c0_g4_i1	NA	NA	NA	NA	0.707018509500685	-2.32285500943675	7.16053014755006	-9.48338515698681	7.66257976329795e-06	1.30219773490793e-05	3.96516674746002e-10	8.55054153533585e-05	0.00528272216587165	2.48089238885857e-08	-0.385751496480836	2.08458369856285	-0.169157704734874	-3.61422230095622	-0.400966767659876	1.69686618821997	1	1
TRINITY_DN104490_c0_g1_i1	NA	NA	NA	NA	0.786129101300363	-0.702219660674245	8.2843763458835	-8.98659600655775	0.200583326692464	4.23508687432111e-07	3.54159766753179e-08	0.401485901079807	0.000259807085519328	1.46751671390049e-06	0.815478681180574	0.987912780865399	1.13007929778324	-3.61422230095622	0.0808724203791307	1.72744865520168	1	1
TRINITY_DN106825_c0_g1_i1	ficd	Chr01	133833076	133833076	1.01058343173938	1.99454614303924	-3.22651888018822	5.22106502322747	0.00382065345340948	1.14111971674906e-07	1.92716414112801e-11	0.021990177496603	8.44160091637422e-05	1.51949945071008e-09	-0.641451849029022	-1.94374809395834	0.351236852896079	3.05557631617458	-0.140024066947003	-1.62255322080304	2	2
TRINITY_DN107012_c1_g1_i1	NA	NA	NA	NA	1.84298204682413	-1.7530192500508	8.7297096561939	-10.4827289062447	0.0387295404110441	8.76333593767324e-05	5.0857186329909e-06	0.137598756581123	0.0234484495217401	0.000124431901806408	-3.61422230095623	2.81446432300058	1.92755924909562	-3.61422230095622	1.47737771275424	2.94896424330824	1	1
TRINITY_DN108182_c0_g5_i1	arpc4	Chr04	128058767	128058767	2.3367157947895	0.319399948747677	10.343634336332	-10.0242343875843	0.742670730002692	3.53257911116182e-05	6.23215249268927e-05	0.853535165816733	0.0111064287254928	0.00111885153102156	4.17351511964911	3.16922915621684	0.0424084448405327	-3.61422230095622	0.179809285737004	0.862422471764557	1	1
TRINITY_DN108746_c0_g3_i1	NA	NA	NA	NA	0.237461901712952	-8.92249331282642	-8.34964802305194	-0.572845289774485	1.9833254002868e-16	2.86143687745997e-12	0.462896872974537	8.31410007800228e-15	7.99676226020812e-09	0.717355725069074	-3.61422230095623	1.49328194089581	-3.61422230095622	0.800285045780945	-3.61422230095622	1.20432134420718	2	2
TRINITY_DN111790_c1_g2_i1	NA	NA	NA	NA	1.41329658369236	-1.19128929237177	-3.42926307334004	2.23797378096826	0.103458522907579	3.61612005325308e-05	0.0154285585251589	0.268075816638403	0.0112287224172125	0.0935984331945967	-1.34944847184644	0.803728702347457	1.00943346873262	3.17704056065255	-1.89243525903956	1.13757092451652	2	2
TRINITY_DN111831_c0_g2_i1	NA	NA	NA	NA	0.327208940893089	-3.69698677416307	-3.9198744422295	0.222887668066426	1.58180407451123e-07	4.77666953892064e-07	0.779444868308461	2.37809540239727e-06	0.000284141404045954	0.903354406400074	-1.89899907537857	1.58186550052817	-1.7741575310358	1.32477963464262	-2.67358275618697	0.450609183610851	2	2
TRINITY_DN111958_c0_g1_i1	NA	NA	NA	NA	1.62411629526743	0.443159723762261	3.56429942503262	-3.12113970127036	0.386734140369104	2.4117410124285e-05	0.00023971576833167	0.586045763660671	0.00859115757166765	0.00351359615680546	2.58171627168806	1.07187720675341	1.71252926208238	-1.27363181441386	1.58959658421485	1.95124235762552	1	1
TRINITY_DN112291_c0_g1_i1	slitrk1	Chr02	121178556	121178556	3.77076138303315	0.311084340604994	2.07524184753575	-1.76415750693075	0.406547299574377	0.000124435193014744	0.00131908667595356	0.602988423097932	0.0303863492689985	0.0141880367816361	4.05982322040417	3.90094665348067	4.43353782295988	2.02330647698036	3.62722180660776	3.62536917345998	1	1
