gid	gname	chr	start	end	logCPM	logFC.MB.FB	PV.MB.FB	FDR.MB.FB
TRINITY_DN84079_c0_g2_i1	maea	Chr01	14027089	14027089	0.65297707885523	-6.41466870762412	2.2098913812945e-14	3.28408567335548e-12
TRINITY_DN80908_c0_g1_i1	wdr1	Chr01	18158616	18158616	0.0183732069241283	-7.74571053838716	1.14793027836639e-11	6.62051698736688e-10
TRINITY_DN82615_c0_g1_i1	LOC101733203	Chr01	26292904	26292904	0.356923507855788	-4.44749856464832	7.63041836021408e-07	1.88492137628261e-05
TRINITY_DN5080_c0_g2_i1	pyurf	Chr01	58346443	58346443	0.351100010395356	-8.13234073387771	1.19141884015648e-15	3.09846120032176e-13
TRINITY_DN24863_c0_g1_i1	pde5a	Chr01	61452590	61452590	0.523705825775216	-5.43018210505154	1.53601384926456e-12	1.13831189932173e-10
TRINITY_DN200018_c0_g1_i1	LOC100485437	Chr01	67211793	67211793	1.53670144435096	-4.87733484379664	1.6410242259914e-08	4.7273279420944e-07
TRINITY_DN16115_c0_g1_i1	kiaa1958	Chr01	96148157	96148157	1.32316848366554	-5.39202663981579	1.44250351193264e-11	8.10311922793043e-10
TRINITY_DN51144_c0_g1_i1	LOC100170420	Chr01	103850735	103850735	0.802062836008775	-4.21007582485308	3.57858744199436e-07	9.0064323909763e-06
TRINITY_DN80769_c0_g1_i1	tek	Chr01	110075520	110075520	0.692430338738447	-7.16244658450357	2.49648020027527e-17	1.34843537279099e-14
TRINITY_DN87263_c0_g4_i1	lurap1l	Chr01	112683186	112683186	0.109792412674457	-4.94861859693166	1.16115940570418e-09	3.98697851198205e-08
TRINITY_DN87262_c0_g1_i1	LOC100486127-like	Chr01	116814354	116814354	2.19206576433213	-6.00248772155397	6.75993350486098e-18	4.99648032502712e-15
TRINITY_DN118778_c1_g1_i12	mamdc2	Chr01	117467899	117467899	4.77291734897119	-5.32185817330628	1.40659058671156e-10	6.03158928381183e-09
TRINITY_DN60755_c0_g1_i1	zfand5	Chr01	118277788	118277788	0.929686586042214	-7.46104427060508	1.86709479021137e-21	5.82678793029631e-18
TRINITY_DN14458_c0_g1_i1	rorb	Chr01	119060204	119060204	0.965666782771325	-4.95346857982616	3.98483645854105e-09	1.25052627498371e-07
TRINITY_DN63549_c0_g1_i1	isca1	Chr01	122707595	122707595	0.95374006971419	-5.59983094139212	1.19806073286355e-11	6.86733302121197e-10
TRINITY_DN180006_c0_g1_i1	rec8	Chr01	127110813	127110813	2.42910003566106	-4.92597065860492	2.22398892587312e-07	5.70458237086743e-06
TRINITY_DN78131_c0_g1_i1	twsg2	Chr01	127451015	127451015	2.1458853676502	-5.84575802028864	3.82665117484916e-16	1.32690310553072e-13
TRINITY_DN1138_c0_g1_i1	pja2-like	Chr01	135727530	135727530	0.309193845028022	-6.03293785902433	3.44355122313417e-13	3.13006547586309e-11
TRINITY_DN127864_c2_g3_i1	ppil2	Chr01	145672928	145672928	2.94856597360639	-3.65188361988271	2.79779111617519e-05	0.0006399149762216
TRINITY_DN81743_c0_g3_i1	diablo	Chr01	153284825	153284825	1.68413061760356	-4.46491207202077	3.2555053237305e-06	7.70972833285148e-05
TRINITY_DN86330_c0_g2_i1	Xetrov90003223m	Chr01	157376647	157376647	0.0805857161272229	-5.81868379827992	6.01351529653100e-11	2.81034283084303e-09
TRINITY_DN167276_c0_g1_i1	LOC101733364	Chr01	171045326	171045326	0.801358192910249	-5.43565746505316	1.23795070716347e-11	7.08153187619155e-10
TRINITY_DN25857_c0_g1_i1	zswim6	Chr01	176322139	176322139	0.757451054948369	-4.43148654216688	4.26031212909871e-08	1.16854869892574e-06
TRINITY_DN71326_c0_g2_i1	runx1	Chr02	9819664	9819664	2.30327036518175	-5.63989566946926	6.01726626279935e-21	1.69006957523245e-17
TRINITY_DN195005_c0_g1_i1	gosr1	Chr02	24555812	24555812	0.622610798819829	-5.26885908035719	1.1523784656115e-11	6.63255204172748e-10
TRINITY_DN61917_c0_g2_i1	pnpla4-like	Chr02	29064471	29064471	1.83799381184114	-5.59337499915349	8.7001822000772e-14	1.03983837214284e-11
TRINITY_DN140209_c0_g1_i1	piga-like	Chr02	32957552	32957552	2.01511910969072	-5.60805594838818	2.01094110207292e-14	3.10336828208364e-12
TRINITY_DN179978_c0_g1_i1	prkx-like	Chr02	33832090	33832090	0.696784633418601	-5.36219271793019	6.7640442558326e-11	3.09921225144487e-09
TRINITY_DN89640_c0_g4_i1	eif2s3	Chr02	38683628	38683628	0.180276844804352	-6.5895547266276	4.76709232973526e-12	3.05692516587384e-10
TRINITY_DN180966_c0_g1_i1	dnajc8	Chr02	53473215	53473215	0.691001969182006	-5.31402315186997	2.41819001988784e-11	1.25313105329501e-09
TRINITY_DN132765_c1_g1_i7	mov10	Chr02	74100790	74100790	1.683453019456	3.16829563757643	0.0005091601985485	0.010891685069788
TRINITY_DN3428_c0_g2_i1	lck	Chr02	82305654	82305654	0.378529663183229	-5.26153098874791	1.75662100611801e-11	9.59207184133283e-10
TRINITY_DN86748_c0_g1_i1	kdm1a-like	Chr02	85181483	85181483	0.250103990152716	-6.72466875744575	8.93996488960132e-14	1.06396946548404e-11
TRINITY_DN4959_c0_g1_i1	LOC100497964-like	Chr02	86544991	86544991	0.709796239544851	-4.67858495300825	1.49185668799031e-09	4.96502486381159e-08
TRINITY_DN165726_c0_g1_i1	mfsd2a	Chr02	86727590	86727590	1.09260169010897	-5.10126804003895	2.25015310724713e-12	1.58794096289573e-10
TRINITY_DN73425_c0_g1_i1	txlng-like	Chr02	90841200	90841200	0.118120533332762	-4.96433658642272	3.94084710083755e-10	1.50773195183497e-08
TRINITY_DN72056_c0_g2_i1	ift57	Chr02	100006051	100006051	1.10372891617906	-6.95269401925435	7.36856335767997e-19	8.62336829279822e-16
TRINITY_DN75156_c0_g3_i1	rgn	Chr02	111473404	111473404	0.138966334244337	-5.84038328054297	5.13867528560305e-13	4.44092223836101e-11
TRINITY_DN95869_c0_g4_i1	ing1	Chr02	113523911	113523911	0.489814670146899	-6.24168681325357	1.01150318023489e-14	1.82115960405495e-12
TRINITY_DN97526_c0_g2_i2	zc3h13	Chr02	131018375	131018375	2.52329110863098	-5.24974789041001	4.15594160487286e-11	2.02301441691619e-09
