target_id	length	eff_length	est_counts	tpm
TRINITY_DN98709_c0_g1_i1	484	270.275	1	0.117063
TRINITY_DN98705_c0_g1_i1	1086	869.835	66	2.40067
TRINITY_DN98773_c0_g1_i1	635	419.289	21	1.58464
TRINITY_DN98773_c0_g2_i1	676	460.158	39	2.68153
TRINITY_DN98734_c0_g1_i1	3181	2964.83	0	0
TRINITY_DN98707_c0_g1_i1	473	259.746	3	0.365423
TRINITY_DN98719_c0_g1_i1	4392	4175.83	821.872	6.22709
TRINITY_DN98719_c0_g3_i1	4392	4175.83	222.128	1.683
TRINITY_DN98772_c0_g1_i1	417	206.485	2	0.306455
TRINITY_DN98703_c0_g1_i1	415	204.61	3	0.463894
TRINITY_DN98761_c0_g2_i1	541	326.056	6	0.582216
TRINITY_DN98783_c0_g4_i1	323	123.528	0	0
TRINITY_DN98711_c0_g2_i1	640	424.261	3	0.223724
TRINITY_DN98779_c0_g2_i3	3015	2798.83	12028	135.969
TRINITY_DN98787_c0_g1_i1	690	474.142	89	5.9389
TRINITY_DN98791_c0_g1_i1	2663	2446.83	134	1.7327
TRINITY_DN98735_c0_g1_i1	1365	1148.83	134	3.69039
TRINITY_DN98700_c0_g1_i1	729	513.093	124	7.64627
TRINITY_DN98736_c0_g1_i1	343	140.237	13	2.93295
TRINITY_DN98794_c0_g1_i1	323	123.528	12	3.07354
TRINITY_DN98785_c0_g1_i1	1042	825.835	6842	262.129
TRINITY_DN91024_c0_g1_i1	1063	846.835	7.81106	0.291834
TRINITY_DN91011_c0_g2_i1	307	110.746	0	0
TRINITY_DN91099_c0_g2_i1	382	174.411	0	0
TRINITY_DN91090_c0_g1_i1	327	126.787	2	0.499089
TRINITY_DN91035_c0_g1_i1	595	379.539	57	4.75163
TRINITY_DN91035_c0_g3_i1	541	326.056	0	0
TRINITY_DN6597_c0_g1_i1	405	195.408	8	1.29531
TRINITY_DN6551_c0_g1_i1	514	299.45	0	0
TRINITY_DN6537_c0_g1_i1	644	428.261	35.5444	2.62595
TRINITY_DN6518_c0_g2_i1	356	151.349	0	0
TRINITY_DN6534_c0_g1_i1	345	141.936	2211	492.856
TRINITY_DN6576_c0_g2_i1	395	186.329	0	0
TRINITY_DN52981_c0_g1_i1	427	215.741	21	3.07972
TRINITY_DN52978_c0_g1_i1	601	385.501	4	0.328291
TRINITY_DN52929_c0_g1_i1	438	226.07	3	0.419859
TRINITY_DN52951_c0_g1_i1	347	143.643	4	0.881051
TRINITY_DN52924_c0_g1_i1	782	566.039	3	0.167687
TRINITY_DN52921_c0_g1_i1	442	229.824	3	0.413001
TRINITY_DN13184_c0_g1_i1	375	168.127	1.5	0.282278
TRINITY_DN13184_c0_g2_i1	375	168.127	1.5	0.282278
TRINITY_DN28273_c0_g1_i1	997	780.835	166	6.72626
TRINITY_DN28257_c0_g1_i1	324	124.325	0	0
TRINITY_DN28233_c0_g1_i1	887	670.958	62	2.92362
TRINITY_DN28291_c0_g2_i1	305	109.183	0	0
TRINITY_DN28244_c0_g1_i1	335	133.46	1	0.237068
TRINITY_DN28287_c0_g1_i1	301	106.076	17	5.07055
TRINITY_DN28287_c0_g2_i1	303	107.608	0	0
TRINITY_DN77810_c0_g1_i1	2637	2420.83	58	0.758032
TRINITY_DN77810_c0_g3_i1	699	483.126	27	1.76818
TRINITY_DN77832_c0_g1_i1	1040	823.835	6	0.230428
TRINITY_DN77821_c0_g1_i1	473	259.746	2	0.243615
TRINITY_DN77812_c0_g2_i1	421	210.173	1	0.150538
TRINITY_DN77865_c0_g1_i1	532	317.141	1	0.0997635
TRINITY_DN94422_c0_g3_i1	367	160.956	7	1.37599
TRINITY_DN94467_c0_g1_i1	1510	1293.83	5	0.122269
TRINITY_DN94414_c0_g2_i1	829	612.999	7.08109	0.365481
TRINITY_DN94449_c0_g1_i1	689	473.142	9	0.601832
TRINITY_DN94498_c0_g1_i1	622	406.357	29	2.25795
TRINITY_DN94436_c0_g1_i1	405	195.408	6	0.97148
TRINITY_DN94441_c0_g1_i1	689	473.142	197	13.1734
TRINITY_DN94462_c0_g1_i1	1222	1005.83	2.22227	0.0699028
TRINITY_DN94462_c0_g2_i1	1574	1357.83	3.85748	0.0898839
TRINITY_DN94487_c0_g1_i1	491	276.982	0	0
TRINITY_DN94435_c0_g2_i1	320	121.172	1	0.261108
TRINITY_DN94486_c0_g1_i3	692	476.142	1	0.0664489
TRINITY_DN94430_c0_g1_i2	337	135.075	0	0
TRINITY_DN69409_c0_g1_i1	689	473.142	1	0.0668702
TRINITY_DN69414_c0_g1_i1	1573	1356.83	116.213	2.70989
TRINITY_DN69467_c0_g1_i1	370	163.673	15	2.8996
TRINITY_DN69475_c0_g1_i1	513	298.49	1.00403	0.106425
