gid	gname	chr	start	end	logCPM	logFC.M46.F46	logFC.M46.SR46	logFC.SR46.F46	PV.M46.F46	PV.M46.SR46	PV.SR46.F46	FDR.M46.F46	FDR.M46.SR46	FDR.SR46.F46	Am2_463	Am2_464	Am4_461	Am5_461	Am6_462	Am6_464	average	ward.D
TRINITY_DN100034_c0_g1_i1	NA	NA	NA	NA	4.07073686847785	-1.42750304501365	-0.284113088797496	-1.14338995621616	1.99529112392966e-05	0.502450338568198	0.01640948087898	0.000208623965892505	1	0.0991310339777659	3.36868873760673	4.60812379514264	3.18894415382078	3.67998758391604	3.60496230459416	5.00010500337704	1	1
TRINITY_DN100115_c0_g1_i1	NA	NA	NA	NA	3.60041421659492	-1.99468996315324	0.291858171459779	-2.28654813461301	8.61984144096119e-08	0.551364849369519	4.95152429430692e-05	1.3653807373388e-06	1	0.000927553950831177	2.55689230258452	4.72859244692952	2.30211607472943	2.34944997068274	2.97090734265866	4.50145716317663	1	1
TRINITY_DN100260_c0_g2_i1	NA	NA	NA	NA	5.01032256524117	-1.34978374320821	0.0069999452279127	-1.35678368843612	5.65551356556584e-06	0.985396496810264	0.00159296890785585	6.60259796211241e-05	1	0.0166216308642104	4.39722902061567	5.85400582050398	4.21540610419195	4.40582942964345	4.60014402128689	5.65917889708113	1	1
TRINITY_DN100376_c0_g1_i1	NA	NA	NA	NA	2.56666783451753	-1.37767363849758	0.417538407461123	-1.7952120459587	0.00501685867583165	0.521758742662444	0.013622438660182	0.0276841361940307	1	0.0865055459501671	0.996371172115441	3.12016612048732	2.74664547097384	1.59342398525141	1.6846582742465	3.5666741653796	1	1
TRINITY_DN100684_c0_g3_i1	NA	NA	NA	NA	6.10549973240065	1.12843093648989	0.0183822856537725	1.11004865083611	0.0042057024843962	0.969467880247832	0.0245869678619992	0.0239934265503825	1	0.130523346294114	6.04339252460866	4.70920001793566	6.20999238300999	6.37841166858403	6.81683111056947	5.66997571764104	2	2
TRINITY_DN100754_c0_g1_i1	hsdl2	Chr01	96084504	96084504	3.89451127661949	1.28280359656704	-0.307192914475501	1.58999651104254	0.000468136642442895	0.474729822712607	0.000433791547949839	0.00357303571770321	1	0.00576862417730762	4.19325638638577	3.1103434955537	4.25021507297937	4.44350799997794	3.95303560090454	2.58068693005343	2	2
TRINITY_DN100856_c0_g1_i1	NA	NA	NA	NA	3.41802649559912	-1.49047511313173	-0.163841665160165	-1.32663344797157	3.2861646388439e-05	0.720718090420143	0.00994490223223318	0.000327445132187818	1	0.0685233932518364	2.8565067154116	4.25388105845694	2.7689757676641	2.88867757101244	2.54247996910422	4.15813315362159	1	1
TRINITY_DN100882_c0_g1_i1	NA	NA	NA	NA	5.99463187945075	-2.14378118139783	-0.623508952945363	-1.52027222845247	6.10031265531878e-11	0.122536558763971	0.00135339261901426	1.4993802283928e-09	1	0.0146506190787676	4.37164216787125	6.99921428733966	5.00680885183599	5.46256855209593	5.04364783829848	6.96305310265055	1	1
TRINITY_DN100904_c0_g1_i1	NA	NA	NA	NA	0.226966960078992	-4.74121173738756	0.76147028465915	-5.50268202204671	1.79699185001247e-09	0.55819964040518	2.51294598878652e-05	3.6223197838722e-08	1	0.000518367772890247	-1.9086148731481	2.31556372698821	-2.72803098416775	-2.76486597159177	-2.37296162213559	0.7386124306948	1	1
TRINITY_DN101042_c0_g2_i1	NA	NA	NA	NA	3.03320079756653	-1.61775283383823	0.308184213047895	-1.92593704688613	0.000100282940940229	0.573732778550841	0.00183169196515107	0.000898590255223139	1	0.0185247464058172	2.29178050193981	4.37368436488651	2.28155354279662	2.01452518334977	2.37621660305589	3.26906916485841	1	1
TRINITY_DN101047_c0_g1_i2	NA	NA	NA	NA	2.70393500664825	-2.69262198520948	-0.296949482746513	-2.39567250246296	4.45237631671947e-09	0.609702558863665	0.000466879006890989	8.61323202441267e-08	1	0.0061321153920527	0.462166173513975	3.83194956633332	0.89598468207892	1.51231511781422	1.88736521617067	3.91907636868874	1	1
TRINITY_DN101072_c0_g2_i2	NA	NA	NA	NA	6.63771267079016	-11.496393299861	-1.19274025824173	-10.3036530416193	2.1986842839159e-101	0.16486793185305	9.88259368047437e-36	2.79661647492683e-97	1	9.54925560553588e-33	-2.28904125354558	8.22298414421765	-2.72803098416775	-1.67992244132142	-2.37296162213559	8.21917215974263	1	1
TRINITY_DN101087_c0_g1_i1	NA	NA	NA	NA	3.29027858220348	-1.46720644225411	0.480790804261758	-1.94799724651586	0.000924271179293454	0.413715755409489	0.0032064351936915	0.00651677786309483	1	0.0290644280709495	3.1044712646632	4.61160961774192	2.29187144281671	2.20206721694113	2.52388529408197	3.42089087808186	1	1
TRINITY_DN101111_c0_g1_i2	NA	NA	NA	NA	1.85808852268081	-1.90986896865965	-0.281827729200399	-1.62804123945925	7.86442518287659e-06	0.607568701559311	0.00792412774290441	8.88774376842281e-05	1	0.0577280524304669	0.753854552575754	2.8161756428003	0.974947915467871	1.19646118006679	1.01501683578661	2.76775441123825	1	1
TRINITY_DN101356_c0_g1_i1	NA	NA	NA	NA	2.32213568878177	-2.36585534414231	0.15098750542262	-2.51684284956493	9.97222896015037e-08	0.796419819992954	0.000183456123661039	1.56401684659226e-06	1	0.00283188126809051	0.586002896008469	3.75838154714566	1.41332765810337	0.972195228413514	1.19033156597113	3.04611817522369	1	1
TRINITY_DN101437_c0_g1_i1	Xetrov90007874m	Chr03	43068369	43068369	4.84229827273041	-0.867425315434807	-0.183847761908408	-0.683577553526399	0.00336558463582641	0.62394554390281	0.0973214274089941	0.0199434212790096	1	0.320985322424141	4.60547421490227	5.35846348390192	4.33248246508341	4.65099135050671	4.45556141894957	5.30722435494904	1	1
TRINITY_DN101457_c0_g1_i1	parl	Chr02	48794290	48794290	5.20829298556371	-1.62274557359575	0.147643507614733	-1.77038908121049	8.34267212780535e-08	0.70677175631622	7.58735867842051e-05	1.32726226553621e-06	1	0.00134038067653013	4.45522391986653	6.25150813014323	4.29962503311464	4.31786954693834	4.62216444166689	5.89664328657401	1	1
TRINITY_DN101728_c0_g2_i1	NA	NA	NA	NA	6.20127486003666	1.10363858640088	0.28935903977162	0.814279546629263	0.00169945635587798	0.506563422917627	0.0665123261430793	0.011054070630831	1	0.253662497648247	6.14253973575372	5.4233716004546	6.45232604336445	6.24920691870607	6.91330279461506	5.44845515636475	2	2
TRINITY_DN101751_c0_g1_i1	NA	NA	NA	NA	3.38291363949779	-3.01061197780887	0.316532999892528	-3.32714497770139	1.85742194711074e-14	0.541028603425128	7.00550558657982e-08	6.68229307689098e-13	1	2.77590430867608e-06	1.57664928883526	4.90656556931837	1.45064479991444	1.37223815377205	1.95832586882344	4.36798170009871	1	1
TRINITY_DN101945_c0_g2_i1	NA	NA	NA	NA	0.51786531380396	2.48367234274846	0.872808111714252	1.6108642310342	0.000801918344014038	0.305585058637433	0.0701292260910348	0.00575620788752063	1	0.263051811048339	0.0103337494725788	-1.95381492653398	1.07392838248971	0.266577162960507	1.70130332592937	-0.739904507846377	2	2
TRINITY_DN102016_c0_g1_i1	NA	NA	NA	NA	5.39798529231356	-1.05201998628148	0.0541053690642581	-1.10612535534574	0.00140359840270416	0.898439902629371	0.0186974737762056	0.0093471570069087	1	0.108692339122861	5.0384065448985	6.37047228657148	4.78919103512053	4.91040270975576	5.05178328109098	5.54438715697572	1	1
TRINITY_DN10201_c0_g1_i1	NA	NA	NA	NA	3.14215989385267	-4.28054366954256	0.263239440557692	-4.54378311010026	1.38511910179552e-21	0.658693956454686	2.78871247328898e-10	8.61516988522647e-20	1	1.8284035208247e-08	0.904196822080816	4.81881452621339	0.260433531895669	0.142696995771549	-0.090616441675293	4.31643835193473	1	1
TRINITY_DN102065_c0_g1_i1	NA	NA	NA	NA	5.9790574107702	-2.16192226688444	-0.067992835800254	-2.09392943108419	3.19839898838273e-11	0.869441520958168	1.73530276332074e-05	8.10399122166020e-10	1	0.000376016754651758	4.96330922362651	7.2162383887117	4.51970559697729	4.93395207682786	5.0614856401313	6.80551264772268	1	1
TRINITY_DN102078_c0_g1_i1	NA	NA	NA	NA	5.43370698028637	-1.1054563308468	0.0993894449228816	-1.20484577576969	0.00148510817061011	0.824830646012768	0.0158728851510111	0.00980525999277203	1	0.0966699366427034	5.45661541660622	6.25596993247642	4.82337865184347	4.87839340041749	4.48710096615305	5.88320989321212	1	1
TRINITY_DN102162_c0_g1_i1	NA	NA	NA	NA	5.01874866364056	-0.804461425090673	-0.394383683580133	-0.410077741510541	0.00781363660276512	0.29755133442821	0.324363519255273	0.0400990723295828	1	0.612803358109537	4.73151897987787	5.32912130978677	4.34739866922791	5.03323243399195	4.80269167630883	5.54651919087373	1	1
