gid	gname	chr	start	end	logCPM	logFC.MB.FB	PV.MB.FB	FDR.MB.FB
TRINITY_DN123842_c0_g1_i1	NA	NA	NA	NA	1.74794984032305	-4.96291156759785	1.31876991363774e-05	0.0035819886912542
TRINITY_DN94499_c2_g1_i1	NA	NA	NA	NA	2.21956511080831	-5.12077660361728	0.00020827167093793	0.030183937497697
TRINITY_DN91710_c3_g1_i2	NA	NA	NA	NA	5.62620258732845	1.21463163709736	0.000143612357448035	0.0225674989592862
TRINITY_DN93784_c1_g1_i2	NA	NA	NA	NA	4.69857956934446	1.2929527838146	0.0001775885047034	0.027076635434592
TRINITY_DN100785_c0_g1_i1	NA	NA	NA	NA	0.464965342697344	-4.49515487142272	1.86952084626436e-05	0.00467539804809063
TRINITY_DN75455_c0_g3_i1	NA	NA	NA	NA	2.48816589961901	0.87938600012535	0.00011524826360892	0.018907169134625
TRINITY_DN107317_c0_g1_i1	NA	NA	NA	NA	0.644357033738971	-4.60293537465251	2.09846156854126e-05	0.00512299421262805
TRINITY_DN91270_c0_g1_i3	NA	NA	NA	NA	3.50062907906113	-1.28663553262725	1.43466502248172e-05	0.00382086696312112
TRINITY_DN78134_c0_g2_i1	NA	NA	NA	NA	0.230254318313552	-2.00280251115554	0.000182078754281702	0.0274550662798151
TRINITY_DN88789_c0_g1_i3	NA	NA	NA	NA	3.51170149475281	-0.858825024166294	3.72628327518975e-05	0.00771867587114306
TRINITY_DN72060_c0_g1_i1	NA	NA	NA	NA	0.859142149523422	2.23829760641267	0.000120884457733128	0.0196744251962958
TRINITY_DN93495_c0_g1_i1	NA	NA	NA	NA	3.74740994140302	3.94934231807306	2.61546902055022e-05	0.00606049979710999
TRINITY_DN115180_c0_g1_i1	NA	NA	NA	NA	0.242850225940801	-4.72614893578985	3.56282009294376e-06	0.00138529986979958
TRINITY_DN90102_c2_g1_i1	NA	NA	NA	NA	4.23161954084771	1.0944826560905	6.65867127478354e-06	0.00216745034653946
TRINITY_DN90592_c0_g1_i2	NA	NA	NA	NA	1.9734771635587	-1.09382354639889	5.44825828861323e-05	0.010393249555776
TRINITY_DN91239_c1_g2_i2	NA	NA	NA	NA	4.12268157200178	0.986479472621693	2.20185405132461e-05	0.00523960315104117
TRINITY_DN55516_c0_g1_i1	NA	NA	NA	NA	0.745991835299986	-4.65974227543937	9.89409441883762e-06	0.0029837969742221
TRINITY_DN124221_c0_g1_i1	NA	NA	NA	NA	0.161016617258281	2.60640451253282	2.1004998366615e-09	4.53420527899131e-06
