gid	gname	chr	start	end	logCPM	logFC.MB.FB	PV.MB.FB	FDR.MB.FB
TRINITY_DN123842_c0_g1_i1	NA	NA	NA	NA	1.74794984032305	-4.96291156759785	1.31876991363774e-05	0.0035819886912542
TRINITY_DN94499_c2_g1_i1	NA	NA	NA	NA	2.21956511080831	-5.12077660361728	0.00020827167093793	0.030183937497697
TRINITY_DN100785_c0_g1_i1	NA	NA	NA	NA	0.464965342697344	-4.49515487142272	1.86952084626436e-05	0.00467539804809063
TRINITY_DN107317_c0_g1_i1	NA	NA	NA	NA	0.644357033738971	-4.60293537465251	2.09846156854126e-05	0.00512299421262805
TRINITY_DN78134_c0_g2_i1	NA	NA	NA	NA	0.230254318313552	-2.00280251115554	0.000182078754281702	0.0274550662798151
TRINITY_DN72060_c0_g1_i1	NA	NA	NA	NA	0.859142149523422	2.23829760641267	0.000120884457733128	0.0196744251962958
TRINITY_DN93495_c0_g1_i1	NA	NA	NA	NA	3.74740994140302	3.94934231807306	2.61546902055022e-05	0.00606049979710999
TRINITY_DN115180_c0_g1_i1	NA	NA	NA	NA	0.242850225940801	-4.72614893578985	3.56282009294376e-06	0.00138529986979958
TRINITY_DN55516_c0_g1_i1	NA	NA	NA	NA	0.745991835299986	-4.65974227543937	9.89409441883762e-06	0.0029837969742221
TRINITY_DN124221_c0_g1_i1	NA	NA	NA	NA	0.161016617258281	2.60640451253282	2.1004998366615e-09	4.53420527899131e-06
TRINITY_DN100205_c0_g1_i1	NA	NA	NA	NA	0.909686986739112	-4.62367554372212	1.40800007133978e-05	0.00377436045267515
TRINITY_DN67727_c0_g1_i1	NA	NA	NA	NA	0.709039436797235	4.53548539276841	0.000268981392640201	0.0370201437508228
TRINITY_DN7634_c0_g2_i1	NA	NA	NA	NA	1.07364623498317	-5.62081605210716	4.10048199048722e-09	7.31205079816708e-06
TRINITY_DN66764_c0_g1_i1	NA	NA	NA	NA	1.28132799623456	2.16462626732464	3.35910481997356e-06	0.001336624078917
TRINITY_DN12821_c0_g2_i1	NA	NA	NA	NA	0.16099188715219	-5.35828264185662	5.11715823570117e-08	4.4654282527457e-05
TRINITY_DN78245_c0_g1_i1	NA	NA	NA	NA	1.3395039092543	-4.31799292736973	9.16305887368058e-05	0.0158616239625888
TRINITY_DN112164_c0_g1_i1	NA	NA	NA	NA	0.329037672854341	-2.2339847292443	1.14760196908645e-05	0.00329145085035746
TRINITY_DN49556_c0_g1_i1	NA	NA	NA	NA	1.44727098279088	4.04712603613159	4.07752044160464e-06	0.00148271147713028
