gid	gname	chr	start	end	logCPM	logFC.XYbrain.XXbrain	PV.XYbrain.XXbrain	FDR.XYbrain.XXbrain	A10FB	A10MB	A12FB	A15FB	A15MB	A16FB	A16MB	A17FB	A17MB	A8MB
TRINITY_DN100099_c0_g1_i1	cln6	Chr03	116488040	116488040	3.31748936409674	0.730346266791646	0.0266452274639273	0.659058967460836	3.09283956518025	3.71748969157789	2.09975876987756	3.65759154483459	4.08557429906221	2.30702339235199	3.57145815999755	2.88715701478288	2.95877242368587	3.55141692425432
TRINITY_DN100105_c0_g1_i1	LOC100125055	Chr09	8579921	8579921	4.14116932750351	0.391842248620748	0.0695040979252356	0.959308261284078	3.93021971160713	4.45802118800118	3.98413166745866	3.89930031597113	3.99081084574475	3.94223282314544	4.54760865903113	3.91256249875668	4.56660835623146	3.93029650022737
TRINITY_DN100108_c0_g1_i1	gapdh	Chr07	1685766	1685766	5.10328998005089	-4.89895979336148	5.91266759414256e-07	0.000561058403160546	5.74205274554902	3.18139228552832	6.99227806944155	5.03384445161332	-0.493206803929734	0.223517910212317	-1.35911364649686	6.88229506649804	-0.0415761675972197	0.215064979128706
TRINITY_DN100115_c0_g1_i1	cenpm	Chr04	105778900	105778900	2.64199133622458	-0.144326547148784	0.694032073722942	0.999557095418639	3.01850266956093	3.07267480266495	2.40490441071427	2.36148975003378	1.73626627878078	2.718887957039	2.42176350099787	2.93611536294896	3.24968271551106	1.75607286672691
TRINITY_DN100194_c0_g1_i1	vax2	Chr01	8250217	8250217	4.95406036688625	-0.0864543743999101	0.681512561989705	0.999557095418639	4.91161331132208	5.19366507680859	4.83377261419808	4.73971693772106	4.57059858727834	4.76691566249041	4.92999630039909	5.55396940960369	5.08017895337124	4.69706164395828
TRINITY_DN100230_c0_g1_i1	LOC100485082	Chr06	133846472	133846472	4.78201266571589	0.105708383958343	0.691332286703122	0.999557095418639	4.50280464647339	4.47520839979541	4.95947464277558	4.51307565307661	4.63915565960099	4.5884541152958	4.4098827657153	4.99608303298209	5.7727327446582	4.29861262593574
TRINITY_DN100260_c0_g2_i1	ncbp2	Chr05	97976339	97976339	6.63149276348977	-0.0591097611762588	0.714518247971994	0.999557095418639	6.94509851758823	6.8499290640029	6.47025055328313	6.41878229295762	6.39452490559193	6.83658056736365	6.77549071277978	6.55408455451214	6.41790045038835	6.51216390767858
TRINITY_DN100287_c0_g2_i1	inmt	Chr07	73890622	73890622	7.68584460394944	0.118997065020653	0.699731193032421	0.999557095418639	7.05144798347257	6.66570259392849	7.49616287063785	8.51826709526957	7.68716537998419	6.83399839008142	8.52932711814875	7.59568387976193	7.16099544827234	7.97621581737295
TRINITY_DN100348_c0_g1_i1	LOC100485839	Chr04	129827549	129827549	2.49426054345471	0.21555713307799	0.505476445179691	0.999557095418639	2.03708388610446	2.24052636292575	2.4436695697922	2.65302886570345	3.11292724795518	2.33651198209301	2.69908474239616	2.38612151291314	2.52310709178895	2.1012008929438
TRINITY_DN100358_c0_g1_i1	LOC100486229	Chr08	87767206	87767206	4.22616060412812	0.353575925682514	0.124621173632419	0.999557095418639	3.98329744298265	4.44935018379417	3.67763180387697	4.32913398404993	3.84363087610533	3.73640969852346	4.42902377585324	4.3429876569882	4.61853672582844	4.51154928354647
TRINITY_DN100376_c0_g1_i1	LOC100492536	Chr08	50375420	50375420	0.14119785348226	0.583127169293457	0.298551384675504	0.999557095418639	0.319206313655085	0.646047139794353	-0.277889818817065	-0.0481856097274101	0.322064498652488	-0.215903243384774	0.136976233001474	-0.398592095731545	0.879756426442401	-0.645875322731445
TRINITY_DN100514_c0_g1_i1	nkx2-4	Chr05	25188671	25188671	2.32235118570645	0.346873481228025	0.424241268734166	0.999557095418639	2.54053707154459	2.74442094171506	2.55408162626807	2.4778272201363	2.08979419085037	-0.054097178681938	2.5670773777576	2.07246179272817	2.81780639033168	2.05667059822235
TRINITY_DN100638_c0_g2_i1	srp54	Chr08	89146521	89146521	7.43866919314695	0.128322686458285	0.263808215875747	0.999557095418639	7.4946607922217	7.50984154594001	7.31462498793321	7.38847939842296	7.47035822300812	7.40926864316198	7.43823702767226	7.2460994651218	7.57759616816874	7.50710424741102
TRINITY_DN100835_c0_g1_i1	Xetrov90013145m	Chr05	14816595	14816595	2.9510858562188	0.250299206560909	0.493508476975142	0.999557095418639	3.27416328855306	3.16029433765166	2.32410194966302	1.50451567532724	3.06056221207086	3.40177579112478	3.57145815999755	2.83647871022237	2.93165963349062	2.34287920689557
TRINITY_DN101042_c0_g2_i1	clpx	Chr03	117918294	117918294	4.08149771700566	-0.212907242296447	0.328095104483847	0.999557095418639	4.00912153991285	3.53283276702235	4.35335290541665	4.19958280921628	4.08557429906221	3.97072194799786	4.14635902615542	4.3429876569882	4.15072589042205	3.85428135613757
TRINITY_DN101047_c0_g1_i2	LOC100485326	Chr08	96020909	96020909	2.92870817272718	-0.114624381784018	0.690010736864666	0.999557095418639	3.09283956518025	3.32102287662212	2.87090915024816	3.15044461153578	2.55480872947788	2.55294775913865	2.79072280913516	3.17919088781141	2.81780639033168	2.78637059595441
TRINITY_DN101072_c0_g2_i2	spdyc	Chr04	38584858	38584858	0.336453910540834	-1.91354151246828	0.00770814626950767	0.327063539679354	0.616635012844477	-0.368346696020399	0.757186860597879	2.32052811242023	-0.658929929282686	0.0913777070840843	-0.0624405079436986	-1.41292542987506	-0.896047152478843	-0.975135434983124
TRINITY_DN101150_c0_g2_i1	esrra	Chr04	39939444	39939444	3.98165507494071	0.291732330606498	0.206238435448076	0.999557095418639	3.56275782342282	3.85514809681934	4.04842291759498	3.81333453949688	4.41766684766378	3.69147123370638	4.00044182945824	3.98415052373148	4.40843560085656	3.76021819655657
TRINITY_DN101232_c0_g1_i1	scn3b	Chr07	54900494	54900494	7.89603981286484	0.0766531700997634	0.650875779375075	0.999557095418639	8.10051811893707	8.07736508539157	8.06656100620275	7.83817514415232	7.5632631839322	7.21754330064934	8.10961599888454	7.90326742093279	7.81680149376034	8.03262976944799
TRINITY_DN101247_c0_g3_i1	chst7	Chr02	111324143	111324143	3.06432357087289	0.0409351192213833	0.881745221618563	0.999557095418639	3.35693844897588	3.35855508506172	3.10657491543862	3.24103475527777	3.04716848718646	2.60233834646754	2.8768861639774	2.81045596068754	3.01151567318839	3.0813181778004
TRINITY_DN101292_c0_g1_i3	c16orf45	Chr09	28224425	28224425	5.36676610897685	-0.130306956861516	0.499505224364145	0.999557095418639	5.13914529621066	5.02884623068497	5.72499772911522	5.60667038302786	5.37752209292667	5.32192116184883	5.55744390231833	5.27828648217405	5.54121616270097	4.86787238619346
TRINITY_DN101326_c0_g1_i1	itgb1bp2	Chr08	23058002	23058002	1.03390877598944	-2.01476646458681	0.0238325985193526	0.623470334198002	0.14380953637415	0.519213645273353	-0.045388164333432	-2.01236509818939	-1.31452078498801	3.49625718566284	-0.569752754352959	0.344067195445154	-0.27430665275266	0.36867786244158
