gid	gname	chr	start	end	logCPM	logFC.XYliver.XXliver	PV.XYliver.XXliver	FDR.XYliver.XXliver
TRINITY_DN101072_c0_g2_i2	spdyc	Chr04	38584858	38584858	0.6357026560124	-4.56047826234391	6.06858709502441e-06	0.000910483825127694
TRINITY_DN105438_c0_g1_i1	LOC100492550	Chr01	98813361	98813361	1.81787521800435	-5.75666726947041	0.000575429973278764	0.0294101627002146
TRINITY_DN105647_c0_g2_i1	ccnb1	Chr01	173679416	173679416	1.04563386305736	-4.50232668216377	1.58958156459143e-07	4.10730214273042e-05
TRINITY_DN110103_c0_g1_i1	vegt	Chr01	144396774	144396774	0.047055850287226	-3.75080904603561	4.77255791196735e-05	0.00482547105403482
TRINITY_DN110205_c0_g1_i1	LOC100493461	Chr03	49725402	49725402	5.40132812445441	-3.1118110311258	3.62096030704777e-10	2.40586948401131e-07
TRINITY_DN110856_c0_g1_i2	LOC100492713	Chr10	31128083	31128083	0.860325855985529	4.12742829330555	8.63485843883464e-06	0.00125502270621937
TRINITY_DN112248_c0_g1_i1	LOC100490871-like	Chr08	49569400	49569400	0.6211792633311	-4.42771783834718	2.48459353773738e-05	0.00285329494913989
TRINITY_DN114606_c0_g2_i1	tekt1	Chr02	37000751	37000751	0.911104461200232	-5.62974047082214	1.89634240633989e-09	1.03763394492786e-06
TRINITY_DN114876_c0_g1_i1	s100z	Chr01	164876388	164876388	1.28533074503387	-4.47175161818265	4.44604021091873e-05	0.00454473253208417
TRINITY_DN115768_c0_g1_i1	daw1	Chr05	125223404	125223404	0.616215166434087	-5.2613609723607	7.52945838109866e-09	3.50195109304899e-06
TRINITY_DN116267_c0_g2_i1	efhb	Chr06	78601633	78601633	0.205860601813385	-6.65327663554646	3.15893968231006e-07	7.53447613457645e-05
TRINITY_DN116445_c0_g1_i2	spata18-like	Chr03	107714407	107714407	0.822038889642644	-7.37025129032051	3.24762176276145e-11	3.0209377637207e-08
