gid	gname	chr	start	end	logCPM	logFC.XYliver.XXliver	PV.XYliver.XXliver	FDR.XYliver.XXliver
TRINITY_DN101072_c0_g2_i2	spdyc	Chr04	38584858	38584858	0.6357026560124	-4.56047826234391	6.06858709502441e-06	0.000910483825127694
TRINITY_DN102252_c0_g2_i1	ccdc39	Chr05	95583263	95583263	0.794194674688271	-2.12352888118974	0.000567938533559442	0.0293005887197334
TRINITY_DN104464_c0_g1_i1	fam57a	Chr02	92704574	92704574	3.31118281988437	-2.11140061841871	1.24845540255674e-05	0.00165901887922611
TRINITY_DN105266_c0_g2_i1	fgf23.1	Chr03	2636733	2636733	0.39483838952282	2.37649969865181	0.000486284482363023	0.0263880467934256
TRINITY_DN105438_c0_g1_i1	LOC100492550	Chr01	98813361	98813361	1.81787521800435	-5.75666726947041	0.000575429973278764	0.0294101627002146
TRINITY_DN105647_c0_g2_i1	ccnb1	Chr01	173679416	173679416	1.04563386305736	-4.50232668216377	1.58958156459143e-07	4.10730214273042e-05
TRINITY_DN109371_c1_g1_i3	gstt1-like.2	Chr01	144545279	144545279	0.234390170010579	2.95600377971058	0.000271433474123273	0.0181645624193862
TRINITY_DN110103_c0_g1_i1	vegt	Chr01	144396774	144396774	0.047055850287226	-3.75080904603561	4.77255791196735e-05	0.00482547105403482
TRINITY_DN110205_c0_g1_i1	LOC100493461	Chr03	49725402	49725402	5.40132812445441	-3.1118110311258	3.62096030704777e-10	2.40586948401131e-07
TRINITY_DN110856_c0_g1_i2	LOC100492713	Chr10	31128083	31128083	0.860325855985529	4.12742829330555	8.63485843883464e-06	0.00125502270621937
TRINITY_DN110867_c0_g1_i1	LOC100490816	Chr07	110069925	110069925	2.69708511692381	-2.80291855115192	0.000224752349736826	0.0158333622606531
TRINITY_DN112248_c0_g1_i1	LOC100490871-like	Chr08	49569400	49569400	0.6211792633311	-4.42771783834718	2.48459353773738e-05	0.00285329494913989
TRINITY_DN112847_c0_g1_i1	dnali1	Chr02	58958061	58958061	1.56458473254486	-2.43669321228029	1.7261359312201e-05	0.0020852618743129
TRINITY_DN113738_c0_g2_i6	LOC101732387-like	Chr09	3111846	3111846	3.91807468319055	-2.53708651477771	2.68915394270067e-07	6.58276578289516e-05
TRINITY_DN114230_c0_g1_i1	akr1d1	Chr03	1394571	1394571	1.38472124798148	-2.23894303548996	0.000543010860330589	0.0285372148180516
TRINITY_DN114606_c0_g2_i1	tekt1	Chr02	37000751	37000751	0.911104461200232	-5.62974047082214	1.89634240633989e-09	1.03763394492786e-06
TRINITY_DN114876_c0_g1_i1	s100z	Chr01	164876388	164876388	1.28533074503387	-4.47175161818265	4.44604021091873e-05	0.00454473253208417
TRINITY_DN115768_c0_g1_i1	daw1	Chr05	125223404	125223404	0.616215166434087	-5.2613609723607	7.52945838109866e-09	3.50195109304899e-06
TRINITY_DN116267_c0_g2_i1	efhb	Chr06	78601633	78601633	0.205860601813385	-6.65327663554646	3.15893968231006e-07	7.53447613457645e-05
TRINITY_DN116300_c0_g1_i1	LOC100485470	scaffold_3458	958	958	4.72010062111892	2.34743505349841	0.00026981049258389	0.0181645624193862
TRINITY_DN116445_c0_g1_i2	spata18-like	Chr03	107714407	107714407	0.822038889642644	-7.37025129032051	3.24762176276145e-11	3.0209377637207e-08
TRINITY_DN116647_c0_g1_i2	aldoc	Chr02	27040961	27040961	2.75937002772585	-3.21980519434051	0.000438279155638763	0.0245594741310348
TRINITY_DN117118_c0_g1_i3	gcg.2	Chr02	139567073	139567073	0.455576962268117	3.8731393693763	0.000691606977550399	0.0340938913271601
TRINITY_DN117125_c0_g1_i1	cldn6.1	Chr09	7060698	7060698	0.404587285639343	-6.91557830599924	1.479107843327e-07	4.04666504665522e-05
