gid	gname	chr	start	end	logCPM	logFC.MT.FO	PV.MT.FO	FDR.MT.FO	A6MT1	A6FO1	A2FO2	A17MT1	A17FO1	A15MT1	A12MT1	A10FO1	A8FO2	A8MT1	average	ward.D
TRINITY_DN100108_c0_g1_i1	NA	NA	NA	NA	3.63250494675235	-8.41182018747478	7.40482699109873e-09	4.89125793316513e-08	-1.36644243431468	6.15462401358199	1.83030082301096	-3.03046135528242	5.23995872805634	-3.03046135528243	-3.03046135528243	3.34596774630192	-3.03046135528243	-3.03046135528243	2	2
TRINITY_DN100115_c0_g2_i1	NA	NA	NA	NA	1.28875195419111	2.60175694026777	0.00267279592951536	0.0063454227299906	0.28941342329626	-3.03046135528243	-0.815207999004667	1.79191176852017	1.26741215266146	2.66659476346381	2.82739524688555	-0.571676842456071	-3.03046135528243	1.40358243787568	1	1
TRINITY_DN100287_c0_g2_i1	NA	NA	NA	NA	3.26042533536433	2.8215715270933	1.69885392449766e-08	1.05014204401098e-07	3.36786906873389	0.674509761659274	-0.183632539266071	4.14721342602469	0.756323571680466	4.21531151580962	3.99254600806008	1.83296100699632	2.2375976046132	4.39509271793406	1	1
TRINITY_DN100300_c0_g1_i1	NA	NA	NA	NA	0.0379037754661452	2.65819018423713	2.12629670131197e-05	7.74686195998431e-05	0.458207275289725	-0.83900199667788	-1.96482747670659	1.4261557758914	-2.41371928004365	0.41942362906694	1.08871828111072	-0.727311326909094	-2.26911349289849	-0.0949260828099281	1	1
TRINITY_DN100323_c0_g3_i1	NA	NA	NA	NA	1.03523279627767	-6.18960840767104	1.97962382571882e-17	3.87802360090601e-16	-1.86733777076641	1.42634995966413	2.13861614497945	-3.03046135528242	2.18955036284534	-3.03046135528243	-3.03046135528243	1.62341513732897	2.31362826635748	-3.03046135528243	2	2
TRINITY_DN100360_c0_g1_i1	NA	NA	NA	NA	1.59141568832585	-8.26868036387071	2.03111847688197e-09	1.47718884255578e-08	-2.64105490009355	4.14099446941982	0.455244579666687	-3.03046135528242	3.22145836526716	-3.03046135528243	-3.03046135528243	-0.571676842456071	-2.26911349289849	-3.03046135528243	2	2
TRINITY_DN100379_c0_g1_i1	NA	NA	NA	NA	0.928185357598993	-3.33374910433407	9.53971929289876e-07	4.44226634773588e-06	-1.68037604040924	2.52209368492832	1.52967350857398	-1.46999103494067	2.30839902760915	-0.311455145031558	-1.46226148745658	-0.901788458853405	1.37261085073372	-1.4478474790892	2	2
TRINITY_DN100399_c0_g2_i1	nr1d1	scaffold_39	360002	360002	0.0623574095922617	-1.83223994972442	0.00258720200999803	0.00616144466995462	-0.614172425644466	0.518347470623757	0.254158572476268	-0.737974170617617	-0.959917132845706	-2.33405289080534	-0.548696263540164	1.41586719504413	1.05587161189814	-1.15855456292794	2	2
TRINITY_DN100411_c0_g3_i1	NA	NA	NA	NA	0.692995948531789	-2.18389500927634	3.87055689004839e-05	0.000135005118973994	-0.0638838176149616	0.859472833153335	1.91803552678301	-0.361179531903267	1.14498913436384	-0.454247518724786	-1.46226148745658	1.71696998611639	0.798007466525687	-1.4478474790892	2	2
TRINITY_DN100465_c0_g1_i1	NA	NA	NA	NA	0.0989571018206713	-2.182147101648	0.00081938047864609	0.00218252816102487	-2.08218705578561	-0.581668425902157	1.20632147484491	-0.889151296028653	-0.142760259575653	-1.2306020353943	-1.82242494761513	1.62341513732897	0.483800185728193	-0.226126796193344	2	2
