gene	logFC
TRINITY_DN115726_c0_g4_i1	-2.47809759274882
TRINITY_DN121083_c0_g1_i2	-3.82489126648156
TRINITY_DN131071_c0_g1_i1	-2.41140691536246
TRINITY_DN132156_c4_g2_i1	-1.99844048319591
TRINITY_DN119005_c4_g1_i1	-2.28081537849895
TRINITY_DN103720_c0_g1_i2	-1.98600460902685
TRINITY_DN115817_c2_g3_i1	-3.92735670887035
TRINITY_DN134065_c2_g5_i3	-1.81909114092665
TRINITY_DN105911_c1_g4_i1	-1.67025109520067
TRINITY_DN124929_c0_g6_i1	-2.8485348249878
TRINITY_DN131435_c1_g4_i1	-3.47300013408897
TRINITY_DN128714_c1_g1_i1	-9.53771041217801
TRINITY_DN111328_c0_g1_i1	-6.9088228380236
TRINITY_DN111790_c1_g2_i1	-3.42617066672962
TRINITY_DN37225_c0_g1_i1	-10.3631652196688
TRINITY_DN106825_c0_g1_i1	-3.22013690401752
TRINITY_DN126137_c6_g8_i3	-1.84068544895332
TRINITY_DN126089_c1_g1_i2	-3.24084279851393
TRINITY_DN134053_c4_g1_i1	-1.46442173610364
TRINITY_DN81092_c0_g1_i1	-2.37948774888702
TRINITY_DN99021_c0_g2_i1	-10.7980186937539
TRINITY_DN130497_c4_g6_i3	-1.70572192637944
TRINITY_DN130174_c0_g1_i1	-2.01080540595002
TRINITY_DN127377_c4_g2_i1	-1.51199748680251
TRINITY_DN134505_c1_g8_i1	-1.91775218229159
TRINITY_DN133025_c0_g2_i6	-3.62189367769329
TRINITY_DN131626_c4_g3_i1	-3.50731304221545
TRINITY_DN131907_c0_g25_i6	-8.93305376089286
TRINITY_DN124256_c0_g1_i2	-5.24460939229802
TRINITY_DN129342_c0_g1_i2	-2.43657814554486
TRINITY_DN128966_c0_g1_i1	-2.43379409973648
