gid	gname	chr	start	end	logCPM	logFC.M23.F23	PV.M23.F23	FDR.M23.F23
TRINITY_DN129733_c3_g5_i1	iqgap1-like.1	Chr03	96927798	96927798	1.50287702376837	4.45451460190169	7.58664886682053e-18	2.02639391232776e-14
TRINITY_DN180950_c0_g1_i1	NA	NA	NA	NA	0.490122663607472	3.27862057140775	2.46714846645734e-05	0.029653890992584
TRINITY_DN126986_c0_g1_i1	NA	NA	NA	NA	2.00993261852027	2.78401639802083	5.41464246238391e-09	1.30162590153247e-05
TRINITY_DN209985_c0_g1_i1	NA	NA	NA	NA	1.36940784698272	2.41328229663867	3.77045813491966e-08	8.23982210048489e-05
TRINITY_DN114651_c0_g1_i3	NA	NA	NA	NA	4.56732927117868	-1.09728871913109	1.69686339116944e-05	0.0214688942422748
TRINITY_DN134625_c0_g1_i4	NA	NA	NA	NA	4.49917869003347	2.4480172532571	2.9458468663912e-07	0.000544732406316755
TRINITY_DN128130_c4_g11_i1	NA	NA	NA	NA	0.605061698127063	9.19039043893923	1.89056933788195e-21	9.08947926266882e-18
TRINITY_DN100586_c0_g2_i1	NA	NA	NA	NA	1.06935402502601	-9.66855580982409	8.2737885568164e-21	3.31489338528849e-17
TRINITY_DN127464_c0_g2_i1	NA	NA	NA	NA	0.460850266880458	9.03535870254697	5.33813325073631e-19	1.60404231518063e-15
TRINITY_DN112907_c0_g1_i1	NA	NA	NA	NA	0.65459053934865	9.24579995725764	1.72425511361736e-22	1.03623421690619e-18
TRINITY_DN180929_c0_g1_i1	NA	NA	NA	NA	0.166157585182858	2.93999551314857	5.06438538921377e-06	0.00811618402475399
TRINITY_DN127055_c1_g5_i1	NA	NA	NA	NA	2.33873867440007	10.9743308634682	7.83733492165701e-38	9.42008470908564e-34
TRINITY_DN131242_c2_g2_i1	NA	NA	NA	NA	1.39869766326028	4.06896069928127	1.38919938159668e-05	0.0185527577412237
TRINITY_DN44748_c0_g1_i1	NA	NA	NA	NA	0.212774592147205	-8.7326984890941	4.74010688129935e-08	9.49561910996292e-05
TRINITY_DN93628_c0_g1_i1	NA	NA	NA	NA	1.34992216062497	3.68122604008873	4.25946326243609e-06	0.00731380266897866
TRINITY_DN119122_c0_g3_i1	NA	NA	NA	NA	1.70549638945918	-6.53232923256205	1.18454196409546e-05	0.0167501201617004
TRINITY_DN128967_c0_g4_i1	NA	NA	NA	NA	0.0932263563187612	5.87362429919835	1.16982087499599e-05	0.0167501201617004
TRINITY_DN135864_c0_g11_i1	NA	NA	NA	NA	2.67296031618803	11.3140440935668	2.5271899810506e-49	6.07511199544754e-45
TRINITY_DN127464_c0_g7_i1	NA	NA	NA	NA	1.11824941090527	9.73899864878925	1.25407751920946e-20	4.3066813548966e-17
TRINITY_DN113348_c0_g3_i1	NA	NA	NA	NA	1.07075458798794	7.82859593744358	1.06332067140925e-22	8.52038854000236e-19
