gid	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	A10FO1	A15MT1	A17FO1	A17MT1	A2FO2	A6FO1	A6MT1	A8FO2	A8MT1	A12MT1	average	ward.D
TRINITY_DN100108_c0_g1_i1	drap1	Chr04	37112616	37112616	3.67932797563806	-8.43345709211612	6.66300258682694e-09	4.35077631949564e-08	3.34853704320232	-2.99796005792255	5.29722731507359	-2.99796005792255	1.88455976705627	6.20229366459386	-1.34006599020484	-2.99796005792255	-2.99796005792255	-2.99796005792255	2	2
TRINITY_DN100115_c0_g2_i1	NA	NA	NA	NA	1.33297265840631	2.56813284677338	0.00291489801774727	0.00686431098960108	-0.563916849789896	2.75343587257532	1.36214376093223	1.80586777422902	-0.765001128400702	-2.99796005792255	0.313856779637822	-2.99796005792255	1.39117413426532	2.86233392417186	1	1
TRINITY_DN100287_c0_g2_i1	NA	NA	NA	NA	3.28630176693862	2.81902654614842	8.55863101215200e-09	5.49467033677146e-08	1.83621331585029	4.30284235326558	0.81188597331451	4.16061909905906	-0.131714442754818	0.720023191770149	3.39151941134175	2.26345295277471	4.3807487062794	4.01114751735665	1	1
TRINITY_DN100300_c0_g1_i1	NA	NA	NA	NA	0.0651926591413947	2.64953876183546	2.07815061572824e-05	7.63692423698144e-05	-0.718919432558737	0.502331339505667	-2.37252610522872	1.44030910481918	-1.92051779929124	-0.79548560683347	0.482551338198508	-2.23940627679385	-0.103300882477705	1.10802134581805	1	1
TRINITY_DN100323_c0_g3_i1	NA	NA	NA	NA	1.07332551760138	-6.19717916195378	3.41482124506831e-18	6.92791072740477e-17	1.62683175754085	-2.99796005792255	2.24623764316786	-2.99796005792255	2.19302318197724	1.47230026560574	-1.83978716124831	2.3394745037443	-2.99796005792255	-2.99796005792255	2	2
TRINITY_DN100360_c0_g1_i1	NA	NA	NA	NA	1.64187383974738	-8.29104597535098	1.23107252356704e-09	9.10291580847997e-09	-0.563916849789896	-2.99796005792255	3.27848345847366	-2.99796005792255	0.508276284562875	4.1919426568468	-2.61066753377451	-2.23940627679385	-2.99796005792255	-2.99796005792255	2	2
TRINITY_DN100379_c0_g1_i1	NA	NA	NA	NA	0.972641327962846	-3.34415085509302	8.00279233502565e-07	3.78357095614524e-06	-0.892602586641722	-0.231842715842968	2.36513859638848	-1.45017078580702	1.58375411983887	2.56838378898815	-1.65331184700345	1.39861195448511	-1.44656475484466	-1.43902908156874	2	2
TRINITY_DN100399_c0_g2_i1	ifnar1	Chr02	10560295	10560295	0.0898027919155548	-1.84051800300503	0.00221669809698337	0.00536516565475216	1.41947184454809	-2.28009208029494	-0.908445402552098	-0.72075617408996	0.306891402831319	0.56373791081066	-0.588946293342071	1.08195206393557	-1.16014878653237	-0.527685176757713	2	2
TRINITY_DN100411_c0_g3_i1	NA	NA	NA	NA	0.729067308991752	-2.19112625216836	2.9472832504124e-05	0.000105356853318497	1.72031029406554	-0.375498906569855	1.2009735171636	-0.344867587739582	1.972339882515	0.905115707080422	-0.0391909609261667	0.824166694820765	-1.44656475484466	-1.43902908156874	2	2
TRINITY_DN100465_c0_g1_i1	NA	NA	NA	NA	0.128507462608169	-2.19378053944441	0.000687702842804378	0.00186227057180012	1.62683175754085	-1.15840413016613	-0.0887442933249175	-0.87149802272488	1.2601638637776	-0.537649652367796	-2.05399406152468	0.510076519315198	-0.233908181199313	-1.79785149059247	2	2
TRINITY_DN100550_c0_g2_i1	NA	NA	NA	NA	1.34473295171215	-2.0970170655831	2.41228581094381e-05	8.77619221011005e-05	1.34315430016402	0.12917717554021	2.6569166656538	-0.344867587739582	1.08220105090497	2.02544872109043	-0.158256302068959	2.38801747940293	-0.103300882477705	0.590525721713632	2	2
TRINITY_DN100586_c0_g1_i1	mogat1-like.1	Chr02	169580384	169580384	0.0394840777481785	3.93011232113194	4.53911022030332e-06	1.8703621291332e-05	-1.59113943744126	-0.231842715842968	-2.99796005792255	0.535638545847211	-1.31063823358995	-2.99796005792255	1.37415189893143	-2.99796005792255	1.90724983688529	-1.15191242428794	1	1
TRINITY_DN100595_c0_g1_i1	NA	NA	NA	NA	7.14224297748955	0.913138141918226	0.00112053418863747	0.00290399210748551	7.07221415105973	7.57924885125423	6.40078807679832	7.08934844908825	6.10882390826475	6.24366501792471	6.99416009653672	6.98165867109979	8.03067801487508	7.6876359111181	1	1
TRINITY_DN100638_c0_g2_i1	LOC100495096	scaffold_261	12460	12460	7.46284319546939	-1.26071951189475	7.7369802969258e-08	4.30234842244629e-07	8.2441011138769	7.03910964063434	7.91860781368988	6.62017695060418	7.6901003246	7.92130579448835	6.29585830640405	7.9675301955302	6.60907166113269	6.82962072639957	2	2
TRINITY_DN100806_c0_g1_i1	NA	NA	NA	NA	1.21189723284098	-2.97491647785667	1.02865004262528e-06	4.779885676957e-06	2.73805460268875	-1.15840413016613	0.754951199451476	-0.45961570528909	1.53845526834271	0.768569745289031	-0.0974956749996787	2.87040296856583	-0.921284252225588	-1.43902908156874	2	2
TRINITY_DN100830_c0_g1_i2	NA	NA	NA	NA	1.126675407421	3.69962933199516	9.22506929840348e-10	6.93725211239942e-09	-1.09009400491204	2.40339651734476	-0.441144904314695	2.03505976797282	-2.99796005792255	-1.10965097845195	2.20055910437998	-1.74482535212449	1.43482460804468	1.60826023221057	1	1
TRINITY_DN100835_c0_g1_i1	NA	NA	NA	NA	5.02619198059561	6.56209495346673	6.51820834383413e-31	3.34206318720223e-29	-1.59113943744126	5.57720957943852	1.06705801106724	5.17732625538712	-0.655670257463085	-1.10965097845195	5.8275288579234	-1.08447685368272	6.71355616999181	6.25519942130351	1	1
TRINITY_DN100882_c0_g1_i1	NA	NA	NA	NA	7.03811098181217	-0.613091923615191	0.0247549996034615	0.0457877175579316	6.86523085917483	7.26937882887761	7.30621656831139	6.97525662632368	7.17798038925346	7.58464338339169	6.22996532419245	7.51515244953502	6.0660945909108	6.60852244504563	2	2
TRINITY_DN100904_c0_g1_i1	NA	NA	NA	NA	0.870066314075162	-3.5574920844471	1.10305358649616e-09	8.21825921775213e-09	0.774101599130098	-1.80292797438222	2.09387353338388	-1.03984801712842	1.93786606340245	2.19488406959328	-0.969615383006301	0.89305824568305	-2.2810409178438	-1.43902908156874	2	2
TRINITY_DN100998_c0_g1_i1	NA	NA	NA	NA	2.45286980184402	1.20013249421846	0.025576604290287	0.0470735781406691	2.40421791882238	2.02851829236191	1.06705801106724	3.26855794275613	2.27816096483445	-0.79548560683347	3.30413851419249	2.007921489197	2.80195099385238	2.86233392417186	1	1
TRINITY_DN101035_c0_g3_i1	ptbp3	Chr01	95962064	95962064	2.85715867218244	-3.14314181778469	1.26633971561085e-09	9.34225767958821e-09	3.8607174922909	0.863969704330517	2.79039882106828	-0.87149802272488	3.66973943583813	3.17502640614247	1.23932205863882	4.42723973351286	0.984291537005363	0.1371508087865	2	2
TRINITY_DN101042_c0_g2_i1	ca14	Chr08	111966709	111966709	4.550846059791	-1.66043352335059	8.00319175652707e-07	3.78357095614524e-06	4.6793204800315	3.18328579276825	5.56902371540925	2.72831454162535	5.04314533360262	5.06839141991465	3.80357644559988	5.25327379198401	3.78894470137619	3.71361149984601	2	2
TRINITY_DN101047_c0_g1_i2	NA	NA	NA	NA	5.37559758483726	-2.88217885851841	8.59104070572374e-22	2.37808439657825e-20	6.08751150905102	3.65009462400403	5.9240769091403	3.33030416841897	6.26646182686162	6.15400170086149	3.32093066653603	6.46260712069688	2.60585765510526	3.50240068526214	2	2
TRINITY_DN101072_c0_g1_i1	NA	NA	NA	NA	0.0962443853004909	-3.14795319114412	1.65828086964947e-06	7.39782804415503e-06	1.2625730131779	-1.44496882663736	1.28380810535397	-2.02574979832749	0.984247376213645	-1.29677671601456	-1.48820385908245	0.958809475396001	-1.80429143798462	-1.79785149059247	2	2
TRINITY_DN101072_c0_g2_i2	NA	NA	NA	NA	9.99466822908822	-5.89185828558378	8.46735267123305e-49	9.59916966145818e-47	11.3775909145072	5.61333598065	10.8041177750831	4.65009267169346	10.8671416580835	10.0265996285476	5.29886155298854	11.3843459807252	4.56390926619443	5.02005285587915	2	2
TRINITY_DN101116_c0_g3_i1	grhl3	Chr02	55205102	55205102	0.487845663287174	-6.20167056358291	2.16071324601833e-14	2.95607585386134e-13	1.38181765652292	-1.80292797438222	0.277463716913378	-2.99796005792255	2.07107821782026	1.47230026560574	-2.99796005792255	1.1954053249153	-2.99796005792255	-2.99796005792255	2	2
TRINITY_DN101150_c0_g1_i1	NA	NA	NA	NA	4.5487902199396	-2.091770350573	3.33625077988118e-09	2.29538937463005e-08	5.17654275736309	3.70469663882605	5.59966215507428	2.91261432901164	4.67576124991444	5.2244557886072	3.55184606189584	5.38168276679089	2.35633098852326	2.87835667349834	2	2
TRINITY_DN101193_c0_g1_i1	stc2	Chr03	33855176	33855176	0.555171377702929	-2.08926927220524	0.00018218284802616	0.000559418136854522	0.885922866020297	-1.15840413016613	1.43644410583544	-1.70944446941556	0.842351833196037	1.06913903578164	0.0707926907670541	1.65812350609746	0.0164578566105598	-1.79785149059247	2	2
TRINITY_DN101232_c0_g1_i1	rybp	Chr04	129685828	129685828	1.13824666821984	3.19819020463239	1.51209487245691e-08	9.36909099770061e-08	-0.17919537337225	1.77997164253971	-0.313871195579616	1.70292025893073	-1.48675227246196	-1.10965097845195	1.79855865518969	-2.99796005792255	2.52738150471964	1.82216587663971	1	1
TRINITY_DN101247_c0_g3_i1	NA	NA	NA	NA	2.27006618094549	1.00593714815074	0.0243294508188653	0.0451375337560527	1.08650488366307	2.40339651734476	2.24623764316786	2.03505976797282	2.13333875360343	0.720023191770149	2.78048223623868	1.73519751967411	2.97455228941523	2.98579380338643	1	1
TRINITY_DN101361_c0_g1_i2	NA	NA	NA	NA	2.58406506731791	1.50840249334392	0.00202709289686528	0.00494819473634287	1.91741195150988	4.19254284332134	1.43644410583544	2.3901731926061	1.14399351360884	1.68957277565867	2.08734594837491	2.007921489197	3.47027918880014	2.43403095237588	1	1
TRINITY_DN101369_c0_g1_i1	sec31a	Chr01	91624136	91624136	1.05989775355629	-3.40415896422023	4.66436696754835e-07	2.29105013591555e-06	-0.563916849789896	-0.714483395246306	2.95109799566107	-1.70944446941556	1.69114387542299	2.06485799580282	-1.83978716124831	1.39861195448511	-1.16014878653237	-0.527685176757713	2	2
TRINITY_DN101369_c0_g2_i1	NA	NA	NA	NA	0.215214226398316	-3.13825836002204	1.71495406302954e-06	7.63103819762257e-06	-0.0708055643582498	-1.15840413016613	1.60700173678105	-2.99796005792255	0.460503713650919	1.66413698668167	-1.48820385908245	0.419570320505005	-1.80429143798462	-1.15191242428794	2	2
TRINITY_DN101425_c0_g1_i1	NA	NA	NA	NA	1.50484300604025	-8.03103294797306	3.87759147478766e-22	1.10452605645467e-20	2.70793980349673	-2.99796005792255	1.5744652561746	-2.99796005792255	2.37152698719942	2.00533289596867	-2.99796005792255	3.17706079686899	-2.99796005792255	-2.27655694671776	2	2
TRINITY_DN101457_c0_g1_i1	NA	NA	NA	NA	7.47338552927853	-1.97517650354911	6.5501873335745e-16	1.06310954133411e-14	8.16629562845887	6.46497430907184	8.16692905557826	6.48611954227483	8.06554390791959	8.14435847992228	5.78781680032869	8.18403194146589	5.68283196560936	6.25059037098267	2	2
TRINITY_DN101477_c0_g1_i2	NA	NA	NA	NA	1.80445846396719	2.29955885066606	7.09138814462125e-05	0.000235891649281414	0.212679588126544	2.42523907573973	0.430737922013828	1.37483885779313	0.411094892942738	1.02984813507867	1.19142531915836	-1.37719464949659	3.55183581597364	2.79640182509994	1	1
TRINITY_DN101489_c0_g1_i1	s1pr2	Chr03	126673962	126673962	0.45745339172096	-8.31435529784466	1.15032833739636e-15	1.80218106192096e-14	1.83621331585029	-2.99796005792255	0.56928061384394	-2.99796005792255	2.08689705514499	-0.129136669770341	-2.99796005792255	1.49040129642076	-2.99796005792255	-2.99796005792255	2	2
TRINITY_DN101542_c0_g1_i1	NA	NA	NA	NA	7.08222179417999	-1.27762110053115	2.43385260653591e-08	1.46420572809201e-07	7.70969248541569	6.19786156814775	7.5897615220678	6.69836163376387	7.46877024077186	7.39859372755684	6.25493817415267	7.72338286069664	6.07646685169691	6.22419057699327	2	2
TRINITY_DN101592_c0_g2_i1	NA	NA	NA	NA	0.347866031097068	-5.06314852550719	1.89686186524793e-12	2.05144792329786e-11	0.774101599130098	-2.28009208029494	1.66995279208621	-2.43146444673032	1.31491959993944	0.115689954042009	-2.05399406152468	1.77224348572832	-2.99796005792255	-2.99796005792255	2	2
TRINITY_DN101610_c0_g2_i1	stag1	Chr05	128440591	128440591	7.1629730855233	-0.745688609310591	0.02220002541522	0.0416700701695119	7.98942463002643	7.07927073572617	7.25644925230537	6.38997634372494	6.58461664352525	7.24943800588564	5.72401802461431	7.92137941927337	7.34981727012067	6.65227818214842	2	2
TRINITY_DN101728_c0_g2_i1	epor	Chr03	129216492	129216492	1.84486572361783	3.49514533418345	1.28088233061509e-09	9.43719966645214e-09	0.296016038320809	2.28892949545294	-0.908445402552098	2.94680859605534	-0.883301745750118	-2.46157376169732	3.22902553905069	-0.0128351992782546	2.13603152532318	2.57833549079603	1	1
