gid	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary
TRINITY_DN122933_c2_g3_i2	fgfbp2	Chr01	16906025	16906025	6.24859369195552	3.10965827725185	8.87581292988104e-15	1.26094672353978e-13
TRINITY_DN110958_c0_g2_i1	LOC100486041-like	Chr01	65671663	65671663	0.358038320019839	8.2214229237938	2.74917087886403e-15	4.13776752823673e-14
TRINITY_DN106366_c0_g5_i1	nkx6-1	Chr01	92538054	92538054	6.41143866774901	-5.06976401889898	2.29349425975619e-50	2.81202339674455e-48
TRINITY_DN129802_c0_g3_i1	cds1	Chr01	92574911	92574911	1.36761458385244	4.4539146584351	2.71149614798261e-05	9.76554168238949e-05
TRINITY_DN127481_c0_g2_i1	oxa1l	Chr01	128276275	128276275	2.91901125972637	-5.84289825080959	4.50277822665523e-18	9.09424143181216e-17
TRINITY_DN127187_c0_g3_i1	klhl22	Chr01	144357725	144357725	3.4318476219577	4.49076644786418	2.06036760609373e-19	4.63428645996755e-18
TRINITY_DN132040_c1_g2_i1	AK6	Chr01	167473348	167473348	2.16974211119869	3.87740242348452	2.74209126287505e-07	1.39831778685491e-06
TRINITY_DN133657_c2_g6_i2	ptafr	Chr02	53507426	53507426	6.87014121618936	3.16208577440843	4.20101309967011e-23	1.29650965155346e-21
TRINITY_DN130180_c1_g4_i1	ampd1	Chr02	67073270	67073270	0.890824406443255	4.40333193823158	6.22115226638228e-08	3.50697639004458e-07
TRINITY_DN125152_c0_g1_i3	tubgcp5	Chr02	111290796	111290796	4.42900084457004	-3.73149016104724	1.31626913435538e-19	3.02393397872274e-18
TRINITY_DN112226_c0_g2_i2	mettl7a-like.2	Chr02	140004079	140004079	2.94055166993691	-6.84650797679798	3.62391201788874e-24	1.25008341167538e-22
TRINITY_DN100586_c0_g1_i1	mogat1-like.1	Chr02	169580384	169580384	0.0394840777481785	3.93011232113194	4.53911022030332e-06	1.8703621291332e-05
TRINITY_DN136097_c2_g1_i2	uhrf1bp1l	Chr03	11820351	11820351	5.33108286117234	4.69357356443966	5.56071039861972e-24	1.88362802691983e-22
TRINITY_DN130446_c1_g1_i6	LOC100487469	Chr03	12515401	12515401	4.83405458159876	5.71781559104509	1.88752143933947e-46	1.94440564710039e-44
TRINITY_DN117247_c0_g1_i1	emx1	Chr03	38196711	38196711	6.48683845226723	3.15132134676653	6.35674843203454e-13	7.35426895521535e-12
TRINITY_DN124155_c0_g1_i1	ankrd7	Chr03	59171581	59171581	4.91867892415044	-4.65424772285648	1.2923168658289e-21	3.50838369351383e-20
