gid	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary
TRINITY_DN126270_c1_g1_i1	avp	Chr01	6322131	6322131	1.65710216892997	-2.36446980074228	2.98501827395178e-07	1.51296365446758e-06
TRINITY_DN131082_c0_g3_i1	tmem129	Chr01	13302596	13302596	1.04521241803056	2.3301255881864	3.85763197712105e-06	1.60568592996035e-05
TRINITY_DN122933_c2_g3_i2	fgfbp2	Chr01	16906025	16906025	6.24859369195552	3.10965827725185	8.87581292988104e-15	1.26094672353978e-13
TRINITY_DN128039_c0_g1_i2	tbc1d1-like	Chr01	25964030	25964030	1.55892038618937	2.01255295951796	5.03589619356192e-05	0.000172188266333369
TRINITY_DN110958_c0_g2_i1	LOC100486041-like	Chr01	65671663	65671663	0.358038320019839	8.2214229237938	2.74917087886403e-15	4.13776752823673e-14
TRINITY_DN134704_c1_g4_i2	LOC100487964	Chr01	80157397	80157397	2.62167940892456	2.77882243113569	2.07129591444704e-08	1.258881951284e-07
TRINITY_DN130304_c0_g2_i2	LOC100495756-like	Chr01	83427263	83427263	0.812782864648736	2.64313380689854	5.96387201897108e-05	0.000201173673367206
TRINITY_DN119243_c0_g1_i3	theg-like	Chr01	86248597	86248597	6.83669872901181	-2.64803742342617	3.35302151540773e-18	6.8086557504589e-17
TRINITY_DN106366_c0_g5_i1	nkx6-1	Chr01	92538054	92538054	6.41143866774901	-5.06976401889898	2.29349425975619e-50	2.81202339674455e-48
TRINITY_DN129802_c0_g3_i1	cds1	Chr01	92574911	92574911	1.36761458385244	4.4539146584351	2.71149614798261e-05	9.76554168238949e-05
TRINITY_DN131253_c3_g2_i6	rorb	Chr01	119060204	119060204	3.80067301438206	2.81993033825717	1.19855902376969e-10	1.01614023210237e-09
TRINITY_DN127481_c0_g2_i1	oxa1l	Chr01	128276275	128276275	2.91901125972637	-5.84289825080959	4.50277822665523e-18	9.09424143181216e-17
TRINITY_DN129065_c4_g8_i1	nf2	Chr01	132339470	132339470	3.11209875715605	2.54829136239545	1.28076422832924e-08	8.03505033123126e-08
TRINITY_DN133089_c1_g2_i1	rab35	Chr01	142942379	142942379	1.03127187882012	2.18031037680893	0.00150389544070775	0.00378574884427214
TRINITY_DN127187_c0_g3_i1	klhl22	Chr01	144357725	144357725	3.4318476219577	4.49076644786418	2.06036760609373e-19	4.63428645996755e-18
TRINITY_DN132040_c1_g2_i1	AK6	Chr01	167473348	167473348	2.16974211119869	3.87740242348452	2.74209126287505e-07	1.39831778685491e-06
TRINITY_DN123781_c4_g1_i1	fgf10	Chr01	181617251	181617251	4.3559683451558	2.69221281368158	1.37375317552118e-06	6.22952193763975e-06
TRINITY_DN129294_c9_g2_i1	pdzd2	Chr01	187673939	187673939	0.904401723130848	2.67263099248336	0.00756459147191617	0.0161423745371196
TRINITY_DN127761_c0_g1_i1	olig1	Chr02	10780756	10780756	2.04283622426009	2.25153188515678	2.82782661119005e-05	0.000101520955360356
TRINITY_DN130106_c0_g1_i4	chmp2b	Chr02	18650651	18650651	4.23647942269575	2.73091273047754	7.23662231806565e-08	4.04004453094682e-07
TRINITY_DN112067_c0_g1_i2	lin28a	Chr02	51671638	51671638	-0.0195307071337593	-2.18286071302383	0.000893228134218005	0.00236073415041684
TRINITY_DN133657_c2_g6_i2	ptafr	Chr02	53507426	53507426	6.87014121618936	3.16208577440843	4.20101309967011e-23	1.29650965155346e-21
TRINITY_DN130180_c1_g4_i1	ampd1	Chr02	67073270	67073270	0.890824406443255	4.40333193823158	6.22115226638228e-08	3.50697639004458e-07
TRINITY_DN125152_c0_g1_i3	tubgcp5	Chr02	111290796	111290796	4.42900084457004	-3.73149016104724	1.31626913435538e-19	3.02393397872274e-18
TRINITY_DN112226_c0_g2_i2	mettl7a-like.2	Chr02	140004079	140004079	2.94055166993691	-6.84650797679798	3.62391201788874e-24	1.25008341167538e-22
TRINITY_DN124267_c8_g1_i2	LOC100490819	Chr02	141316625	141316625	1.92024772193527	-2.01758484117922	0.00810350440581953	0.0171544580459124
TRINITY_DN100586_c0_g1_i1	mogat1-like.1	Chr02	169580384	169580384	0.0394840777481785	3.93011232113194	4.53911022030332e-06	1.8703621291332e-05
TRINITY_DN136097_c2_g1_i2	uhrf1bp1l	Chr03	11820351	11820351	5.33108286117234	4.69357356443966	5.56071039861972e-24	1.88362802691983e-22
TRINITY_DN130446_c1_g1_i6	LOC100487469	Chr03	12515401	12515401	4.83405458159876	5.71781559104509	1.88752143933947e-46	1.94440564710039e-44
TRINITY_DN129538_c1_g1_i3	prmt8	Chr03	13801562	13801562	5.35526534139428	2.24948174288783	2.10100213020737e-11	1.99237528614873e-10
TRINITY_DN135751_c6_g7_i1	tlx3	Chr03	22640473	22640473	6.51468607903069	-2.64059958324092	2.16191929048674e-23	6.86942242160294e-22
TRINITY_DN101193_c0_g1_i1	stc2	Chr03	33855176	33855176	0.555171377702929	-2.08926927220524	0.00018218284802616	0.000559418136854522
TRINITY_DN117247_c0_g1_i1	emx1	Chr03	38196711	38196711	6.48683845226723	3.15132134676653	6.35674843203454e-13	7.35426895521535e-12
TRINITY_DN88001_c0_g3_i1	alx1	Chr03	44294726	44294726	3.02327509297092	2.95609986175883	0.00170512180046831	0.00424258826718486
TRINITY_DN125974_c13_g1_i1	wif1	Chr03	48342839	48342839	1.94790987458401	2.32872320872869	2.16288152331292e-06	9.43802846536545e-06
TRINITY_DN123796_c0_g1_i1	caps2-like	Chr03	51586031	51586031	6.00599404514549	-2.69143085266246	1.9383025404151e-20	4.81587062904896e-19
TRINITY_DN124155_c0_g1_i1	ankrd7	Chr03	59171581	59171581	4.91867892415044	-4.65424772285648	1.2923168658289e-21	3.50838369351383e-20
TRINITY_DN118152_c0_g1_i1	LOC100488336	Chr03	77015387	77015387	1.05972017038102	7.61799892095432	2.35185954511882e-20	5.81138568870544e-19
TRINITY_DN131810_c3_g8_i1	chrnb4	Chr03	80472595	80472595	0.611957085164609	-5.71511969864658	1.02977599471644e-08	6.53862832558483e-08
TRINITY_DN89944_c0_g1_i1	herc1-like	Chr03	81676183	81676183	-0.0897871065277138	-2.41991811733832	0.00124387213701583	0.00318774910951688
TRINITY_DN131690_c0_g1_i2	LOC100494761	Chr03	85691741	85691741	5.23759589142422	-6.40431583709523	7.05217176177382e-53	9.35864676150691e-51
TRINITY_DN132184_c0_g2_i1	pigb	Chr03	90802306	90802306	0.812986239863015	-2.9777089123557	1.26646004766588e-05	4.82542453560924e-05
TRINITY_DN133878_c1_g2_i1	synm	Chr03	105100692	105100692	1.99896734072234	-3.13516315472743	0.000945785691462674	0.00248711099188692
TRINITY_DN118819_c0_g1_i1	nfu1	Chr03	111667417	111667417	8.78578550885716	3.45659588512684	3.7222206621276e-12	3.86261720964115e-11
TRINITY_DN128376_c3_g6_i2	mxd1	Chr03	111953768	111953768	0.812601541289462	-3.03751245959847	3.57523853009725e-06	1.4989292183422e-05
TRINITY_DN136394_c9_g1_i1	mthfd2	Chr03	112964722	112964722	6.73836551767709	2.0405111705405	8.51666786527277e-09	5.46928628068755e-08
TRINITY_DN126066_c2_g1_i1	ctdspl2	Chr03	115925040	115925040	0.550777139559177	-4.32284833730907	4.82292988771277e-08	2.76999231840122e-07
TRINITY_DN122615_c0_g2_i1	vwa9	Chr03	117485743	117485743	1.27872442351894	-2.90101045176023	0.00488423908981742	0.0108967992351939
TRINITY_DN124874_c1_g1_i1	mak16	Chr03	118694219	118694219	2.11094304356784	3.06912710488715	0.00034350792238032	0.000993148626028452
TRINITY_DN130487_c8_g1_i1	lphn1-like	Chr03	123924922	123924922	4.75767070541565	-2.17578230260481	9.31505030456905e-10	7.0025836344911e-09
TRINITY_DN101489_c0_g1_i1	s1pr2	Chr03	126673962	126673962	0.45745339172096	-8.31435529784466	1.15032833739636e-15	1.80218106192096e-14
TRINITY_DN113089_c0_g1_i1	dennd1c	Chr03	130164332	130164332	0.144590352861721	5.43250770440182	2.55964006906504e-11	2.38913859983894e-10
TRINITY_DN108668_c0_g1_i1	slc35c1	Chr04	5695930	5695930	2.45978047514618	-3.86410452723135	1.63482947649783e-12	1.78950766568612e-11
TRINITY_DN4063_c0_g1_i1	far1	Chr04	8115536	8115536	0.860012855716875	2.46329180900993	9.62899306916766e-07	4.49938035709243e-06
TRINITY_DN138660_c0_g1_i1	mrpl23	Chr04	12675521	12675521	1.16353913030225	-5.85183940288845	2.48515589724974e-10	2.01455684663867e-09
TRINITY_DN134054_c8_g8_i3	fen1	Chr04	14025339	14025339	4.4360148081896	-2.46992507339518	7.79122008993876e-07	3.69342141687368e-06
TRINITY_DN134911_c5_g1_i2	LOC101731749	Chr04	23281296	23281296	1.84650323230661	2.42806378255	1.62463418792644e-05	6.07118556892835e-05
TRINITY_DN130282_c1_g2_i1	rnaseh2c	Chr04	37683520	37683520	2.06420734707515	2.97230486306268	3.80381858929382e-09	2.59022479246811e-08
TRINITY_DN135599_c4_g1_i1	ctsw	Chr04	37966969	37966969	3.13961299732021	-3.017927085153	1.96341824936626e-05	7.24480139118465e-05
TRINITY_DN136189_c1_g1_i5	atl3	Chr04	41135917	41135917	4.01458309814149	2.14052068487876	9.14470433128596e-08	5.02201873694769e-07
TRINITY_DN96956_c0_g1_i1	tiprl	Chr04	46698884	46698884	2.57548611130582	-4.32189765176744	2.49989174602099e-05	9.08027013206145e-05
TRINITY_DN57905_c0_g2_i1	cdyl2	Chr04	55427916	55427916	2.25055653872423	-5.47117383022245	5.87742865789868e-09	3.87590735230033e-08
TRINITY_DN124855_c0_g8_i1	tubb3	Chr04	63672509	63672509	1.72178330356232	-3.76788018318664	2.82138418191817e-07	1.43647996262861e-06
TRINITY_DN117374_c0_g1_i1	zdhhc7	Chr04	64394302	64394302	1.64224200786012	4.30273523596655	2.82298985710418e-10	2.27289975646932e-09
TRINITY_DN118258_c0_g1_i2	wdr78	Chr04	79812411	79812411	2.94984203518391	-3.07935918271319	1.619547026155e-07	8.55667000235523e-07
TRINITY_DN127869_c0_g1_i2	orc1	Chr04	86529746	86529746	6.19965142291299	2.79564631211051	1.0000863467569e-14	1.41188660718622e-13
TRINITY_DN86548_c0_g1_i1	arhgap29	Chr04	93441257	93441257	0.477071773847442	-2.15369264867949	0.0153268597402533	0.0301223064500491
TRINITY_DN124913_c0_g1_i4	cbx7	Chr04	110324224	110324224	6.04128559895893	-2.52095026004556	1.51867005500039e-21	4.1080571271953e-20
TRINITY_DN118926_c0_g1_i6	ip6k1	Chr04	115650180	115650180	1.23666832356144	-2.94252165946226	2.24056762270978e-07	1.15801158232148e-06
TRINITY_DN121889_c0_g2_i1	chst13	Chr04	122875443	122875443	6.13532960697618	-3.29209619423298	3.62911447241962e-32	1.98736443738526e-30
TRINITY_DN133570_c0_g1_i3	LOC101731301	Chr04	127238809	127238809	2.69890060984244	2.92316258135657	2.59358423502962e-10	2.09943524730062e-09
TRINITY_DN126186_c7_g2_i2	rpusd3	Chr04	127681286	127681286	0.91517673021695	2.65043803045189	3.0057839755222e-07	1.52280454722167e-06
TRINITY_DN128113_c6_g2_i3	LOC101732318-like	Chr04	133438912	133438912	7.41048867756345	4.20517912459812	1.28698574737399e-32	7.15132967013726e-31
TRINITY_DN208554_c0_g1_i1	haao	Chr05	13379087	13379087	7.94644942564732	-5.80708824428185	1.94642702551604e-61	3.43057763247203e-59
TRINITY_DN121091_c0_g1_i3	mcfd2	Chr05	16256639	16256639	7.44868781898125	-3.88752760121142	7.01307474326334e-39	5.3271032393273e-37
TRINITY_DN133652_c0_g19_i1	myb	Chr05	34518809	34518809	0.211184684033239	2.79577487122202	0.0002001847486037	0.00060979853206852
TRINITY_DN134767_c1_g1_i3	mchr2	Chr05	36434520	36434520	4.94056534410054	2.36293119838334	2.15677433997252e-11	2.04011862095514e-10
TRINITY_DN127631_c8_g3_i1	hint3	Chr05	47292791	47292791	3.32353420453158	-8.25205526178033	1.34868288620738e-08	8.4259999758622e-08
TRINITY_DN132212_c1_g1_i1	fez2	Chr05	52982416	52982416	7.21012711277236	-2.0842715829078	3.00404123503548e-14	4.04362591064441e-13
TRINITY_DN136085_c1_g2_i1	hs3st5	Chr05	72715206	72715206	2.26952827935411	2.2395885390895	7.32516112725286e-08	4.08341079888373e-07
TRINITY_DN127546_c0_g1_i2	fam46a	Chr05	80205014	80205014	4.98561714716819	2.12695750909993	6.39906422587022e-07	3.07482191556192e-06
TRINITY_DN134068_c1_g4_i1	chrd	Chr05	111426049	111426049	3.95359847539671	2.32810352247336	3.47216861721503e-10	2.76109002482803e-09
TRINITY_DN128203_c3_g1_i2	slc35g2	Chr05	128370751	128370751	4.93675073700848	-2.85930655032739	6.58910951339165e-20	1.56145284266928e-18
TRINITY_DN136348_c3_g2_i4	LOC101732829	Chr05	144979877	144979877	4.91608344721338	-3.04979665542839	1.97552332766816e-15	3.03182355593154e-14
TRINITY_DN120068_c0_g2_i1	wnt9a	Chr06	1655021	1655021	0.318305154069977	3.98239683517889	7.05102200360057e-08	3.94228144736627e-07
TRINITY_DN134662_c0_g1_i6	pth1r	Chr06	3738746	3738746	1.7587240325901	-3.00377853885525	2.29936927541977e-10	1.86932507580072e-09
TRINITY_DN128858_c0_g1_i1	cdc25a	Chr06	5115156	5115156	7.20235203328516	-2.66950618774059	1.88895579645971e-22	5.54880765210041e-21
TRINITY_DN130063_c0_g1_i3	LOC100494322	Chr06	18209355	18209355	1.94297518221635	2.54386747695461	1.94088078651452e-08	1.18361457026068e-07
TRINITY_DN130941_c3_g2_i1	ctdp1	Chr06	28525794	28525794	6.77250041904919	-6.07833947479649	4.06418852553071e-47	4.38699010219966e-45
TRINITY_DN130540_c0_g1_i1	prr15	Chr06	31630171	31630171	0.73607843792129	-4.18247263575881	1.36588468781495e-12	1.5127323788466e-11
TRINITY_DN95462_c0_g1_i2	reck	Chr06	69993686	69993686	1.46537064127679	-2.5810157321767	0.00189726143446139	0.00466204312835735
TRINITY_DN124065_c0_g1_i1	Xetrov90016416m	Chr06	73909907	73909907	7.52134865613251	-7.3166776945867	2.62578854775246e-51	3.36578350211906e-49
TRINITY_DN125119_c3_g4_i1	Xetrov90016548m	Chr06	83293137	83293137	4.44109788749813	-6.93118788778463	1.28594854232951e-40	1.058795588137e-38
TRINITY_DN124226_c0_g1_i1	dpy19l4-like	Chr06	115669394	115669394	4.24712949662427	-4.60613878069427	2.07385913774301e-15	3.16337134195283e-14
TRINITY_DN121169_c0_g1_i1	ate1-like	Chr07	10842921	10842921	1.5954903892501	-2.01860867415311	0.00124990900950074	0.00320140182269943
TRINITY_DN125668_c3_g2_i1	LOC100486640-like	Chr07	11888624	11888624	0.19643027135279	2.81268950499113	1.15564338092343e-05	4.43465124572759e-05
TRINITY_DN130868_c1_g1_i1	Xetrov90017939m	Chr07	34541752	34541752	-0.0261864734352394	-3.24740691369895	6.68232504785466e-06	2.67625160801706e-05
TRINITY_DN121436_c0_g1_i1	LOC100491805	Chr07	35618416	35618416	0.681884162836604	5.63071180713463	1.57621978522676e-10	1.31409897837087e-09
TRINITY_DN123285_c0_g2_i2	mttp.2	Chr07	50732093	50732093	0.692283166228396	4.20020414024492	2.31104640643171e-07	1.19154306410542e-06
TRINITY_DN128175_c8_g5_i1	dusp13	Chr07	57693581	57693581	0.00800773108836787	-5.73591410819988	3.08925892430441e-12	3.23855396525592e-11
TRINITY_DN107214_c0_g1_i1	vsig2	Chr07	64320564	64320564	3.53538113303032	2.18166761420522	3.75960202410119e-09	2.56428223035654e-08
TRINITY_DN128972_c3_g1_i2	pafah1b2-like	Chr07	84130015	84130015	5.21112811153655	-2.20005874918223	1.2640064308761e-13	1.5815854176686e-12
TRINITY_DN109424_c0_g2_i2	sorl1	Chr07	88174319	88174319	3.14742263811608	5.18280825509837	5.58069579444256e-24	1.88756367500186e-22
