gid	gname	chr	start	end	logCPM	logFC.XY27.XX27	PV.XY27.XX27	FDR.XY27.XX27	Am2_274	Am2_275	Am4_271	Am4_272	Am5_273	Am5_274	average	ward.D
TRINITY_DN108146_c0_g2_i1	NA	NA	NA	NA	2.39258940478932	-11.0789981681585	2.80349983480012e-09	1.36642581948158e-05	2.75997316206743	-3.70746970533248	4.60978557896139	-3.70746970533248	-3.70746970533248	-3.70746970533248	0	0
TRINITY_DN115817_c2_g3_i1	NA	NA	NA	NA	3.38299633119981	-5.12375394706181	4.43154827907635e-06	0.0107996831561091	4.71037307231936	-3.70746970533248	4.98083414942708	-2.33238643082308	1.47480383804661	0.758799410686881	0	0
TRINITY_DN119076_c0_g1_i1	NA	NA	NA	NA	0.741192067538576	-5.44060574948521	1.09512800697392e-06	0.00357807976956721	0.717819614827064	-3.18604919136834	2.94869547256613	-3.09273510607061	-2.05672020116333	-2.2434761563854	0	0
TRINITY_DN122692_c0_g1_i5	NA	NA	NA	NA	1.55768264004931	2.93939173596311	1.09188753649167e-05	0.0241902720584564	-0.589433869983652	2.82277663137314	-0.838240244012011	2.88692551208635	-0.0328034455787797	-0.105952223616986	0	0
TRINITY_DN128445_c0_g1_i1	ptdss1	Chr06	114987607	114987607	1.00767611506243	-5.79063416886439	1.32140820377944e-06	0.00357807976956721	1.26068658500963	-2.80386395529774	3.18402194970078	-2.33238643082308	-2.65785035608044	-3.70746970533248	0	0
TRINITY_DN129504_c3_g3_i1	rcc1	Chr02	52871484	52871484	1.97954991093709	-8.78580452617325	1.28054807069361e-09	1.04023188276011e-05	4.10669493508922	-3.18604919136834	2.53341418369425	-3.70746970533248	-2.65785035608044	-3.70746970533248	0	0
TRINITY_DN129842_c2_g12_i1	NA	NA	NA	NA	0.586571544229682	-9.22432349950681	5.84592872846041e-16	1.4246528311258e-11	0.247707311148498	-3.70746970533248	1.64806596129342	-3.70746970533248	2.16976203433153	-3.70746970533248	0	0
TRINITY_DN133769_c11_g8_i1	NA	NA	NA	NA	5.99010943982851	-14.6963603115125	5.2999575315555e-08	0.000215266608406679	-3.70746970533248	-3.70746970533248	0.489731819356616	-3.70746970533248	8.56907466286256	-3.70746970533248	0	0
TRINITY_DN135249_c0_g1_i1	NA	NA	NA	NA	3.76623111200801	-12.4677108570089	9.39538926779596e-10	1.04023188276011e-05	-3.70746970533248	-3.70746970533248	4.35287249440877	-3.70746970533248	5.93108895163172	-3.70746970533248	0	0
TRINITY_DN169273_c0_g1_i1	NA	NA	NA	NA	0.554295253022349	-3.90984746265843	1.2722384814868e-06	0.00357807976956721	1.44508804463693	-1.85458909105243	2.25810204849595	-2.66303882848492	-0.924031932547591	-1.73250635990878	0	0
TRINITY_DN50226_c0_g1_i1	NA	NA	NA	NA	1.9513566614162	10.630171456748	1.71840984424837e-09	1.04694119760832e-05	-3.70746970533248	3.65239354856325	-3.70746970533248	-3.70746970533248	-3.70746970533248	3.36572845229442	0	0
