"1"	"TRINITY_DN100034_c0_g1_i1"	47.38308919	1.675623372	47.2748214	1.674629897	35.80301974	1.553919658	30.57315765	1.485340296	30.77456374	1.488191905	8.853829867	0.947131172	33.50377342	1.525093723	28.54685582	1.455558282	24.32582731	1.386067619	40.47872908	1.607226868	NA	NA	NA	NA	4.723292158	0.206102682	1.5356716806	"meanmale"	1.4240848778	"meanfemale"
"2"	"TRINITY_DN100099_c0_g1_i1"	1.038590646	0.016444407	3.902897305	0.591387124	7.081231696	0.850108805	1.40318111	0.147113729	6.982030947	0.843981769	10.44538328	1.01892438	3.104856914	0.492041591	3.28453683	0.516474136	4.129799642	0.615928982	3.508540525	0.545126497	"katnb1"	"Chr04"	28039297	28039297	2.373732113	-0.831172014	0.4783195846	"meanmale"	0.6491866994	"meanfemale"
"3"	"TRINITY_DN100099_c0_g2_i1"	1.267747471	0.103032753	5.549225272	0.744232355	7.991584759	0.90263291	1.791833416	0.253297632	8.279059197	0.917980988	14.63071062	1.165265421	3.63267775	0.560226874	5.185869884	0.714821616	4.357480904	0.639235493	4.70201728	0.672284221	"zswim7"	"Chr02"	31296160	31296160	1.697179222	-0.891358465	0.573855315	"meanmale"	0.7607467376	"meanfemale"
"5"	"TRINITY_DN100115_c0_g1_i1"	81.13604211	1.909213819	80.50509213	1.905823351	55.59992712	1.745074222	63.60594183	1.803497688	66.5508477	1.823153592	50.41376425	1.702549126	30.76971078	1.488123414	84.15377656	1.925073611	17.92842224	1.253542072	52.1681941	1.717405803	NA	NA	NA	NA	6.183540965	-0.487598356	1.6336784656	"meanmale"	1.821012874	"meanfemale"
"7"	"TRINITY_DN100260_c0_g2_i1"	136.4280343	2.134903622	107.5994971	2.031810242	99.56309391	1.998098384	92.7182331	1.967165147	85.27986917	1.930846525	90.31683116	1.955768692	81.23126711	1.909723228	131.7003892	2.119587058	66.13643748	1.820440797	85.97250867	1.9343596	NA	NA	NA	NA	6.754724336	-0.336667561	1.9326998028	"meanmale"	2.0278408562	"meanfemale"
"9"	"TRINITY_DN100287_c0_g1_i1"	0.671732802	-0.172803444	0	NA	0	NA	0	NA	0.079759441	-1.098217898	0.234917453	-0.629084716	0.528253162	-0.277157895	1.284686602	0.108797195	1.43429742	0.156639217	1.095935271	0.039784904	NA	NA	NA	NA	0.409022203	0.393879337	NA	"meanmale"	NA	"meanfemale"
"13"	"TRINITY_DN100335_c0_g2_i1"	4.376846186	0.641161285	1.725988543	0.237037909	1.813003628	0.258398673	2.291196827	0.360062399	4.869715475	0.687503587	0	NA	7.887843428	0.896958281	1.13676211	0.055669589	2.043015637	0.310271691	0.969744442	-0.013342701	"vat1l"	"Chr04"	57105981	57105981	0.406671908	0.306359804	0.3581975158	"meanmale"	NA	"meanfemale"
"14"	"TRINITY_DN100358_c0_g1_i1"	1.570714289	0.196097195	0.763648438	-0.117106532	1.968907493	0.294225312	1.368521822	0.136251727	1.377046626	0.138948645	1.250783509	0.097182147	1.698421355	0.230045442	1.684883806	0.226569956	2.317307532	0.364983673	2.651559234	0.423501333	NA	NA	NA	NA	2.455163974	0.162220112	0.2075351286	"meanmale"	0.190604651	"meanfemale"
"16"	"TRINITY_DN100376_c0_g1_i1"	8.652376488	0.937135408	19.24073485	1.284221655	11.64139172	1.066004903	8.160504487	0.911717008	7.647236258	0.883504508	43.10070453	1.634484369	9.883444752	0.994908339	8.287643939	0.918431084	7.900800902	0.897671118	19.1473488	1.282108649	NA	NA	NA	NA	3.92538272	-0.280862014	1.0741253538	"meanmale"	1.0879120544	"meanfemale"
"19"	"TRINITY_DN100410_c0_g1_i1"	3.709411153	0.569304973	1.904385291	0.279754818	3.558013371	0.551207576	2.349403419	0.370957596	4.707762701	0.672814564	3.470211915	0.540355997	2.270380279	0.356098606	3.108375801	0.492533519	2.48583491	0.395472283	3.68444056	0.566371555	NA	NA	NA	NA	1.686502395	-0.557534452	0.3937309716	"meanmale"	0.5652433258	"meanfemale"
