gid	gname	chr	start	end	logCPM	logFC.MB.FB	PV.MB.FB	FDR.MB.FB	A17MB	A17FB	A16MB	A16FB	A15MB	A15FB	A12FB	A10MB	A10FB	A8MB	average	ward.D
TRINITY_DN100360_c0_g1_i1	pip5k1a	scaffold_2471	121	121	2.22705593652793	-4.79200033672022	8.42629196850335e-05	0.0197322596890091	-2.77113366690861	4.04244471650928	-2.77113366690861	-2.77113366690861	-2.77113366690861	1.999023852338	4.05123007750024	0.641106457853488	2.94215266842317	-1.74672825106522	1	2
TRINITY_DN105267_c0_g2_i2	NA	NA	NA	NA	2.52331591440544	1.29830000965927	9.25497085910823e-06	0.0037948063706374	2.56274109829414	1.6487818725625	3.04863917104509	2.17902486533364	3.29605325169624	1.93589251386114	1.45007170816867	3.30461823153825	1.38019988284251	2.719119954158	3	1
TRINITY_DN105687_c0_g1_i1	fbxo40-like	scaffold_85	167555	167555	1.49922450878672	2.60254773964495	3.00417487764234e-06	0.00159161185017491	1.30288360815597	-0.45453082958868	-0.215876336562503	0.257851549592698	3.16750609748694	0.00320457627634611	-0.0282710884665306	1.87934429484367	-1.04297869598095	2.8461242847561	2	1
TRINITY_DN106368_c0_g2_i1	NA	NA	NA	NA	4.47252518998986	0.907631920301715	5.16110772101275e-06	0.00248577715508414	4.73956739179891	3.63167614804601	4.85777156317209	3.86064546568358	5.14217450821348	4.11659370719914	3.78056303449239	4.70333003009012	4.28244684707905	4.77286244884566	3	1
TRINITY_DN106674_c0_g1_i1	NA	NA	NA	NA	3.80822599939273	-4.98790599316248	8.97028536932619e-08	0.000108010390651568	-0.871404635124624	5.55984921979533	-2.08432806734718	-0.643328938974298	-1.80569390692277	3.93479858272762	5.67789569426646	1.7506365937771	4.40864255911119	-0.929038939770867	1	2
TRINITY_DN106700_c0_g1_i1	NA	NA	NA	NA	0.921028243906962	-5.66127191568523	3.35316018709557e-07	0.000277578791738005	-2.77113366690861	2.79220281284094	-2.77113366690861	-2.77113366690861	-2.77113366690861	0.599950356661959	2.78716995846283	-1.11873598673266	1.4264006329148	-2.77113366690861	1	2
TRINITY_DN109305_c0_g2_i2	NA	NA	NA	NA	2.8268640621561	3.30137530460674	4.63236316384704e-05	0.0122711300210308	0.512873922644755	-0.317148563160135	0.0561068521209351	1.08506299709818	4.65913951676511	0.893718053230581	0.483000531713455	0.641106457853488	-0.279004366407059	5.07471873727386	2	1
TRINITY_DN110034_c0_g2_i1	NA	NA	NA	NA	0.265023552906371	-2.2336142621933	0.000231000960753208	0.0443421409445832	-2.77113366690861	1.35187108171045	-0.215876336562503	0.330460702392636	-0.244240253702881	0.679187633811802	1.49345615638052	-2.77113366690861	0.414040657536808	-0.929038939770867	1	2
TRINITY_DN110989_c1_g2_i1	NA	NA	NA	NA	1.13535189478689	3.76435578263772	1.20757074330454e-06	0.000727012477048577	2.21035497357958	-0.45453082958868	3.27848714595229	-1.59229491072016	2.1760635438543	-1.65455315174013	-1.67433582364513	-0.891645266359017	-1.31970947862469	-0.929038939770867	3	1
TRINITY_DN113301_c1_g1_i1	NA	NA	NA	NA	6.67212432298574	1.09353303390446	7.77648637417842e-05	0.0187271930956351	6.54497458828068	6.30436804100165	7.1756406515627	6.22902129457431	7.17763054459476	4.67591774268871	5.67789569426646	7.5030906836049	6.56630092351781	7.02204952446897	3	1
TRINITY_DN113348_c0_g3_i1	NA	NA	NA	NA	0.567171465294146	6.75731980093476	1.40026109054922e-20	9.27322907216224e-17	1.55942598209152	-2.77113366690861	1.71042602957472	-2.77113366690861	1.10216512769898	-2.77113366690861	-2.77113366690861	1.9396335711717	-2.11279911636056	0.858261387707245	3	1
TRINITY_DN114180_c0_g1_i1	NA	NA	NA	NA	2.22831433341534	-1.21599998558065	0.000134985277385812	0.0283651233061271	1.10239955637643	2.33092460744944	1.40455299286215	3.20461786630548	1.84351217011423	2.59718723615231	2.11003470519031	1.7506365937771	2.97360939539261	1.36193118195819	1	2
TRINITY_DN114651_c0_g1_i3	NA	NA	NA	NA	4.30836196186319	-1.14953293254659	3.3087339288886e-08	4.86935343201439e-05	3.16176569777411	4.96033020824442	4.02001311825295	4.82849829213801	3.40143075184534	4.59649562834728	4.66314396065506	3.7953861552156	4.76386808329776	3.62541513269026	1	2
TRINITY_DN115328_c0_g1_i1	NA	NA	NA	NA	4.72803562155933	1.08777366918168	0.000135118067544134	0.0283651233061271	4.52567112583084	3.99045224653042	5.52249420696084	4.75785409296251	5.36208092988309	3.80832203835536	3.09945595021312	5.50346408022398	4.27615316141677	4.61236674453611	3	1
TRINITY_DN115861_c0_g1_i2	NA	NA	NA	NA	4.0021836002168	-1.36288365528615	9.10219709197417e-06	0.0037948063706374	2.235088677761	4.24462584272518	4.00403981329899	5.02725160357063	2.91511213256172	4.84867776503362	4.3097131244922	2.88140442113706	3.88763357981618	3.26520602515552	1	2
TRINITY_DN115904_c0_g3_i2	NA	NA	NA	NA	7.1684460578543	1.03355820413528	0.0001063383836519	0.0238720659571087	7.06294495417992	6.59072324399594	7.12299628474356	7.22225504913497	8.10803100790676	6.424436508121	6.02510210009842	7.2558106743873	6.23749890071441	8.04501451407581	2	1
TRINITY_DN116526_c0_g1_i1	psd3	Chr01	77582054	77582054	2.68336074711354	-1.11993552273725	3.11463757614935e-05	0.00970667639908192	2.07989556166806	3.4414647997014	2.38889001072311	3.35142169132783	1.89854917636602	3.00346670444091	2.80449853744462	1.84822776174739	2.92616330159648	1.91922202779788	1	2
TRINITY_DN117036_c0_g1_i1	NA	NA	NA	NA	2.77299621623327	2.59353332735292	2.9428930571268e-05	0.00928062346229629	1.74308004384652	1.35187108171045	1.19540463933493	0.702855554514166	4.50511309543994	0.958680610051046	1.31149419780549	1.18017494070432	0.586721485798905	4.7446077562381	2	1
TRINITY_DN117360_c0_g1_i1	NA	NA	NA	NA	3.25403709211717	1.82973104190649	4.1896184550222e-05	0.0116281513262701	2.92387512922027	1.71435641855336	2.77510183508734	2.58729485556349	4.28180867314604	2.11755816601439	1.9939911538663	2.34826461266013	1.85581030584962	5.11941408121185	2	1
TRINITY_DN117446_c0_g1_i2	NA	NA	NA	NA	1.60733254267478	1.96937050638772	7.36961682738871e-06	0.00330883304673775	1.47887627748317	0.544802128987564	1.71042602957472	0.756546379928841	1.89854917636602	0.893718053230581	-0.0282710884665306	2.30308214765087	-0.810882150454855	3.18336818189871	2	1
TRINITY_DN117550_c0_g1_i1	NA	NA	NA	NA	4.67198323171794	1.013472278574	0.000135609858867657	0.0283651233061271	5.77409029843943	3.3821713751317	4.28748839405102	4.42632840773867	5.16667069918119	4.01334830023757	3.96138637204048	4.9133319473034	4.39127647529529	4.89908133366959	3	1
