gene	logFC	FDR
1	TRINITY_DN131408_c1_g3_i2	0.125176605657837	0.869177663226864
2	TRINITY_DN133310_c0_g2_i1	0.113243837922053	0.91215796821778
3	TRINITY_DN126328_c0_g2_i1	-0.502705733835381	0.287818537121014
4	TRINITY_DN136320_c0_g1_i1	-0.0935735656324132	0.863853081376906
5	TRINITY_DN125015_c6_g1_i1	0.606621609951559	0.181074740862432
6	TRINITY_DN127376_c0_g1_i1	0.673677718242352	0.0872252297045312
7	TRINITY_DN127901_c0_g2_i1	0.748574694225807	0.162927698216766
8	TRINITY_DN115599_c0_g1_i1	-1.19740038605436	0.37320618491411
9	TRINITY_DN116988_c0_g1_i1	-0.320033797454501	0.713096660129234
10	TRINITY_DN104790_c0_g1_i1	-0.462150941930152	0.607021048193442
11	TRINITY_DN135536_c0_g5_i3	0.894667246933479	0.0945078745632633
12	TRINITY_DN136027_c5_g1_i1	-0.636276175285853	0.0715168925355328
13	TRINITY_DN130370_c3_g3_i3	0.233996832332664	0.561365997517726
14	TRINITY_DN130167_c0_g1_i1	0.528464597699977	0.132227223214542
15	TRINITY_DN136717_c7_g2_i2	-0.796607287709847	0.0651190711157472
16	TRINITY_DN140959_c0_g1_i1	0.396913801015749	0.483676257616134
17	TRINITY_DN123066_c0_g1_i1	-0.822400287345029	0.239611034906923
18	TRINITY_DN116991_c0_g2_i1	0.972217955375165	0.448546043292267
19	TRINITY_DN115726_c0_g4_i1	1.32118373878165	0.0752593183898774
20	TRINITY_DN125983_c0_g2_i1	-0.959528520664015	0.143996227387624
21	TRINITY_DN132807_c1_g1_i7	0.614551520493411	0.364471140533575
22	TRINITY_DN130224_c3_g3_i1	1.27187699102882	0.0580753716464289
23	TRINITY_DN134872_c1_g1_i1	0.0435184828573083	0.902553943603022
24	TRINITY_DN123382_c4_g5_i1	0.16787578418347	0.646318684735208
25	TRINITY_DN126925_c1_g1_i1	0.223442044837074	0.609912810173273
26	TRINITY_DN126784_c0_g4_i1	-0.165324200806994	0.70243318033402
27	TRINITY_DN133961_c2_g7_i1	1.19200308276501	0.0826592587554816
28	TRINITY_DN131805_c5_g1_i1	0.448129983071599	0.403065331860822
29	TRINITY_DN49255_c0_g1_i1	0.894321327445744	0.0617065635651318
