gid	gname	chr	start	end	logCPM	logFC.FB.MB	logFC.FL.ML	logFC.FO.MT	PV.FB.MB	PV.FL.ML	PV.FO.MT	FDR.FB.MB	FDR.FL.ML	FDR.FO.MT	A6MT1	A6FO1	A2FO2	A2FL1	A17MT1	A17ML1	A17MB	A17FO1	A17FL1	A17FB	A16MB	A16FB	A15MT1	A15ML1	A15MB	A15FB	A12MT1	A12ML1	A12FL1	A12FB	A10MB	A10FO1	A10FB	A7FL1	A8FL1	A8FO2	A8MB	A8ML1	A8MT1	average	ward.D
TRINITY_DN100376_c0_g3_i1	lpcat3	Chr07	849641	849641	3.79234396828484	0	1.34913296364611	-2.71587016793344	1	0.00019209682678589	0.0209425482760746	1	0.0112165516839588	0.0379382750718952	-3.04580949602863	-3.04580949602863	-1.83473152588592	4.17336166833644	-3.04580949602863	6.53518783375327	-3.04580949602863	-3.04580949602863	5.21617837182453	-3.04580949602863	-3.04580949602863	-3.04580949602863	-3.04580949602863	6.11868904260411	-3.04580949602863	-3.04580949602863	-3.04580949602863	5.64939793398924	4.67608982969213	-3.04580949602863	-3.04580949602863	-3.04580949602863	-3.04580949602863	5.19678455827592	4.10370665238913	-3.04580949602863	-3.04580949602863	5.95208503672159	-3.04580949602863	2	2
TRINITY_DN101072_c0_g2_i2	NA	NA	NA	NA	8.271512537781	-1.89563154926955	-4.5639126339209	-5.95515194139772	0.00168793355255532	2.60538380726206e-07	1.1984490518235e-23	0.120851888951825	7.08059104387734e-05	3.66829030026295e-22	5.04891542732779	9.83486716988823	10.6481849589203	2.06605204076503	4.41941422927778	-3.04580949602863	-2.16000127228222	10.6178307566927	0.745626666846596	-2.57750718628733	-1.31377458185422	-1.1749879531	5.33352146846166	-3.04580949602863	-2.053430477325	0.88179142838113	4.79650793661767	-2.00489643096838	1.35764555812451	-0.745601855953674	-1.62974544222214	11.2210704506101	-0.738042468158609	-1.29934332305776	0.870449944847139	11.1819160911855	-2.22067436967335	-1.9296924649866	4.30554345347111	1	1
TRINITY_DN101232_c0_g1_i1	NA	NA	NA	NA	4.99026128207228	0.0939764573072078	2.05108548032341	3.13187527767433	0.742672843301216	2.28432150425958e-06	1.65793028883244e-16	1	0.000393972244051949	2.51872469909863e-15	1.55573394604814	-1.26081739424653	-1.64315174127918	-1.87992985221197	1.47878248114901	0.368018574578155	6.31344132578534	-0.477551466576988	-1.92954319767092	6.42207731647122	6.75986149525652	5.86605779112374	1.50868309611096	1.55624817334525	6.19455195440244	6.40966162061068	1.60452499651453	0.836626432385956	-2.00232692238393	6.61215992586021	6.68743259500969	-0.319811319236043	6.66837299810251	-0.346295073593909	0.691391702145548	-3.04580949602863	6.54290517494328	1.92496695470592	2.27275224399659	2	2
TRINITY_DN101813_c0_g1_i1	NA	NA	NA	NA	4.55507531965868	0.899733571746892	1.5440466837549	-4.22150103830577	0.352455721183371	0.000522747028832214	3.10308854189207e-13	1	0.0213746334509585	3.29083946470659e-12	-2.19567434428874	1.10112802350186	1.20838400992439	3.74138237837435	-1.61628924336489	7.0499235761533	-3.04580949602863	1.54965626542486	6.36504437934203	-3.04580949602863	-2.49550760236381	-3.04580949602863	-2.41471243673449	6.99998247847947	-2.24498437580467	-3.04580949602863	-3.04580949602863	6.75247152449058	6.07589848008451	-2.52361014592682	-3.04580949602863	0.15095286148025	-2.52072490623989	4.5925723143206	4.03963122828711	1.33879267706524	-2.57503787674359	6.72631628190059	-1.96745782314227	2	2
TRINITY_DN101833_c0_g1_i1	NA	NA	NA	NA	5.55643978801377	-0.118451154290687	-1.21633232583406	-2.74468344159323	0.728081445490576	0.00113902366083093	3.70004057614049e-14	1	0.0358375743144426	4.36429599741604e-13	4.08480668175386	6.76267911744968	6.84124302397983	6.33976558437531	3.25622215078329	4.59768024173765	3.87262002755489	6.59859399007675	4.9973091909851	4.33830125620271	4.83103657641608	4.72617689741234	4.33071893211547	4.60710915390598	3.82473436271824	4.31218116208207	3.64336560309985	4.50205039259156	6.78125313745845	4.23398307684968	4.62175259433847	7.09284512106598	5.08458302798619	4.54929231883399	6.25768194117186	7.26138589045858	4.81294513087647	5.32169711924459	5.01914503657504	1	1
TRINITY_DN102016_c0_g3_i1	NA	NA	NA	NA	0.290006999419977	-0.311741657709453	-3.76560771805715	-0.148222158380623	0.704038066542157	0.000273575735942465	0.855895961482584	1	0.0139452170850694	0.891960998023216	-0.103029478689558	-0.954429759727462	-1.83473152588592	1.05584873612215	0.0620575835451457	-3.04580949602863	-3.04580949602863	-0.477551466576988	2.02886108251983	-1.16439409029593	-1.31377458185422	-0.465027279670505	-1.14134033871122	0.320782909490033	-3.04580949602863	-1.00669108833224	-1.09327566429815	-3.04580949602863	2.32315071825787	-0.510360575095613	0.665365441263525	0.936617290449002	0.0354116938702586	0.873734685521445	3.02206783772334	-0.0756003065078219	-0.655044052868916	-3.04580949602863	0.0886340299120641	1	1
TRINITY_DN102065_c0_g1_i1	NA	NA	NA	NA	6.51860212410606	0.127056689660138	-1.01085595079531	-2.12645055793007	0.514511744454698	3.78184208476669e-06	4.21624971575664e-26	1	0.00057812762096959	1.57116618562926e-24	5.97226396191258	8.15621772655512	8.16456055205804	5.86428786793554	6.35030545114186	4.51153879541421	5.27700428842118	8.43447274762698	5.22711388556337	5.06848443538908	5.46810675017375	5.37405345001662	6.54250766279156	4.29113387996912	5.18807201862428	5.12857630843749	6.14190123480906	4.79607783108146	5.5194305466392	5.13490911829893	5.54360589147139	8.35964746034593	5.38727135010677	5.28561644383622	5.70861632156332	8.37412431954173	5.25200757600886	4.48024020904223	5.74854595902062	1	1
TRINITY_DN102065_c0_g2_i1	NA	NA	NA	NA	0.901289597748456	0.418396653956648	-7.36698679406882	0.912776093141915	0.730296906653974	0.000768695035363586	0.445237930734938	1	0.0273622347356265	0.530261012191736	3.05625688901538	0.271679022087616	0.258257930977158	1.05584873612215	3.15190206095948	-3.04580949602863	-3.04580949602863	0.459439987872116	-3.04580949602863	-1.16439409029593	-3.04580949602863	-0.634847626245976	1.94194637666233	-3.04580949602863	-1.05725611790991	-3.04580949602863	2.12493898467365	-3.04580949602863	-3.04580949602863	-3.04580949602863	-3.04580949602863	2.67026860935337	-3.04580949602863	-3.04580949602863	2.13387340198616	2.23631490353013	-0.127526646126959	-3.04580949602863	1.00405729797104	9	1
TRINITY_DN102252_c0_g2_i1	NA	NA	NA	NA	2.25826441921211	0.189538604525763	-2.15773902662759	3.05228379020109	0.569568142763756	9.76614672592262e-05	1.07913068665586e-14	1	0.00684266087658719	1.35167649555288e-13	2.65006613208084	-0.486970887046836	-1.18575605138603	1.05584873612215	1.47878248114901	-1.4941479569259	3.77321400870015	-0.477551466576988	0.324747688170073	2.80606729727557	3.2239774270113	3.31846732047539	2.42507343873001	-1.3108905682875	3.1964967308756	3.16959343971406	2.07820175274564	-0.984866921460569	0.491731660791187	3.19413157398963	3.27322467505851	-1.44067232026104	3.22004190616287	1.42656200415957	0.592774470100212	0.633219855269713	3.13175634598422	-0.5423307318573	2.92446960566107	1	1
TRINITY_DN102500_c0_g1_i1	NA	NA	NA	NA	2.21465317871417	-0.160221678971261	2.64015784311521	1.81637691403889	0.661722046039696	2.56419028214491e-05	1.55248578212766e-06	1	0.00242068559793364	6.6745973103459e-06	3.70221593314917	1.71400865896135	1.85782280390825	-3.04580949602863	3.458163742621	0.994413623873997	2.0622164269792	2.50440279941941	-0.87474484949601	1.99108419706022	1.49588007530435	2.63109466338099	2.64025077753275	-0.0483682830515218	2.50908708758633	2.81990665102717	3.37991670500256	0.348946746480131	-0.981067419715408	2.33135915693586	2.85667198067672	1.11192432354132	2.60294384158561	-2.20978930801522	-2.13422687265296	0.40625846263889	2.4456253318965	0.151646163901607	3.88032040297347	2	2
