gid	gname	chr	start	end	logCPM	logFC.XY23.XX23	logFC.XY27.XX27	logFC.XY31.XX31	logFC.XY43.XX43	logFC.XY46.XX46	PV.XY23.XX23	PV.XY27.XX27	PV.XY31.XX31	PV.XY43.XX43	PV.XY46.XX46	FDR.XY23.XX23	FDR.XY27.XX27	FDR.XY31.XX31	FDR.XY43.XX43	FDR.XY46.XX46	Am2_231	Am4_232	Am5_232	Am2_233	Am4_231	Am5_231	Am2_274	Am4_271	Am5_273	Am2_275	Am4_272	Am5_274	Am2_314	Am2_318	Am4_314	Am5_311	Am2_315	Am2_316	Am4_317	Am5_312	Am5_313	Am2_433	Am4_435	Am5_433	Am1_434	Am2_434	Am4_434	Am2_464	Am6_464	Am2_463	Am4_461	Am6_462	average	ward.D
TRINITY_DN100034_c0_g1_i1	NA	NA	NA	NA	4.16285231854637	0.0706213912210736	-0.0757652150930474	-0.113016909595611	-0.305895670583007	-1.42396178609738	0.805326885387228	0.791509312898473	0.636218483743209	0.290439810345338	8.09179693080915e-06	1	1	1	0.926589558912132	0.000100953117167344	4.3392450083502	4.53464993954094	4.44116427674996	4.31307288798013	4.52636262395959	4.67115786336685	4.6631635629918	4.61802492738193	4.4365332165236	4.4698073864487	4.71339766640407	4.28565373514146	3.76544729252216	3.85922178703632	4.02957203725345	4.06543599141212	3.88271456345323	3.71641802799556	3.82575003846317	3.53680230219847	4.09175407345329	3.86877134136739	3.344103464204	3.99108942949737	4.13888759135526	3.13362146718354	2.70863532156092	4.70961060155938	5.10451922739955	3.47599484217952	3.29168850515484	3.71265132697031	1	1
TRINITY_DN100115_c0_g1_i1	NA	NA	NA	NA	4.24363265471726	-0.127262548479273	-0.183325943189005	-0.127922266855556	-0.432565140728919	-1.99106123153884	0.745898978296854	0.640807610847835	0.693973301571934	0.275799633346682	6.25868163442284e-06	1	1	1	0.926589558912132	7.99054026146547e-05	4.74802354251753	4.93500928675285	4.90212965255212	4.7748643610273	4.79164223649258	4.63989078890111	4.82566314721821	4.97779823344899	4.90560589266138	4.56690976079258	4.94787216723033	4.61956047847371	3.32689792949097	3.80326201782864	4.41433902146208	4.31712115822202	3.53721100537259	2.94786772730972	4.23575447771213	4.10016089724436	4.26665147103326	4.18858403899098	2.55667561976524	3.10739565888372	3.26188449114307	3.53725693387932	1.62974889961052	4.83011927171727	4.60571156874915	2.66327196230525	2.4037106479459	3.07802121419544	1	1
TRINITY_DN100260_c0_g2_i1	LOC100496795-like	Chr07	104636220	104636220	5.46983596688483	0.063236809846344	-0.166747298525065	-0.0568778237421796	-0.289327952993027	-1.345944262409	0.849469433373768	0.617718134010234	0.83618463349878	0.387500137686166	0.000271655344176294	1	1	1	0.930262683204651	0.00241447420145353	6.46485003523881	6.06095314884576	6.08970372801017	6.46468572247123	5.94293806065929	6.38099947784065	5.55250399887568	5.80908945092374	5.07532650799895	5.39085898973859	5.72750397460576	4.74710523905705	5.58176518309656	5.5353906046209	5.04220303341566	4.90752299288522	5.50092182226968	5.7779464877423	5.08820669297744	4.70460617534517	4.84966336286123	5.34120766763294	4.30381623306287	5.09132198085611	5.07466961969426	4.83985954698272	3.89844518800378	5.95578150814975	5.76373505218865	4.50516001907277	4.31883937371381	4.70835214837053	1	1
TRINITY_DN100856_c0_g1_i1	NA	NA	NA	NA	3.05794153721586	-0.0259200462881602	0.0344943829357655	0.150450439628279	-0.108785117476487	-1.48679363101758	0.938133170893346	0.918756743806241	0.588056379671935	0.744774101767699	5.46286750010326e-05	1	1	1	0.974155885307551	0.000568231035720692	2.96315521347637	2.91152136680389	3.181057796131	3.15790855934611	2.4663189184908	3.24280201405332	2.86323627760927	2.49421489622107	2.0351163377754	2.86345764729518	2.53998853739388	2.10789381246716	3.33130931905702	3.26635394999886	2.86019603348259	2.6687607393075	3.2827553058346	3.96991088668031	2.9719330177424	2.68563463715441	2.7378363866423	2.78531662544812	2.95391289283965	2.97798326265773	2.41309015468405	2.84592880530146	3.06737387697468	4.35522882840384	4.26224060655848	2.96329017909831	2.87126267939689	2.64903443434572	1	1
TRINITY_DN100882_c0_g1_i1	NA	NA	NA	NA	5.05200540648924	-0.188443500653071	0.0115526639741515	0.179665814410001	-0.252114735664496	-2.13977804690234	0.476933827634106	0.965483406501174	0.414970623041857	0.340634266023283	3.0788321414929e-13	1	1	1	0.926589558912132	1.25660334689217e-11	5.16688505963394	5.03596375943814	4.80258242859912	4.95393255674845	5.00249277429167	4.44789054292862	4.33363439681654	4.23609067780711	4.15961955017991	4.25833438842813	4.01997466389088	4.45932686413441	4.46270001378511	4.00809351034497	4.77344371335065	4.38514482832574	4.42324011020451	3.95824023232028	4.85492114840562	4.96723280158224	4.64650873080921	5.10510637053736	5.25397342311512	5.02570528449247	4.71615422752826	4.92035747713984	4.98958186433725	7.10110534737792	7.06775507003106	4.47956241661769	5.11052251635851	5.15199423901439	1	1
TRINITY_DN101042_c0_g2_i1	NA	NA	NA	NA	2.30243566593281	0.0252769866249992	-0.0981724730972626	0.235716982363955	0.221987428302121	-1.61459913311431	0.952855266961085	0.819170183406869	0.5111986908303	0.601374191690495	0.000542854086077373	1	1	1	0.957050193771831	0.00452460522376256	2.05839095881938	1.65797784751296	2.26232648912094	2.16518526557287	2.03610935769552	1.89953093038943	2.19441616606428	1.97255212878063	1.70602418312008	2.0786755532696	1.58798389048644	1.91684800775548	1.28937611769553	1.42274743961452	1.96830317607933	2.39080270596932	1.66953800500864	1.51374161200641	2.53959984283597	2.51694846053308	1.74458234684555	2.21150954189371	2.56403280467737	1.00035919588701	1.18830279560901	2.37240055122059	2.84314632977885	4.4750830246426	3.37258527894673	2.39772565785032	2.38311215821721	2.48250504081526	1	1
TRINITY_DN101047_c0_g1_i2	NA	NA	NA	NA	1.95588534721182	0.00457704098387165	-0.340017917378003	0.360733298369961	-0.319415662283712	-2.68965993091227	0.991331233656474	0.427134984370896	0.318126679670525	0.451307596891205	1.23035162669088e-08	1	1	1	0.934797947646015	2.54923701668837e-07	1.88002204382379	2.38060495681196	1.58853743607626	2.1112957109075	1.96044865841194	1.89953093038943	1.4569633240768	2.36959545740613	1.02046922152219	1.47397060484223	1.50995149060129	1.17705590220791	1.69741827824742	0.334766617032884	1.64233911450278	0.888171992709677	1.48441019580233	1.63598382642351	2.34971774818843	1.20742328831221	1.06250309779609	1.98714334971684	1.91758012626067	1.39451414265523	1.87462262532262	1.10188814280861	1.35741431483196	3.93308036343472	4.02305875405848	0.56148326835313	0.993439629905673	1.99266752153431	1	1
TRINITY_DN101072_c0_g2_i2	NA	NA	NA	NA	4.46574754690927	-0.146659000455472	-0.497885500117868	-0.713643905339671	-5.98997757354818	-11.4798297535009	0.881250798855834	0.585707364608149	0.375547741993969	1.70167429692156e-09	1.86900993696341e-19	1	1	1	7.17297560602362e-07	1.84129703100154e-17	-2.32826548847402	-3.16987345448165	-1.63424107906467	-2.25442623875772	-3.05971953024024	-2.00742017329521	-2.81306242653523	-2.36152855749585	-0.484109943993107	-3.18229875377088	-1.66452368419742	-1.35883619726708	-2.31515664889048	-2.08451766094547	-1.63703358775336	-1.20895121305011	-3.67998734101504	-3.67998734101504	-2.33988061242592	-0.950354078537765	-3.00256598498238	5.3463594560366	4.04455341292765	1.7037660598322	-1.83046338025052	-0.399689952045885	-3.13910357703892	8.32492964510898	8.32393182927297	-2.24371613981525	-2.70804557555698	-2.33139077464799	1	1
TRINITY_DN101087_c0_g1_i1	NA	NA	NA	NA	3.81219244456805	0.118554720718163	0.0766205028986362	0.252335651265606	-0.299768717824141	-1.46301714280089	0.748108846214853	0.836416862083193	0.41220855143498	0.424144206713021	0.000408726626383819	1	1	1	0.930262683204651	0.00350280590830822	4.20832453777792	4.33621293574159	4.69111652891168	4.59611021985219	4.34783951347271	4.66922339899896	3.69649552022958	4.02161270539115	3.67542611667263	3.78345960357445	4.03746329172957	3.81433079123778	3.94887827604141	3.73653171916485	3.85849153730509	3.06779251276844	4.05553568473161	4.31920015278449	3.93122901602797	3.24431163400946	3.96790131604169	2.34103255452367	3.25144805128741	3.08870847358808	1.29168554382959	3.01727212876245	3.04273272260719	4.71309762968884	3.5245354092727	3.21153093271435	2.39344816537047	2.63041150928234	1	1
TRINITY_DN101111_c0_g1_i2	NA	NA	NA	NA	0.931853494075524	0.230625808630431	0.293227855022146	0.0683701103194441	0.155797725271062	-1.90635492185752	0.559594028079714	0.473460595110852	0.84393981560563	0.688569900864233	5.56839553851488e-06	1	1	1	0.96880681322112	7.21310601923592e-05	0.750712217752374	0.793028719928198	0.0765526078506067	1.27094125319941	0.77611302603089	0.140383647612211	0.26636919989089	0.17260666265277	0.254141095454536	0.725019986549378	0.197165215915532	0.545161399770183	0.0859385750100879	-0.206246644209163	0.731828280976225	0.806964244358937	0.202511592263554	0.0354660794252941	0.652452499157323	0.928708114537766	0.371493149869881	0.885375046916935	1.08642804900578	0.00329851688321452	0.7097558503221	0.962009133004397	0.970074279355763	2.91643164118012	2.87073622130854	0.854862816088368	1.07275742098289	1.11746531431275	1	1
