gid	gname	chr	start	end	logCPM	logFC.XY23.XX23	logFC.XY27.XX27	logFC.XY31.XX31	logFC.XY43.XX43	logFC.XY46.XX46	PV.XY23.XX23	PV.XY27.XX27	PV.XY31.XX31	PV.XY43.XX43	PV.XY46.XX46	FDR.XY23.XX23	FDR.XY27.XX27	FDR.XY31.XX31	FDR.XY43.XX43	FDR.XY46.XX46	Am2_231	Am4_232	Am5_232	Am2_233	Am4_231	Am5_231	Am2_274	Am4_271	Am5_273	Am2_275	Am4_272	Am5_274	Am2_314	Am2_318	Am4_314	Am5_311	Am2_315	Am2_316	Am4_317	Am5_312	Am5_313	Am2_433	Am4_435	Am5_433	Am1_434	Am2_434	Am4_434	Am2_464	Am6_464	Am2_463	Am4_461	Am6_462	average	ward.D
TRINITY_DN101072_c0_g2_i2	NA	NA	NA	NA	4.46574754690927	-0.146659000455472	-0.497885500117868	-0.713643905339671	-5.98997757354818	-11.4798297535009	0.881250798855834	0.585707364608149	0.375547741993969	1.70167429692156e-09	1.86900993696341e-19	1	1	1	7.17297560602362e-07	1.84129703100154e-17	-2.32826548847402	-3.16987345448165	-1.63424107906467	-2.25442623875772	-3.05971953024024	-2.00742017329521	-2.81306242653523	-2.36152855749585	-0.484109943993107	-3.18229875377088	-1.66452368419742	-1.35883619726708	-2.31515664889048	-2.08451766094547	-1.63703358775336	-1.20895121305011	-3.67998734101504	-3.67998734101504	-2.33988061242592	-0.950354078537765	-3.00256598498238	5.3463594560366	4.04455341292765	1.7037660598322	-1.83046338025052	-0.399689952045885	-3.13910357703892	8.32492964510898	8.32393182927297	-2.24371613981525	-2.70804557555698	-2.33139077464799	1	1
TRINITY_DN102894_c0_g1_i2	NA	NA	NA	NA	3.59204834871759	0	0	-1.93189802242332	-5.97354343230183	-15.1166960832748	1	1	0.0445747481366542	7.44778019412055e-13	7.25516548243451e-30	1	1	1	1.27669848087615e-09	3.4546679638859e-27	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-2.5546035474988	-3.67998734101504	-1.17375976129852	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-2.4784205417013	-3.67998734101504	4.60437284819102	3.15243105026191	2.23246413515702	-1.83046338025052	-1.16373785356785	-3.67998734101504	7.71108261181138	7.09933290193863	-3.67998734101504	-3.67998734101504	-3.67998734101504	1	1
TRINITY_DN102894_c0_g2_i1	NA	NA	NA	NA	3.27014503204201	0	0	-0.497951413349359	-6.00203374224744	-12.0291305240331	1	1	0.71550585414856	1.36193638973897e-08	7.06349043202441e-18	1	1	1	4.21921329992266e-06	5.6230194885029e-16	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-2.32359454250583	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-2.77957810086182	-3.67998734101504	4.09619196018622	2.88508915680968	0.376351085088388	-3.67998734101504	-1.16373785356785	-3.67998734101504	7.25375822432179	7.01367718766474	-3.67998734101504	-2.70804557555698	-3.67998734101504	1	1
TRINITY_DN103637_c0_g2_i1	NA	NA	NA	NA	2.66648793109888	-6.68613255210276	-0.149355522379519	0	-9.11482839513283	-14.27527963374	0.00428048668025461	0.93488434242388	1	0.000352301423269984	5.05953908441507e-06	1	1	1	0.0336755631841677	6.61392620628188e-05	0.614705837119122	-3.16987345448165	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-1.44518827103276	-3.67998734101504	-3.67998734101504	-1.57712877048937	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	3.0303437175719	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	7.16233310014285	5.65212047178623	-3.67998734101504	-3.67998734101504	-3.67998734101504	1	1
TRINITY_DN103798_c0_g1_i1	NA	NA	NA	NA	4.46698144464907	-0.000302058557185668	1.01182374184742	0.0194109502893695	-5.78240574742363	-13.0995227980795	0.999712865043861	0.370070909063071	0.980429944352368	2.68502526432182e-08	1.65860798435743e-19	1	1	1	7.34468666186244e-06	1.64663270663253e-17	2.79712958242007	0.793028719928198	-0.100923359581978	2.90902267716785	0.274519212088061	-0.156236698113882	-3.18236403685461	-3.67998734101504	-2.34049027905189	-2.81296134905505	-2.66965984195072	-1.96445589296997	-3.20089624430685	-2.67209979108942	-1.38688039118999	-2.47935414599013	-3.67998734101504	-2.29144924266797	-2.8596243493432	-1.66810393109905	-1.9156774013396	5.19123200039861	3.87153302538088	1.47346630005962	-2.01557560507323	-0.346748252777978	-2.74662098135486	8.4973773511231	8.08005336565377	-2.79004460636107	-3.11366956736395	-3.67998734101504	1	1
TRINITY_DN103838_c0_g1_i1	fgd3-like	scaffold_192	166797	166797	4.14356420429504	0.0909397920693558	-0.233055557719336	-0.387897539804139	-4.18831819777012	-6.63612887260248	0.881797358850392	0.696281088513283	0.493261090367176	6.76176464523683e-13	4.93827427979326e-24	1	1	1	1.24189467373553e-09	9.15523920075638e-22	-0.830255883362609	-1.411713595394	-1.63424107906467	-0.893043234511838	-1.27473448090102	-1.3760417890403	-1.2125141000699	-0.363266346755168	-0.954832313416627	-1.44501203915964	-0.201833096377988	-1.96445589296997	-1.49577458216611	-1.66817212855875	-0.542121666692455	-1.8332691866433	-1.89126236155291	-1.59719451766974	-1.19582305893614	-1.52088083190088	-1.9156774013396	4.68791544312705	3.66124265930973	1.9023133291871	0.257448287154022	-0.0643826706940485	-1.46620219974916	7.93215208470943	8.02808488276175	1.95306153044376	0.588154904964711	1.34008817528768	1	1
TRINITY_DN103897_c0_g2_i1	pcdh18	Chr01	52732382	52732382	3.15456379411099	0	0	0	-10.6686933944	-10.3247746844663	1	1	1	3.83812723509703e-14	6.22769579651681e-17	1	1	1	1.1305493584088e-10	4.2816241180705e-15	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	-3.67998734101504	4.25583486575845	1.88270089148462	0.291736982837747	-3.67998734101504	-3.67998734101504	-3.67998734101504	7.53609334215947	6.23811088430985	-3.67998734101504	-1.55394754796754	-3.67998734101504	1	1
TRINITY_DN105440_c0_g1_i1	NA	NA	NA	NA	3.13400114295953	0.130303055755934	-0.0477754601374928	0.0765136541543388	-1.34582430836191	-4.07316469801851	0.719362585230546	0.893937498577033	0.796224157510498	0.000263093978282388	7.09528882263481e-22	1	1	1	0.0265291586806865	1.02495034548544e-19	2.41025542425468	2.34345775902967	2.10748979688519	2.16518526557287	2.77977214576268	2.24947433232005	2.97948382562896	2.82998903773115	3.23767611342693	3.04857465439533	2.81609805365238	3.05666001987825	3.05013659712564	3.33562262477053	2.8358012275457	3.4078376801968	2.93798290064231	3.05036202117526	3.84986527518427	3.18655577653585	3.02978868528027	3.69227586315971	2.34236643347653	1.93057179825508	1.3115019208638	1.88935169277218	1.33729228724675	5.64675910056611	4.95719465547538	1.48902387375577	1.21939930841659	1.22067005859439	1	1
TRINITY_DN105601_c0_g1_i1	rhoa.2	scaffold_7481	751	751	4.7579927067467	0.0148017195884301	0.1418093721883	0.0961737427152808	-1.30881706094907	-5.01089563821341	0.959243492703847	0.629187515375976	0.69376968852028	8.23095468406814e-06	1.33449964758565e-46	1	1	1	0.00123402606236226	1.14379964794566e-42	3.89556873436785	3.40173094496516	3.75537234435207	3.89514587025631	3.52074118401692	3.69851292860998	3.06506859208088	2.95090872504621	3.11046163791716	3.08181443814306	3.22306411002874	3.24470979612695	3.09752191635635	2.89016725748718	3.26831780989757	3.12754338718317	3.15827548797618	2.94786772730972	3.1572726656584	3.39564142660208	3.28638183086494	5.13637406279566	4.286130338257	3.45738145326606	3.22579000806432	2.94479962669569	3.26672330313991	8.32663790929589	7.76784133987929	3.12612186424337	3.17071184714187	2.91831604439088	1	1
TRINITY_DN105624_c0_g1_i1	rpl10	scaffold_247	22260	22260	1.48360647460215	0.444018832148509	-2.37790965321305	1.79345074533657	-5.35323437307971	-10.9084693694462	0.69245472118593	0.0531106049252491	0.138339187882971	3.10333783198921e-11	4.32788730471228e-24	1	1	1	2.3469448727629e-08	8.1825710489755e-22	-3.20693678390677	-3.16987345448165	-3.07451388335728	-2.79785708917813	-2.6273481713736	-3.67998734101504	-3.18236403685461	-1.87676349848283	-3.08523790117754	-3.67998734101504	-3.08813163311147	-3.67998734101504	-3.67998734101504	-3.67998734101504	-2.8479310477287	-3.67998734101504	-3.67998734101504	-2.82474210880996	-2.33988061242592	-2.77957810086182	-3.00256598498238	2.83307454598641	1.68093835630082	-0.107263059383	-3.15997375322651	-2.38567914697682	-2.43839705052623	5.38781493470284	5.10296225421734	-3.67998734101504	-3.67998734101504	-3.08014820464088	1	1
