gid	gname	chr	start	end	logCPM	logFC.XY23.XX23	logFC.XY27.XX27	logFC.XY31.XX31	logFC.XY43.XX43	logFC.XY46.XX46	PV.XY23.XX23	PV.XY27.XX27	PV.XY31.XX31	PV.XY43.XX43	PV.XY46.XX46	FDR.XY23.XX23	FDR.XY27.XX27	FDR.XY31.XX31	FDR.XY43.XX43	FDR.XY46.XX46
TRINITY_DN127333_c1_g1_i5	NA	NA	NA	NA	4.41479254345177	0.186590349706659	0.0730222545795162	0.192876314807972	0.794048809815994	2.78736484653704	0.71007368068162	0.883821212234062	0.635012799112525	0.108096908625053	6.41095827866014e-06	1	1	1	0.90125447550178	8.15660416720377e-05
TRINITY_DN99798_c0_g2_i1	gapdh	Chr07	1685766	1685766	0.693350785689115	-0.760821130865183	-0.184400576178896	0.876890460350749	-1.64055336757625	-6.13848590799422	0.313351576598244	0.810663311729902	0.186338988361945	0.00433179050966945	3.29201365264509e-19	1	1	1	0.242851930502954	3.11204217097292e-17
TRINITY_DN126328_c0_g1_i1	cenpm	Chr04	105778900	105778900	4.04971812548121	-0.194285517113944	-0.0188527023975752	0.1208744583694	-0.0820400505466262	-2.15489113846065	0.483588462689082	0.946276366985851	0.603477174838886	0.770193496864875	6.38609356352991e-12	1	1	1	0.978660256108582	2.18649299332949e-10
TRINITY_DN121556_c12_g4_i1	NA	NA	NA	NA	1.77661270727976	0.113213164738458	0.0431829663956503	0.078666342885583	-0.0771774352610232	-1.69087777717028	0.777772298484902	0.913939506689419	0.819017229474665	0.852708565988049	0.000141637523158289	1	1	1	0.986000600676832	0.00134537334058703
TRINITY_DN205013_c0_g1_i1	NA	NA	NA	NA	2.62570359820403	-1.15463921721224	0.530364573554561	-0.342650925228388	-1.03000866150723	2.06733788752335	0.116073636651643	0.419764906967884	0.54025108246807	0.087833704728463	0.00417509901159288	1	1	1	0.882061642824018	0.026966671912858
TRINITY_DN119494_c0_g1_i1	NA	NA	NA	NA	2.81696458840841	0.307520246635507	-0.16457885669285	0.410557564494149	-4.67956711555439	-9.03459813833983	0.592430181938947	0.780330757052203	0.444330030627516	1.48336859657343e-12	2.23850074934125e-29	1	1	1	2.24363863080545e-09	1.04651945032385e-26
TRINITY_DN120770_c0_g2_i1	NA	NA	NA	NA	2.664480305113	0.0675914171455363	0.135916133824473	0.387659222216954	0.0970752315754578	-1.6083386343366	0.87546731402764	0.754792930345768	0.279326155102215	0.822320340303141	0.000678997506092273	1	1	1	0.982518173373925	0.00551803504239905
TRINITY_DN126356_c1_g3_i1	NA	NA	NA	NA	3.09434770645202	0.0501831471347564	-0.0752158621860999	-0.540961578784043	0.146858233414416	-1.7386809134108	0.880738831866312	0.823009743301893	0.0511582674677235	0.66324588901659	5.12774990443891e-06	1	1	1	0.967224475347282	6.68519914565104e-05
TRINITY_DN72899_c0_g1_i1	NA	NA	NA	NA	1.71356377394897	-0.0784963262988114	-0.165271962676849	-0.178002080156621	-0.787694679106909	-2.45202882429529	0.819078168318938	0.635221501443608	0.541014465831407	0.0248419258280693	1.96426400743865e-10	1	1	1	0.64717369687654	5.4839435855885e-09
TRINITY_DN135224_c9_g6_i1	NA	NA	NA	NA	2.86963211520403	0.10404695851414	0.257540591045286	-0.0848688688152483	0.0703684734751423	1.05879009866934	0.74581975203415	0.414931471544993	0.751449065446557	0.823933425536702	0.00486171345354802	1	1	1	0.983039756479268	0.0306981590071419
TRINITY_DN121957_c0_g1_i4	NA	NA	NA	NA	0.611685758801769	-0.430392372537257	0.213210961092423	0.199132406215546	0.196868948199597	-1.72294884990994	0.300030732508965	0.611107969628488	0.597623912734887	0.654886031345695	0.000473431325309221	1	1	1	0.965097618078986	0.00399314282038627
TRINITY_DN114256_c0_g1_i1	NA	NA	NA	NA	5.15034661897163	0.0807888191409517	-0.182199255159479	-0.120785766930816	-0.394477648144339	-1.12583835534595	0.795226227706351	0.559379223159416	0.638753741148818	0.209394862946489	0.0012034246292753	1	1	1	0.924001874065281	0.00913061596121444
