gid	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	A10FO1	A15MT1	A17FO1	A17MT1	A2FO2	A6FO1	A6MT1	A8FO2	A8MT1	A12MT1	average	ward.D
TRINITY_DN100108_c0_g1_i1	gapdh	Chr07	1685766	1685766	4.17644125933532	-7.08309530547931	9.69498200417366e-10	5.32221808607792e-09	3.98065517631492	-1.70337919661723	5.74911209790402	-1.33846217266462	2.45955494271562	6.67771424559757	-0.54852883651473	-2.37627783120689	-1.11541391192591	-1.63528981429073	2	2
TRINITY_DN100287_c0_g2_i1	inmt	Chr07	73890622	73890622	4.13176936804092	2.56257375113316	5.09970517057759e-07	1.92713913255567e-06	2.94070474920524	4.80768820723877	1.27603281214382	4.91221656402374	0.697459025909836	1.58219226768525	4.41348519726609	3.53627375008758	5.34111618817965	4.89107975518335	1	1
TRINITY_DN100418_c0_g1_i1	clec2d	Chr07	2179298	2179298	1.0122940496278	1.88186761556028	0.00546520338342844	0.010627076920176	-1.75356718045368	1.43868314733471	0.485471425493505	1.27727340957495	-0.734796089916876	-0.439541563659175	0.316130722558682	0.976265001604592	2.81780905806607	1.2574370782712	1	1
TRINITY_DN100638_c0_g2_i1	srp54	Chr08	89146521	89146521	8.04168131064512	-1.09734785303199	5.26498737833831e-08	2.26058394244398e-07	8.83736633629366	7.54506459379086	8.37203422361122	7.3724907345495	8.24873368787386	8.39231830734857	7.16164740795533	8.51738187962578	7.3479241833872	7.50051033186545	2	2
TRINITY_DN100830_c0_g1_i2	LOC101733955	Chr03	85276942	85276942	2.17035454954874	3.3912999435161	1.60503798019223e-10	9.64623518583478e-10	-0.29269238996819	3.51219140141931	0.485471425493505	2.86628983639228	-0.734796089916876	0.0685499383555246	3.31392392160027	-0.275003224947143	2.47810886184879	2.64839829642595	1	1
TRINITY_DN100835_c0_g1_i1	Xetrov90013145m	Chr05	14816595	14816595	5.74079655059214	6.61713824735613	4.84030599566834e-37	2.10511584035748e-35	-0.987098452182921	6.08159972097769	1.52913144681241	5.92936654434281	-0.087502384782936	-0.600455759446786	6.694972289183	0.415242385438528	7.45352605498019	6.92606295861306	1	1
TRINITY_DN101042_c0_g2_i1	clpx	Chr03	117918294	117918294	5.13718734176833	-1.46049660928263	2.9511818984713e-06	9.91919565475529e-06	5.30342294059742	3.68904234085999	6.02904104751036	3.49149170261708	5.61824536186966	5.5606503801088	4.67355173168167	5.8196131446885	4.54365464952982	4.40184985143374	2	2
TRINITY_DN101047_c0_g1_i2	LOC100485326	Chr08	96020909	96020909	5.92833090219435	-2.71134506124127	4.79010044503662e-24	1.02615952208959e-22	6.68081772713182	4.15538483837055	6.3838044982656	4.08122011246645	6.8247551078661	6.62863350691181	4.18772074297466	7.01252653761745	3.34253595507253	4.1728085524605	2	2
TRINITY_DN101072_c0_g2_i2	spdyc	Chr04	38584858	38584858	10.5399031983781	-5.69263128370787	2.56643323643107e-49	1.73794035943554e-47	11.9737571653718	6.16220721830741	11.2620020534882	5.43613892850063	11.4283931865551	10.50365769552	6.21354353769649	11.9360791389083	5.33632209812067	5.74398687642546	2	2
TRINITY_DN101150_c0_g2_i1	esrra	Chr04	39939444	39939444	5.40841880832404	-1.81584803615077	1.52302520956794e-09	8.18717334285592e-09	5.72523099957941	4.15538483837055	6.3676681320234	4.21329189474315	5.37499351897194	5.99841893042448	4.66559739699557	6.4828107045705	4.15453697810396	3.87521109346232	2	2
