gid	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	A10FO1	A15MT1	A17FO1	A17MT1	A2FO2	A6FO1	A6MT1	A8FO2	A8MT1	A12MT1
TRINITY_DN100099_c0_g1_i1	cln6	Chr03	116488040	116488040	3.00674751694749	-0.625481395803776	0.229361692906111	0.295903270863401	1.11628611334402	2.77216133567714	3.47928539502144	1.5513414257088	3.62917872753224	4.02007618264347	2.79240693639307	2.67903300868805	3.09257105797382	2.7067091885632
TRINITY_DN100108_c0_g1_i1	gapdh	Chr07	1685766	1685766	4.17644125933532	-7.08309530547931	9.69498200417366e-10	5.32221808607792e-09	3.98065517631492	-1.70337919661723	5.74911209790402	-1.33846217266462	2.45955494271562	6.67771424559757	-0.54852883651473	-2.37627783120689	-1.11541391192591	-1.63528981429073
TRINITY_DN100115_c0_g1_i1	cenpm	Chr04	105778900	105778900	6.84891228401148	-0.247604021625118	0.422676068065716	0.498952983280437	7.27701617924153	7.25303739231759	6.58004077182365	7.14226259901331	6.9805784562764	6.38710438143549	6.23654606407707	7.36624990959417	5.42930176213505	6.84238118188603
TRINITY_DN100194_c0_g1_i1	vax2	Chr01	8250217	8250217	2.17110378056008	0.108048936273107	0.80455456919374	0.844916278430978	2.4580309189771	1.98906524343792	1.82223211426075	2.05238559666292	2.22770276970604	2.16120662029762	2.76288642500579	1.80264330224425	2.21111524007015	1.88115836187826
TRINITY_DN100260_c0_g2_i1	ncbp2	Chr05	97976339	97976339	7.36528670225251	-0.169635815777422	0.448614779621317	0.523176505591665	7.82016528303665	7.37543606247177	7.18260169902842	7.4065222728015	7.15120894586308	7.04467060682933	7.39422969192418	7.83045434986387	6.95159390311822	7.21054342274981
TRINITY_DN100287_c0_g2_i1	inmt	Chr07	73890622	73890622	4.13176936804092	2.56257375113316	5.09970517057759e-07	1.92713913255567e-06	2.94070474920524	4.80768820723877	1.27603281214382	4.91221656402374	0.697459025909836	1.58219226768525	4.41348519726609	3.53627375008758	5.34111618817965	4.89107975518335
TRINITY_DN100358_c0_g1_i1	LOC100486229	Chr08	87767206	87767206	4.13841002203845	0.306752873012816	0.405525275192769	0.480816689388371	4.05472574887692	3.56895152777736	3.84831921302698	4.12380592265864	3.72880412227149	3.2408607797118	4.35533252307529	4.66065371804524	4.55194925223069	4.59174616135473
TRINITY_DN100376_c0_g1_i1	LOC100492536	Chr08	50375420	50375420	4.53194501690021	-0.070643256040293	0.875025828785265	0.903131200127181	3.80936697094851	4.85980123784827	4.04783963002016	3.88721495198084	3.6760158913401	5.93008949282429	4.36518887761568	3.8084240243416	3.95632885435033	5.04025767868644
TRINITY_DN100418_c0_g1_i1	clec2d	Chr07	2179298	2179298	1.0122940496278	1.88186761556028	0.00546520338342844	0.010627076920176	-1.75356718045368	1.43868314733471	0.485471425493505	1.27727340957495	-0.734796089916876	-0.439541563659175	0.316130722558682	0.976265001604592	2.81780905806607	1.2574370782712
TRINITY_DN100638_c0_g2_i1	srp54	Chr08	89146521	89146521	8.04168131064512	-1.09734785303199	5.26498737833831e-08	2.26058394244398e-07	8.83736633629366	7.54506459379086	8.37203422361122	7.3724907345495	8.24873368787386	8.39231830734857	7.16164740795533	8.51738187962578	7.3479241833872	7.50051033186545
TRINITY_DN100830_c0_g1_i2	LOC101733955	Chr03	85276942	85276942	2.17035454954874	3.3912999435161	1.60503798019223e-10	9.64623518583478e-10	-0.29269238996819	3.51219140141931	0.485471425493505	2.86628983639228	-0.734796089916876	0.0685499383555246	3.31392392160027	-0.275003224947143	2.47810886184879	2.64839829642595
TRINITY_DN100835_c0_g1_i1	Xetrov90013145m	Chr05	14816595	14816595	5.74079655059214	6.61713824735613	4.84030599566834e-37	2.10511584035748e-35	-0.987098452182921	6.08159972097769	1.52913144681241	5.92936654434281	-0.087502384782936	-0.600455759446786	6.694972289183	0.415242385438528	7.45352605498019	6.92606295861306
TRINITY_DN101042_c0_g2_i1	clpx	Chr03	117918294	117918294	5.13718734176833	-1.46049660928263	2.9511818984713e-06	9.91919565475529e-06	5.30342294059742	3.68904234085999	6.02904104751036	3.49149170261708	5.61824536186966	5.5606503801088	4.67355173168167	5.8196131446885	4.54365464952982	4.40184985143374
TRINITY_DN101047_c0_g1_i2	LOC100485326	Chr08	96020909	96020909	5.92833090219435	-2.71134506124127	4.79010044503662e-24	1.02615952208959e-22	6.68081772713182	4.15538483837055	6.3838044982656	4.08122011246645	6.8247551078661	6.62863350691181	4.18772074297466	7.01252653761745	3.34253595507253	4.1728085524605
TRINITY_DN101072_c0_g2_i2	spdyc	Chr04	38584858	38584858	10.5399031983781	-5.69263128370787	2.56643323643107e-49	1.73794035943554e-47	11.9737571653718	6.16220721830741	11.2620020534882	5.43613892850063	11.4283931865551	10.50365769552	6.21354353769649	11.9360791389083	5.33632209812067	5.74398687642546
TRINITY_DN101150_c0_g2_i1	esrra	Chr04	39939444	39939444	5.40841880832404	-1.81584803615077	1.52302520956794e-09	8.18717334285592e-09	5.72523099957941	4.15538483837055	6.3676681320234	4.21329189474315	5.37499351897194	5.99841893042448	4.66559739699557	6.4828107045705	4.15453697810396	3.87521109346232
TRINITY_DN101193_c0_g1_i1	LOC100489217-like	Chr10	20091650	20091650	1.13584116565684	-1.86613036503935	0.00157019511505341	0.00340349488955722	1.48111974856421	-0.620496462185533	1.89609303983138	-1.00908845357953	1.40184302818381	1.54419932904142	0.907979594278163	2.21085800809776	0.741443135114634	-1.14814251891696
TRINITY_DN101232_c0_g1_i1	scn3b	Chr07	54900494	54900494	1.81982975595334	3.39015581792843	1.58803101203651e-08	7.41473063926347e-08	0.418121501735287	2.28850024683258	0.165305906928798	2.45057747333966	-0.908189410426017	-0.600455759446786	2.65453121708373	-2.37627783120689	3.2639300737383	2.49139339177335
TRINITY_DN101247_c0_g3_i1	chst7	Chr02	111324143	111324143	3.19232921195368	1.26841741385371	0.00235684963624105	0.00493169075687934	1.72746862796406	3.61010256679129	3.0156741794567	3.15616442808515	2.69000664475648	2.16120662029762	3.65657710541699	2.28778028124108	3.94377620716457	3.93741143204119
TRINITY_DN101292_c0_g1_i3	c16orf45	Chr09	28224425	28224425	1.73690947037972	-0.1825182077951	0.782009703077904	0.826314577867425	2.51161642405086	1.55564632379792	0.485471425493505	1.15118883573562	0.503346177272687	-0.294787856831006	0.85300325483985	3.11870840469434	2.12478392944218	2.19811928490754
TRINITY_DN101356_c0_g1_i1	purg	Chr01	78613871	78613871	5.30585489884214	-0.586357044379684	0.0779649008821603	0.114745477674226	5.35563903644418	5.7330219614471	6.08932336628561	4.64616544584066	5.63809480474108	5.58190246420359	5.00831651543412	4.9242672603893	4.04126612801499	4.97057385290582
TRINITY_DN101361_c0_g1_i2	cyp46a1-like.1	Chr08	65160881	65160881	3.26959834839679	1.53788298995221	0.00113188322684352	0.002520013627284	2.77529657293932	4.78989031492758	2.03335530795362	3.15616442808515	1.8460250456278	2.28155123689058	2.97083713069888	2.56002786786149	4.21846256201033	3.10385162209778
TRINITY_DN101369_c0_g1_i1	kbtbd8	scaffold_16	903489	903489	1.80934204899135	-3.099140354696	3.28430384300025e-06	1.09621653244699e-05	0.174103147279903	0.148333390295529	3.59469448652774	-1.00908845357953	2.56285721726751	2.7997575078395	-0.54852883651473	2.04349533689072	-0.453020623020856	0.439682877264129
TRINITY_DN101457_c0_g1_i1	asnsd1-like	Chr09	39386717	39386717	8.03643870010685	-1.80638944963642	1.19075131998657e-17	1.52033488961788e-16	8.75990753144259	6.96921682774659	8.62138254074246	7.23938647356659	8.62402672973785	8.61969173732837	6.65535559811457	8.73430798933353	6.42155439055579	6.92145365432176
TRINITY_DN101488_c0_g2_i2	pdcl3	Chr02	106708785	106708785	6.65816372062548	-0.0107994953748285	0.965397560560863	0.97457342531857	6.91136279866043	6.64883076398615	6.51266469201985	6.4844923366984	6.1572949762491	6.13088849707343	6.95853654277636	7.26762600870856	6.54303731079704	6.57527367402585
TRINITY_DN101542_c0_g1_i1	rps6kb1	Chr02	87418446	87418446	7.67378636389741	-1.09050319009578	2.25240579548964e-07	8.90198765236601e-07	8.30580964921784	6.70372446125662	8.04930446330575	7.45485973156298	8.0333084855445	7.88119827069334	7.13236753413339	8.27678384269013	6.82555455794308	6.89661885186288
TRINITY_DN101610_c0_g2_i1	s100a11	scaffold_281	155613	155613	7.75692721082275	-0.594338487932136	0.0487599207431675	0.0758771746296361	8.58269214096238	7.58517394240558	7.71174672921687	7.14536650715231	7.14220216352036	7.7275790898333	6.58856390033592	8.47123230124128	8.0887278161621	7.32316081602158
TRINITY_DN101728_c0_g2_i1	lrrc20	Chr07	32617150	32617150	3.47227112163014	1.55201225702929	0.000903709833195548	0.00204449152846257	3.25537638017083	3.24243384124421	1.89609303983138	4.18943189110954	2.77851581331683	1.29247656678457	4.76200688780827	2.62075715371055	3.62005757627494	3.91285215445636
TRINITY_DN101751_c0_g1_i1	ssna1	Chr08	103347	103347	6.76040024885711	-1.4783569646196	1.31487861697967e-09	7.12520152810143e-09	7.45851505462447	6.33783858784168	7.18352380009785	5.79878476269661	7.14150699947001	6.88854896640668	5.56923611791122	7.75795507662085	5.46487820295887	5.87053560606754
TRINITY_DN101809_c0_g1_i2	LOC101732244	Chr05	59159234	59159234	4.51096129104002	2.3694720584614	3.33498877100365e-14	3.02336358485416e-13	3.2236160912916	5.39523734731091	2.76278943674749	5.14918277953074	2.83464230348817	2.64681337822924	5.32094026669163	3.03192884198753	5.35540360827435	5.00583645099669
TRINITY_DN101833_c0_g1_i1	ier2	Chr03	129491240	129491240	6.89061757565524	-2.50527445323087	6.76803315150344e-16	7.29588189088351e-15	7.84255502054618	5.11458229353625	7.24134507737756	4.23676370133422	7.61799994382264	7.4284435337989	5.20772868131483	8.01357480041693	6.01661517542035	4.53655123814931
TRINITY_DN101895_c0_g1_i1	LOC100498557	scaffold_2562	2638	2638	2.23224922862153	2.02687728779385	0.00106618246471543	0.00238109364076554	2.08648482600097	2.91036190204474	-0.825913368233257	2.80480128391935	-0.195779327692071	-0.294787856831006	3.16389321683086	1.80264330224425	2.76170120650298	2.81670383588215
TRINITY_DN101903_c0_g2_i2	rnft1	Chr02	87452051	87452051	6.13545638530406	-1.7058588819522	5.46309351605489e-11	3.5065275812337e-10	6.03757120150498	4.99021338443399	7.17056044261643	5.41571823342623	6.74371004792808	6.87139056049427	5.05777685774127	6.69184416172772	4.87646830890815	4.81359739619442
TRINITY_DN101966_c0_g1_i1	sla2	Chr10	34939460	34939460	1.78289837125205	0.834399847207049	0.296067077887395	0.368850082218028	-0.489209811968331	1.81227462517409	0.386439564948962	-0.741111560851842	-0.734796089916876	3.11692145079871	3.0944890729872	0.271131781053527	2.51251586335267	1.72063174447984
TRINITY_DN102026_c0_g1_i2	gjb7	Chr05	87154347	87154347	1.31983323013072	1.2247344409498	0.0264781491425911	0.0438621777784836	0.174103147279903	0.148333390295529	0.82502239648852	1.69383246638182	1.15968861236552	0.358544889348655	1.44271579751992	0.54625614774862	2.6732229435266	1.97904021095772
TRINITY_DN102065_c0_g1_i1	uck2	Chr04	108945411	108945411	8.39592855293651	-1.8052848321244	1.10234249537086e-17	1.41150200232131e-16	9.13576708079225	7.38633422834328	9.07956950148045	7.48048408382126	8.94864815367143	8.82549645198503	7.26133646709231	9.14778586690664	6.79792356105461	7.11957263655288
