gid	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary
TRINITY_DN100108_c0_g1_i1	gapdh	Chr07	1685766	1685766	4.17644125933532	-7.08309530547931	9.69498200417366e-10	5.32221808607792e-09
TRINITY_DN100830_c0_g1_i2	LOC101733955	Chr03	85276942	85276942	2.17035454954874	3.3912999435161	1.60503798019223e-10	9.64623518583478e-10
TRINITY_DN100835_c0_g1_i1	Xetrov90013145m	Chr05	14816595	14816595	5.74079655059214	6.61713824735613	4.84030599566834e-37	2.10511584035748e-35
TRINITY_DN101072_c0_g2_i2	spdyc	Chr04	38584858	38584858	10.5399031983781	-5.69263128370787	2.56643323643107e-49	1.73794035943554e-47
TRINITY_DN101232_c0_g1_i1	scn3b	Chr07	54900494	54900494	1.81982975595334	3.39015581792843	1.58803101203651e-08	7.41473063926347e-08
TRINITY_DN101369_c0_g1_i1	kbtbd8	scaffold_16	903489	903489	1.80934204899135	-3.099140354696	3.28430384300025e-06	1.09621653244699e-05
TRINITY_DN102094_c0_g3_i1	neurod6	Chr06	26805528	26805528	0.119605489879321	-4.92713000968713	1.62480670641158e-07	6.52120114068928e-07
TRINITY_DN102252_c0_g2_i1	ccdc39	Chr05	95583263	95583263	2.53776393508309	3.28239688967793	7.09482303868048e-09	3.48693445982884e-08
TRINITY_DN103653_c0_g1_i1	gpr22	Chr03	66920676	66920676	1.27925745867946	-4.26948724479504	3.02620415844283e-07	1.17620955156734e-06
TRINITY_DN103838_c0_g1_i1	kpna7	Chr09	38771710	38771710	8.5897682142523	-6.30875180164145	9.86963311379153e-113	3.31948660393855e-110
TRINITY_DN103855_c0_g1_i1	osr2	Chr06	113922956	113922956	4.40610009757888	6.4252289112848	4.25889059831065e-33	1.54022244218475e-31
TRINITY_DN103859_c0_g1_i1	amh	Chr01	83615433	83615433	6.76858832575561	3.53968856381989	3.65043850654457e-13	2.93489438494301e-12
TRINITY_DN103926_c0_g2_i1	chst1	Chr04	5762341	5762341	0.541005353116888	5.77727134163013	6.40837963218972e-11	4.04939159704566e-10
TRINITY_DN104027_c0_g1_i1	LOC100127579	Chr10	36243271	36243271	0.609612316303349	4.04589947089497	1.68900963810282e-09	9.02176138086685e-09
TRINITY_DN104136_c0_g1_i1	not	Chr01	10478571	10478571	1.99963691897227	-3.33654770305378	1.47721337387685e-09	7.95361949968914e-09
TRINITY_DN104496_c0_g2_i1	LOC100498003	Chr03	22984987	22984987	2.17774388569871	-4.98068883955607	7.25315364810903e-16	7.79385732794676e-15
TRINITY_DN104721_c0_g1_i1	LOC100036725	Chr07	964038	964038	0.895780955700994	3.76621768084353	3.77095178328672e-08	1.65646075286735e-07
TRINITY_DN105042_c0_g2_i1	pof1b	Chr08	41962240	41962240	3.81346498706412	3.96133404218364	9.58923787073371e-20	1.45546465500083e-18
TRINITY_DN105438_c0_g1_i1	LOC100492550	Chr01	98813361	98813361	3.60834082127475	7.70910782557302	9.42021572522287e-28	2.56199398025603e-26
TRINITY_DN105601_c0_g1_i1	exd2	Chr08	89479970	89479970	8.48355166305669	-4.36085437607423	1.91395501198234e-71	2.54102711459234e-69
TRINITY_DN105624_c0_g1_i1	mkrn3	Chr02	77298584	77298584	8.0119269611672	-11.4450224477353	4.66355938980082e-113	1.62259704286518e-110
TRINITY_DN105647_c0_g2_i1	ccnb1	Chr01	173679416	173679416	9.49863971669949	-11.1643606110893	2.11933326955863e-141	1.94400660816787e-138
TRINITY_DN105687_c0_g2_i1	LOC100498263	Chr08	19459739	19459739	8.22092591542892	8.27759088218635	3.56000661175476e-67	3.86241577554898e-65
TRINITY_DN105985_c0_g1_i1	LOC101731777	Chr10	374422	374422	0.884443267732457	4.75250630922958	1.36763536880807e-10	8.34307186896824e-10
TRINITY_DN106366_c0_g5_i1	klf2	Chr01	100271353	100271353	6.94235825829599	-4.79216267742493	1.16830402463242e-50	8.42013400610083e-49
TRINITY_DN106368_c0_g2_i1	aplnr	Chr01	131383517	131383517	3.1134642752081	3.39231694553222	0.000136641930328586	0.000359415296406526
TRINITY_DN106492_c0_g1_i4	chst11	Chr03	40488991	40488991	2.62372631522221	3.26974470011798	4.26252650573976e-11	2.78360928105397e-10
TRINITY_DN106674_c0_g1_i1	rplp0	Chr01	143013157	143013157	3.76192416462406	-4.35598139238734	9.77928799578425e-06	3.03889793278297e-05
TRINITY_DN106770_c0_g1_i1	clmp	Chr07	54568743	54568743	0.550492932554627	3.97854404207945	2.71316845177507e-07	1.06190340102446e-06
TRINITY_DN106792_c0_g3_i1	LOC100498620	Chr04	127594386	127594386	3.67931769868536	7.37906986356359	1.16975205700738e-29	3.55505971542304e-28
TRINITY_DN107055_c0_g1_i1	chst3	Chr07	51063949	51063949	0.635705556704612	4.35196287241889	2.9420130782973e-08	1.31523757022684e-07
TRINITY_DN107229_c0_g1_i1	LOC100489679	Chr03	17522373	17522373	4.25418185531765	-3.82982843241886	2.85822198301761e-06	9.61315326954922e-06
TRINITY_DN107632_c0_g1_i1	tex12	Chr07	74053815	74053815	5.21262146219869	3.56360644134112	4.39350915811473e-19	6.27022735578184e-18
TRINITY_DN107659_c0_g1_i1	c19orf66	Chr03	126350905	126350905	7.10541490493523	3.92635307232437	4.41447981101126e-32	1.53065640182487e-30
