gid	gname	chr	start	end	logCPM	logFC.XY23.XX23	PV.XY23.XX23	FDR.XY23.XX23	Am2_231	Am2_233	Am4_231	Am4_232	Am5_231	Am5_232
TRINITY_DN100099_c0_g1_i1	cln6	Chr03	116488040	116488040	1.85438860840845	0.104084944808432	0.878431127321647	0.999891245066766	2.47625114911751	2.85126092582104	1.67034126984904	1.83791032500002	-0.530575709608533	0.239895625265932
TRINITY_DN100105_c0_g1_i1	LOC100125055	Chr09	8579921	8579921	2.69187281883543	0.0793293361622497	0.801580455813515	0.999891245066766	2.75205423777822	2.90865010209452	2.56435696982863	2.71293812320692	2.68827462266559	2.46906735251455
TRINITY_DN100115_c0_g1_i1	cenpm	Chr04	105778900	105778900	5.83520306111385	-0.106003111022066	0.586315737475299	0.999891245066766	5.71447075697417	5.79686300686124	5.8675421400753	6.01934893172606	5.67333811045383	5.9119681517891
TRINITY_DN100194_c0_g1_i1	vax2	Chr01	8250217	8250217	2.79935486706436	-0.0803326303545214	0.800311820431851	0.999891245066766	2.49000039786099	2.70342882095622	2.76528014637556	2.97851191524008	2.8090498266069	3.0027462169175
TRINITY_DN100260_c0_g2_i1	ncbp2	Chr05	97976339	97976339	7.1583434801885	0.0391448250052708	0.839761894124491	0.999891245066766	7.28774232048839	7.30887003675814	6.89252930675878	7.07574090234695	7.29372553645162	7.03956614352841
TRINITY_DN100287_c0_g2_i1	inmt	Chr07	73890622	73890622	4.11731524581215	0.36618187791376	0.307079750798761	0.999891245066766	3.2967894589352	3.39179060915606	4.67815569733595	4.19775433054899	4.50091474344976	4.12748214332919
TRINITY_DN100358_c0_g1_i1	LOC100486229	Chr08	87767206	87767206	4.71785771157516	0.067101552070947	0.769718707571599	0.999891245066766	4.7626010157057	4.90122763584958	4.74452642461649	4.68026999096034	4.58976673288961	4.60362660816073
TRINITY_DN100376_c0_g1_i1	LOC100492536	Chr08	50375420	50375420	3.48337484468567	0.0313325702099874	0.937689622113182	0.999891245066766	2.65774983354042	2.58167931077659	3.64430494953912	3.55961239015712	3.95539411450328	3.928378969183
TRINITY_DN100638_c0_g2_i1	srp54	Chr08	89146521	89146521	8.377628120176	0.0392382865984757	0.816649727062583	0.999891245066766	8.36871183244931	8.46403204501826	8.27224954064567	8.3765600435677	8.44711442914062	8.32797131903862
TRINITY_DN100835_c0_g1_i1	Xetrov90013145m	Chr05	14816595	14816595	5.26473759968983	0.0588146090692883	0.843446672050864	0.999891245066766	4.98764908665545	4.70785953974043	5.44361615686554	4.76004648779313	5.58776016348554	5.76230727741066
TRINITY_DN101042_c0_g2_i1	clpx	Chr03	117918294	117918294	3.04396217297589	0.102906025634548	0.740050756071302	0.999891245066766	2.92396870863432	3.10801615103734	3.19046435488432	2.79786532237398	2.97887412218909	3.22760082719969
TRINITY_DN101047_c0_g1_i2	LOC100485326	Chr08	96020909	96020909	2.91146765688146	-0.0445017355979386	0.894458002929857	0.999891245066766	2.69384020244867	2.94201883899106	2.92644235268091	3.39671737456467	2.79611893593132	2.56373662769295
TRINITY_DN101150_c0_g2_i1	esrra	Chr04	39939444	39939444	7.14904205356778	0.141947824102729	0.432554168092562	0.999891245066766	6.93942937977753	7.16084113941605	7.2486646132825	7.06578611260863	7.24340890732253	7.21171092910815
TRINITY_DN101193_c0_g1_i1	LOC100489217-like	Chr10	20091650	20091650	3.12299461764155	0.255056278308726	0.702495002126801	0.999891245066766	1.42606614359216	0.50384411904889	3.78550269949395	2.71293812320692	3.74945349774636	3.89235005696276
TRINITY_DN101232_c0_g1_i1	scn3b	Chr07	54900494	54900494	4.09388731597961	-0.0497987038813208	0.846640559823581	0.999891245066766	4.13806146793233	4.036646239062	3.94454081764433	4.14469912651908	4.21058477134768	4.0705821552442
TRINITY_DN101247_c0_g3_i1	chst7	Chr02	111324143	111324143	2.28157499309049	-0.0220827335948173	0.953077689343281	0.999891245066766	2.18652901105808	2.6096365269643	2.37621614154463	1.99003634667301	1.67520387058745	2.63523911731661
TRINITY_DN101292_c0_g1_i3	c16orf45	Chr09	28224425	28224425	1.35220038561457	-0.177827543338075	0.715946656759026	0.999891245066766	2.15235239427584	1.66678106380692	1.09646768145057	1.12663442614553	0.862267524031903	0.412632398377042
TRINITY_DN101326_c0_g1_i1	itgb1bp2	Chr08	23058002	23058002	2.8574723785145	-0.0966670481985398	0.789711073674992	0.999891245066766	2.33103181629001	3.10801615103734	2.42019659676348	2.79786532237398	2.8090498266069	3.40173022410008
TRINITY_DN101356_c0_g1_i1	purg	Chr01	78613871	78613871	3.51763940687043	-0.0164511860118317	0.955813963282271	0.999891245066766	3.33538097947703	3.42363761631205	3.6162199055522	3.86530982716412	3.48517140441307	3.30638000034567
TRINITY_DN101361_c0_g1_i2	cyp46a1-like.1	Chr08	65160881	65160881	8.29313332628986	0.469752179498666	0.073655145715379	0.999891245066766	8.00271099816987	7.76705936063469	8.61564390754991	8.34868075297629	8.91537345149031	7.69165065014866
TRINITY_DN101457_c0_g1_i1	asnsd1-like	Chr09	39386717	39386717	6.48531679088435	-0.0117450821237456	0.952459182473161	0.999891245066766	6.70681573154773	6.53582704067489	6.29561931406665	6.37996780092849	6.58956888841131	6.35871967291731
TRINITY_DN101488_c0_g2_i2	pdcl3	Chr02	106708785	106708785	7.27908647396578	0.149471991652927	0.41975154517314	0.999891245066766	7.26692978277557	7.52659496953271	7.14845423554017	7.14694139218078	7.35507647753217	7.1910977458385
TRINITY_DN101542_c0_g1_i1	rps6kb1	Chr02	87418446	87418446	8.52014355293847	-0.0679470835824763	0.689394681682063	0.999891245066766	8.60145171517166	8.50228445643435	8.35601073762354	8.49469080186882	8.58928520297683	8.5629899158013
TRINITY_DN101606_c0_g1_i1	mthfd2l	scaffold_51	96148	96148	0.564392067318345	-0.255548411112776	0.600938398192889	0.999891245066766	1.24331729809179	0.31299051230445	0.656113289401005	0.540665209297066	0.32778606424863	-0.183610219688899
TRINITY_DN101610_c0_g2_i1	s100a11	scaffold_281	155613	155613	8.71701486595181	0.232108983727042	0.185193818923868	0.999891245066766	8.45842427881787	9.00483890009838	8.67895664543886	8.58955558186591	8.78154753020502	8.72871571628526
TRINITY_DN101728_c0_g2_i1	lrrc20	Chr07	32617150	32617150	5.67694643972331	0.0150415299401032	0.941390489323557	0.999891245066766	5.78448149359391	5.78311874072631	5.76894378720314	5.66724792233279	5.48272978173577	5.54513671971694
TRINITY_DN101751_c0_g1_i1	ssna1	Chr08	103347	103347	4.79749555408212	-0.104800532667829	0.645453271281915	0.999891245066766	4.84782488908413	4.93200118968369	4.60382411638448	4.87200412327226	4.67346256955841	4.82619478439229
TRINITY_DN101809_c0_g1_i2	LOC101732244	Chr05	59159234	59159234	4.75912488044374	0.0681313320745307	0.780450893927868	0.999891245066766	4.95580183246343	4.50325318900203	4.96096891642383	4.68399351877976	4.8775213391755	4.49249686367753
TRINITY_DN101821_c0_g1_i1	cbln2	scaffold_21	2082425	2082425	4.16389298734218	-0.0873213397278797	0.732241403276141	0.999891245066766	4.38982390046461	4.08723492641069	4.06717549891314	4.12291840525069	4.20080608433745	4.08342195042297
TRINITY_DN101833_c0_g1_i1	ier2	Chr03	129491240	129491240	5.38550657545466	-0.124614269209762	0.60925209263261	0.999891245066766	5.21783277436205	5.50099620267856	4.82033971118507	5.42622409878245	5.53425509835191	5.66315994218236
TRINITY_DN101895_c0_g1_i1	LOC100498557	scaffold_2562	2638	2638	1.71690561907312	0.205275098117372	0.604758985989777	0.999891245066766	1.24331729809179	1.30581124132327	2.13362901727581	1.75537584919255	1.90937076470161	1.81109590655393
TRINITY_DN101903_c0_g2_i2	rnft1	Chr02	87452051	87452051	5.08092241092941	0.0432698354161516	0.839204797891223	0.999891245066766	5.02590452758643	5.07171473435077	5.18463090588364	5.14211890947663	5.04810420511026	5.00554252649343
TRINITY_DN102026_c0_g1_i2	gjb7	Chr05	87154347	87154347	3.0417987370115	-0.181067305466362	0.568706376640874	0.999891245066766	3.38773148844123	2.75440798598919	2.86412080686992	2.92916480831781	3.19130838690905	3.01620128808458
TRINITY_DN102065_c0_g1_i1	uck2	Chr04	108945411	108945411	6.99516176501693	-0.107781121749828	0.555089090139383	0.999891245066766	7.09765536072202	6.90007368784572	6.81640171728041	7.0870343258987	7.09028539294174	6.95476329171366
TRINITY_DN102078_c0_g1_i1	adsl	Chr04	111381918	111381918	7.24425405423916	0.122969196091462	0.507396766335357	0.999891245066766	7.21561599320116	7.40123948888804	7.09518798558883	7.07006086476129	7.39528872372751	7.25278484244122
TRINITY_DN102094_c0_g3_i1	neurod6	Chr06	26805528	26805528	4.70455727577271	-0.0159922289673791	0.949395827873529	0.999891245066766	4.70776430514692	4.65517782263641	4.38825787234687	4.45037284168172	4.98112899448368	4.93998931368491
TRINITY_DN102159_c0_g1_i2	Xetrov90012386m	Chr04	109890106	109890106	5.28786109359456	-0.332124220310313	0.251741562187831	0.999891245066766	4.78508080511136	4.59351635144146	5.28616030157793	5.51251553711021	5.34745804759812	5.84568695875188
TRINITY_DN102162_c0_g1_i1	LOC100486925-like	Chr09	18751230	18751230	3.19580691904693	-0.157342572086582	0.625899875962129	0.999891245066766	3.14863145501688	2.66397633595263	3.08512219682607	3.32221705114724	3.48517140441307	3.33886867032722
TRINITY_DN102167_c0_g1_i2	ccdc6	Chr07	8097857	8097857	6.43239994324157	-0.0558558037558775	0.771097850082778	0.999891245066766	6.36924416847189	6.46106947251231	6.21520534486277	6.47437116497015	6.51754257855185	6.53264045779524
TRINITY_DN102186_c0_g1_i2	LOC100488185	scaffold_5850	707	707	1.08435413153235	0.454785795660404	0.392978089579027	0.999891245066766	-0.379158850879441	0.618355775921134	1.25057668413306	0.889235768008149	1.78399359068377	1.54015960378567
TRINITY_DN102193_c0_g2_i1	nkiras2	Chr10	2283277	2283277	4.67520331454114	-0.271625139647755	0.253758522534822	0.999891245066766	4.78228991264826	4.37066337245075	4.78713575385305	4.94208967475559	4.41047794436026	4.67322543950886
TRINITY_DN102252_c0_g2_i1	ccdc39	Chr05	95583263	95583263	5.21957324148506	0.271508830046533	0.3465765932035	0.999891245066766	5.3816789762945	5.80444250842505	5.38379111982626	4.96675415206371	4.61943223009945	4.82237027644741
TRINITY_DN102272_c0_g1_i1	dmap1	Chr04	82690214	82690214	5.05460813153846	0.0723903181692558	0.762535866416366	0.999891245066766	5.09500904002718	5.31399375496535	4.7574418781152	4.76004648779313	5.14051973159521	5.1680565290249
TRINITY_DN102276_c0_g1_i1	adam28	Chr03	106784533	106784533	1.83780541561046	0.0604436018091172	0.871728442754449	0.999891245066766	2.00692421327057	1.46731681126385	1.90510913314312	1.66783164854172	2.15196529767268	1.71535734248624
TRINITY_DN102279_c0_g1_i1	cars	scaffold_1089	131	131	7.17810306837594	0.124832540793228	0.489661000775785	0.999891245066766	7.09315823024928	7.29548543247176	7.33448487577279	7.14085820910355	7.07430758491978	7.10871077401026
TRINITY_DN102288_c0_g1_i1	mboat1	Chr06	47429669	47429669	3.36842603529646	0.241971477444719	0.414684391585614	0.999891245066766	3.12238874820704	3.61509061438321	3.4877738064822	3.50171621633048	3.33233591943211	3.0688007513655
TRINITY_DN102312_c0_g1_i1	ag1	Chr09	55633147	55633147	8.50450939541176	0.0996399593087688	0.610097308560239	0.999891245066766	8.40862086135988	8.36909032423165	8.88915090907768	8.58508206985698	8.33312432460794	8.35767239303891
TRINITY_DN102326_c0_g6_i1	Xetrov90015728m	Chr06	20798284	20798284	1.88771020727873	0.586688705379933	0.143768845743315	0.999891245066766	1.30684071336908	1.58464851340643	2.3983739552942	1.33043262881159	2.34189172937685	2.01249915805839
TRINITY_DN102393_c0_g1_i1	Xetrov90003677m	Chr01	185960157	185960157	5.86928993473754	-0.123701720357989	0.639509091683623	0.999891245066766	5.71300598744379	5.38041160951265	6.11172013033848	6.41287498379338	5.83694977827259	5.49796434270886
TRINITY_DN102400_c0_g1_i1	mrpl22	Chr03	10915763	10915763	6.94038176630044	0.0117755208027386	0.948640866093582	0.999891245066766	6.95314313763262	6.96846686713785	6.77677652838112	6.94762798997374	7.07698287164478	6.90228694068074
TRINITY_DN102455_c0_g1_i1	tprg1-like	Chr05	100117567	100117567	4.76006429032531	0.0542235600761716	0.815293851407646	0.999891245066766	4.67202491475747	5.00749423882747	4.58462701407418	4.70979254945877	4.73234630227872	4.81469070980868
TRINITY_DN102459_c0_g1_i1	stk32a	Chr03	34227746	34227746	1.84912661707091	-0.246561160173098	0.503760891579254	0.999891245066766	1.61358916738083	1.71904832672415	1.67034126984904	1.94108859717327	1.78399359068377	2.28123356140435
TRINITY_DN102469_c0_g1_i1	themis2	Chr02	53702359	53702359	1.73105577903442	0.246201760099911	0.499574231741925	0.999891245066766	1.50943425209423	1.69315138054081	1.74140463319951	1.66783164854172	2.0683926897549	1.64780930261132
TRINITY_DN10248_c0_g1_i1	Xetrov90019262m	Chr07	104625954	104625954	0.165110696412466	-0.527320206415927	0.397735475868162	0.999891245066766	-0.106654189092671	-1.71227859535491	0.231511912796842	1.08217740760567	0.464829444292517	-0.183610219688899
TRINITY_DN102493_c0_g1_i1	gclc	Chr05	114371420	114371420	7.22011416721975	-0.00404096849837057	0.982718922707486	0.999891245066766	7.33373925584534	7.29494745679657	7.24331877844466	7.30701878450961	7.11001198214657	7.00202043289684
TRINITY_DN102496_c0_g1_i1	st13	Chr04	105911538	105911538	9.47761321066504	0.0962662805259941	0.554252071730345	0.999891245066766	9.51767993917592	9.62804118349065	9.33989148612486	9.35658311434992	9.59009656588652	9.40706943740402
TRINITY_DN102500_c0_g1_i1	ror2	Chr01	126678883	126678883	6.0714360333701	0.0222300689393048	0.929772993402294	0.999891245066766	6.32582118514463	6.57712125792553	5.74968220708699	5.95300324849426	5.7524501856005	5.85694745676083
TRINITY_DN102539_c0_g1_i1	plxnb3	Chr08	3112250	3112250	5.51648643329085	-0.103913226847601	0.61007788979627	0.999891245066766	5.50699014467478	5.52137593019476	5.49593028447802	5.67849043002326	5.36944841576643	5.50990282463275
TRINITY_DN102559_c0_g2_i1	LOC100485278	Chr10	24700728	24700728	4.83889483405275	-0.00409125724395568	0.988006670177182	0.999891245066766	5.13712287795095	4.97562253867275	4.35465467799155	4.42389690771221	5.07511819393392	4.87131511863723
