gid	gname	chr	start	end	logCPM	logFC.M46.F46	PV.M46.F46	FDR.M46.F46
TRINITY_DN129942_c2_g2_i2	LOC100486685	Chr01	7605581	7605581	1.30093182989087	-2.82976784421516	3.28107662989738e-08	5.45818522945938e-07
TRINITY_DN125507_c0_g7_i1	exoc6b-like	Chr01	8355256	8355256	3.97785393823766	-1.17731301144548	0.00176233690288614	0.0113307790868903
TRINITY_DN13815_c0_g2_i1	cdc25b	Chr01	9356036	9356036	0.981120931267	-2.16020373573157	0.00138084047929824	0.00914504318476386
TRINITY_DN126555_c5_g5_i1	adam33	Chr01	9999783	9999783	4.87120288475523	-0.916465953100599	0.0025595222428983	0.0156873744052147
TRINITY_DN124509_c0_g1_i1	rnf103	Chr01	11428540	11428540	2.06703933568368	-1.35768671987356	0.0015318037941469	0.0100138756168359
TRINITY_DN136034_c0_g2_i1	slbp	Chr01	13321554	13321554	0.852914302075719	-3.2627627006942	3.45742871644419e-05	0.000338509813115431
TRINITY_DN116347_c0_g1_i1	fgfrl1	Chr01	14724047	14724047	4.08036610464687	1.28166347217463	0.000521755337603255	0.00388996566336184
TRINITY_DN109790_c0_g1_i1	fgfbp2	Chr01	16906025	16906025	4.85909176022223	-1.24173100942228	3.06220335967306e-05	0.00030309588296936
TRINITY_DN128835_c0_g1_i1	cd38	Chr01	16945176	16945176	3.97483564675894	-1.13058371233356	0.0038335367245633	0.0220393542981876
TRINITY_DN125304_c0_g1_i1	c1qtnf7	Chr01	17071229	17071229	3.7561576059889	-2.53275318687938	1.97214984315066e-12	5.57909071270745e-11
TRINITY_DN118925_c0_g1_i1	otop1	Chr01	18521298	18521298	3.4122939172598	-1.56960772382685	2.48835857092487e-05	0.000252313779163984
TRINITY_DN128607_c0_g2_i1	tbc1d14-like	Chr01	20379605	20379605	3.15252800390948	2.01793061969521	9.50569237722709e-05	0.000846253956747583
TRINITY_DN126319_c1_g1_i2	dhx15	Chr01	21109905	21109905	2.16494224677612	-1.67228173498622	8.19719042071096e-05	0.000740059377680445
TRINITY_DN122453_c4_g2_i1	kcnip4-like	Chr01	22625130	22625130	4.54282151867969	-2.82758624691766	6.17002430611297e-18	2.93644446252771e-16
TRINITY_DN115118_c0_g1_i1	klb	Chr01	26974623	26974623	1.39095757662138	-2.40657477240912	5.33699955508338e-05	0.000504772102111154
TRINITY_DN96624_c0_g3_i2	rhoh	Chr01	27214303	27214303	5.04299450907012	-2.3929017356156	8.75019456215862e-14	2.83307130587333e-12
TRINITY_DN126564_c4_g1_i2	klkb1-like	Chr01	34796670	34796670	4.58177320211675	-0.937517706166985	0.00239710670072262	0.0148004144971127
TRINITY_DN120473_c0_g1_i2	LOC100487093-like	Chr01	35386654	35386654	4.87000096011746	-3.59283764473691	9.53786093184156e-21	5.45122124002926e-19
TRINITY_DN132152_c3_g2_i3	ing2	Chr01	35947272	35947272	4.97054007804017	-0.814886628192868	0.00554023224214468	0.02996649009589
TRINITY_DN122116_c1_g1_i2	cpe	Chr01	41986099	41986099	3.09170759582074	-1.11862287657504	0.0023144920199937	0.0143628979054462
TRINITY_DN131630_c1_g1_i1	fnip2-like	Chr01	43643926	43643926	1.17639845642143	-3.17312466911746	2.64033833041998e-07	3.81785986224463e-06
