Tissue_specific_index	Tissue_name
TRINITY_DN143736_c0_g1_i1	0.867710371819961	Brain_mean
TRINITY_DN115740_c0_g2_i1	0.891656839622642	Brain_mean
TRINITY_DN127333_c1_g1_i5	0.772483781037492	G46_M_mean
TRINITY_DN116567_c0_g1_i1	0.671748251748252	Testis_mean
TRINITY_DN125436_c0_g1_i6	0.968470475192173	Brain_mean
TRINITY_DN135409_c1_g3_i4	0.538625216745108	Brain_mean
TRINITY_DN37970_c0_g1_i1	0.44979718766901	G43_F_mean
TRINITY_DN85219_c0_g1_i1	0.760621912234815	G23_mean
TRINITY_DN203225_c0_g1_i1	0.920541050644857	Ovary_mean
TRINITY_DN120582_c1_g2_i1	0.682573357247251	Testis_mean
TRINITY_DN135828_c4_g29_i1	0.668173829685253	G27_mean
TRINITY_DN127864_c0_g1_i2	0.750541795665635	G23_mean
TRINITY_DN120367_c1_g1_i1	0.883770883054893	Brain_mean
TRINITY_DN104004_c0_g1_i1	0.776995696764042	Brain_mean
TRINITY_DN125523_c6_g3_i1	0.741245215891327	G23_mean
TRINITY_DN125998_c1_g1_i4	0.608534925914726	Brain_mean
TRINITY_DN24608_c0_g1_i1	0.563946519133241	G43_F_mean
TRINITY_DN105192_c0_g1_i2	0.614550234312493	G46_M_mean
TRINITY_DN123376_c1_g1_i2	0.614432365117297	Brain_mean
TRINITY_DN99798_c0_g2_i1	0.948996517885407	Ovary_mean
TRINITY_DN126328_c0_g1_i1	0.705002966185486	Testis_mean
TRINITY_DN133014_c5_g4_i7	0.775135396638343	Brain_mean
TRINITY_DN133363_c0_g1_i1	0.660959606315358	Brain_mean
TRINITY_DN121799_c0_g1_i2	0.946883536131115	Brain_mean
TRINITY_DN124678_c1_g2_i1	0.636790543275848	Brain_mean
TRINITY_DN123791_c1_g1_i1	0.80380140012823	Brain_mean
TRINITY_DN122558_c2_g3_i1	0.779916010282211	G43_F_mean
TRINITY_DN175633_c0_g1_i1	0.958451086956522	Ovary_mean
TRINITY_DN122565_c0_g2_i2	0.854577989859827	Liver_mean
TRINITY_DN135798_c3_g12_i1	0.749491094147583	Brain_mean
TRINITY_DN131116_c0_g9_i1	0.753590378493102	G23_mean
TRINITY_DN110438_c1_g1_i1	0.918175055789735	Brain_mean
TRINITY_DN69707_c0_g1_i1	0.46600081532817	G43_F_mean
TRINITY_DN121556_c12_g4_i1	0.913769478774852	Brain_mean
TRINITY_DN155059_c0_g1_i1	0.506107578569473	G46_M_mean
TRINITY_DN122407_c3_g1_i3	0.819254119687771	G23_mean
TRINITY_DN113089_c0_g1_i1	0.604856462737279	G43_M_mean
TRINITY_DN119009_c0_g2_i2	0.834441147378833	Brain_mean
TRINITY_DN21989_c0_g1_i1	0.973714479025711	Brain_mean
TRINITY_DN130448_c1_g3_i1	0.635009834223096	Brain_mean
TRINITY_DN117798_c2_g1_i1	0.930292906534069	Ovary_mean
TRINITY_DN133934_c1_g2_i1	0.780940391062256	G23_mean
TRINITY_DN205013_c0_g1_i1	0.907250473734895	G46_M_mean
TRINITY_DN37812_c0_g1_i1	0.642284292035398	Testis_mean
TRINITY_DN118987_c0_g1_i1	0.548919995173163	Ovary_mean
TRINITY_DN211431_c0_g1_i1	0.567959595959596	Brain_mean
TRINITY_DN115175_c0_g1_i4	0.982942973523422	Brain_mean
TRINITY_DN106470_c0_g1_i1	0.699241623217997	Ovary_mean
TRINITY_DN131353_c0_g2_i1	0.822930335202195	G23_mean
TRINITY_DN83780_c0_g1_i1	0.97274331820474	Ovary_mean
TRINITY_DN119494_c0_g1_i1	0.947398190045249	Ovary_mean
TRINITY_DN132231_c0_g2_i2	0.451246367784725	Liver_mean
TRINITY_DN134708_c12_g1_i1	0.489880847660936	Testis_mean
TRINITY_DN131970_c0_g8_i2	0.889257228315055	Brain_mean
TRINITY_DN127557_c7_g5_i1	0.726563409284211	Liver_mean
