gid	gname	chr	start	end	logCPM	logFC.MB.FB	PV.MB.FB	FDR.MB.FB
TRINITY_DN123842_c0_g1_i1	NA	NA	NA	NA	1.7466692282126	-4.96335197521479	1.26355461006046e-05	0.00411113796313623
TRINITY_DN94499_c2_g1_i1	NA	NA	NA	NA	2.21873602026411	-5.1215172652533	0.000204509742174899	0.0353434799058929
TRINITY_DN91710_c3_g1_i2	NA	NA	NA	NA	5.62608902982358	1.21460709702741	0.000111502660206925	0.0223809692838229
TRINITY_DN93784_c1_g1_i2	NA	NA	NA	NA	4.69908724630506	1.29357682603426	0.000144219035321046	0.0275759098579507
TRINITY_DN107317_c0_g1_i1	NA	NA	NA	NA	0.641895885687983	-4.60399462216555	1.74280192175525e-05	0.00524726444277729
TRINITY_DN91270_c0_g1_i3	NA	NA	NA	NA	3.50099481232966	-1.28649689214252	1.30844179125267e-05	0.00418960984667373
TRINITY_DN72060_c0_g1_i1	NA	NA	NA	NA	0.861703384990225	2.239541329273	0.000101920262348864	0.0206631808264569
TRINITY_DN93495_c0_g1_i1	NA	NA	NA	NA	3.74964688703547	3.95026286143479	2.67169505134672e-05	0.00723419710379754
TRINITY_DN115180_c0_g1_i1	NA	NA	NA	NA	0.240408753055391	-4.72726857039065	2.25270305941328e-06	0.00110835737721987
TRINITY_DN90102_c2_g1_i1	NA	NA	NA	NA	4.23193983644536	1.09492071946837	5.60007150899027e-06	0.00219354257310886
TRINITY_DN90592_c0_g1_i2	NA	NA	NA	NA	1.97333986751295	-1.09359688642188	4.22260814888117e-05	0.00996263893371992
TRINITY_DN55516_c0_g1_i1	NA	NA	NA	NA	0.743887275671116	-4.66021125401201	8.29515358565291e-06	0.00298810688761756
TRINITY_DN124221_c0_g1_i1	NA	NA	NA	NA	0.163076448108266	2.6058706734375	1.95469027460597e-10	6.57183159408149e-07
TRINITY_DN80527_c0_g5_i1	NA	NA	NA	NA	0.651167965171845	-1.72537090416778	8.64750191219244e-05	0.0178914597255079
TRINITY_DN100205_c0_g1_i1	NA	NA	NA	NA	0.90774348800235	-4.62402716288911	1.23970890745725e-05	0.00406634600580186
TRINITY_DN7634_c0_g2_i1	NA	NA	NA	NA	1.07189730715238	-5.62141880983812	3.38048509757523e-09	6.49455577436536e-06
TRINITY_DN63796_c0_g1_i1	NA	NA	NA	NA	6.6779513856403	1.05193113115058	7.54599080107497e-05	0.0163679031650199
TRINITY_DN66764_c0_g1_i1	NA	NA	NA	NA	1.28071265979894	2.16486548824801	2.70350206956337e-06	0.00125371024133947
TRINITY_DN12821_c0_g2_i1	NA	NA	NA	NA	0.158446520496753	-5.36057206158726	2.41615720654564e-08	3.02383081017865e-05
TRINITY_DN107905_c0_g1_i1	NA	NA	NA	NA	0.0216459152939259	1.52332714815374	8.38252227425085e-05	0.0175229461738161
TRINITY_DN90752_c0_g1_i6	NA	NA	NA	NA	6.05891706554341	1.34780987420098	3.36672375497114e-05	0.00843667514871494
TRINITY_DN83259_c0_g1_i3	NA	NA	NA	NA	1.99741248003838	1.91562939394244	0.000172212127616972	0.0315813558577578
TRINITY_DN93221_c2_g1_i1	NA	NA	NA	NA	3.04605062738601	1.2431080736158	0.000154145482867252	0.0291971807806539
TRINITY_DN87040_c3_g1_i1	NA	NA	NA	NA	1.9428733740809	-1.33125208553544	0.000161871779267547	0.0303571743415111
TRINITY_DN112164_c0_g1_i1	NA	NA	NA	NA	0.328694597530786	-2.23909430808162	4.78215499313643e-06	0.00191025785344643
TRINITY_DN85540_c7_g2_i1	NA	NA	NA	NA	2.4661390713325	1.4057439531033	4.71280972588998e-05	0.0107422773102277
TRINITY_DN19183_c0_g2_i1	NA	NA	NA	NA	0.977528240603515	-5.28728372435118	7.89377352692744e-07	0.000461556946295489
TRINITY_DN101381_c0_g1_i1	NA	NA	NA	NA	0.387111546087174	-4.68979014173933	5.41570172392112e-06	0.00214212241227056
TRINITY_DN88251_c2_g2_i1	NA	NA	NA	NA	3.39047235289208	1.81474970163949	9.86731479319545e-05	0.0201058997642157
TRINITY_DN79433_c0_g1_i1	NA	NA	NA	NA	1.16896840203765	-1.33551767658252	3.12222397098303e-05	0.00812684684576195
TRINITY_DN85495_c0_g3_i2	NA	NA	NA	NA	3.89119092650065	1.53373694760125	2.72077190566516e-05	0.00731796950227073
TRINITY_DN86777_c2_g1_i1	NA	NA	NA	NA	0.508748024351505	-2.34920737372342	3.3824063677695e-06	0.00145973145777619
TRINITY_DN75903_c0_g1_i3	NA	NA	NA	NA	3.81157365439744	-1.1326568490536	1.09095807903759e-07	9.36483057420674e-05
TRINITY_DN7261_c0_g1_i1	NA	NA	NA	NA	0.706000862761948	-4.76035392519508	3.90070572100063e-06	0.00162241208570897
TRINITY_DN14919_c0_g1_i1	NA	NA	NA	NA	0.934992852006859	-4.85601168619222	1.21442087638833e-06	0.000662105544025503
TRINITY_DN88090_c0_g6_i1	NA	NA	NA	NA	1.20380831810097	-4.83466807531741	1.24303221737288e-07	9.83335976664877e-05
TRINITY_DN82306_c0_g1_i1	NA	NA	NA	NA	3.18085436029347	4.09505363784994	2.64145308158951e-05	0.00720063679572493
TRINITY_DN78866_c0_g1_i4	NA	NA	NA	NA	4.16646686060845	2.10496374322288	3.40103499890845e-06	0.00145973145777619
TRINITY_DN84128_c0_g4_i3	NA	NA	NA	NA	1.73009889234014	1.16310383344587	3.27952014754052e-05	0.00837419242737483
