gid	gname	chr	start	end	logCPM	logFC.MB.FB	PV.MB.FB	FDR.MB.FB
TRINITY_DN123842_c0_g1_i1	NA	NA	NA	NA	1.74776668434868	-4.96271884737528	1.29338056956517e-05	0.00359049484917112
TRINITY_DN94499_c2_g1_i1	NA	NA	NA	NA	2.21940304180406	-5.12062875070692	0.000205588183574585	0.031899781731223
TRINITY_DN91710_c3_g1_i2	NA	NA	NA	NA	5.62613433551459	1.21453551922819	0.000123951670734989	0.0218026714627304
TRINITY_DN93784_c1_g1_i2	NA	NA	NA	NA	4.6986911083503	1.29324693286787	0.000147682536228952	0.0250067590806269
TRINITY_DN100785_c0_g1_i1	NA	NA	NA	NA	0.464736419833195	-4.49507960414316	1.63714762027671e-05	0.00429954177671761
TRINITY_DN107317_c0_g1_i1	NA	NA	NA	NA	0.644121446805031	-4.60312234482257	1.90371567547982e-05	0.00485542683031128
TRINITY_DN91270_c0_g1_i3	NA	NA	NA	NA	3.50067354401658	-1.28657896736194	1.38495563949958e-05	0.00374286554547676
TRINITY_DN78134_c0_g2_i1	NA	NA	NA	NA	0.230148507066167	-2.00316775285511	0.000137466953227711	0.0236639655022283
TRINITY_DN72060_c0_g1_i1	NA	NA	NA	NA	0.859445255887453	2.23880206464619	0.000112155808443194	0.0198993662215212
TRINITY_DN93495_c0_g1_i1	NA	NA	NA	NA	3.74784987623569	3.94975091609205	2.68304957097416e-05	0.00625656496527506
TRINITY_DN115180_c0_g1_i1	NA	NA	NA	NA	0.24262341274717	-4.72645840687509	2.74077244339441e-06	0.00111845441870039
TRINITY_DN90102_c2_g1_i1	NA	NA	NA	NA	4.23170139214663	1.09468631510912	5.64325688209626e-06	0.00190322336235194
TRINITY_DN90592_c0_g1_i2	NA	NA	NA	NA	1.97347494354108	-1.09371344303143	4.59881786568018e-05	0.00947590883847215
TRINITY_DN55516_c0_g1_i1	NA	NA	NA	NA	0.745764618680671	-4.65962469819843	9.06737713396736e-06	0.00276135467226075
TRINITY_DN124221_c0_g1_i1	NA	NA	NA	NA	0.161154000985926	2.60601533979995	5.49014655652117e-10	1.72339923598858e-06
TRINITY_DN80527_c0_g5_i1	NA	NA	NA	NA	0.650625612782966	-1.72497429089145	0.00010363389377547	0.0186303609567813
TRINITY_DN100205_c0_g1_i1	NA	NA	NA	NA	0.909471897299053	-4.62348552141209	1.33586287224445e-05	0.00365865047587593
TRINITY_DN7634_c0_g2_i1	NA	NA	NA	NA	1.07345199359554	-5.62082860841181	3.74443070726317e-09	6.64359688269545e-06
TRINITY_DN82666_c0_g2_i1	NA	NA	NA	NA	3.30541443691789	1.16544121587112	0.000347171554481585	0.0495362825009948
TRINITY_DN63796_c0_g1_i1	NA	NA	NA	NA	6.67780180784218	1.05161098991709	0.000107909653180269	0.0193139347674579
TRINITY_DN66764_c0_g1_i1	NA	NA	NA	NA	1.28129535259096	2.16476067917916	3.02797424412174e-06	0.00117681498051543
TRINITY_DN12821_c0_g2_i1	NA	NA	NA	NA	0.160772818775647	-5.35936208161304	3.33213044742494e-08	3.09039952951175e-05
TRINITY_DN107905_c0_g1_i1	NA	NA	NA	NA	0.0206047626330207	1.52340500512576	0.000130236019235563	0.0226156232892121
TRINITY_DN90752_c0_g1_i6	NA	NA	NA	NA	6.05899680183136	1.34772815322274	4.04339691338585e-05	0.0085493751938575
TRINITY_DN83259_c0_g1_i3	NA	NA	NA	NA	1.99718334209601	1.91523458190891	0.000176063039721449	0.0287391220998116
TRINITY_DN93221_c2_g1_i1	NA	NA	NA	NA	3.04577111717648	1.24291892768135	0.00016357486661213	0.0274698072292503
TRINITY_DN87040_c3_g1_i1	NA	NA	NA	NA	1.94294940696517	-1.33163087263288	0.000171517126921766	0.0283371292122406
TRINITY_DN112164_c0_g1_i1	NA	NA	NA	NA	0.329034088461545	-2.23701094404791	6.90730957871355e-06	0.00223709118482653
TRINITY_DN85540_c7_g2_i1	NA	NA	NA	NA	2.4660905957858	1.40554960310508	4.96035510162138e-05	0.00997153551659927
TRINITY_DN19183_c0_g2_i1	NA	NA	NA	NA	0.979370397553338	-5.28660117992994	8.62104579135616e-07	0.000423864622474292
TRINITY_DN101381_c0_g1_i1	NA	NA	NA	NA	0.388794171961085	-4.68895747986843	6.07075438684686e-06	0.00201410849608493
TRINITY_DN88251_c2_g2_i1	NA	NA	NA	NA	3.38929501923625	1.81426533534581	0.000100936597125869	0.018225755112887
TRINITY_DN79433_c0_g1_i1	NA	NA	NA	NA	1.16924760418475	-1.33530266132102	3.94772708698485e-05	0.00839056494612906
TRINITY_DN85495_c0_g3_i2	NA	NA	NA	NA	3.89056912494774	1.53339112872263	2.77017031950643e-05	0.00642301763627377
