gid	gname	chr	start	end	logCPM	logFC.XYbrain.XXrain	PV.XYbrain.XXrain	FDR.XYbrain.XXrain	A10FB	A10MB	A12FB	A15FB	A15MB	A16FB	A16MB	A17FB	A17MB	A8MB
TRINITY_DN100022_c0_g1_i1	NA	NA	NA	NA	2.98296604911268	0.224376941191427	0.385116162957172	0.999864845339158	2.97107617211826	2.81686987172045	2.74940095783451	3.031828423211	3.07308101651859	2.938795629918	2.52765829523016	2.611874231492	3.38639768312743	3.43454493717673
TRINITY_DN100034_c0_g1_i1	NA	NA	NA	NA	3.79311201085278	-0.24775165352586	0.319910071853515	0.999864845339158	4.15536439271957	4.07446330072981	3.91975475110551	3.53560527736162	3.41219057601046	4.00470365431971	4.14003709707074	3.8633098354221	3.28357386564089	3.120001122107
TRINITY_DN100083_c0_g4_i1	iws1	Chr05	122139027	122139027	0.510623538533629	0.179773755979084	0.815728831635696	0.999864845339158	0.106266078392064	-2.15397820898193	-2.77316925856254	1.39192905033896	0.165926762533776	1.31557903410546	0.385131708581151	-1.45570762609487	1.20435400533482	1.3599949484119
TRINITY_DN100099_c0_g1_i1	NA	NA	NA	NA	2.46556210147459	0.720364736177666	0.0395419632682519	0.974439066169355	2.33649518001789	2.86424517383547	1.15572242498369	2.78591161473342	3.25959187590529	1.45187113253987	2.810495197693	2.05253107036342	1.96454728135492	2.64923042583671
TRINITY_DN100099_c0_g2_i1	NA	NA	NA	NA	2.07211734100696	0.600566259964986	0.135761716941013	0.999864845339158	1.91928168985863	2.1566573089512	0.857283090275744	2.78591161473342	2.68212868279091	0.951709197500652	2.02552806742689	1.30728118654383	1.67063617689301	2.79786548559647
TRINITY_DN100105_c0_g1_i1	ppp1r3c.2	Chr03	119934945	119934945	3.36338043665958	0.417282576382947	0.0740235484394387	0.999864845339158	3.13280141913888	3.70971538968003	3.17885096368639	3.14763960712609	3.25959187590529	3.19335135065904	3.84099298099729	3.05240001659353	3.7109034523243	3.13249922236541
TRINITY_DN100107_c0_g1_i1	ly75	Chr09	67919858	67919858	1.89213791236647	0.0576127783974837	0.852457395014687	0.999864845339158	2.042849326212	2.13106133787298	1.61382816403381	2.1436268977025	2.00080796459675	2.09656620916705	1.70864725719413	1.21984580388412	2.05056659129772	1.6305640557677
TRINITY_DN100115_c0_g1_i1	LOC100498169	Chr05	5380152	5380152	1.75385617195303	-0.0447577277081922	0.903771281852695	0.999864845339158	1.81912370133322	2.32414012243895	1.61382816403381	1.24363709780266	0.899333238438124	1.9660597603168	1.70864725719413	2.07761753242891	2.2085967832713	0.972106467935871
TRINITY_DN100192_c0_g1_i2	NA	NA	NA	NA	0.708557819336758	0.444375618508959	0.255727919729363	0.999864845339158	-0.281456903018405	0.777765044560992	0.195961230726237	0.22856190717737	0.578740842053923	1.04086776801875	1.13622625080511	0.804963893414642	1.20435400533482	0.730429327500786
TRINITY_DN100194_c0_g1_i1	dner	Chr05	125518548	125518548	1.34816588707548	-0.179462297920803	0.676215230902365	0.999864845339158	0.500472866581498	1.07486187046282	1.40288247245462	1.13556784000853	0.66581095915767	1.35087802712216	2.25853943718777	2.21961238920376	0.735449444606225	0.972106467935871
TRINITY_DN100194_c1_g2_i1	NA	NA	NA	NA	0.401771724591559	-0.146986571519463	0.724885320213297	0.999864845339158	0.411553735459839	0.315004790113944	0.297196291999436	0.514008487601079	-0.168771478906757	0.856675554028958	1.13622625080511	0.127265332997891	-0.0807538988288368	0.175856980286517
TRINITY_DN100230_c0_g1_i1	NA	NA	NA	NA	3.98687930951044	0.105588286122218	0.692065412954561	0.999864845339158	3.7190154149403	3.70104352977735	4.13332460227525	3.7339372012722	3.89464853104836	3.846761301901	3.70944032951056	4.16780666166759	4.90108535564144	3.50352344024015
TRINITY_DN100252_c0_g7_i1	fam46d	Chr08	43190824	43190824	0.430560442825123	0.0819179266360344	0.848080260436716	0.999864845339158	0.215365821403099	-0.69726633819306	0.0870827042024699	0.119313397656847	0.533152471916389	0.256226041875496	0.880664741218725	1.02726740891468	0.511095392050883	0.663107984649341
TRINITY_DN100260_c0_g2_i1	cdc16	Chr02	108267164	108267164	5.85619720687074	-0.0568456605735936	0.757008115714297	0.999864845339158	6.18049259576611	6.08350460908459	5.66597941077655	5.65261953791774	5.65306562138967	6.10616381230568	6.0748622659989	5.72123673139185	5.52934786968861	5.70983128832743
TRINITY_DN100266_c0_g1_i1	NA	NA	NA	NA	2.57913843763327	-0.330896234847147	0.212191336207967	0.999864845339158	2.64029151345289	1.90809043814747	2.73142473783902	2.98588466012116	2.40682124319065	2.81786856849967	2.38711575296054	2.42903420941167	2.61844733159082	2.61401259207866
TRINITY_DN100287_c0_g1_i1	NA	NA	NA	NA	4.28955548111487	0.412333485904544	0.250975631175044	0.999864845339158	4.56400377420419	3.84181250952496	3.57130485621082	4.83366094963773	4.08043404498095	3.72424671944574	5.35137610542238	2.77412673888428	3.82920249370078	4.66737438350527
TRINITY_DN100287_c0_g2_i1	NA	NA	NA	NA	6.66825610161527	0.0954781725396095	0.78715456834059	0.999864845339158	5.76193540643742	5.52896706985252	6.52209590064881	7.55298805161439	6.73956139841567	5.78822396742454	7.55745542783913	6.68086898128087	6.00917815126405	6.90190224409097
TRINITY_DN100295_c0_g1_i1	gins2	Chr04	67310826	67310826	0.099742409266744	-1.24037401414371	0.00392117710689359	0.279160477409006	0.215365821403099	-0.104111499082771	0.857283090275744	0.514008487601079	-0.506822874327362	0.645477124919841	-0.217688812881147	0.390133819783423	-0.87323052466268	-1.15568607082397
TRINITY_DN100300_c0_g1_i1	nxph2	Chr09	76125906	76125906	0.5075832796073	2.00062261871142	0.00338090015479211	0.257805590254241	-0.14031763843261	-0.231128441226856	-0.299704175391152	-1.31247840431878	1.22019188342906	-1.34781433517476	-1.62283186729836	-0.457199525038198	2.58039444279614	0.439955769770663
TRINITY_DN100348_c0_g1_i1	NA	NA	NA	NA	1.6638236369841	0.278376144671044	0.396937701085272	0.999864845339158	1.28059575632025	1.49170225323813	1.57403461025184	1.79858141301365	2.32892317486703	1.45187113253987	1.99356616415926	1.46769961150837	1.55766262202178	1.27235637345022
TRINITY_DN100358_c0_g1_i1	NA	NA	NA	NA	2.90860807236372	0.527140121276128	0.0595713955753677	0.999864845339158	2.31213706932949	3.13279538262371	2.43084886290575	3.0468235275597	2.40682124319065	2.36177304663832	3.35427161490743	2.83424124389103	3.34160038580396	3.30803545622568
TRINITY_DN100410_c0_g1_i1	NA	NA	NA	NA	2.5910748596192	0.0173411490018324	0.954295177286199	0.999864845339158	1.95117989652603	2.25472816588035	2.96474056891963	2.98588466012116	2.83083976259182	2.19697124796591	2.20371899639814	2.54149379662298	3.05292814698398	2.44394022918829
