gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	PV.XY46.XX46	FDR.XY46.XX46
TRINITY_DN101072_c0_g2_i2	spdyc	Chr04	38584858	38584858	7.68393912532261	-11.2582971640676	2.29594602240489e-139	1.23487456815047e-135
TRINITY_DN102581_c0_g1_i2	xkr5	scaffold_13	875624	875624	2.65489922739628	-3.23297856767142	8.96953685352704e-13	1.73847401681784e-11
TRINITY_DN103637_c0_g3_i1	tcf19	Chr08	52757611	52757611	6.2270038290351	-5.98453899095458	4.54945886909726e-54	5.20622649519992e-52
TRINITY_DN103741_c0_g1_i2	psmc3ip	Chr10	23148035	23148035	4.17713543298563	-3.61665922212743	4.20094097478784e-20	1.47197140279455e-18
TRINITY_DN103838_c0_g1_i1	kpna7	Chr09	38771710	38771710	7.36292697928853	-6.3859341731372	9.52248632184135e-61	1.24918762639082e-58
TRINITY_DN104136_c0_g1_i1	not	Chr01	10478571	10478571	0.843001359285647	-5.86842547950902	5.96905532404022e-12	1.0423559759854e-10
TRINITY_DN104207_c0_g1_i1	LOC100487349	Chr06	61545114	61545114	1.85146411332538	-3.40397989182393	1.39048523680916e-07	1.44098744627709e-06
TRINITY_DN105440_c0_g1_i1	kcnq1-like	Chr04	15895945	15895945	4.88251494891113	-3.80598552581606	2.02020491323482e-30	1.27083884512672e-28
TRINITY_DN105578_c0_g1_i1	ipmk	Chr07	7302223	7302223	2.50373806439684	-4.46825395718404	7.52320372669159e-15	1.7904226214164e-13
TRINITY_DN105601_c0_g1_i1	exd2	Chr08	89479970	89479970	7.49459120027222	-4.74820604001249	2.60823999954573e-56	3.11742640834594e-54
TRINITY_DN105624_c0_g1_i1	mkrn3	Chr02	77298584	77298584	4.61523825113987	-10.6240685990501	9.57509140704109e-71	1.77584928044036e-68
TRINITY_DN105647_c0_g2_i1	ccnb1	Chr01	173679416	173679416	7.77159656815907	-11.5670798508365	2.18277294230197e-137	5.87002213508558e-134
TRINITY_DN107632_c0_g1_i1	tex12	Chr07	74053815	74053815	0.858313974599399	-3.02636891712947	4.22279149354646e-06	3.49688745928247e-05
TRINITY_DN108305_c0_g1_i1	cdh23-like.1	Chr07	41437428	41437428	0.460165880316219	-5.41853667579037	4.65512816864988e-10	6.73053947717295e-09
TRINITY_DN108305_c0_g2_i1	LOC101730685	Chr07	50819201	50819201	0.351870303164113	-4.02326170794023	2.45622206439828e-07	2.45098151639446e-06
TRINITY_DN108668_c0_g1_i1	LOC100497969-like	Chr03	334904	334904	2.08845255249937	-4.5720064780381	5.48355237519255e-16	1.45287125369326e-14
TRINITY_DN109541_c0_g2_i1	knstrn-like	Chr08	94357028	94357028	5.22386201174005	-3.36363931668682	7.56192157213989e-28	4.0469447936074e-26
TRINITY_DN109596_c0_g1_i1	cyp26a1	Chr07	17008567	17008567	6.24212279562838	-7.50101137516356	2.98729518388025e-91	1.10808049286206e-88
TRINITY_DN109646_c1_g1_i3	Xetrov90001894m	Chr01	97375445	97375445	6.70198820767667	-4.1571251111532	6.06281195434036e-50	6.15261020687163e-48
TRINITY_DN109666_c0_g1_i1	avd.2	Chr10	36014201	36014201	7.81460989292626	-11.6204838238979	3.09226631379147e-129	2.77195906145457e-126
TRINITY_DN109669_c1_g2_i1	aurka	scaffold_113	346610	346610	8.11831623436555	-5.18861389524299	3.70265594795589e-58	4.68582000378371e-56
TRINITY_DN109913_c0_g1_i1	LOC100486858	Chr01	80401669	80401669	3.12570563080097	-9.11684052423307	2.75447401181387e-36	2.15656044159779e-34
