gid	gname	chr	start	end	logCPM	logFC.XY43.XX43	PV.XY43.XX43	FDR.XY43.XX43
TRINITY_DN101072_c0_g2_i2	spdyc	Chr04	38584858	38584858	4.35415375258102	-5.90557025443323	1.67569101793281e-10	2.00133363908442e-07
TRINITY_DN103838_c0_g1_i1	kpna7	Chr09	38771710	38771710	3.82096439206766	-4.06598039150564	1.31536319032436e-08	4.98946419178779e-06
TRINITY_DN105624_c0_g1_i1	mkrn3	Chr02	77298584	77298584	1.94148008203655	-5.35353150410895	5.10713971610294e-09	2.04432473333634e-06
TRINITY_DN105647_c0_g2_i1	ccnb1	Chr01	173679416	173679416	4.35821659211097	-6.716540538543	3.29538609027481e-11	5.90368418072733e-08
TRINITY_DN109666_c0_g1_i1	avd.2	Chr10	36014201	36014201	4.94617208603821	-5.87836283624476	6.07618045061423e-08	1.97917768677734e-05
TRINITY_DN109929_c0_g1_i1	LOC734032-like	Chr02	150276350	150276350	3.31223626495338	-5.00780950442762	8.92201606122644e-12	2.39756876605308e-08
TRINITY_DN110103_c0_g1_i1	vegt	Chr01	144396774	144396774	2.30544557946322	-4.49815864560845	4.54519975506969e-07	9.9706841157641e-05
TRINITY_DN110679_c0_g1_i1	LOC100145154	Chr01	116802093	116802093	2.08286428704847	-5.9313347172482	3.76374941870435e-09	1.79139434487521e-06
TRINITY_DN111028_c0_g1_i1	btg4	Chr07	75092716	75092716	3.32785267113671	-6.395834166261	3.83310725947807e-09	1.79139434487521e-06
TRINITY_DN111232_c1_g1_i1	LOC100491633	Chr06	134400774	134400774	1.10070336461845	-4.0009952984862	2.9971854853269e-05	0.00429556623757051
TRINITY_DN111236_c0_g1_i1	eif4e-like.1	Chr03	37833720	37833720	3.14174461817563	-3.71522821417936	8.65168054681285e-08	2.58324761660254e-05
TRINITY_DN112124_c0_g2_i1	polr3g-like	Chr01	170827700	170827700	0.929277773656026	-6.88780203929906	1.42339695486418e-09	9.76786003340185e-07
TRINITY_DN112272_c0_g1_i1	LOC733728	Chr07	40123943	40123943	0.810724431046728	-5.11050865732389	2.22222622601546e-06	0.000404859486498986
TRINITY_DN113760_c0_g3_i2	taf4b	Chr06	94934368	94934368	1.3226234708543	-2.50863719530067	0.000415596177236754	0.0436757540284088
TRINITY_DN114033_c0_g3_i2	tdrd15	Chr05	139909185	139909185	2.33400175624416	-2.81676446492223	9.74086840876787e-05	0.0121749528518425
TRINITY_DN114443_c0_g1_i1	pcsk4	Chr01	80419484	80419484	0.441319416905811	-2.94794517612642	0.000165806276812152	0.0190946211000228
