gid	gname	chr	start	end	logCPM	logFC.MB.FB	PV.MB.FB	FDR.MB.FB
TRINITY_DN93756_c0_g1_i1	trpc3	Chr01	57352438	57352438	1.113459555838	8.36005846639866	2.97482129703963e-09	2.3757093251988e-06
TRINITY_DN98734_c0_g1_i1	usp38	Chr01	49976472	49976472	0.975685587333233	-7.73030028561735	9.11388080314183e-19	1.61552651116492e-15
TRINITY_DN87820_c0_g1_i1	iscu	Chr01	132867555	132867555	0.450871986888935	7.64970261257739	1.34473635255202e-06	0.000595919914633427
TRINITY_DN61041_c0_g1_i1	ap1b1	Chr01	132451489	132451489	1.39782213424393	-2.86834922215922	1.16838211115688e-05	0.00408764630967768
TRINITY_DN129471_c4_g1_i1	ubxn8-like	Chr01	78494518	78494518	4.05503804896247	3.28194456767222	4.09639038000153e-05	0.0123771504333933
TRINITY_DN90220_c0_g1_i1	postn	Chr02	148527377	148527377	2.07668414845887	-6.53388234121844	1.77808204655773e-23	5.90967794199044e-20
TRINITY_DN133058_c0_g1_i3	klf12	Chr02	123650995	123650995	0.785193154364959	-3.0095212195317	6.47838167002951e-05	0.0183248606621718
TRINITY_DN133748_c2_g1_i1	tcf7l1	Chr03	107518673	107518673	0.715721951230553	-4.07921980661022	0.000131395919901212	0.0323489455023457
TRINITY_DN132837_c1_g8_i1	gfra3	Chr03	38475254	38475254	0.896712342114896	2.77618053185507	0.000149847078526197	0.0355739640261879
TRINITY_DN38445_c0_g1_i1	larp6	Chr03	88251258	88251258	2.22663479953706	5.62131308987578	1.71253815420007e-06	0.00073443027390364
TRINITY_DN98620_c0_g2_i1	abcd2-like	Chr03	65726820	65726820	3.7499530997719	-6.23231846082664	2.2575290803226e-44	6.00254407166975e-40
TRINITY_DN95743_c0_g3_i1	sqstm1	Chr03	5440718	5440718	1.00858759073624	8.24788905178072	1.51555754464892e-09	1.29990837273129e-06
TRINITY_DN6551_c0_g1_i1	c19orf12	Chr04	23317962	23317962	0.00973094789421626	4.57294504045085	0.000102216545772839	0.0269092647084557
TRINITY_DN26128_c0_g1_i1	myoc	Chr04	97499454	97499454	1.04164701532616	-6.59350926888436	3.28549915608238e-17	5.13871394476908e-14
TRINITY_DN68643_c0_g1_i1	xpr1	Chr04	90717329	90717329	0.788239280221824	7.99584471589552	3.36721548153054e-05	0.0105829670442663
TRINITY_DN63601_c0_g1_i1	tiprl	Chr04	46698884	46698884	1.08810180004696	8.34237573020919	1.84894205040587e-09	1.53629750557006e-06
TRINITY_DN133064_c1_g2_i1	agt	Chr05	42099486	42099486	0.972736201618146	8.2013818693458	1.44473368904863e-05	0.00492487487924538
TRINITY_DN24512_c0_g1_i1	LOC100491567	Chr05	23753823	23753823	0.404505692167774	-4.15829487439576	1.0917217826889e-05	0.00387037206398869
TRINITY_DN134573_c4_g6_i1	rnf139	Chr06	129742897	129742897	0.210865562357432	7.34952169147682	2.10834888589596e-06	0.000889823627414088
TRINITY_DN27351_c0_g1_i1	cutc	Chr07	27179803	27179803	2.17901663861406	-7.80903492782628	1.88361660626345e-28	1.25208704859847e-24
TRINITY_DN86493_c0_g1_i1	ercc6	Chr07	37435920	37435920	1.03605819958959	8.30019464370287	6.19933988528773e-08	4.22651918486962e-05
