gid	gname	chr	start	end	logCPM	logFC.MB.FB	PV.MB.FB	FDR.MB.FB	A17MB	A16MB	A15MB	A15FB	A10FB	A8MB	average	ward.D
TRINITY_DN100360_c0_g1_i1	pip5k1a	scaffold_2471	121	121	1.00504864236506	-7.01916695098087	5.95919060141302e-17	8.80271771672059e-14	-2.78120538047273	-2.78120538047273	-2.78120538047273	1.98322800268542	2.94085293918964	-1.75555562707574	2	2
TRINITY_DN101935_c0_g2_i1	NA	NA	NA	NA	2.14313005787186	3.04578042786036	9.14434041611847e-07	0.000434176548793168	2.51919715212313	2.10765007208406	2.55771045456871	0.215387920517317	-0.814304598344045	3.11426687353819	1	1
TRINITY_DN102067_c0_g1_i1	NA	NA	NA	NA	0.119846249043278	7.26376478405302	0.000121716275048648	0.0308993302881833	1.64882480873953	-2.78120538047273	-0.0305848488441316	-2.78120538047273	-2.78120538047273	0.909499440497106	1	1
TRINITY_DN106674_c0_g1_i1	NA	NA	NA	NA	2.64561389427878	-6.16128923855359	1.7355052877037e-29	2.30726750473768e-25	-0.891824664627652	-2.09495894478829	-1.81402872515557	3.91884156807878	4.40745126347097	-0.937346034610426	2	2
TRINITY_DN107602_c0_g1_i1	NA	NA	NA	NA	1.59790706332607	-5.39930999617944	7.69026743262061e-06	0.00283995167730485	-2.78120538047273	-0.227173426049044	-2.07043844792573	-1.32425056303953	4.06483089503462	-2.78120538047273	2	2
TRINITY_DN108146_c0_g2_i1	NA	NA	NA	NA	2.51745561512295	9.82457250798824	0.000176420777875764	0.0411478251134972	-2.78120538047273	-2.78120538047273	3.70257295478688	-2.78120538047273	-2.78120538047273	4.33536231676955	1	1
TRINITY_DN110766_c0_g2_i1	NA	NA	NA	NA	0.173042732956887	7.3178843845372	7.61534761282314e-05	0.0213141555449847	-2.78120538047273	1.06679299893345	0.702517931503001	-2.78120538047273	-2.78120538047273	1.31100876662728	1	1
TRINITY_DN110989_c1_g2_i1	NA	NA	NA	NA	1.73150881622669	4.39829641241101	3.82098195555651e-05	0.0116777114041715	2.18657790774451	3.26696101392771	2.16943449713915	-1.66782364104149	-1.32410256412895	-0.937346034610426	1	1
TRINITY_DN111790_c1_g2_i1	gsc	Chr08	67402483	67402483	1.56182560256026	-5.75732309974419	3.59888670066341e-07	0.000184020766315268	-2.15738315419793	-1.00032154760382	-2.07043844792573	4.05728491561402	-2.11958816349077	-2.1790924748741	2	2
TRINITY_DN113348_c0_g3_i1	NA	NA	NA	NA	0.810983823684104	5.52931981571183	6.38937456142796e-08	4.2471770053452e-05	1.53590555308752	1.69894372705194	1.09540877192939	-2.78120538047273	-2.11958816349077	0.850438726773018	1	1
TRINITY_DN113556_c0_g1_i2	NA	NA	NA	NA	0.333409324768256	-5.8761752707228	8.71028757408832e-08	5.51423419779606e-05	-2.78120538047273	-2.09495894478829	-2.07043844792573	2.71748694354324	-1.04680167571671	-2.78120538047273	2	2
TRINITY_DN115010_c0_g1_i1	NA	NA	NA	NA	1.17181255456064	3.51716467003167	9.80305281871537e-06	0.00352234285671382	2.08320468439951	1.2391447501472	1.42891328608116	-0.61430815843117	-2.78120538047273	1.72680471462312	1	1
TRINITY_DN116447_c1_g2_i1	NA	NA	NA	NA	0.13322278540894	7.22038490645999	0.000145910465858404	0.0349514718622441	-2.78120538047273	0.87102180402982	1.57060349190604	-2.78120538047273	-2.78120538047273	-0.0376218085897288	1	1
TRINITY_DN117634_c0_g2_i1	NA	NA	NA	NA	1.14112361939882	-9.44953340926136	2.15636386620323e-21	6.37061764871973e-18	-2.78120538047273	-2.78120538047273	-2.78120538047273	2.15754189774883	3.09171272660422	-2.78120538047273	2	2
TRINITY_DN117838_c2_g1_i2	NA	NA	NA	NA	1.80526675684458	-7.46495030487811	1.44219618402675e-24	6.39109238951456e-21	-2.78120538047273	-2.78120538047273	-1.81402872515557	2.9084628959653	3.71102902888086	-2.78120538047273	2	2
TRINITY_DN117967_c0_g1_i1	NA	NA	NA	NA	2.27268023195487	9.58885459551871	9.93923141570026e-07	0.0004556452139863	3.37510632563902	3.34451490039768	2.97801101928581	-2.78120538047273	-2.78120538047273	-2.78120538047273	1	1
TRINITY_DN119072_c0_g2_i2	NA	NA	NA	NA	3.58798748991385	-3.34661370711377	4.53043461732115e-06	0.00179790635880526	1.27950069973809	2.248811133835	0.660868392324651	1.46934619427062	5.8420684500254	1.85252514660118	2	2
TRINITY_DN120739_c0_g8_i5	NA	NA	NA	NA	1.04039466485121	3.64668204840358	1.88249383271916e-05	0.00633590234407211	1.64882480873953	1.95116402517736	0.382039604100537	-1.04696450165953	-2.11958816349077	1.75927674138908	1	1
TRINITY_DN120758_c3_g5_i1	NA	NA	NA	NA	1.78262808427349	-8.57376914839526	6.1395855009394e-20	1.48404944440434e-16	-2.78120538047273	-2.78120538047273	-2.78120538047273	1.81992288583751	4.07210921198969	-2.1790924748741	2	2
TRINITY_DN120835_c1_g3_i1	NA	NA	NA	NA	0.418384874648583	-4.19816403387559	6.94570819841469e-09	5.27655529393281e-06	-1.3900662433657	-1.28179330092172	-1.81402872515557	1.17708275101612	2.23761398843812	-2.1790924748741	2	2
TRINITY_DN120979_c0_g1_i3	NA	NA	NA	NA	8.45622679363062	1.9755403295184	0.000144406257667829	0.0349056180466355	8.05169201393556	8.34926731316741	9.13372997040477	7.32810364670268	6.26997066879593	9.48380285097911	1	1
TRINITY_DN121487_c0_g2_i1	NA	NA	NA	NA	1.09917551344404	8.2661355432392	0.000188074251906256	0.0434844024690038	-2.78120538047273	-1.28179330092172	3.2050700587104	-2.78120538047273	-2.78120538047273	0.909499440497106	1	1
TRINITY_DN122048_c0_g1_i1	NA	NA	NA	NA	2.1439413889979	-6.46238080530445	3.00012697610477e-24	1.139576802395e-20	-1.72330138670247	-2.09495894478829	-1.81402872515557	3.01802521280138	4.14294145504529	-1.75555562707574	2	2
TRINITY_DN122073_c0_g1_i1	NA	NA	NA	NA	1.8885532305624	-3.27456929053101	7.79430175136608e-05	0.0213652256976363	-0.367714578579402	-0.385144273940676	0.92993759829912	-0.281911122057355	4.1220545276656	-0.418453758253932	2	2
TRINITY_DN122979_c0_g1_i1	NA	NA	NA	NA	3.7138958903375	2.23505771332148	3.33201060258652e-06	0.0013629973832642	3.96789450850919	3.39399412943593	3.8989711679943	1.98322800268542	1.9203302678415	4.89510188280345	1	1
TRINITY_DN123024_c0_g1_i1	NA	NA	NA	NA	1.05480300167309	-7.07291368687237	2.78420725624372e-19	6.16910722802203e-16	-2.15738315419793	-2.78120538047273	-2.78120538047273	2.53992845117468	2.64148338867397	-2.1790924748741	2	2
TRINITY_DN123340_c0_g1_i1	NA	NA	NA	NA	0.774333644128749	-7.61860816990423	1.29827531701788e-07	7.34464732004008e-05	-2.78120538047273	-2.78120538047273	-2.3824862083818	-2.78120538047273	3.29200328878024	-2.78120538047273	2	2
TRINITY_DN123398_c4_g3_i2	NA	NA	NA	NA	0.405812114708842	-8.66515226294765	1.36723437587689e-15	1.51472478417461e-12	-2.78120538047273	-2.78120538047273	-2.78120538047273	1.37834855899328	2.33763525159477	-2.78120538047273	2	2
TRINITY_DN123680_c0_g1_i1	NA	NA	NA	NA	0.241669007343633	-2.91910343512596	2.24296452000468e-05	0.00745477295280055	-0.891824664627652	-0.385144273940676	-1.81402872515557	1.42456471441857	1.42478489134425	-1.42855185436728	2	2
TRINITY_DN124875_c1_g1_i1	NA	NA	NA	NA	2.31038148073751	-2.02926819240184	5.52388590168779e-05	0.0157929679827932	1.18279696355509	0.0447665793072577	1.5479338709206	3.14767131342173	3.45676781691857	1.94011062451365	2	2
TRINITY_DN124901_c3_g3_i1	NA	NA	NA	NA	0.410235670625176	7.59379551814451	3.1718878308076e-07	0.00016536730496734	0.967460160296803	0.163654442546395	0.432415821175243	-2.78120538047273	-2.78120538047273	1.65958219335679	1	1
TRINITY_DN124934_c0_g2_i1	NA	NA	NA	NA	2.57276230308102	5.00711679127585	9.04365568975808e-05	0.0242890667813109	-0.367714578579402	0.163654442546395	3.87184705545996	-1.04696450165953	-1.66769844330023	4.15186560196214	1	1
TRINITY_DN125191_c6_g2_i1	NA	NA	NA	NA	2.53219532348896	-2.74992381816823	2.80094959218045e-08	1.99402046513989e-05	-0.367714578579402	1.18395070856536	1.40388382644193	3.48952324421003	3.9430884213092	1.39607105907713	2	2
TRINITY_DN125863_c4_g1_i1	NA	NA	NA	NA	1.04763187857941	-2.3709921028115	2.75312355036731e-05	0.00892717098545322	-0.522184157936008	0.163654442546395	-0.512159177261108	1.85409625001928	2.36159341728743	0.434008602736464	2	2
TRINITY_DN126695_c0_g1_i4	NA	NA	NA	NA	1.68963803474209	3.20051550927544	3.38317424033486e-05	0.0105829670442663	2.21130396045856	1.65902353712494	1.8737805530985	0.106197172999327	-2.78120538047273	2.71144045479065	1	1
TRINITY_DN126848_c2_g6_i1	NA	NA	NA	NA	0.224822346789382	7.38850226912038	3.69316090260398e-06	0.00148784023089905	0.908200146539558	-0.385144273940676	-0.100492051417203	-2.78120538047273	-2.78120538047273	1.62475864601424	1	1
TRINITY_DN126942_c1_g2_i1	NA	NA	NA	NA	1.72549600136961	3.10815616658208	5.98390657604753e-07	0.000294640911019496	2.08320468439951	2.37738289691416	2.42715882460527	-0.438557702153521	-0.814304598344045	1.82210713704866	1	1
TRINITY_DN127543_c0_g1_i2	NA	NA	NA	NA	0.719704102499633	-2.73943891324772	0.000130651883528305	0.0323489455023457	-0.100988332395613	-1.00032154760382	-0.954729805844763	2.62155186250175	0.317098440082655	-0.418453758253932	2	2
TRINITY_DN127567_c6_g4_i1	NA	NA	NA	NA	0.604010630395194	-8.87992929383994	9.66448697450434e-17	1.28484522082548e-13	-2.78120538047273	-2.78120538047273	-2.78120538047273	1.55494313932953	2.56099836209095	-2.78120538047273	2	2
